"","log2Expr.MLE","log2Expr.MLE.SE","log2AbsMod.MLE","log2AbsMod.MLE.SE","log2fcMod.MLE","log2fcMod.MLE.SE","log2fcMod.pvalue","log2fcMod.padj"
"peak_1",5.98500752433157,0.158356352059819,7.2848495301009,0.1322516362942,1.29984200576933,0.206318268182361,1.48651121952479e-10,1.82712421500187e-10
"peak_2",4.00228548631198,0.314821821703321,6.51931473163208,0.172435038086966,2.5170292453201,0.358952099858232,1.17334034551991e-12,1.58567503132858e-12
"peak_3",4.69743090082157,0.247420140951713,6.92919055068844,0.149600506004445,2.23175964986687,0.289131513441813,5.86969606969569e-15,8.70420965864987e-15
"peak_4",5.2823934409631,0.202017704624328,7.83297525486676,0.109370428646084,2.55058181390366,0.229723837881914,6.07753905588669e-29,1.35144098963252e-28
"peak_5",3.69743089931153,0.349904876281229,6.14491919735632,0.196325926886058,2.44748829804479,0.401219731739128,5.29946077160901e-10,6.32379987061777e-10
"peak_6",5.44285812154993,0.191089619175205,8.06245710477209,0.101008856559207,2.61959898322216,0.21614354066151,4.15216698310634e-34,1.03155301466047e-33
"peak_7",6.22467796441918,0.145734205020527,8.20381296243681,0.0961796691131529,1.97913499801763,0.174610957496409,4.42475813733683e-30,1.00987095666406e-29
"peak_8",6.87675467527446,0.116255679318707,8.13822462690526,0.0983909846107638,1.2614699516308,0.152302883436826,6.02371080890342e-17,9.621373682176e-17
"peak_9",7.35143513912219,0.0986206027495176,8.76507121201239,0.0791781765237962,1.4136360728902,0.126472157728153,2.62898975331528e-29,5.89491250800738e-29
"peak_10",6.45545819098464,0.134532004659495,9.01938839613145,0.0724981535565647,2.5639302051468,0.152822911130185,1.79373307956163e-63,6.88046355362674e-63
"peak_11",6.94981813976065,0.113348827378172,8.17139149149545,0.0972664792837455,1.2215733517348,0.149361053069586,1.43508203870565e-16,2.25767215047509e-16
"peak_12",9.08570162053663,0.0540672826107332,11.0212088426917,0.0362262139138449,1.93550722215511,0.0650815611989698,1.17770819053783e-194,1.20032307787761e-193
"peak_13",6.35143510099199,0.139470593067881,7.77373606427532,0.111639093304637,1.42230096328333,0.178648628639691,8.50218538274867e-16,1.30301481331738e-15
"peak_14",5.06939968426656,0.217494451138351,7.07653227615202,0.142152965450681,2.00713259188546,0.259829363311447,5.60099357880208e-15,8.31837174366521e-15
"peak_15",5.19493060140136,0.20823508241858,7.85763730829965,0.108439599611945,2.66270670689829,0.23477860693487,4.0935106997775e-30,9.35426317130723e-30
"peak_16",6.75971525369063,0.121068278053886,8.31484427981344,0.09254892965851,1.55512902612281,0.152390392839195,9.42556724985046e-25,1.90124998447991e-24
"peak_17",6.45545819071956,0.134532004671854,9.00474162010731,0.0728671032832742,2.54928342938775,0.152998283119554,1.23450347945234e-62,4.68772715523238e-62
"peak_18",6.7898772216926,0.11980930178545,8.0904714946544,0.100032902234493,1.30059427296181,0.156079626310496,3.94464081043046e-17,6.33897444222105e-17
"peak_19",7.18739697535927,0.104389749486379,8.57985633848241,0.0844273410085309,1.39245936312314,0.134257943515083,1.67077819864362e-25,3.42928567013423e-25
"peak_20",6.28239344990598,0.142848094246661,7.53977889060235,0.12106827740086,1.25738544069637,0.18725144759476,9.40607681718269e-12,1.22386555579461e-11
"peak_21",8.1335301273249,0.0752056779496246,9.3354756208313,0.0649757166490751,1.2019454935064,0.0993868082514492,5.70776668612643e-34,1.41442613300445e-33
