"","SRR7992459Aligned.sortedByCoord.out_sorted.bam","SRR7992460Aligned.sortedByCoord.out_sorted.bam"
"peak_3066",651,210
"peak_3067",38,6
"peak_3068",3239,1175
"peak_3069",815,489
"peak_3070",491,240
"peak_3071",70,36
"peak_3072",2374,1758
"peak_3073",31647,9784
"peak_3074",99,45
"peak_3075",1232,636
"peak_3076",225,145
"peak_3077",98,71
"peak_3078",219,153
"peak_3079",874,394
"peak_3080",50,21
"peak_3081",1168,671
"peak_3082",5973,1665
"peak_3083",244,98
"peak_3084",254,167
"peak_3085",3078,1468
"peak_3086",786,564
"peak_3087",146,72
"peak_3088",124,89
"peak_3089",183,110
"peak_3090",87,35
"peak_3091",61,33
"peak_3092",97,51
"peak_3093",68,28
"peak_3094",364,144
"peak_3095",139,59
"peak_3096",132,55
"peak_3097",95,56
"peak_3098",317,123
"peak_3099",58,12
"peak_3100",148,82
"peak_3101",68,29
"peak_3102",507,237
"peak_3103",109,32
"peak_3104",377,179
"peak_3105",793,289
"peak_3106",13894,4891
"peak_3107",170,116
"peak_3108",153,104
"peak_3109",58,23
"peak_3110",452,231
"peak_3111",295,142
"peak_3112",96,43
"peak_3113",534,112
"peak_3114",370,148
"peak_3115",117,84
"peak_3116",515,182
"peak_3117",652,247
"peak_3118",823,442
"peak_3119",1993,779
"peak_3120",239,171
"peak_3121",181,108
"peak_3122",181,116
"peak_3123",197,103
"peak_3124",86,48
"peak_3125",585,351
"peak_3126",1290,902
"peak_3127",106,68
"peak_3128",138,100
"peak_3129",362,182
"peak_3130",154,54
"peak_3131",97,71
"peak_3132",1373,827
"peak_3133",1720,567
"peak_3134",371,155
"peak_3135",62,25
"peak_3136",1212,354
"peak_3137",1045,564
"peak_3138",267,199
"peak_3139",162,128
"peak_3140",801,456
"peak_3141",211,127
"peak_3142",80,41
"peak_3143",168,113
"peak_3144",190,110
"peak_3145",511,347
"peak_3146",42,14
"peak_3147",488,195
"peak_3148",106,72
"peak_3149",306,143
"peak_3150",506,254
"peak_3151",73,42
"peak_3152",179,93
"peak_3153",75,29
"peak_3154",137,38
"peak_3155",109,39
"peak_3156",2255,1388
"peak_3157",330,220
"peak_3158",1157,444
"peak_3159",265,191
"peak_3160",100,67
"peak_3161",1799,1057
"peak_3162",25206,11093
"peak_3163",308,170
"peak_3164",54,29
"peak_3165",315,81
"peak_3166",2171,963
"peak_3167",1831,763
"peak_3168",286,161
"peak_3169",402,166
"peak_3170",147,56
"peak_3171",501,166
"peak_3172",189,133
"peak_3173",86,32
"peak_3174",41,11
"peak_3175",236,119
"peak_3176",688,324
"peak_3177",154,70
"peak_3178",113,59
"peak_3179",788,235
"peak_3180",59,31
"peak_3181",186,78
"peak_3182",104,43
"peak_3183",138,65
"peak_3184",48,20
"peak_3185",76,45
"peak_3186",579,429
"peak_3187",754,549
"peak_3188",4589,2312
"peak_3189",53,28
"peak_3190",504,183
"peak_3191",2399,1069
"peak_3192",303,141
"peak_3193",170,81
"peak_3194",269,114
"peak_3195",1463,682
"peak_3196",1881,485
"peak_3197",199,89
"peak_3198",381,105
"peak_3199",145,66
"peak_3200",298,211
"peak_3201",372,256
"peak_3202",293,192
"peak_3203",142,106
"peak_3204",131,69
"peak_3205",73,40
"peak_3206",77,42
"peak_3207",89,23
"peak_3208",91,15
"peak_3209",18607,7720
"peak_3210",222,154
"peak_3211",1221,655
"peak_3212",64,24
"peak_3213",106,42
"peak_3214",111,53
"peak_3215",75,27
"peak_3216",296,122
"peak_3217",533,254
"peak_3218",124,88
"peak_3219",663,152
"peak_3220",530,257
"peak_3221",132,46
"peak_3222",780,493
"peak_3223",45,17
"peak_3224",129,94
"peak_3225",3161,1155
"peak_3226",566,324
"peak_3227",172,105
"peak_3228",460,312
"peak_3229",640,307
"peak_3230",194,145
"peak_3231",1688,607
"peak_3232",217,159
"peak_3233",333,249
"peak_3234",183,136
"peak_3235",125,94
"peak_3236",3327,1614
"peak_3237",138,92
"peak_3238",903,516
"peak_3239",109,72
"peak_3240",303,195
"peak_3241",149,108
"peak_3242",304,112
"peak_3243",455,195
"peak_3244",248,119
"peak_3245",1640,1087
"peak_3246",75,46
"peak_3247",90,51
"peak_3248",294,200
"peak_3249",117,71
"peak_3250",197,66
"peak_3251",67,26
"peak_3252",59,24
"peak_3253",34,11
"peak_3254",152,50
"peak_3255",107,82
"peak_3256",114,69
"peak_3257",202,49
"peak_3258",50,11
"peak_3259",12100,8772
"peak_3260",317,180
"peak_3261",89,39
"peak_3262",257,108
"peak_3263",953,434
"peak_3264",474,334
"peak_3265",2515,947
"peak_3266",730,322
"peak_3267",907,451
"peak_3268",168,120
"peak_3269",105,76
"peak_3270",471,185
"peak_3271",265,102
"peak_3272",245,94
"peak_3273",211,59
"peak_3274",175,73
"peak_3275",123,95
"peak_3276",318,228
"peak_3277",283,208
"peak_3278",729,334
"peak_3279",57,21
"peak_3280",637,327
"peak_3281",47,20
"peak_3282",209,147
"peak_3283",927,586
"peak_3284",77,45
"peak_3285",89,63
"peak_3286",105,75
"peak_3287",124,83
"peak_3288",843,493
"peak_3289",513,350
"peak_3290",443,330
"peak_3291",44,6
"peak_3292",336,185
"peak_3293",482,354
"peak_3294",1519,710
"peak_3295",553,163
"peak_3296",109,80
"peak_3297",819,398
"peak_3298",465,256
"peak_3299",1612,1082
"peak_3300",4920,1670
"peak_3301",1135,835
"peak_3302",555,399
"peak_3303",79621,48237
"peak_3304",26968,19918
"peak_3305",1033,351
"peak_3306",753,562
"peak_3307",6198,4478
"peak_3308",1147,799
"peak_3309",85,29
"peak_3310",515,365
"peak_3311",96,60
"peak_3312",2126,851
"peak_3313",197,135
"peak_3314",129,95
"peak_3315",119,78
"peak_3316",373,257
"peak_3317",434,190
"peak_3318",315,180
"peak_3319",42,9
"peak_3320",558,277
"peak_3321",71,43
"peak_3322",262,153
"peak_3323",74,44
"peak_3324",34,8
"peak_3325",482,335
"peak_3326",60,36
"peak_3327",79,56
"peak_3328",1205,466
"peak_3329",111,33
"peak_3330",510,326
"peak_3331",482,263
"peak_3332",1272,665
"peak_3333",223,151
"peak_3334",382,201
"peak_3335",133,100
"peak_3336",1638,651
"peak_3337",347,158
"peak_3338",3457,1402
"peak_3339",143,107
"peak_3340",233,163
"peak_3341",231,161
"peak_3342",291,197
"peak_3343",387,266
"peak_3344",294,157
"peak_3345",461,269
"peak_3346",195,131
"peak_3347",262,135
"peak_3348",213,112
"peak_3349",404,173
"peak_3350",155,111
"peak_3351",148,42
"peak_3352",180,117
"peak_3353",281,88
"peak_3354",1043,315
"peak_3355",130,86
"peak_3356",62,13
"peak_3357",576,404
"peak_3358",818,362
"peak_3359",213,104
"peak_3360",144,105
"peak_3361",88,57
"peak_3362",213,168
"peak_3363",157,74
"peak_3364",127,71
"peak_3365",650,440
"peak_3366",2188,1461
"peak_3367",555,334
"peak_3368",606,239
"peak_3369",37,14
"peak_3370",249,43
"peak_3371",141,25
"peak_3372",613,383
"peak_3373",525,380
"peak_3374",4296,1306
"peak_3375",852,359
"peak_3376",91,52
"peak_3377",54,27
"peak_3378",144,70
"peak_3379",59,28
"peak_3380",88,61
"peak_3381",211,87
"peak_3382",72,31
"peak_3383",610,326
"peak_3384",52,12
"peak_3385",84,53
"peak_3386",147,102
"peak_3387",246,134
"peak_3388",135,92
"peak_3389",801,461
"peak_3390",460,269
"peak_3391",198,136
"peak_3392",1293,399
"peak_3393",91,48
"peak_3394",83,25
"peak_3395",111,63
"peak_3396",638,393
"peak_3397",284,210
"peak_3398",36,6
"peak_3399",163,107
"peak_3400",55,6
"peak_3401",40,7
"peak_3402",586,246
"peak_3403",305,208
"peak_3404",7923,3508
"peak_3405",584,197
"peak_3406",70,36
"peak_3407",347,188
"peak_3408",296,121
"peak_3409",101,26
"peak_3410",195,64
"peak_3411",149,36
"peak_3412",192,105
"peak_3413",1024,640
"peak_3414",5116,2985
"peak_3415",4735,3385
"peak_3416",424,315
"peak_3417",103,77
"peak_3418",113,80
"peak_3419",246,115
"peak_3420",540,380
"peak_3421",182,123
"peak_3422",680,264
"peak_3423",462,117
"peak_3424",170,93
"peak_3425",104,78
"peak_3426",2145,773
"peak_3427",3225,1261
"peak_3428",270,176
"peak_3429",1893,753
"peak_3430",1647,969
"peak_3431",86,61
"peak_3432",227,105
"peak_3433",833,611
"peak_3434",90,28
"peak_3435",42,16
"peak_3436",79,31
"peak_3437",66,35
"peak_3438",33,11
"peak_3439",60,31
"peak_3440",280,69
"peak_3441",57,29
"peak_3442",152,98
"peak_3443",243,174
"peak_3444",128,97
"peak_3445",544,241
"peak_3446",107,49
"peak_3447",73,43
"peak_3448",128,58
"peak_3449",92,73
"peak_3450",166,102
"peak_3451",309,168
"peak_3452",248,108
"peak_3453",552,228
"peak_3454",579,218
"peak_3455",149,70
"peak_3456",52,20
"peak_3457",516,346
"peak_3458",130,92
"peak_3459",340,148
"peak_3460",213,115
"peak_3461",65,38
"peak_3462",1000,368
"peak_3463",377,192
"peak_3464",440,259
"peak_3465",329,84
"peak_3466",777,537
"peak_3467",271,179
"peak_3468",1261,662
"peak_3469",103,64
"peak_3470",260,186
"peak_3471",175,125
"peak_3472",426,289
"peak_3473",211,152
"peak_3474",125,49
"peak_3475",319,159
"peak_3476",46,11
"peak_3477",162,111
"peak_3478",189,138
"peak_3479",4881,1613
"peak_3480",100,77
"peak_3481",93,67
"peak_3482",104,67
"peak_3483",69,41
"peak_3484",502,185
"peak_3485",161,67
"peak_3486",60,20
"peak_3487",320,117
"peak_3488",191,51
"peak_3489",46,14
"peak_3490",518,262
"peak_3491",671,494
"peak_3492",2348,1059
"peak_3493",156,70
"peak_3494",64,30
"peak_3495",1618,751
"peak_3496",874,487
"peak_3497",803,293
"peak_3498",268,149
"peak_3499",67,27
"peak_3500",126,53
"peak_3501",211,78
"peak_3502",179,75
"peak_3503",870,557
"peak_3504",77,49
"peak_3505",1283,520
"peak_3506",1183,667
"peak_3507",75,47
"peak_3508",113,61
"peak_3509",1862,1020
"peak_3510",106,78
"peak_3511",1004,643
"peak_3512",3450,2230
"peak_3513",5696,2825
"peak_3514",4305,1760
"peak_3515",2892,1645
"peak_3516",987,580
"peak_3517",2689,1384
"peak_3518",213,145
"peak_3519",1109,389
"peak_3520",114,80
"peak_3521",136,35
"peak_3522",85,42
"peak_3523",122,39
"peak_3524",69,24
"peak_3525",52,27
"peak_3526",128,89
"peak_3527",510,287
"peak_3528",5189,2087
"peak_3529",138,94
"peak_3530",78,55
"peak_3531",1484,1017
"peak_3532",42,18
"peak_3533",608,273
"peak_3534",147,84
"peak_3535",679,222
"peak_3536",185,68
"peak_3537",153,113
"peak_3538",263,191
"peak_3539",427,180
"peak_3540",1882,858
"peak_3541",143,93
"peak_3542",166,120
"peak_3543",410,261
"peak_3544",128,84
"peak_3545",262,145
"peak_3546",1888,700
"peak_3547",296,195
"peak_3548",71,43
"peak_3549",152,80
"peak_3550",79,39
"peak_3551",96,32
"peak_3552",375,231
"peak_3553",137,100
"peak_3554",831,448
"peak_3555",106,79
"peak_3556",386,272
"peak_3557",420,309
"peak_3558",819,571
"peak_3559",133,73
"peak_3560",95,43
"peak_3561",89,39
"peak_3562",44,7
"peak_3563",264,178
"peak_3564",1131,265
"peak_3565",3520,1652
"peak_3566",2469,1711
"peak_3567",51,13
"peak_3568",76,37
"peak_3569",136,80
"peak_3570",177,99
"peak_3571",46,10
"peak_3572",51,17
"peak_3573",2430,946
"peak_3574",689,481
"peak_3575",1161,823
"peak_3576",132,23
"peak_3577",454,328
"peak_3578",658,311
"peak_3579",96,23
"peak_3580",98,62
"peak_3581",3515,1347
"peak_3582",1142,457
"peak_3583",2958,911
"peak_3584",183,130
"peak_3585",125,74
"peak_3586",95,57
"peak_3587",113,52
"peak_3588",70,33
"peak_3589",58,34
"peak_3590",262,119
"peak_3591",372,84
"peak_3592",53,9
"peak_3593",42,12
"peak_3594",60,8
"peak_3595",88,44
"peak_3596",671,448
"peak_3597",560,314
"peak_3598",278,76
"peak_3599",86,30
"peak_3600",102,69
"peak_3601",96,64
"peak_3602",1711,676
"peak_3603",1024,313
"peak_3604",323,129
"peak_3605",130,61
"peak_3606",269,203
"peak_3607",3708,1365
"peak_3608",404,137
"peak_3609",124,82
"peak_3610",257,131
"peak_3611",68,38
"peak_3612",125,60
"peak_3613",249,132
"peak_3614",170,108
"peak_3615",142,76
"peak_3616",155,107
"peak_3617",1446,805
"peak_3618",500,344
"peak_3619",816,607
"peak_3620",1271,458
"peak_3621",76,28
"peak_3622",159,68
"peak_3623",43,12
"peak_3624",89,52
"peak_3625",234,116
"peak_3626",323,208
"peak_3627",180,105
"peak_3628",71,43
"peak_3629",61,30
"peak_3630",44,12
"peak_3631",385,201
"peak_3632",139,87
"peak_3633",80,19
"peak_3634",187,79
"peak_3635",188,75
"peak_3636",116,40
"peak_3637",376,264
"peak_3638",421,206
"peak_3639",47,15
"peak_3640",164,47
"peak_3641",86,24
"peak_3642",89,51
"peak_3643",411,257
"peak_3644",103,75
"peak_3645",258,117
"peak_3646",227,129
"peak_3647",125,55
"peak_3648",110,69
"peak_3649",98,64
"peak_3650",60,24
"peak_3651",85,25
"peak_3652",70,38
"peak_3653",506,269
"peak_3654",128,68
"peak_3655",57,28
"peak_3656",231,84
"peak_3657",294,78
"peak_3658",144,67
"peak_3659",117,51
"peak_3660",75,40
"peak_3661",162,63
"peak_3662",183,45
"peak_3663",188,43
"peak_3664",101,74
"peak_3665",138,90
"peak_3666",697,224
"peak_3667",111,53
"peak_3668",289,108
"peak_3669",49,6
"peak_3670",3065,1445
"peak_3671",1353,934
"peak_3672",398,292
"peak_3673",187,128
"peak_3674",298,161
"peak_3675",170,90
"peak_3676",128,96
"peak_3677",945,330
"peak_3678",105,45
"peak_3679",89,60
"peak_3680",61,17
"peak_3681",81,25
"peak_3682",70,26
"peak_3683",164,119
"peak_3684",263,191
"peak_3685",123,80
"peak_3686",305,224
"peak_3687",1226,710
"peak_3688",59,24
"peak_3689",73,39
"peak_3690",57,26
"peak_3691",194,107
"peak_3692",110,79
"peak_3693",85,45
"peak_3694",3379,1790
"peak_3695",118,65
"peak_3696",123,92
"peak_3697",3746,1509
"peak_3698",625,259
"peak_3699",105,78
"peak_3700",121,32
"peak_3701",254,167
"peak_3702",364,122
"peak_3703",844,326
"peak_3704",269,192
"peak_3705",1067,587
"peak_3706",87,61
"peak_3707",820,305
"peak_3708",37,15
"peak_3709",36,7
"peak_3710",268,207
"peak_3711",258,172
"peak_3712",69,37
"peak_3713",689,188
"peak_3714",122,49
"peak_3715",654,327
"peak_3716",91,50
"peak_3717",186,53
"peak_3718",69,19
"peak_3719",209,121
"peak_3720",825,392
"peak_3721",182,106
"peak_3722",200,115
"peak_3723",385,189
"peak_3724",619,284
"peak_3725",465,297
"peak_3726",671,530
"peak_3727",1875,1148
"peak_3728",433,154
"peak_3729",278,129
"peak_3730",778,557
"peak_3731",118,74
"peak_3732",739,263
"peak_3733",129,71
"peak_3734",151,110
"peak_3735",162,54
"peak_3736",5068,2656
"peak_3737",345,245
"peak_3738",78,28
"peak_3739",3850,1747
"peak_3740",600,422
"peak_3741",865,637
"peak_3742",263,156
"peak_3743",96,61
"peak_3744",332,190
"peak_3745",453,185
"peak_3746",308,97
"peak_3747",88,54
"peak_3748",349,257
"peak_3749",680,237
"peak_3750",218,144
"peak_3751",118,76
"peak_3752",157,100
"peak_3753",91,51
"peak_3754",276,192
"peak_3755",147,104
"peak_3756",177,114
"peak_3757",169,41
"peak_3758",35,13
"peak_3759",967,468
"peak_3760",179,137
"peak_3761",80,26
"peak_3762",88,58
"peak_3763",889,446
"peak_3764",1006,533
"peak_3765",122,84
"peak_3766",57,23
"peak_3767",168,80
"peak_3768",854,525
"peak_3769",527,326
"peak_3770",69,43
"peak_3771",102,64
"peak_3772",36,9
"peak_3773",127,81
"peak_3774",1254,418
"peak_3775",729,241
"peak_3776",31,7
"peak_3777",86,17
"peak_3778",2226,1244
"peak_3779",2493,1114
"peak_3780",429,221
"peak_3781",190,107
"peak_3782",768,474
"peak_3783",200,86
"peak_3784",583,388
"peak_3785",89,56
"peak_3786",121,76
"peak_3787",339,123
"peak_3788",55,31
"peak_3789",349,250
"peak_3790",112,79
"peak_3791",926,374
"peak_3792",579,413
"peak_3793",8880,4155
"peak_3794",1065,553
"peak_3795",118,58
"peak_3796",4774,2650
"peak_3797",17787,6053
"peak_3798",150,116
"peak_3799",120,40
"peak_3800",8567,4411
"peak_3801",1361,931
"peak_3802",1648,1250
"peak_3803",115,61
"peak_3804",112,63
"peak_3805",167,116
"peak_3806",131,57
"peak_3807",109,53
"peak_3808",69,19
"peak_3809",47,20
"peak_3810",169,106
"peak_3811",205,150
"peak_3812",1891,1161
"peak_3813",4572,1883
"peak_3814",76,38
"peak_3815",59,23
"peak_3816",29,6
"peak_3817",293,83
"peak_3818",149,38
"peak_3819",1385,879
"peak_3820",2650,1133
"peak_3821",357,257
"peak_3822",10967,5728
"peak_3823",240,121
"peak_3824",135,53
"peak_3825",3122,2036
"peak_3826",162,116
"peak_3827",225,129
"peak_3828",295,126
"peak_3829",198,143
"peak_3830",4896,3247
"peak_3831",339,226
"peak_3832",1952,1585
"peak_3833",52,6
"peak_3834",4180,2238
"peak_3835",126,60
"peak_3836",2178,804
"peak_3837",146,79
"peak_3838",139,38
"peak_3839",118,60
"peak_3840",121,52
"peak_3841",446,165
"peak_3842",80,45
"peak_3843",221,161
"peak_3844",410,263
"peak_3845",1890,990
"peak_3846",937,654
"peak_3847",2840,1594
"peak_3848",1815,781
"peak_3849",135,79
"peak_3850",69,20
"peak_3851",267,104
"peak_3852",217,72
"peak_3853",64,21
"peak_3854",440,240
"peak_3855",397,255
"peak_3856",68,16
"peak_3857",145,65
"peak_3858",377,207
"peak_3859",428,279
"peak_3860",131,76
"peak_3861",5472,1893
"peak_3862",1317,753
"peak_3863",912,590
"peak_3864",37,8
"peak_3865",43,11
"peak_3866",303,123
"peak_3867",7337,3359
"peak_3868",8336,2896
"peak_3869",127,75
"peak_3870",37,9
"peak_3871",36,9
"peak_3872",518,159
"peak_3873",111,56
"peak_3874",211,96
"peak_3875",58,20
"peak_3876",228,119
"peak_3877",1581,460
"peak_3878",73,13
"peak_3879",95,61
"peak_3880",49,23
"peak_3881",1030,728
"peak_3882",20009,10608
"peak_3883",8095,5032
"peak_3884",135,86
"peak_3885",482,197
"peak_3886",50,28
"peak_3887",313,157
"peak_3888",1222,537
"peak_3889",842,249
"peak_3890",57,30
"peak_3891",265,80
"peak_3892",454,189
"peak_3893",73,43
"peak_3894",265,187
"peak_3895",151,40
"peak_3896",240,176
"peak_3897",4545,2211
"peak_3898",1387,785
"peak_3899",192,139
"peak_3900",474,295
"peak_3901",138,98
"peak_3902",445,300
"peak_3903",625,381
"peak_3904",758,488
"peak_3905",590,313
"peak_3906",51,16
"peak_3907",168,80
"peak_3908",215,119
"peak_3909",137,92
"peak_3910",69,29
"peak_3911",1474,986
"peak_3912",1341,802
"peak_3913",228,171
"peak_3914",198,134
"peak_3915",198,132
"peak_3916",643,441
"peak_3917",4955,3581
"peak_3918",17639,12765
"peak_3919",87,63
"peak_3920",139,107
"peak_3921",135,92
"peak_3922",424,293
"peak_3923",80,41
"peak_3924",477,268
"peak_3925",664,368
"peak_3926",303,210
"peak_3927",107,65
"peak_3928",140,65
"peak_3929",156,73
"peak_3930",161,98
"peak_3931",2619,989
"peak_3932",55,24
"peak_3933",411,252
"peak_3934",1323,833
"peak_3935",85,57
"peak_3936",7993,4653
"peak_3937",27508,9460
"peak_3938",235,92
"peak_3939",508,212
"peak_3940",73,49
"peak_3941",178,125
"peak_3942",240,134
"peak_3943",82,39
"peak_3944",232,108
"peak_3945",91,61
"peak_3946",153,107
"peak_3947",852,336
"peak_3948",74,37
"peak_3949",152,77
"peak_3950",626,211
"peak_3951",37,11
"peak_3952",62,22
"peak_3953",202,52
"peak_3954",141,100
"peak_3955",114,59
"peak_3956",490,270
"peak_3957",685,282
"peak_3958",154,56
"peak_3959",1140,571
"peak_3960",353,262
"peak_3961",460,315
"peak_3962",124,84
"peak_3963",273,184
"peak_3964",68,40
"peak_3965",311,225
"peak_3966",307,171
"peak_3967",443,342
"peak_3968",100,50
"peak_3969",1250,520
"peak_3970",263,159
"peak_3971",104,27
"peak_3972",99,72
"peak_3973",115,76
"peak_3974",30,7
"peak_3975",89,47
"peak_3976",48,25
"peak_3977",876,578
"peak_3978",190,70
"peak_3979",291,110
"peak_3980",64,21
"peak_3981",71,15
"peak_3982",247,182
"peak_3983",903,447
"peak_3984",121,90
"peak_3985",118,83
"peak_3986",1321,778
"peak_3987",3027,1281
"peak_3988",1788,988
"peak_3989",1076,652
"peak_3990",1986,790
"peak_3991",54,19
"peak_3992",537,150
"peak_3993",108,82
"peak_3994",59,29
"peak_3995",387,244
"peak_3996",3725,1115
"peak_3997",46,21
"peak_3998",201,80
"peak_3999",195,89
"peak_4000",78,20
"peak_4001",85,41
"peak_4002",891,344
"peak_4003",38,15
"peak_4004",79,30
"peak_4005",106,74
"peak_4006",515,191
"peak_4007",330,223
"peak_4008",533,309
"peak_4009",94,53
"peak_4010",517,170
"peak_4011",193,140
"peak_4012",1105,559
"peak_4013",586,355
"peak_4014",624,224
"peak_4015",653,166
"peak_4016",181,48
"peak_4017",95,68
"peak_4018",185,107
"peak_4019",108,69
"peak_4020",57,19
"peak_4021",45,11
"peak_4022",90,57
"peak_4023",84,55
"peak_4024",324,125
"peak_4025",67,22
"peak_4026",113,36
"peak_4027",82,24
"peak_4028",77,33
"peak_4029",158,59
"peak_4030",68,24
"peak_4031",46,17
"peak_4032",156,92
"peak_4033",349,165
"peak_4034",667,375
"peak_4035",278,169
"peak_4036",9102,3496
"peak_4037",1134,853
"peak_4038",2361,1526
"peak_4039",71,20
"peak_4040",48,15
"peak_4041",83,42
"peak_4042",193,93
"peak_4043",73,42
"peak_4044",66,31
"peak_4045",350,109
"peak_4046",55,30
"peak_4047",70,42
"peak_4048",154,94
"peak_4049",230,135
"peak_4050",537,198
"peak_4051",253,181
"peak_4052",3331,1011
"peak_4053",975,520
"peak_4054",652,238
"peak_4055",12090,6094
"peak_4056",78,39
"peak_4057",575,289
"peak_4058",689,255
"peak_4059",422,161
"peak_4060",560,233
"peak_4061",155,106
"peak_4062",6559,2519
"peak_4063",369,258
"peak_4064",140,41
"peak_4065",234,178
"peak_4066",80,54
"peak_4067",898,490
"peak_4068",155,50
"peak_4069",311,92
"peak_4070",413,274
"peak_4071",60,24
"peak_4072",68,28
"peak_4073",167,38
"peak_4074",96,49
"peak_4075",49,26
"peak_4076",67,29
"peak_4077",301,111
"peak_4078",204,131
"peak_4079",2119,1483
"peak_4080",77,24
"peak_4081",34,7
"peak_4082",51,22
"peak_4083",168,75
"peak_4084",81,39
"peak_4085",69,39
"peak_4086",51,15
"peak_4087",2212,1246
"peak_4088",170,118
"peak_4089",130,104
"peak_4090",58,26
"peak_4091",218,144
"peak_4092",107,77
"peak_4093",1133,662
"peak_4094",423,275
"peak_4095",443,300
"peak_4096",782,387
"peak_4097",175,98
"peak_4098",154,111
"peak_4099",118,71
"peak_4100",1860,928
"peak_4101",908,348
"peak_4102",265,186
"peak_4103",212,143
"peak_4104",150,95
"peak_4105",83,25
"peak_4106",141,45
"peak_4107",44,17
"peak_4108",158,107
"peak_4109",71,27
"peak_4110",50,19
"peak_4111",197,74
"peak_4112",583,188
"peak_4113",143,97
"peak_4114",145,97
"peak_4115",127,49
"peak_4116",90,66
"peak_4117",188,128
"peak_4118",863,314
"peak_4119",499,368
"peak_4120",3743,2000
"peak_4121",4607,1848
"peak_4122",47,19
"peak_4123",614,318
"peak_4124",136,37
"peak_4125",955,475
"peak_4126",1103,770
"peak_4127",10790,5726
"peak_4128",780,416
"peak_4129",44,19
"peak_4130",119,51
"peak_4131",152,44
"peak_4132",8199,3885
"peak_4133",70,22
"peak_4134",430,264
"peak_4135",120,46
"peak_4136",139,55
"peak_4137",164,32
"peak_4138",75,44
"peak_4139",80,59
"peak_4140",484,195
"peak_4141",63,37
"peak_4142",834,637
"peak_4143",64,20
"peak_4144",80,46
"peak_4145",58,17
"peak_4146",69,24
"peak_4147",55,26
"peak_4148",54,6
"peak_4149",49,9
"peak_4150",36,12
"peak_4151",87,30
"peak_4152",62,26
"peak_4153",216,88
"peak_4154",246,87
"peak_4155",41,9
"peak_4156",210,52
"peak_4157",236,122
"peak_4158",74,46
"peak_4159",130,64
"peak_4160",114,34
"peak_4161",748,441
"peak_4162",137,64
"peak_4163",1212,503
"peak_4164",58,27
"peak_4165",95,52
"peak_4166",148,102
"peak_4167",858,465
"peak_4168",367,184
"peak_4169",58,16
"peak_4170",33,8
"peak_4171",217,77
"peak_4172",304,218
"peak_4173",70,41
"peak_4174",4848,2420
"peak_4175",1323,961
"peak_4176",2613,1506
"peak_4177",225,125
"peak_4178",506,398
"peak_4179",1628,844
"peak_4180",1682,1026
"peak_4181",2128,1081
"peak_4182",137,92
"peak_4183",441,254
"peak_4184",399,187
"peak_4185",169,110
"peak_4186",2587,1124
"peak_4187",624,366
"peak_4188",1669,599
"peak_4189",109,81
"peak_4190",155,116
"peak_4191",972,467
"peak_4192",243,144
"peak_4193",897,592
"peak_4194",475,198
"peak_4195",391,191
"peak_4196",121,27
"peak_4197",149,68
"peak_4198",291,106
"peak_4199",65,17
"peak_4200",75,47
"peak_4201",89,65
"peak_4202",339,215
"peak_4203",101,54
"peak_4204",51,28
"peak_4205",704,493
"peak_4206",70,40
"peak_4207",120,64
"peak_4208",178,52
"peak_4209",62,19
"peak_4210",508,211
"peak_4211",84,38
"peak_4212",1698,778
"peak_4213",986,615
"peak_4214",3342,1151
"peak_4215",109,43
"peak_4216",96,39
"peak_4217",135,61
"peak_4218",415,210
"peak_4219",226,136
"peak_4220",190,95
"peak_4221",194,130
"peak_4222",626,230
"peak_4223",865,332
"peak_4224",76,44
"peak_4225",274,187
"peak_4226",248,121
"peak_4227",345,90
"peak_4228",124,83
"peak_4229",1522,736
"peak_4230",2485,646
"peak_4231",919,559
"peak_4232",1742,1223
"peak_4233",341,174
"peak_4234",2999,1049
"peak_4235",69,35
"peak_4236",62,33
"peak_4237",67,33
"peak_4238",65,21
"peak_4239",47,23
"peak_4240",49,26
"peak_4241",162,65
"peak_4242",63,37
"peak_4243",179,94
"peak_4244",347,177
"peak_4245",42,14
"peak_4246",336,156
"peak_4247",208,99
"peak_4248",181,113
"peak_4249",85,28
"peak_4250",358,169
"peak_4251",52,18
"peak_4252",144,102
"peak_4253",175,87
"peak_4254",92,22
"peak_4255",547,179
"peak_4256",97,70
"peak_4257",97,35
"peak_4258",180,96
"peak_4259",1320,470
"peak_4260",494,201
"peak_4261",194,128
"peak_4262",332,104
"peak_4263",102,31
"peak_4264",39,11
"peak_4265",58,25
"peak_4266",78,17
"peak_4267",141,43
"peak_4268",45,14
"peak_4269",1243,313
"peak_4270",70,38
"peak_4271",479,276
"peak_4272",167,121
"peak_4273",127,75
"peak_4274",147,49
"peak_4275",106,31
"peak_4276",64,30
"peak_4277",267,79
"peak_4278",172,51
"peak_4279",346,245
"peak_4280",425,302
"peak_4281",819,241
"peak_4282",4672,2422
"peak_4283",521,276
"peak_4284",183,55
"peak_4285",203,109
"peak_4286",428,132
"peak_4287",132,43
"peak_4288",394,261
"peak_4289",262,98
"peak_4290",467,304
"peak_4291",254,63
"peak_4292",145,50
"peak_4293",33,9
"peak_4294",119,83
"peak_4295",178,56
"peak_4296",33,7
"peak_4297",1071,566
"peak_4298",472,346
"peak_4299",621,308
"peak_4300",121,78
"peak_4301",79,50
"peak_4302",438,305
"peak_4303",144,90
"peak_4304",57,22
"peak_4305",104,45
"peak_4306",75,19
