"","RPKM.input","RPKM.IP"
"peak_1",4.60790191172787e-07,5.56173194176394e-07
"peak_2",0.000185871531358193,0.000145909369800984
"peak_3",1.80173112584064e-06,2.56289706461989e-06
"peak_4",2.81282583774504e-06,3.38981364184104e-06
"peak_5",7.92091755909005e-05,0.000137714863779838
"peak_6",8.8467390919707e-05,6.26589155162667e-05
"peak_7",2.88033365785093e-05,2.82975747492817e-05
"peak_8",9.00104268078414e-05,9.33819966726297e-05
"peak_9",8.37642158821469e-07,1.40182530346422e-06
"peak_10",5.09597493312087e-05,3.87459100413242e-05
"peak_11",0.000104812141438464,8.11197142812743e-05
"peak_12",0.000648075073016458,0.000632922421892268
"peak_13",0.000170419741422846,0.000130168843846696
"peak_14",7.32084804703777e-05,5.94249069734916e-05
"peak_15",1.38682731674304e-05,2.05419431513304e-05
"peak_16",9.46395344722447e-05,6.71056772625824e-05
"peak_17",8.4149012811973e-07,6.0435664962602e-07
"peak_18",2.53866837045935e-05,2.60776326848296e-05
"peak_19",9.43557577571855e-05,6.99307881735123e-05
"peak_20",0.00029420550933763,0.000227189100129948
"peak_21",2.88033365785093e-05,2.17444521757638e-05
"peak_22",0.00085689926321065,0.000612642493321949
"peak_23",9.07305102223042e-05,6.86687813915903e-05
"peak_24",7.58087816892709e-05,5.29793482805997e-05
"peak_25",0.000110069893353589,7.88289582301419e-05
"peak_26",4.65936327005297e-05,3.41235460211927e-05
"peak_27",3.33720120279725e-05,2.5489982476507e-05
"peak_28",0.000175220297519265,0.000129225591355053
"peak_29",0.00059046839985944,0.000445686802301187
"peak_30",0.00010009159461032,0.00011347327474462
"peak_31",0.00015611183399485,0.000113300836398491
"peak_32",2.88033365785093e-05,3.63340859780777e-05
"peak_33",0.000104412095097096,9.9041511622486e-05
"peak_34",1.63903660348118e-05,1.69613687799185e-05
"peak_35",2.80832531640465e-05,3.02784049817314e-05
"peak_36",9.72112609524687e-05,0.000108002410293092
"peak_37",1.0801251216941e-05,1.13190298997127e-05
"peak_38",0.000216025024338819,0.000195253265770044
"peak_39",6.72077853498549e-05,8.30062192645597e-05
"peak_40",0.00010801251216941,0.000104701026572342
"peak_41",6.12070902293322e-05,5.44728313923673e-05
"peak_42",5.07895825248008e-06,5.4702730706553e-06
"peak_43",2.45037459549478e-06,3.53077724866265e-06
"peak_44",3.48963500855016e-05,3.17803531799625e-05
"peak_45",2.19453992979118e-05,2.16948073077826e-05
"peak_46",7.7769008761975e-05,5.8858955478506e-05
"peak_47",0.000543662977919362,0.000376357744165447
"peak_48",0.000244012641424383,0.000182939399258052
"peak_49",0.00071615568674748,0.000862432903154245
"peak_50",0.000218082405522999,0.000163047930698242
"peak_51",2.5562961213427e-05,1.91008629557652e-05
"peak_52",3.33856855796357e-05,2.57250679538925e-05
"peak_53",2.50623259702648e-05,1.92173682507856e-05
"peak_54",0.000230426692628074,0.000179217973412118
"peak_55",9.50662213044893e-07,7.20005502502127e-07
"peak_56",1.41247131298459e-05,1.50194819823111e-05
"peak_57",6.99509602620939e-05,0.000122285948023682
"peak_58",0.000824495509559827,0.000608397857109557
"peak_59",0.00603224163201351,0.00465010003344268
"peak_60",0.00010801251216941,0.00010045639035995
"peak_61",0.000234027109700388,0.000189593750820188
"peak_62",0.000454552655379599,0.000483534808528351
"peak_63",0.000246028499941433,0.000201384406965722
"peak_64",0.000147234076872061,0.00015948994789542
"peak_65",6.00069512052276e-06,9.9041511622486e-06
"peak_66",0.000217053714930909,0.000209402053144685
"peak_67",1.33058891802896e-05,1.00271840959411e-05
"peak_68",0.00011341313777788,9.33819966726297e-05
"peak_69",1.13562249949553e-05,1.44359542056127e-05
"peak_70",6.64076926671186e-05,6.57132569177764e-05
"peak_71",3.99318984383878e-05,5.14501359077849e-05
"peak_72",0.000201623356049565,0.000322592352141812
"peak_73",6.22191890376784e-06,1.20623302502699e-05
"peak_74",0.0021098444043758,0.0016978544849569
"peak_75",7.56087585185868e-05,8.51959125487303e-05
"peak_76",7.29684526655568e-05,7.05552863748757e-05
"peak_77",3.29306439540883e-05,4.10659926239576e-05
"peak_78",1.70065783369654e-05,1.87455132267707e-05
"peak_79",9.77256062485136e-05,7.65189521281597e-05
"peak_80",9.77797478586235e-05,9.71053617712194e-05
"peak_81",0.00016717612243878,0.000210893411813904
"peak_82",1.9678392905358e-05,1.73279683434367e-05
"peak_83",2.76955159408743e-05,3.3521742395303e-05
"peak_84",9.86170014826948e-07,1.05693132778692e-06
"peak_85",4.32050048677639e-05,4.70447180206809e-05
"peak_86",1.58434194601261e-05,1.478696150265e-05
"peak_87",0.000763288419330495,0.00102097649695408
"peak_88",5.58064646208617e-05,5.94249069734916e-05
"peak_89",0.000115213346314037,0.000122387010790643
"peak_90",7.56087585185868e-05,0.000101871269097414
"peak_91",8.8570259978916e-05,7.21588156106684e-05
"peak_92",0.000266430863351211,0.000306557059783885
"peak_93",3.60041707231366e-06,6.62758987548967e-06
"peak_94",4.47733984710087e-05,4.68502893200029e-05
"peak_95",0.00210572964200744,0.0030136917107985
"peak_96",6.51504041656757e-06,9.43252491642724e-06
"peak_97",7.20083414462731e-06,1.60352923579263e-05
"peak_98",1.64235953628094e-06,4.3027229725213e-06
"peak_99",0.000110412790217619,9.49540841587009e-05
"peak_100",0.000117013554850194,0.000117258075367336
"peak_101",0.000446451716966893,0.000328251867091668
"peak_102",2.28732378711691e-05,2.58007299184627e-05
"peak_103",1.21277206646355e-05,1.17658337115435e-05
"peak_104",0.000205223773121878,0.000183226796501599
"peak_105",0.000149417308501017,0.000113544018681493
"peak_106",0.000258575407920708,0.000269855962836332
"peak_107",3.06982929323585e-05,3.12762668281535e-05
"peak_108",0.00010801251216941,0.000105509528708036
"peak_109",7.10992040825941e-06,9.27526527473219e-06
"peak_110",3.54502604043191e-05,3.41747633510556e-05
"peak_111",8.16094536391096e-05,8.11197142812743e-05
"peak_112",0.000159858518010726,0.000141487873746409
"peak_113",6.45523005321003e-05,4.65562948011984e-05
"peak_114",3.28376801383656e-05,2.73066987605039e-05
"peak_115",3.45640038942111e-05,2.97124534867458e-05
"peak_116",2.98320271705989e-05,3.96166046489944e-05
"peak_117",0.00031379325588811,0.00025151228385584
"peak_118",0.000108339822812347,8.99091124988542e-05
"peak_119",8.28095926632141e-05,8.13555274041849e-05
"peak_120",0.00120173920947002,0.00161642035317841
"peak_121",1.13245222448043e-05,1.7647619827372e-05
"peak_122",1.12962970766244e-06,7.97547148447168e-07
"peak_123",0.000546234704399586,0.000443059170360182
"peak_124",0.000165619185326428,0.000202327659457364
"peak_125",0.00202103411659207,0.00193744061783416
"peak_126",8.38633732697449e-05,9.43827645601043e-05
"peak_127",0.000619271736437949,0.000496622436849894
"peak_128",9.54110524163119e-05,0.000139719275324578
"peak_129",0.000670332196736215,0.000624861900600048
"peak_130",0.000682079012032754,0.000567051956225884
"peak_131",0.00146897016550397,0.00140355970756437
"peak_132",5.78212675520571e-05,4.45077748540027e-05
"peak_133",8.98105516927981e-06,7.07963010011637e-06
"peak_134",0.00128654903384008,0.00110643517269692
"peak_135",0.00161658726546883,0.00120264692684447
"peak_136",0.000417648380388384,0.000360794078053342
"peak_137",4.24827973134355e-06,5.07798170279638e-06
