"","baseMean","log2FoldChange","lfcSE","pvalue","padj","baseMeanCtrl","baseMeansiRNA","symbol","entrez","log10.pvalue","Significant.Gene","Differential_Gene"
"ENSG00000104164",171.936060672471,-0.138174462381689,0.246932930255948,0.335079635023913,0.649059892537668,183.079725711813,160.792395633129,"BLOC1S6","26258",0.187715226468527,"No","No"
"ENSG00000104177",175.370667173495,0.269981188529744,0.295210192155322,0.10943758175342,0.382396531770725,165.323169057208,185.418165289781,"MYEF2","50804",0.417486055307199,"No","No"
"ENSG00000104205",248.642004686185,-0.378135279224289,0.285128317526138,0.0409935269417328,0.222468727676529,276.002966002683,221.281043369687,"SGK3","23678",0.652731028961882,"No","No"
"ENSG00000104213",44.215234069233,1.16722731352282,0.896428396823517,0.00547787078648663,0.060378852552837,62.1523320789769,26.2781360594891,"PDGFRL","5157",1.21911514462041,"No","No"
"ENSG00000104218",21.4269337890969,-0.036738068889318,0.269883016189511,0.648559488441927,0.857446512358283,25.0484602246258,17.8054073535679,"CSPP1","79848",0.0667929617949984,"No","No"
"ENSG00000104219",368.707642840561,-0.145705445183706,0.215864390926704,0.323727537142919,0.638711274736988,389.636300010271,347.778985670851,"ZDHHC2","51201",0.19469541746838,"No","No"
"ENSG00000104221",326.56479369734,-0.185204347345382,0.228004538850317,0.227211991411497,0.545105255389993,341.605783319171,311.52380407551,"BRF2","55290",0.263519630894938,"No","No"
"ENSG00000104228",721.517425374758,-0.0394622812373098,0.171830841664971,0.769004752438857,0.914213930791141,713.373617095792,729.661233653725,"TRIM35","23087",0.0389521652173015,"No","No"
"ENSG00000104231",148.794741321844,-0.244753978673835,0.293957962051569,0.132740623665047,0.421580395972474,169.217342254411,128.372140389278,"ZFAND1","79752",0.375119592574752,"No","No"
"ENSG00000104267",49.4629414179568,-0.17751483405948,0.31649447868646,0.159463971721755,0.458712725074658,27.2030466736171,71.7228361622964,"CA2","760",0.338459212008739,"No","No"
"ENSG00000104290",178.961749004697,-0.766976719580877,0.401447479292039,0.00358431561979746,0.0450594463608957,159.760059170229,198.163438839165,"FZD3","7976",1.34621414869486,"No","No"
"ENSG00000104299",369.281620879478,-0.0315718199748298,0.188585668735598,0.821528683164474,0.934253373962201,384.880520737866,353.682721021091,"INTS9","55756",0.0295353250646025,"No","No"
"ENSG00000104312",388.613185826263,-0.211517405853678,0.213774685012361,0.168355533043384,0.471684215797671,393.868065573818,383.358306078708,"RIPK2","8767",0.326348656522302,"No","No"
"ENSG00000104313",49.5569322438522,0.0271289439396593,0.252499063978372,0.811075760290259,0.930514116829451,59.4888954656762,39.6249690220282,"EYA1","2138",0.0312770338017508,"No","No"
"ENSG00000104320",25.2354460991733,0.0814740714626299,0.279214759044501,0.375990788234873,0.684299908706989,26.0099927849085,24.4608994134381,"NBN","4683",0.164753517943268,"No","No"
"ENSG00000104321",14.8775872783472,0.0926974955841653,0.292745340662342,0.1970737705115,NA,18.8921614787658,10.8630130779287,"TRPA1","8989",NA,"No","No"
"ENSG00000104324",269.008881194507,-0.0881332617060922,0.204573748714288,0.538443415160099,0.79902825331035,332.647621932143,205.370140456871,"CPQ","10404",0.0974378639402733,"No","No"
"ENSG00000104325",261.375016839185,-0.00201636156141171,0.200651656228909,0.987472927971741,0.994997128731637,292.888193599798,229.861840078572,"DECR1","1666",0.00217817249830012,"No","No"
"ENSG00000104331",829.780255427835,0.18695935361365,0.191555736896745,0.200617133688185,0.514611249742959,746.902715472161,912.657795383509,"IMPAD1","54928",0.288520724056711,"No","No"
"ENSG00000104332",822.767277630788,0.784433941085096,0.28504695664765,0.00046257129164727,0.00987668624785168,1020.54564145249,624.988913809082,"SFRP1","6422",2.00538874222117,"No","No"
"ENSG00000104341",623.448289630162,0.277063088512553,0.209622250165587,0.0773048925572942,0.317052790239135,578.365803188834,668.53077607149,"LAPTM4B","55353",0.498868420429622,"No","No"
"ENSG00000104343",328.974469972515,-0.318817091733652,0.298056291542927,0.0700046495407272,0.300907868586447,326.557590541441,331.391349403588,"UBE2W","55284",0.521566455533452,"No","No"
"ENSG00000104356",124.995328178195,0.120505930145333,0.24601371855116,0.394692643478201,0.69928721343725,130.429806743227,119.560849613164,"POP1","10940",0.155344412821414,"No","No"
"ENSG00000104361",238.321741523084,-0.102341258853941,0.222794162306536,0.472921780348642,0.755952269636667,240.000995866713,236.642487179455,"NIPAL2","79815",0.121505624720765,"No","No"
"ENSG00000104365",449.847556683853,-0.0286088505949993,0.183079518487733,0.835106961280722,0.939866481631007,505.467326257775,394.227787109931,"IKBKB","3551",0.0269338383252868,"No","No"
"ENSG00000104368",347.844101497868,1.01999704359578,0.275837656929104,1.55959165789316e-05,0.00057131035657837,382.501129683923,313.187073311814,"PLAT","5327",3.24312790308094,"Yes","Up-Regulated"
"ENSG00000104369",100.25248056176,-0.172945735627429,0.278473465175133,0.231844161074927,0.549350512182337,74.8006667585285,125.704294364992,"JPH1","56704",0.260150466237192,"No","No"
"ENSG00000104371",0.578849008589876,0.00474187345432912,0.279895150443844,0.80785096947656,NA,1.15769801717975,0,"DKK4","27121",NA,"No","No"
"ENSG00000104375",361.287917125372,-0.322943949531737,0.261784837547249,0.062179773477265,0.281886491027657,367.986157976329,354.589676274415,"STK3","6788",0.549925736518333,"No","No"
"ENSG00000104381",45.7444256517067,-0.069404684069094,0.265718350457026,0.512046678487217,0.783007091034893,63.4267077835779,28.0621435198355,"GDAP1","54332",0.106234304885377,"No","No"
"ENSG00000104388",1092.56810009121,-0.0395298634711339,0.155184617250959,0.758126501676211,0.909089039649619,1002.98441559079,1182.15178459162,"RAB2A","5862",0.0413935782359835,"No","No"
"ENSG00000104408",202.900637972501,-0.65537024173536,0.375875416462548,0.00675594708625367,0.0690987297264305,173.08888892882,232.712387016181,"EIF3E","3646",1.16052993638662,"No","No"
"ENSG00000104412",192.990307850511,-0.145020267879344,0.233106849651636,0.327410310633749,0.642559541980973,189.415973753669,196.564641947353,"EMC2","9694",0.192086622773856,"No","No"
"ENSG00000104413",10.855591950333,-0.127737137649125,0.319638666167915,0.0249096081772981,NA,9.99579508023636,11.7153888204296,"ESRP1","54845",NA,"No","No"
"ENSG00000104415",43.8234064442142,1.5876721312313,0.933234586987637,0.00261343463787288,0.0360881997813655,79.1273477334884,8.51946515493995,"CCN4","8840",1.44263478168444,"Yes","Up-Regulated"
"ENSG00000104419",106.303978881908,0.93244220510559,0.650291046815079,0.00532211193924524,0.0590840574550203,162.055236610514,50.5527211533031,"NDRG1","10397",1.22852968821081,"No","No"
"ENSG00000104427",74.7645070003756,-0.129516299817828,0.272277780277844,0.316673631941214,0.632476296119445,78.6161090608914,70.9129049398598,"ZC2HC1A","51101",0.198955746290373,"No","No"
"ENSG00000104432",13.16975726078,0.15689113347128,0.343876066517628,0.0109499080833273,NA,19.0402400037322,7.29927451782772,"IL7","3574",NA,"No","No"
"ENSG00000104435",0.312215325863661,-0.00744593187716689,0.279932928925455,0.691701393219798,NA,0.359097741498554,0.265332910228769,"STMN2","11075",NA,"No","No"
"ENSG00000104442",427.898506329841,-0.339558541449308,0.248964063747699,0.0488160019326143,0.248154701521883,460.386634210225,395.410378449456,"ARMC1","55156",0.605277492275371,"No","No"
"ENSG00000104447",243.711352668205,-0.111472054257934,0.211899814904304,0.441848151529983,0.733409016891304,280.157491576901,207.265213759509,"TRPS1","7227",0.134653754912552,"No","No"
"ENSG00000104450",152.694636863292,-0.296604057711395,0.326753730700575,0.0859531213530473,0.336585221060365,129.661361076538,175.727912650045,"SPAG1","6674",0.472904957144631,"No","No"
"ENSG00000104472",496.754758653942,-0.183312562289824,0.196784850088716,0.213257543605157,0.527271054637626,439.367490522936,554.142026784947,"CHRAC1","54108",0.27796606928336,"No","No"
"ENSG00000104490",324.280449459414,-0.175719650491127,0.263984046604542,0.230063695342,0.547078271318198,342.461302752956,306.099596165871,"NCALD","83988",0.261950534050906,"No","No"
"ENSG00000104497",259.085994634692,-0.385367666517519,0.312143070102897,0.0419465422761325,0.22573237332121,246.97615232319,271.195836946194,"SNX16","64089",0.646406152280052,"No","No"
"ENSG00000104499",0.426150127951021,0.00973337097716321,0.280015179941931,0.623251698985375,NA,0.535229308321202,0.317070947580839,"GML","2765",NA,"No","No"
"ENSG00000104517",1626.38793091646,-0.0346798608683686,0.159677425689272,0.788674439208012,0.922726407884534,1411.34135895768,1841.43450287524,"UBR5","51366",0.0349270499595015,"No","No"
"ENSG00000104518",57.663264628571,0.400296484052695,0.700770411172637,0.0220876580771876,0.150730867309498,77.1432199436326,38.1833093135094,"GSDMD","79792",0.821797801902525,"No","No"
"ENSG00000104522",926.585689571403,-0.159810875990162,0.187098016125904,0.265566135214272,0.585741834814685,835.839007212544,1017.33237193026,"TSTA3","7264",0.232293756712463,"No","No"
"ENSG00000104524",51.9244238034267,-0.0695616807992378,0.262608746816199,0.526421707748532,0.791261984851449,62.5910777385233,41.2577698683301,"PYCR3","65263",0.101679698882415,"No","No"
"ENSG00000104529",1559.49106631258,0.0797575336172489,0.185157773523873,0.567747840718289,0.817194469164392,1658.93665870337,1460.0454739218,"EEF1D","1936",0.0876745813684119,"No","No"
"ENSG00000104537",2.52767314936545,-0.0238231961571485,0.281103573741392,0.160689531980434,NA,4.52468047827336,0.530665820457538,"ANXA13","312",NA,"No","No"
"ENSG00000104549",1163.18887096405,-0.389747080646378,0.18325500521377,0.00961927938473506,0.087306565879188,1529.73286577332,796.644876154777,"SQLE","6713",1.05895309400493,"No","No"
"ENSG00000104611",336.114609186782,0.0102780277599149,0.191169421621402,0.943121847310546,0.977978933645417,351.349778503949,320.879439869615,"SH2D4A","63898",0.00967050012046224,"No","No"
"ENSG00000104613",439.173205675471,-0.0899064085512275,0.186538671378274,0.521818101103688,0.788466272922838,399.236435801455,479.109975549487,"INTS10","55174",0.103216879122364,"No","No"
"ENSG00000104626",355.751604466075,-0.361196257671679,0.252316632828149,0.039729035495171,0.218285972617861,339.668297243261,371.83491168889,"ERI1","90459",0.66097417180527,"No","No"
"ENSG00000104635",5028.99858131989,0.0403773262374993,0.134285897634865,0.742219286329802,0.904531526984099,5279.88248951909,4778.1146731207,"SLC39A14","23516",0.0435762914281488,"No","No"
"ENSG00000104643",714.202261137879,-0.529337255541636,0.255889847880256,0.0055567672686249,0.0610305088355644,681.593069971254,746.811452304504,"MTMR9","66036",1.21445300914292,"No","No"
"ENSG00000104660",510.066774651861,-0.471642116536556,0.250245353382284,0.0105569097342383,0.0931558618078428,528.732233119812,491.40131618391,"LEPROTL1","23484",1.03078981204307,"No","No"
"ENSG00000104671",256.044675201214,-0.207373080779579,0.245174625937217,0.18672205776439,0.495410341178864,311.751319905544,200.338030496884,"DCTN6","10671",0.3050349322071,"No","No"
"ENSG00000104679",9.07866951483841,-0.0197627177278207,0.279314900722361,0.365974448372844,NA,8.1397119252725,10.0176271044043,"R3HCC1","203069",NA,"No","No"
"ENSG00000104687",755.486022919661,0.0369633816129262,0.176514056904713,0.794056450775335,0.925212542220057,617.581986484409,893.390059354913,"GSR","2936",0.0337584885472876,"No","No"
"ENSG00000104689",252.97497439486,-0.017252977040806,0.200026278490531,0.898570963708169,0.962474862501084,258.051403879682,247.898544910039,"TNFRSF10A","8797",0.0166106043853114,"No","No"
"ENSG00000104691",161.750599143523,-0.0885513308041074,0.228259141960473,0.521919374103409,0.788466272922838,177.39124663938,146.109951647666,"UBXN8","7993",0.103216879122364,"No","No"
"ENSG00000104695",680.748096560121,0.409070485024609,0.232926829615828,0.0183389732527272,0.136054462022186,615.65017160452,745.846021515723,"PPP2CB","5516",0.866287210592517,"No","No"
"ENSG00000104714",185.47186020351,0.0675691473508261,0.217989257115937,0.63291954355773,0.851368679899477,178.088959430914,192.854760976106,"ERICH1","157697",0.0698823306646661,"No","No"
"ENSG00000104722",48.5613749078947,-0.196546117867463,0.337117960891984,0.113197107451182,0.389687197848534,54.5025135997195,42.6202362160699,"NEFM","4741",0.409283861579815,"No","No"
"ENSG00000104723",489.972969329298,-0.0133267668438162,0.181503344098208,0.922211796114852,0.97013108587388,504.009023379431,475.936915279165,"TUSC3","7991",0.0131695791097609,"No","No"
"ENSG00000104728",203.045399252663,-0.197154257969257,0.250315430795655,0.206639456209928,0.520923848664806,192.484940562985,213.605857942341,"ARHGEF10","9639",0.283225759467984,"No","No"
"ENSG00000104731",431.490603478172,0.0652702488197131,0.184320836696158,0.631332097412753,0.850397475597043,435.601604925917,427.379602030427,"KLHDC4","54758",0.0703780376850201,"No","No"
"ENSG00000104738",1781.24971337206,-0.371452581559674,0.173380114624276,0.0102849959852806,0.0915416549663219,1920.84453537629,1641.65489136782,"MCM4","4173",1.0383812403002,"No","No"
"ENSG00000104756",407.527104168894,-0.229730028738963,0.218484277657787,0.140809090795901,0.434514089869058,433.077965300079,381.976243037709,"KCTD9","54793",0.36199613623909,"No","No"
"ENSG00000104763",1045.33836641046,0.189363176109899,0.169324882424966,0.169535860313653,0.473190186654319,1018.7681112274,1071.90862159351,"ASAH1","427",0.324964270650343,"No","No"
"ENSG00000104765",777.244338024938,-0.231318688795016,0.190100354291764,0.115817184706632,0.393332364567641,1094.48203856041,460.006637489466,"BNIP3L","665",0.405240317066365,"No","No"
"ENSG00000104774",1161.70558978935,-0.045992051758242,0.157131046627086,0.738014745633156,0.902904528904193,1344.44966275663,978.961516822066,"MAN2B1","4125",0.0443581685813917,"No","No"
"ENSG00000104783",83.952086309974,0.239413312625204,0.34429557807168,0.110769339965518,0.384979589491645,128.016805912453,39.887366707495,"KCNN4","3783",0.41456229492299,"No","No"
"ENSG00000104804",8.76819844849862,0.00300586221388984,0.273730544140998,0.960731241066756,NA,10.0540432836127,7.48235361338452,"TULP2","7288",NA,"No","No"
"ENSG00000104805",3171.96470657592,0.312775461142245,0.176711986303483,0.0300354846431476,0.183158984627572,3366.03301291164,2977.8964002402,"NUCB1","4924",0.737171772721676,"No","No"
"ENSG00000104808",0.713292888314126,0.00927264502150249,0.279924062750829,0.68132059760586,NA,0.578849008589876,0.847736768038377,"DHDH","27294",NA,"No","No"
"ENSG00000104812",709.850375999351,0.264296328400882,0.196299963933423,0.0809687694431747,0.32646861317973,859.666605533433,560.03414646527,"GYS1","2997",0.486158565623447,"No","No"
"ENSG00000104814",3.25915171038995,0.0173081533004238,0.278850181571436,0.57659601999776,NA,3.39268925885516,3.12561416192474,"MAP4K1","11184",NA,"No","No"
"ENSG00000104823",311.474616530772,0.0946579155362807,0.211437536647176,0.510060117539677,0.782310620337588,333.864506308004,289.084726753539,"ECH1","1891",0.106620773904937,"No","No"
"ENSG00000104824",1169.42908168042,0.313529952534088,0.177829535118676,0.0306893826355871,0.184942443437763,1156.26772231779,1182.59044104305,"HNRNPL","3191",0.732963408821827,"No","No"
"ENSG00000104825",619.535013739142,0.0866131039013423,0.188380614518692,0.539263919963016,0.799761303693349,577.975894139321,661.094133338962,"NFKBIB","4793",0.0970396129544475,"No","No"
"ENSG00000104826",0.581308003304295,-0.00239227028726021,0.279551701992817,0.899857355438046,NA,0.311234354429274,0.851381652179316,"LHB","3972",NA,"No","No"
"ENSG00000104833",39.4249085964639,0.190683315811704,0.340284585761339,0.106673115320339,0.377870762877931,34.1473584660862,44.7024587268415,"TUBB4A","10382",0.422656709596596,"No","No"
"ENSG00000104835",12.3099395944856,-0.0220598693334456,0.272961083499029,0.727184394793269,NA,15.4652780485479,9.15460114042325,"SARS2","54938",NA,"No","No"
"ENSG00000104848",137.582466234313,-0.246432542592854,0.294816690459249,0.132646218813174,0.421401166124238,120.64923230213,154.515700166495,"KCNA7","3743",0.375304266922933,"No","No"
"ENSG00000104852",1393.48413926172,0.660298603656619,0.239728335905528,0.000642264729073241,0.0126455471776861,1208.31693862673,1578.65133989672,"SNRNP70","6625",1.89806237382386,"No","No"
"ENSG00000104853",3409.35005593687,0.299155443322218,0.167728914978076,0.0318203892751038,0.188766316963554,3002.69431196632,3816.00579990742,"CLPTM1","1209",0.724075497653999,"No","No"
"ENSG00000104856",357.884384891737,1.37887085550083,0.307470585325588,3.58643137708609e-07,2.15973148049404e-05,338.368338110145,377.400431673329,"RELB","5971",4.66560024134393,"Yes","Up-Regulated"
"ENSG00000104859",363.641287675357,0.564409534037764,0.274491424855288,0.00536995863048237,0.0595616705240835,294.581404443118,432.701170907596,"CLASRP","11129",1.22503313010695,"No","No"
"ENSG00000104863",99.1434830776197,-0.0730380454565784,0.245181627219728,0.566235300051144,0.816418451194974,102.927031679126,95.3599344761131,"LIN7B","64130",0.0880871887163656,"No","No"
"ENSG00000104866",953.504801511836,0.334070839571706,0.209592684197957,0.0363861334005034,0.207572466187253,860.881083692242,1046.12851933143,"PPP1R37","284352",0.682830254754155,"No","No"
"ENSG00000104870",897.014005459252,0.437446623210095,0.237394191993456,0.014237454279571,0.114502523180003,1035.75348714279,758.274523775716,"FCGRT","2217",0.941184943096335,"No","No"
"ENSG00000104872",676.5461664341,-0.0600853425527784,0.176698830496453,0.65891275187418,0.862412841591046,710.137229638116,642.955103230084,"PIH1D1","55011",0.0642847853314923,"No","No"
"ENSG00000104879",0.714433760280042,0.0102453610794747,0.280002145925243,0.59508048050378,NA,0.846463662750477,0.582403857809608,"CKM","1158",NA,"No","No"
"ENSG00000104880",5.64171142738459,-0.0344563186889003,0.280290640470191,0.401987835529892,NA,8.36111595811177,2.9223068966574,"ARHGEF18","23370",NA,"No","No"
"ENSG00000104881",436.303787669398,-0.0500983060839302,0.187695499062077,0.717396909198181,0.893489189270737,494.212144825716,378.395430513081,"PPP1R13L","10848",0.0489106978516416,"No","No"
"ENSG00000104883",23.3426363808449,0.0362443894351267,0.268225516851775,0.674030606511169,0.871390495065492,27.1021380573732,19.5831347043167,"PEX11G","92960",0.0597871815624419,"No","No"
"ENSG00000104884",194.442241202959,-0.0936323063373425,0.223570461729151,0.508044835409764,0.781256909813523,303.934857072993,84.9496253329244,"ERCC2","2068",0.107206128520684,"No","No"
"ENSG00000104885",1727.20448595591,0.196983906870743,0.169581885458199,0.158617184540078,0.45759551386775,1682.68601377167,1771.72295814016,"DOT1L","84444",0.339518241889927,"No","No"
"ENSG00000104886",960.826895141686,0.136969949641529,0.170912206148612,0.32007475442432,0.635669698096563,790.050957072896,1131.60283321048,"PLEKHJ1","55111",0.196768490572235,"No","No"
"ENSG00000104888",38.4489270571319,0.109674614297552,0.283593768226576,0.30602849395202,0.623593788192036,40.9831912919185,35.9146628223453,"SLC17A7","57030",0.205098219601473,"No","No"
"ENSG00000104889",172.958886635567,-0.0384140758139204,0.225423929768598,0.77472144925173,0.916059364837963,231.545763636017,114.372009635117,"RNASEH2A","10535",0.0380763811507759,"No","No"
"ENSG00000104892",64.1250699741574,-0.0937195216317816,0.263809335999222,0.435398393558238,0.72822018269563,67.3345713285833,60.9155686197316,"KLC3","147700",0.137737288720015,"No","No"
"ENSG00000104894",12.9318631487499,0.0505560683203364,0.27777151983807,0.453181542354064,NA,12.5019511845262,13.3617751129736,"CD37","951",NA,"No","No"
"ENSG00000104897",1248.93583365344,0.388489818707268,0.205237260810653,0.0157876448477794,0.121954450993252,936.210185703765,1561.66148160312,"SF3A2","8175",0.913802344538175,"No","No"
"ENSG00000104899",10.4536657457371,-0.0113722486343523,0.27357621297654,0.84631239583447,NA,7.84569699500356,13.0616344964705,"AMH","268",NA,"No","No"
"ENSG00000104901",3.9935184078694,0.0212465425057739,0.278877632816163,0.53729131300909,NA,2.35901573462818,5.62802108111062,"DKKL1","27120",NA,"No","No"
"ENSG00000104903",31.7502202613593,0.0687776685849315,0.272511059332805,0.463149902918486,0.749061384976904,32.4791786509456,31.0212618717731,"LYL1","4066",0.125482590759328,"No","No"
"ENSG00000104904",6672.42951840408,-0.182872291092656,0.139784616598951,0.130415926887057,0.417494630369564,7834.75059701693,5510.10843979124,"OAZ1","4946",0.379349105847121,"No","No"
"ENSG00000104907",141.211729535917,0.108634187329972,0.252987208102161,0.417941144881112,0.715547506903401,100.747472463247,181.675986608586,"TRMT1","55621",0.145361527101856,"No","No"
"ENSG00000104915",512.009933642733,0.114931454895837,0.192363918592837,0.422520239257545,0.718532792473369,544.963649431814,479.056217853651,"STX10","8677",0.143553406701297,"No","No"
"ENSG00000104921",0.132666455114384,-0.00115756578550376,0.279887872984008,0.90624640770985,NA,0,0.265332910228769,"FCER2","2208",NA,"No","No"
"ENSG00000104936",272.042390893472,0.193998750857462,0.247744178484665,0.210276801075717,0.524099961493989,184.02715967543,360.057622111515,"DMPK","1760",0.280585872205342,"No","No"
"ENSG00000104938",1.4063911880833,0.00872107603617683,0.279901528944917,0.659915572073207,NA,2.17864048100492,0.634141895161679,"CLEC4M","10332",NA,"No","No"
"ENSG00000104941",1.29797849005557,0.0187954874217299,0.280562308163542,0.329400561626006,NA,1.11407831691108,1.48187866320006,"RSPH6A","81492",NA,"No","No"
"ENSG00000104946",1095.91140760876,0.400344793836784,0.242134696637649,0.0221772277759191,0.151008205677728,1276.54596173618,915.276853481338,"TBC1D17","79735",0.820999452814565,"No","No"
"ENSG00000104951",184.454042654426,2.52504031401782,0.408808102394526,2.17909364874721e-11,2.8316748519773e-09,242.933582015543,125.974503293308,"IL4I1","259307",8.54795661613022,"Yes","Up-Regulated"
"ENSG00000104953",3.63982953588099,-0.0247136109515281,0.279014948470648,0.512210598228218,NA,4.2502312162595,3.02942785550248,"TLE6","79816",NA,"No","No"
"ENSG00000104957",594.321618357785,-0.130522355064049,0.193881103388906,0.363776198666257,0.673689944874728,576.984368830283,611.658867885286,"CCDC130","81576",0.17153993463932,"No","No"
"ENSG00000104960",1996.22835045191,0.0988515823424768,0.159147999620947,0.450864754756212,0.738676230585991,2253.31102553005,1739.14567537378,"PTOV1","53635",0.131545875652667,"No","No"
"ENSG00000104964",1721.56916893794,0.233068782257316,0.184977629399768,0.109051265197056,0.381779991834938,1994.23803310739,1448.90030476849,"TLE5","166",0.418186835668313,"No","No"
"ENSG00000104967",77.8742084698907,0.193121324656087,0.304699901711592,0.181020949932384,0.489422607734403,66.0559502255158,89.6924667142656,"NOVA2","4858",0.310315973301502,"No","No"
"ENSG00000104969",1904.70344505916,0.0629556737902416,0.162435328740612,0.622719479792548,0.845698463313532,1778.555141031,2030.85174908733,"SGTA","6449",0.0727844585479806,"No","No"
"ENSG00000104973",1056.18205593103,0.062680749743178,0.159081482734913,0.641649277865387,0.854399361771403,1074.77064653969,1037.59346532236,"MED25","81857",0.0683390847294484,"No","No"
"ENSG00000104976",260.132003432202,0.484448377959768,0.301672124761448,0.0165960242384064,0.126234084549062,243.158407752591,277.105599111813,"SNAPC2","6618",0.898823365116067,"No","No"
"ENSG00000104979",1502.47944937977,0.447836512982083,0.22585375714371,0.00968945493047628,0.0876952500855789,1238.69614943022,1766.26274932931,"C19orf53","28974",1.05702392906826,"No","No"
"ENSG00000104980",1069.96692542829,-0.337610432693749,0.187053969190178,0.0246251312375762,0.161100818827704,1050.8160793939,1089.11777146268,"TIMM44","10469",0.792902252185066,"No","No"
"ENSG00000104983",72.4678493422117,0.131575326094534,0.2775737574308,0.307294198209075,0.62444758222366,92.7754064428622,52.1602922415611,"CCDC61","729440",0.204504011583613,"No","No"
"ENSG00000104998",53.4095451613872,0.134121410626696,0.286049776969287,0.267595292771175,0.587282469201806,54.423333903491,52.3957564192834,"IL27RA","9466",0.231152962961832,"No","No"
"ENSG00000105011",239.05042517243,0.243846447885149,0.257675061402107,0.136583712917636,0.427733621503861,262.064930213744,216.035920131115,"ASF1B","55723",0.368826611188798,"No","No"
"ENSG00000105048",247.403422313721,0.188498986931868,0.236589724366493,0.223704587668447,0.541101447914582,207.050486174747,287.756358452695,"TNNT1","7138",0.266721303952335,"No","No"
"ENSG00000105053",628.812842336725,-0.112610289020039,0.17840183121708,0.41706832467673,0.715065764539977,633.073050374236,624.552634299215,"VRK3","51231",0.145654014334036,"No","No"
"ENSG00000105058",1056.87627727803,0.207946740234116,0.17278400929569,0.136884035354443,0.42775970307742,948.336027270395,1165.41652728566,"FAM32A","26017",0.368800130366204,"No","No"
"ENSG00000105063",4216.63066387705,0.26337687359329,0.174724028944867,0.0619685334134891,0.281664780923977,3557.71869821159,4875.54262954251,"PPP6R1","22870",0.550267453357138,"No","No"
"ENSG00000105072",99.8891997624614,-0.00869812961468061,0.232490075913284,0.942164136239119,0.977857238764632,108.485651490681,91.2927480342417,"C19orf44","84167",0.00972454494897587,"No","No"
"ENSG00000105085",107.925897564147,-0.20134254407768,0.288040949830674,0.183495285206708,0.491601298163733,107.280313631294,108.571481497001,"MED26","9441",0.308386978949535,"No","No"
"ENSG00000105088",503.812732849525,-0.0435766983804838,0.17673397566886,0.736823898299638,0.902580289289698,569.215123305646,438.410342393404,"OLFM2","93145",0.0445141549131343,"No","No"
"ENSG00000105122",3.41355815002835,-0.0109217580003556,0.277597047197609,0.773126305630873,NA,4.06302135478299,2.76409494527371,"RASAL3","64926",NA,"No","No"
"ENSG00000105127",581.476081511247,-0.0142280660691904,0.17332080680471,0.91160511219587,0.966937617530826,498.713528146612,664.238634875883,"AKAP8","10270",0.0146015437412484,"No","No"
"ENSG00000105131",6.82693904927411,-0.00798142264573966,0.275246712962554,0.871306813911189,NA,9.50773568063766,4.14614241791056,"EPHX3","79852",NA,"No","No"
"ENSG00000105135",1132.48681366201,-0.103026023061513,0.180848652434714,0.446288796008397,0.736260214716512,1145.65809543101,1119.31553189302,"ILVBL","10994",0.132968666854428,"No","No"
"ENSG00000105136",135.159319775582,-0.235269147655692,0.31556463613395,0.12867748086025,0.415327907227071,145.228037095246,125.090602455918,"ZNF419","79744",0.381608886257029,"No","No"
"ENSG00000105137",1467.30220027099,0.450471113219908,0.19142015371622,0.00422115899065542,0.0502767135266137,1373.61087694482,1560.99352359717,"SYDE1","85360",1.29863311889191,"No","No"
"ENSG00000105141",0.85571755982867,-0.000113232023823903,0.279813179664428,0.888799714769121,NA,1.07729322449566,0.634141895161679,"CASP14","23581",NA,"No","No"
"ENSG00000105143",36.1755571266115,0.0884083000915063,0.276915835491947,0.37998713366116,0.687015402027976,26.7303092554729,45.6208049977501,"SLC1A6","6511",0.163033526490989,"No","No"
"ENSG00000105146",20.5626038706565,0.0601487000586297,0.275338185308158,0.467588382300185,0.751709673068861,17.9381781367797,23.1870296045334,"AURKC","6795",0.123949861176813,"No","No"
"ENSG00000105171",460.371099047875,-0.0729244292035691,0.186190738681184,0.600761433678706,0.834757189497997,445.011003490933,475.731194604818,"POP4","10775",0.0784398318173332,"No","No"
"ENSG00000105173",401.068210875756,0.397943760336959,0.244863251819077,0.0248827826605317,0.162099183084044,380.706535155876,421.429886595635,"CCNE1","898",0.790219173818886,"No","No"
"ENSG00000105176",562.334481831466,-0.126378228977533,0.180765722464103,0.369266699280966,0.678123720517348,577.95253529732,546.716428365611,"URI1","8725",0.168691063896674,"No","No"
"ENSG00000105185",557.501131964093,0.136046047769137,0.188502413307481,0.3428297044696,0.655078137212274,469.810478286015,645.191785642171,"PDCD5","9141",0.183706894609442,"No","No"
"ENSG00000105186",538.92474982411,-0.07115551406113,0.176953520471037,0.604894801532645,0.837027337723179,566.38124745364,511.468252194579,"ANKRD27","84079",0.0772603575044228,"No","No"
"ENSG00000105193",6293.43284196745,0.0924931224004648,0.168943438544136,0.518114181163307,0.787054486250612,5098.81859320376,7488.04709073114,"RPS16","6217",0.103995201238284,"No","No"
"ENSG00000105197",1021.92953102392,-0.0376621838831157,0.157442031085588,0.772144182311678,0.915493654498431,1000.08641279163,1043.77264925622,"TIMM50","92609",0.0383446615489224,"No","No"
"ENSG00000105202",780.617496543535,0.2328104852862,0.201456769556439,0.124723117332043,0.408410313916199,669.543658742894,891.691334344176,"FBL","2091",0.388903298856596,"No","No"
