"","baseMean","log2FoldChange","lfcSE","pvalue","padj","baseMeanCtrl","baseMeansiRNA","symbol","entrez","log10.pvalue","Significant.Gene","Differential_Gene"
"ENSG00000004939",1.53896737785414,-0.0220933366552332,0.280982481273148,0.211343260759187,NA,1.74762532042349,1.33030943528478,"SLC4A1","6521",NA,"No","No"
"ENSG00000004948",0.798280474618139,0.00651469991341023,0.279885463173401,0.682222693459253,NA,0.535229308321202,1.06133164091508,"CALCR","799",NA,"No","No"
"ENSG00000004961",423.90297318697,0.0786765527761191,0.186751484055861,0.57992177566657,0.82222744006016,358.964645937207,488.841300436733,"HCCS","3052",0.0850080336760106,"No","No"
"ENSG00000004975",713.331465003037,0.281523681990734,0.203961792970586,0.0696290360067322,0.29991990561867,663.67813108043,762.984798925644,"DVL2","1856",0.522994709253941,"No","No"
"ENSG00000005001",5.72341699256612,-0.00210927555626679,0.27705818989952,0.953354545775593,NA,9.32052581916115,2.12630816597109,"PRSS22","64063",NA,"No","No"
"ENSG00000005007",728.731028327167,0.22613740752819,0.194721074802446,0.12902248069792,0.415327907227071,662.787366812831,794.674689841504,"UPF1","5976",0.381608886257029,"No","No"
"ENSG00000005020",322.530132831579,-0.0286255471470915,0.200811689880331,0.835716752424134,0.940355534091526,292.297798074735,352.762467588423,"SKAP2","8935",0.0267079152289951,"No","No"
"ENSG00000005022",3260.21525925216,0.180200267395768,0.153815633758313,0.165412417104698,0.468106752964721,3562.96370029542,2957.4668182089,"SLC25A5","292",0.329655093642563,"No","No"
"ENSG00000005059",245.050061583175,-0.0406279589901469,0.207988427556883,0.768534415050262,0.914213930791141,246.219093024403,243.881030141948,"MCUB","55013",0.0389521652173015,"No","No"
"ENSG00000005073",224.117383787724,0.157708066298967,0.23222646165657,0.296643491204917,0.614333994501398,140.211523464059,308.023244111389,"HOXA11","3207",0.211595452097191,"No","No"
"ENSG00000005075",751.04220779293,0.305231084662083,0.219591201695435,0.0585649858980985,0.27346630697903,670.205505176887,831.878910408973,"POLR2J","5439",0.563096174246366,"No","No"
"ENSG00000005100",549.588929938828,-0.0343055960728925,0.188889199176898,0.796151680451805,0.925731609228363,423.494376586805,675.683483290851,"DHX33","56919",0.0335149069749552,"No","No"
"ENSG00000005102",4.52456948907445,0.0359774570428285,0.281055789092274,0.305530428096031,NA,5.71657266681588,3.33256631133302,"MEOX1","4222",NA,"No","No"
"ENSG00000005108",2.32323427586932,-0.0165509373968743,0.279015836388016,0.585856140921556,NA,3.26442107910179,1.38204747263685,"THSD7A","221981",NA,"No","No"
"ENSG00000005156",510.805949134967,-0.190379793538456,0.19975105046637,0.19986420562278,0.513347610405631,592.017060057556,429.594838212378,"LIG3","3980",0.289588455245226,"No","No"
"ENSG00000005175",226.018843616517,-0.226656504628255,0.274280694367529,0.151458624770172,0.447738678828489,218.299707757967,233.737979475066,"RPAP3","79657",0.34897538657212,"No","No"
"ENSG00000005187",1.09814476541779,-0.00703090297788629,0.279372962761771,0.701513756986047,NA,1.34490787865626,0.851381652179316,"ACSM3","6296",NA,"No","No"
"ENSG00000005189",29.5069935832927,0.097338148936724,0.285221607588053,0.295596438690784,0.612888484319404,39.4550725616284,19.558914604957,"REXO5","81691",0.212618538614479,"No","No"
"ENSG00000005194",710.317864432786,0.0471614023563744,0.170979388813956,0.728963426063375,0.89942621655194,711.323838097273,709.3118907683,"CIAPIN1","57019",0.046034457731047,"No","No"
"ENSG00000005206",527.423749486812,0.04975022375234,0.183067490184255,0.716615871241005,0.893147191364988,492.9127558017,561.934743171923,"SPPL2B","56928",0.0490769631384268,"No","No"
"ENSG00000005238",854.943317842483,0.0218130818344275,0.1738381310479,0.876362809137229,0.954619154575055,879.088384747586,830.798250937379,"FAM214B","80256",0.0201698556990954,"No","No"
"ENSG00000005243",121.572678642845,0.106035634771517,0.244902978424904,0.444451646791232,0.735292894617764,117.655998929405,125.489358356286,"COPZ2","51226",0.133539630741447,"No","No"
"ENSG00000005249",36.1918862083703,0.0183378565891165,0.258192148430685,0.859860881182027,0.948833141677727,38.7592783448969,33.6244940718438,"PRKAR2B","5577",0.0228101542955958,"No","No"
"ENSG00000005302",294.944859362077,-0.243214059787677,0.241619919572934,0.131981422917417,0.419928575376487,296.172850981739,293.716867742416,"MSL3","10943",0.376824571406181,"No","No"
"ENSG00000005339",5146.84322802676,0.0155819253866243,0.137582012124343,0.911384294453408,0.966937617530826,4247.13122676198,6046.55522929154,"CREBBP","1387",0.0146015437412484,"No","No"
"ENSG00000005379",78.4356177794144,0.0907758383798875,0.253775117927471,0.480819861055372,0.762162453098173,74.3526979828412,82.5185375759877,"TSPOAP1","9256",0.117952449966799,"No","No"
"ENSG00000005381",2.85788962968058,0.0166432971382766,0.279142583603442,0.537815305710759,NA,3.12083091789396,2.5949483414672,"MPO","4353",NA,"No","No"
"ENSG00000005421",0.467832503078299,-0.00680796484835587,0.279909372591778,0.704847174185877,NA,0.670332095927828,0.265332910228769,"PON1","5444",NA,"No","No"
"ENSG00000005436",164.04625859316,-0.208132731317642,0.272984791221317,0.181703318315519,0.48966555890555,150.437658752124,177.654858434195,"GCFC2","6936",0.310100441424472,"No","No"
"ENSG00000005448",179.775161262616,0.429688171407035,0.341045262979937,0.0331420067356221,0.194599903111999,196.429652596696,163.120669928537,"WDR54","84058",0.710857380295492,"No","No"
"ENSG00000005469",20.6309068025857,0.0617523560153345,0.278036326709114,0.418630464756077,0.716101832745813,24.1840836593682,17.0777299458033,"CROT","54677",0.145025214766287,"No","No"
"ENSG00000005471",11.7414728461071,-0.180446306265347,0.372619068974658,0.00201901027692394,NA,15.4937993122235,7.98914637999058,"ABCB4","5244",NA,"No","No"
"ENSG00000005483",620.444422687105,0.217750301417012,0.200621110786896,0.147079435708236,0.442451347059151,546.87970208719,694.009143287021,"KMT2E","55904",0.354134478334362,"No","No"
"ENSG00000005486",1120.03793639872,0.051681674788594,0.173580963347578,0.707974722941169,0.888567299177382,1231.24545160192,1008.83042119553,"RHBDD2","57414",0.0513096735936157,"No","No"
"ENSG00000005513",214.107709789298,-0.0651737518411762,0.212509949358268,0.641734556463916,0.854399361771403,203.943322760893,224.272096817702,"SOX8","30812",0.0683390847294484,"No","No"
"ENSG00000005700",324.149020711952,-0.064063605996665,0.204760668119487,0.649383045397132,0.85776093467019,290.47990638931,357.818135034593,"IBTK","25998",0.0666337368839656,"No","No"
"ENSG00000005801",156.886496521849,-0.207185408021858,0.272930404287131,0.182701616698843,0.490849065973279,159.61294164433,154.160051399368,"ZNF195","7748",0.309052031078762,"No","No"
"ENSG00000005810",1487.86775529492,-0.504649966287144,0.18502431926424,0.00137190939981748,0.0223728157737739,1814.38791951861,1161.34759107123,"MYCBP2","23077",1.65027935349589,"No","No"
"ENSG00000005812",582.136686596522,-0.189047682472368,0.199043557647752,0.201283800595426,0.515310797577102,515.701480697622,648.571892495422,"FBXL3","26224",0.287930757443789,"No","No"
"ENSG00000005844",7.61665227470598,-0.0216291393413143,0.276107819376978,0.676713172762153,NA,3.43630895912384,11.7969955902881,"ITGAL","3683",NA,"No","No"
"ENSG00000005882",777.342658666068,-0.106921277275569,0.171768688020796,0.433507923651123,0.726337583804712,929.335974642857,625.34934268928,"PDK2","5164",0.138861483008243,"No","No"
"ENSG00000005884",1892.08429012393,0.326470156667458,0.17035131268648,0.0211396344514848,0.147439992826881,1722.58798991886,2061.580590329,"ITGA3","3675",0.831384698917889,"No","No"
"ENSG00000005889",433.559189387346,-0.206224902139957,0.233076350615446,0.185420652693348,0.493961579089205,364.084212015968,503.034166758725,"ZFX","7543",0.306306829696715,"No","No"
"ENSG00000005893",1027.93348240231,-0.111415972062374,0.17701967677732,0.420268618366347,0.717202456216444,896.385366486943,1159.48159831768,"LAMP2","3920",0.144358231771007,"No","No"
"ENSG00000005961",11.8904666242769,-0.042687087248626,0.276490758394363,0.505942681374489,NA,10.8526435592939,12.92828968926,"ITGA2B","3674",NA,"No","No"
"ENSG00000005981",1.1153737774374,-0.00361146131309012,0.279648548585341,0.791650741915151,NA,2.23074755487481,0,"ASB4","51666",NA,"No","No"
"ENSG00000006007",848.534937947942,0.00636629256778843,0.162830684120187,0.958210829211994,0.984528729639789,859.313815916677,837.756059979207,"GDE1","51573",0.00677160614650544,"No","No"
"ENSG00000006015",184.686152629489,0.172400798066887,0.257081497320399,0.251788501155874,0.571437636358859,200.921751116827,168.450554142151,"REX1BD","55049",0.243031159254835,"No","No"
"ENSG00000006016",675.566467155543,-0.463910320836006,0.217539730513947,0.00677054220322929,0.0691906817043589,807.466242648457,543.666691662629,"CRLF1","9244",1.15995239046916,"No","No"
"ENSG00000006025",12.6432925193275,0.109189349308631,0.306433040651003,0.0681747380220249,NA,17.9740250738904,7.31255996476456,"OSBPL7","114881",NA,"No","No"
"ENSG00000006042",590.45760613825,0.163809972552202,0.198896575850515,0.267040320136779,0.58690840376146,575.643143087658,605.272069188843,"TMEM98","26022",0.231429671912394,"No","No"
"ENSG00000006047",35.5202520033645,-0.101182619640917,0.280872508507285,0.328465830136569,0.643193882180527,23.1331907109809,47.9073132957482,"YBX2","51087",0.191658095086524,"No","No"
"ENSG00000006062",279.040181977177,0.200395556048347,0.23895383925572,0.200633774403634,0.514611249742959,286.552941974537,271.527421979817,"MAP3K14","9020",0.288520724056711,"No","No"
"ENSG00000006071",2.63517286262533,-0.0135321718182121,0.278310807026411,0.687425561468252,NA,2.50260589583601,2.76773982941465,"ABCC8","6833",NA,"No","No"
"ENSG00000006118",1053.64919775485,1.31386561347855,0.197131876634204,1.810562076105e-12,2.90429648675207e-10,1242.31966151179,864.9787339979,"TMEM132A","54972",9.53695905051059,"Yes","Up-Regulated"
"ENSG00000006125",3270.35882613113,-0.448256893779594,0.172315955691691,0.00207114062143622,0.0304021771363021,3911.97810266329,2628.73954959898,"AP2B1","163",1.51709531492984,"No","No"
"ENSG00000006128",65.5963934350921,-1.93694824872016,0.551283097079774,1.91676766525167e-05,0.000694362818536004,71.0238453066636,60.1689415635207,"TAC1","6863",3.15841354263711,"Yes","Down-Regulated"
"ENSG00000006194",452.736577798399,0.135403140092869,0.196487057046512,0.351358126799983,0.662012552830937,428.29913525892,477.174020337877,"ZNF263","10127",0.17913377555498,"No","No"
"ENSG00000006210",14.6322182079149,0.079832672536259,0.287808605448025,0.235839840599829,NA,16.334142977564,12.9302934382658,"CX3CL1","6376",NA,"No","No"
"ENSG00000006282",259.288459900594,0.402240533217707,0.289944894316109,0.0337001054570772,0.196517620154756,284.528749827864,234.048169973323,"SPATA20","64847",0.706598503848815,"No","No"
"ENSG00000006283",160.749357279251,0.0548767711656368,0.22039186582068,0.694247440745157,0.882154695189624,119.8626907406,201.636023817902,"CACNA1G","8913",0.054455250042515,"No","No"
"ENSG00000006327",268.122162363893,-0.137353844700936,0.218624858872568,0.353869039432079,0.664465592961702,298.987608255212,237.256716472574,"TNFRSF12A","51330",0.177527502567366,"No","No"
"ENSG00000006377",7.48619769791311,-0.0248184310465716,0.276603964664922,0.621760775662627,NA,4.59825066310419,10.374144732722,"DLX6","1750",NA,"No","No"
"ENSG00000006432",136.90177713492,0.0294960466103374,0.234025681302704,0.818511428068724,0.933453025686449,138.154987189538,135.648567080301,"MAP3K9","4293",0.0299075322392427,"No","No"
"ENSG00000006451",1085.12632431551,-0.333207828810506,0.186317091513149,0.0262819722421021,0.167329008421222,1076.64382746124,1093.60882116979,"RALA","5898",0.776428762533237,"No","No"
"ENSG00000006453",485.389464807763,-0.0154473430494319,0.177701642404677,0.909203123254123,0.966429529582585,628.230850260554,342.548079354973,"BAIAP2L1","55971",0.0148298085047742,"No","No"
"ENSG00000006459",374.670542471944,-0.566316700000345,0.313607306559164,0.00800726654593713,0.0772867126736465,423.601567060697,325.739517883191,"KDM7A","80853",1.11189516466557,"No","No"
"ENSG00000006468",185.765760713967,0.107583462374271,0.223749722419966,0.454761948928569,0.741714395497845,246.484342014038,125.047179413895,"ETV1","2115",0.129763291940601,"No","No"
"ENSG00000006530",168.460765089763,0.0585151963147144,0.228435788810766,0.668143001364791,0.867503718116149,136.45596271039,200.465567469136,"AGK","55750",0.0617286551493468,"No","No"
"ENSG00000006534",168.182890947272,1.08914618332444,0.375484593414382,0.000217636505530201,0.00558798224703472,164.866265818197,171.499516076347,"ALDH3B1","221",2.25274498230501,"Yes","Up-Regulated"
"ENSG00000006555",13.240488690708,0.0164958903245402,0.272395877354658,0.798383570648333,NA,10.0934192970808,16.3875580843352,"TTC22","55001",NA,"No","No"
"ENSG00000006576",686.874991495779,-0.720651279338466,0.256294368283251,0.000475957353304536,0.0100096993637896,767.28422826784,606.465754723718,"PHTF2","57157",1.99957896613786,"No","No"
"ENSG00000006606",0.397999365343153,-0.0015008083008619,0.279886728917047,0.906243905499626,NA,0,0.795998730686307,"CCL26","10344",NA,"No","No"
"ENSG00000006607",407.229260603433,0.311418264664114,0.229174324616871,0.0599007556147653,0.276672415597866,378.317568936686,436.14095227018,"FARP2","9855",0.558034138115311,"No","No"
"ENSG00000006611",1.80459773390754,0.0161894195409604,0.279690366314788,0.488763887326774,NA,1.11407831691108,2.495117150904,"USH1C","10083",NA,"No","No"
"ENSG00000006625",435.550193862668,-0.0543655147900919,0.181921002186626,0.695071546321933,0.882511389421399,383.534676415571,487.565711309765,"GGCT","79017",0.0542796810325508,"No","No"
"ENSG00000006634",309.529534290239,-0.41808552058437,0.27951270994813,0.0264742968384777,0.168000151414467,301.94952874211,317.109539838368,"DBF4","10926",0.774690326854865,"No","No"
"ENSG00000006638",5.78729515043676,0.00381952962739131,0.277308111962844,0.917482185651659,NA,8.8244278473501,2.75016245352341,"TBXA2R","6915",NA,"No","No"
"ENSG00000006652",1224.27675453394,-0.747015754884593,0.193906713062775,1.28297116698929e-05,0.000488835773348233,1370.22592834729,1078.3275807206,"IFRD1","3475",3.31083701962465,"No","No"
"ENSG00000006695",541.007022375727,-0.154267029587205,0.18951182579775,0.281724145687629,0.600468439292606,485.264185262661,596.749859488793,"COX10","1352",0.221509814241543,"No","No"
"ENSG00000006704",364.296299161358,0.278973202498446,0.241193481526845,0.0928870253708412,0.350732909025983,264.417602406101,464.174995916616,"GTF2IRD1","9569",0.455023482656124,"No","No"
"ENSG00000006712",1085.69586764724,0.2791841998933,0.196761061115218,0.066017877921338,0.292216100013954,983.884396275518,1187.50733901896,"PAF1","54623",0.534295859741234,"No","No"
"ENSG00000006715",554.431632178323,-0.215940940639843,0.199923466912677,0.149944883314262,0.445396916389451,575.478473508922,533.384790847724,"VPS41","27072",0.351252794036784,"No","No"
"ENSG00000006740",195.037700199633,-0.0651718433450624,0.216300163419946,0.641387590772952,0.854399361771403,174.729730312548,215.345670086719,"ARHGAP44","9912",0.0683390847294484,"No","No"
"ENSG00000006744",1075.66011536407,0.0833337689092825,0.158699964069307,0.518578156100044,0.787054486250612,848.072388228711,1303.24784249943,"ELAC2","60528",0.103995201238284,"No","No"
"ENSG00000006747",14.8544624023943,-0.0636571791588314,0.280099001843425,0.378853871403689,NA,16.3673778615256,13.3415469432631,"SCIN","85477",NA,"No","No"
"ENSG00000006756",225.988203823884,0.0491177092066716,0.211564556093122,0.723844428351544,0.896533398849536,256.334688331222,195.641719316547,"ARSD","414",0.0474335268872155,"No","No"
"ENSG00000006757",68.9137279703865,-0.0699640857915922,0.254365597933617,0.557309332136565,0.810554159428122,68.2597870182699,69.5676689225031,"PNPLA4","8228",0.091217961253537,"No","No"
"ENSG00000006788",0.313356197829577,-0.000480540139499969,0.279640024756605,0.907671559764012,NA,0.626712395659155,0,"MYH13","8735",NA,"No","No"
"ENSG00000006831",710.443486207541,-0.0585447608493142,0.168290998598545,0.662355281885355,0.864200806827562,753.310894868663,667.576077546418,"ADIPOR2","79602",0.0633853325624022,"No","No"
