"","logFC","logCPM","PValue"
"ENSG00000008441",-0.151356628065309,8.35721159885262,0.482736729246407
"ENSG00000008513",0.75294017426518,7.74373733428714,0.000289458242189693
"ENSG00000008710",0.966263402677854,9.27315473101605,0.000109233821721785
"ENSG00000008735",-0.0565320301536096,7.84196553268249,0.817616482738177
"ENSG00000008838",0.0478342689567258,7.42827469835819,0.816638681676944
"ENSG00000009307",0.162329516356108,9.10176020988131,0.485194285918459
"ENSG00000009335",0.552691745599137,8.17011618044965,0.0128787447226008
"ENSG00000009954",-0.376452455416306,8.34945527768356,0.0918555593778098
"ENSG00000010244",0.463120982304253,7.41900069628986,0.0292715964358017
"ENSG00000010256",0.0147241207191387,8.358253121197,0.946533924058808
"ENSG00000010292",0.227570903547719,7.18947546881235,0.283864796773951
"ENSG00000010322",0.25496797544337,7.06237847009498,0.272988578815473
"ENSG00000010404",0.552081729266769,7.34886822390754,0.0112512305964505
"ENSG00000010810",0.628278411197264,7.31798241933714,0.00711838403397258
"ENSG00000011007",0.191334954624816,7.31227269914828,0.345286076974041
"ENSG00000011009",0.00671589860553535,7.40266860232336,0.973267153195558
"ENSG00000011028",0.124732618119083,7.97852416663304,0.654644745545712
"ENSG00000011243",-0.458536192207538,7.13457283357883,0.0385726510695202
"ENSG00000011304",-0.144769284230636,9.51785255529531,0.502654492371464
"ENSG00000011405",0.331832815730421,7.62992199958465,0.377024399406985
"ENSG00000011451",-0.00951001232787106,8.36485572529311,0.966488285392935
"ENSG00000011485",0.309074723049619,7.50435259852093,0.14987676859743
"ENSG00000012232",0.374041357480459,7.25778471161546,0.0663017038387817
"ENSG00000012660",-0.00849743008071556,7.84489142344944,0.969644715269388
"ENSG00000013275",0.131945366604361,7.27317428078438,0.514966191092683
"ENSG00000013288",0.619297432375974,7.27465370728107,0.00237711090980569
"ENSG00000013306",0.0642621086132285,8.03503126862396,0.755445250467542
"ENSG00000013364",0.235394034540819,6.68097334436165,0.654452999027204
"ENSG00000013725",-1.21886674311465,8.29344618907385,1.40472748005069e-06
"ENSG00000014216",0.856836500545449,7.34659628841292,0.000586748210610099
"ENSG00000014641",0.282563003432561,7.6581186904893,0.166574158052465
"ENSG00000015532",-0.452183022293352,7.31921340836212,0.0287203587618044
"ENSG00000015676",0.136177255231829,7.40218662918376,0.506747315283077
"ENSG00000017260",0.467599163889159,6.98943925653621,0.0561772273631303
"ENSG00000020129",0.112877064749444,7.93457441436935,0.585194308311634
"ENSG00000020181",0.479770476831385,7.48306840759655,0.181207666598593
"ENSG00000020577",0.190815524927898,8.02049219338006,0.393844894382512
"ENSG00000022840",0.496879288223994,8.76347803572964,0.0212035255531789
"ENSG00000023191",0.155811056363486,7.31492181546287,0.472303944652378
"ENSG00000023330",-0.153769215415719,7.23921830208587,0.453380390292478
"ENSG00000023734",-0.139003931005946,8.49032841559389,0.521917768164036
"ENSG00000024422",-0.162827562754409,8.70065175847442,0.433070389727721
"ENSG00000025800",-0.138457667620703,8.39901246712449,0.536623821602065
"ENSG00000026025",0.194865646722631,10.7653897585242,0.345845797083045
"ENSG00000026508",0.130722053350083,7.36007860522232,0.699185156659236
"ENSG00000028137",0.780181978936248,6.85463793509316,0.00342177777592536
"ENSG00000028528",-0.0484960356647975,7.04250885560817,0.840113592380391
"ENSG00000029363",-0.138969474393408,7.029290123257,0.592949663464411
"ENSG00000030582",0.591346391349359,9.90875980459067,0.00739058980696341
"ENSG00000031081",0.359169987219679,7.52074568726037,0.0941757236255115
"ENSG00000031698",0.229111273072147,9.05212187409336,0.355308896102969
"ENSG00000031823",-0.146116938011101,7.53406861737847,0.495746887949809
"ENSG00000032444",0.0983650503514768,7.22501211981512,0.72514045530446
"ENSG00000033050",-0.279212818391392,7.14772138300151,0.217241382722614
"ENSG00000033100",0.0285630604179995,7.37461702843585,0.902856456721778
"ENSG00000034152",0.372656806449318,8.04498513761697,0.0639364421197114
"ENSG00000034510",0.312452472396527,9.95511329495677,0.160196405231353
"ENSG00000035862",0.765894787944641,9.64877845844544,0.00339195645686539
"ENSG00000036257",-0.395544380400942,7.55616557976826,0.0842964375299607
"ENSG00000038358",-0.021252282533026,7.80797076582546,0.927015930528092
"ENSG00000038382",0.179091460215061,8.01133001795237,0.374812889343536
"ENSG00000038532",-0.0228437336929296,7.29002393272859,0.910754849050553
"ENSG00000039523",-0.347444486857916,8.30445036491925,0.104702115503595
"ENSG00000039560",0.257964971599371,7.52896368105198,0.266950589456746
"ENSG00000040487",-0.314244648823873,7.12273572231894,0.201006535598519
"ENSG00000040633",-0.498820998084209,7.43829690181127,0.0148085321374794
"ENSG00000041357",0.230471474699831,7.42853164317197,0.327529676633282
"ENSG00000041982",1.52709621610235,6.93788706687247,0.00178302685688674
"ENSG00000043143",-0.446561802219332,7.84728892217969,0.187326350476514
"ENSG00000044115",0.200379578715037,9.24280226813329,0.358018027385704
"ENSG00000044574",-0.957132500396185,11.0729672789134,2.69729334676282e-05
"ENSG00000047249",0.395546282409173,7.24475556739052,0.0715265663504476
"ENSG00000047315",-0.194171662638806,7.39021490344783,0.406575818311939
"ENSG00000047849",0.269701642860574,8.6474331460102,0.182245843009123
"ENSG00000048707",0.207109273795181,7.38601231293899,0.399168327234805
"ENSG00000048828",-0.0251126046615895,7.7826015067841,0.909900950004692
"ENSG00000049245",0.534439830901108,7.97009014305874,0.0418085944806011
"ENSG00000049618",0.522695771334801,7.55298125678174,0.0455579441623511
"ENSG00000049656",-0.152487889985341,7.99014539782046,0.443437572227222
"ENSG00000050165",1.22258145548003,8.28504372230118,3.77564956670144e-08
"ENSG00000050748",-1.26963519925025,8.79098763609553,4.1495335906302e-08
"ENSG00000050820",-0.318799221285848,7.43149890478423,0.210353006460019
"ENSG00000051108",-0.435603376500649,8.71252479005552,0.127648081492187
"ENSG00000051382",0.6124881132087,6.76629764274138,0.115618814565827
"ENSG00000052749",-0.277892805373675,7.86337059148264,0.202351401388957
"ENSG00000052802",1.29215558880708,7.46516242989561,0.00160329749838942
"ENSG00000053254",0.136197609639548,7.10000726106284,0.571045073105696
"ENSG00000053372",-0.502320914192783,7.05158024983768,0.0293845877730366
"ENSG00000054118",0.0305340126503144,8.23903445037673,0.882708802651225
"ENSG00000054523",0.0795783380224498,7.55398138095829,0.722703297896686
"ENSG00000055070",0.016296050531775,8.7591848084393,0.937625918748521
"ENSG00000055208",0.127374432915747,7.407282864005,0.55144700130689
"ENSG00000055483",-0.395137340367783,7.67753084980947,0.0588427955101012
"ENSG00000056097",-0.0904585663267141,7.48753832642647,0.653222769000596
"ENSG00000057252",0.190543218048667,7.2734316023582,0.443113384414205
"ENSG00000057608",-0.321119248155659,8.24103882132209,0.155358376970276
"ENSG00000058063",0.201281543692965,7.17560849876846,0.510414601582433
"ENSG00000058262",-0.183279226642635,10.3813162209515,0.371075374468255
"ENSG00000058272",0.0415124420450876,7.06238892533089,0.877946679478787
"ENSG00000060138",-0.0174003147103095,8.81131992506085,0.936669349272986
"ENSG00000060237",-0.254173054312061,9.82088353248792,0.234372067284537
"ENSG00000060656",0.543592087460294,7.07300358699844,0.019195128423292
"ENSG00000060749",0.208326225923907,6.54538409346814,0.662351511182244
"ENSG00000061273",-0.101801244188427,8.12050587001598,0.624582074421034
"ENSG00000061676",0.0413146565110299,8.02131202665613,0.849495736271432
"ENSG00000062485",0.0958520265125761,7.76096905245786,0.643574917346733
"ENSG00000062582",-0.034695201404697,7.75127289545424,0.86825396111585
"ENSG00000062598",0.341993114098565,6.95541880383574,0.178054810659691
"ENSG00000062650",-0.551473306972621,7.18845842447667,0.0198647054948406
"ENSG00000062716",0.0391927161839307,7.16758495643829,0.89003742467717
"ENSG00000063046",-0.039382850132491,7.94630495824194,0.867848041025828
"ENSG00000063177",-0.327876158263979,9.7707237051849,0.108486524549802
"ENSG00000063241",0.440751036782876,6.9542452559839,0.0818230247192996
"ENSG00000063244",-0.210618130103605,8.39630299635879,0.378270696402898
"ENSG00000063245",0.398422938751081,8.26239471091466,0.0744429256225016
"ENSG00000063322",0.166292073261363,7.28763845664821,0.424933920921977
"ENSG00000063660",0.0997069956219194,8.31570414979221,0.640965402772643
"ENSG00000063854",0.0196552936328156,7.68250950133868,0.921415104660347
"ENSG00000063978",-0.330948802264485,7.72521709859317,0.0967193195295655
"ENSG00000064393",-0.0389006008415662,7.6825706917112,0.848105603541998
"ENSG00000064419",-0.207606089618797,7.3982656073033,0.3158887802463
"ENSG00000064666",0.493992119540512,8.46912196095182,0.0240571984383224
"ENSG00000064932",0.13897160862988,7.64072707851645,0.52003321159798
"ENSG00000065000",-0.258274683081568,7.11519952535654,0.307503646918269
"ENSG00000065054",0.138694304042026,6.94881941414689,0.614396890321798
"ENSG00000065060",0.337373290504043,7.12202727381785,0.14052601984527
"ENSG00000065135",-0.0947287451524424,7.46119174804546,0.676720729686633
"ENSG00000065150",-0.049004179274735,8.36500046868266,0.829652979861235
"ENSG00000065308",-0.115913485176988,7.74261535167881,0.589240088423802
"ENSG00000065526",-0.488890947213949,7.96611747039266,0.0213653658831502
"ENSG00000065833",0.915607260097836,6.85428099489149,0.00214044990337858
"ENSG00000065882",0.483529099552206,7.28161053573776,0.0294733554669327
"ENSG00000065911",0.114621505050615,8.69575631459241,0.740174769183755
"ENSG00000065978",-0.26464787519441,10.6706399468496,0.200196118302828
"ENSG00000065989",0.405752548601572,7.09641088451754,0.0855485998039213
"ENSG00000066044",-0.179034459991428,8.24983370398132,0.410728681498932
"ENSG00000066117",-0.186756327355684,7.10016054870034,0.425853131625512
"ENSG00000066135",0.0433668917097196,7.69772256947188,0.857178659466516
"ENSG00000066322",0.104613160878882,7.85299586835739,0.604958890338494
"ENSG00000066777",0.159456023894976,6.75578664875336,0.620749665565917
"ENSG00000067048",0.00598087521675617,7.54890800344068,0.986227811872364
"ENSG00000067057",0.189211835591581,8.03769899455247,0.348872962560224
"ENSG00000067082",-0.175879124648819,8.18662035684914,0.378984460568132
"ENSG00000067167",-0.745066499855816,8.16757288728891,0.00320489753313899
"ENSG00000067182",-0.334847086832396,8.36912139168553,0.137081801876986
"ENSG00000067225",0.225875078987746,11.0048000183366,0.335466604524921
"ENSG00000067560",-0.655698208021892,10.0564405268983,0.00183550352172326
"ENSG00000067596",0.0691107226039813,7.4493313472218,0.741471897041369
"ENSG00000068120",-0.191554318664835,7.92180148373498,0.349827661441291
"ENSG00000068323",0.0441068573160716,8.38935365642842,0.841173702916691
"ENSG00000068654",0.103415277321622,7.43174800375649,0.620832397416949
"ENSG00000068697",-0.232799137869183,8.25824696520039,0.303928957560509
"ENSG00000068878",0.345644436722215,7.92129327025349,0.229196974514346
"ENSG00000068971",-0.0886557519364713,7.45773198150414,0.691011105231068
"ENSG00000069275",0.0159031421314611,7.62815651190629,0.952095350961513
"ENSG00000069329",-0.0404576288859479,7.57614414831206,0.885196267557588
"ENSG00000069345",-0.0203096485409998,8.03406476837305,0.935222904543022
"ENSG00000069482",0.620840002793933,7.01083552782187,0.0115641972257666
"ENSG00000069849",0.00885472452853394,8.68982925212501,0.969112879692504
"ENSG00000069956",-0.0466923133974819,7.21739458708882,0.870733938923943
"ENSG00000070010",0.502416261199446,6.97167467697404,0.0383131940713424
"ENSG00000070087",0.294153875627696,7.02286229958603,0.272823963742675
"ENSG00000070404",-0.514063200286647,7.87130397713796,0.0246109656628952
"ENSG00000070413",0.686609940687774,8.47535541351748,0.00209126948990136
"ENSG00000070423",-0.44125222812955,7.12429644481215,0.073769916387492
"ENSG00000070610",0.118895370096603,7.07767820832235,0.610592846274912
"ENSG00000070614",0.080007057035528,8.61891586263786,0.712701008640457
"ENSG00000070669",0.681480102467244,8.32589791334789,0.0958829724251483
"ENSG00000070756",0.195851831415553,10.4449785963009,0.45306368055909
"ENSG00000070814",-0.172797187775539,8.0242716705269,0.397004091915152
"ENSG00000070831",-0.113335573707923,7.96564758839137,0.599979662225134
"ENSG00000071054",0.0676013954254138,9.07030565686475,0.75203881682188
"ENSG00000071082",-0.281522785151082,9.09900944301567,0.195961115594359
"ENSG00000071127",0.421523350082652,9.61146424301173,0.0423076568221092
"ENSG00000071537",-0.387041333461203,8.61945288427956,0.227591419552662
"ENSG00000071553",0.375515006460671,7.75220312520374,0.134234342336068
"ENSG00000071564",0.0209569362147128,7.21431055917892,0.929443795333095
"ENSG00000071626",0.130252679229781,7.49116904470588,0.534183254236775
"ENSG00000071655",-0.180165155518382,8.02536188959634,0.454796257835319
"ENSG00000071859",-0.475231740868917,7.44866889053452,0.0341665262434701
"ENSG00000071967",0.00432381906867026,7.44935772542064,0.988599828599778
"ENSG00000072110",-0.215090663519809,9.31182444447243,0.385560178635019
"ENSG00000072121",0.449934439151763,7.96453507687236,0.0288501125350095
"ENSG00000072274",-0.447832073113548,7.53411022495704,0.0616538729998919
"ENSG00000072310",0.133503469722529,7.84785034091149,0.617018016648875
"ENSG00000072364",-0.144668673629628,8.45853178559337,0.495745560180967
"ENSG00000072506",0.108110558662766,7.30094802087499,0.58325594267422
"ENSG00000072736",0.0631239608000405,7.62377776360022,0.789997147763271
"ENSG00000072786",0.0263118009087856,7.09333027443961,0.911954195601047
"ENSG00000072803",0.166960844173606,7.18484017794529,0.41283193977873
"ENSG00000072958",0.0527631140065426,7.26057877697867,0.793053112440435
"ENSG00000073008",0.0783714299138013,8.80762617140297,0.71968723979706
"ENSG00000073111",-0.22928163504067,7.61020094913744,0.320498695214737
"ENSG00000073614",0.178626305998539,7.11838817556902,0.445604405418564
"ENSG00000073712",0.00634881161555783,7.08756825834972,0.984778263783694
"ENSG00000073756",1.62544672794868,6.80689138581395,0.00330701584379934
"ENSG00000073921",0.212243967834742,8.79836532918551,0.426142524937322
"ENSG00000074416",0.4004948635195,8.47186828313526,0.0625945885535738
"ENSG00000074695",-0.342449586758724,7.51372418293874,0.115156309117388
"ENSG00000074696",-0.119630263932518,7.68686155703116,0.598786935032492
"ENSG00000074755",0.374831719088929,8.09585786551896,0.081849292563461
"ENSG00000074800",0.00926696673419232,11.1192088381225,0.964639293729579
"ENSG00000074842",-0.264149902201219,8.90264472610018,0.194607089814308
"ENSG00000075420",-0.0598594737096449,8.31110485562428,0.776039281341251
"ENSG00000075426",0.147642756691327,8.93615711570699,0.48626893315706
"ENSG00000075568",-0.0456487912376081,7.29400266801167,0.848033066786045
"ENSG00000075618",0.178955822612821,8.82669393637518,0.3724769394557
"ENSG00000075624",0.641977754420646,12.4129321619905,0.00256935652860294
"ENSG00000075785",-0.339003608322989,8.86975185121057,0.124645734146105
"ENSG00000075856",-0.304039978909506,7.54793037510301,0.130282935461651
"ENSG00000076108",-0.442341934385267,7.82624684030055,0.0406145812823593
"ENSG00000076201",0.00884509886070338,7.91970652340888,0.965571044361772
"ENSG00000076356",0.432863416690855,7.52999987489123,0.0742446489528972
"ENSG00000076513",-0.0160713175552719,7.03440851856945,0.949627036318574
"ENSG00000076924",0.135620294114166,7.07757613318213,0.575375413773745
"ENSG00000077147",-0.131119924796169,7.83413096165297,0.594345223540885
"ENSG00000077150",0.088384920275998,7.53412458761382,0.743714272103353
"ENSG00000077235",-0.0308126303273353,8.82291242447226,0.884274969063109
"ENSG00000077549",0.639837628584035,8.89178604238222,0.00211467895879052
"ENSG00000077782",-0.0720399862143423,8.25105806107874,0.77193375135004
"ENSG00000077942",0.558630318185942,8.87851249330844,0.0176153834058323
"ENSG00000078269",0.355946460051539,7.0217998107268,0.142523508266817
"ENSG00000078304",0.134068113148505,7.46461988649615,0.593593093019699
"ENSG00000078369",-0.281964502125477,9.11987571495909,0.20806268514712
"ENSG00000078747",0.140808428656023,7.60029428646184,0.625609436571994
"ENSG00000078804",-0.125005116618333,8.51228739241297,0.564378724753027
"ENSG00000078902",-0.0543119591934838,7.72130292103071,0.804441988267575
"ENSG00000079246",-0.0369943386920354,8.40199565259397,0.864307477908572
"ENSG00000079313",-0.420976829698018,8.14255528925773,0.038297496362196
"ENSG00000079332",-0.0431711597978616,8.01621554911226,0.852255626515816
"ENSG00000079432",-0.321950814333639,9.25424404379759,0.142010292460003
"ENSG00000079785",-0.374959270128224,7.47750335439,0.13542514512727
"ENSG00000079805",0.380833388305376,7.87017574590425,0.083699621978412
"ENSG00000079819",-0.510406267731293,7.26853792779515,0.0212687883726287
"ENSG00000079950",0.0487695178217238,7.07132208601474,0.882440782670755
"ENSG00000079999",0.0214903516301068,8.10065556011739,0.918405966140882
"ENSG00000080189",0.35125196482948,6.9908231500841,0.14735179039771
"ENSG00000080503",0.197363504088727,8.0200329925076,0.398141214323016
"ENSG00000080573",0.818570003376609,6.81897893463856,0.00818330545769661
"ENSG00000080603",0.154469190835666,8.73938324564355,0.451395946900098
"ENSG00000080815",-0.277595082257296,7.11975122029899,0.253643302787036
"ENSG00000080845",-0.272690726856385,8.44738875362487,0.22254507905278
"ENSG00000082153",0.0357923433184135,8.46978290515466,0.899877183563036
"ENSG00000082641",0.0644502449833935,9.31570035431418,0.760837678075214
"ENSG00000082781",0.33623566102677,7.68753580341729,0.135703424364735
"ENSG00000082805",0.133682894164653,8.07448562039037,0.534578506965511
"ENSG00000082898",-0.0672375382814032,8.48853452623407,0.777754026932902
"ENSG00000083168",0.0774316810235284,7.52284286673721,0.704369353953799
"ENSG00000083312",0.215678233273185,8.04647963415118,0.357368787981594
"ENSG00000083444",0.163582794522998,8.41473756785683,0.500614821003945
"ENSG00000083845",-0.342479692901368,9.92319663646475,0.103220362173875
"ENSG00000083857",0.212178542466123,8.33716235441277,0.343146043919184
"ENSG00000084112",0.318971381940996,7.35124322027637,0.159210916973286
"ENSG00000084207",-0.0901541773003908,8.71277673022148,0.650224013288411
"ENSG00000084234",-0.128362280372276,9.63162412057404,0.565649633983682
"ENSG00000084463",-0.22700065994847,7.64757959940537,0.256961770829169
"ENSG00000084652",-0.0865636939828368,8.44508874424843,0.686933481799683
"ENSG00000084733",-0.0967378111847734,7.7486427140543,0.64147788354012
"ENSG00000084754",0.325076036955395,7.28420396545179,0.147721509457375
"ENSG00000084774",-0.371815728028975,7.46119743839424,0.0852270139289284
"ENSG00000085063",0.455837151950349,8.23414693836012,0.029743891239157
"ENSG00000085449",0.350159749382519,7.19341882185452,0.155490513581715
"ENSG00000085644",0.353499573563715,6.95403185569312,0.194250494381538
"ENSG00000085662",0.725310483625981,9.13657269191143,0.0910865983637827
"ENSG00000085733",0.234104297757754,8.00693166907813,0.24933671637798
"ENSG00000085872",-0.441724657717427,7.30712369014373,0.0559327348860591
"ENSG00000085998",0.823629733079389,7.65799369827189,0.000108550339988689
"ENSG00000086015",0.0299726550839629,8.30418668958047,0.883380015542602
"ENSG00000086061",-0.373718208921543,8.74706676501268,0.0953698450243697
"ENSG00000086232",0.190332122288885,7.64318988021476,0.384427990153097
"ENSG00000086504",-0.234658068319553,7.60694476199033,0.255103324556875
"ENSG00000086598",-0.495500920086884,8.43525001138358,0.0289650566337569
"ENSG00000086758",0.308871039166003,10.1592523073896,0.165683814042759
"ENSG00000087074",-0.357578097031493,9.03270284587581,0.0827926152963534
"ENSG00000087077",-0.43277527088162,7.98075765334583,0.0432999778745202
"ENSG00000087086",-0.247199210957404,11.0851144470636,0.382920072395632
"ENSG00000087087",-0.33523380238857,8.26777791999448,0.103924980315501
"ENSG00000087088",-0.190664927128455,7.40853636608382,0.42274817329868
"ENSG00000087152",-0.191151243547187,7.5713924664336,0.364788381931873
"ENSG00000087191",-0.0661715591498984,7.79300314816008,0.742944860927661
"ENSG00000087245",0.996197411853911,9.97616970131064,0.0318396575449055
"ENSG00000087263",0.112318782227961,7.41559516061333,0.642113272760242
"ENSG00000087269",-0.141755934040126,7.45255910004686,0.482133327294691
"ENSG00000087274",0.00806334626868755,8.29613807503316,0.969004146563803
"ENSG00000087302",0.285847254210726,7.06499896193029,0.271355301028224
"ENSG00000087365",-0.280711296533924,9.1244890076703,0.168536786338355
"ENSG00000087460",0.565483234605055,10.1161373189407,0.0100488420151088
"ENSG00000088038",-0.405178704355646,7.63733198466152,0.0452872260589201
"ENSG00000088247",-0.490900746335761,9.52682849780485,0.0142284727761527
"ENSG00000088256",0.00214413603689915,8.42434804802852,0.99158368281922
"ENSG00000088325",-0.217166305936638,7.18354027656183,0.289003689824891
"ENSG00000088387",1.03053685406191,7.01249203540143,0.00192050211757014
"ENSG00000088812",0.00110771792457427,7.24952013124974,1
"ENSG00000088832",0.472756427930155,7.62406112379158,0.0235375352846914
"ENSG00000088833",-0.0369478234852083,7.36967503101596,0.855762702292192
"ENSG00000088930",-0.0294679953320296,7.35485900037233,0.891523226666141
"ENSG00000088986",-0.528471938091458,8.25612621108563,0.0165464150988074
"ENSG00000089009",-0.503232310656163,7.91324519579416,0.0197701531296079
"ENSG00000089154",0.0129026122977502,8.65188234872465,0.953612842885037
"ENSG00000089157",-0.16197669255876,10.7263076539416,0.453385724304558
"ENSG00000089159",0.106996221110944,8.39815529934283,0.614299517939856
"ENSG00000089220",0.754558099703729,8.10143641012204,0.000161165798107218
"ENSG00000089248",0.000161876489072965,8.38608071836143,0.999294186908323
"ENSG00000089280",-0.71726585341831,8.41304553883341,0.00766805272288724
"ENSG00000089327",0.669430464970544,8.39656878390566,0.00163165127233931
"ENSG00000089335",0.462865793886132,9.313774899293,0.258937041923743
"ENSG00000089597",0.0372510740448395,9.60450734509626,0.85882227711576
"ENSG00000089693",0.534280933871847,7.79812565253306,0.0130128298678724
"ENSG00000090020",-0.374246942379932,7.88834542604331,0.0757551622078365
"ENSG00000090060",0.17607372156761,7.81221829653144,0.440267088349906
"ENSG00000090061",-0.430316012637545,7.69986327295672,0.0476662387224323
"ENSG00000090273",-0.497580760530808,7.85303145056908,0.0205735964249743
"ENSG00000090316",-0.192758833692229,7.96024398081962,0.33224112929392
"ENSG00000090339",-0.191529389450441,8.00130668195794,0.423056647326992
"ENSG00000090372",0.0345083550925994,8.44753915643156,0.874173578917698
"ENSG00000090432",-0.204393437208915,7.14947700325521,0.354904321974931
"ENSG00000090581",0.0477200470223181,7.12069994380795,0.834761836628787
"ENSG00000090615",0.0586097341826499,7.94100394388648,0.782392147678017
"ENSG00000090621",-0.666183622614395,7.8342081855988,0.00124183034196263
"ENSG00000090674",-0.29476659998736,8.23576724665155,0.20200947074344
"ENSG00000091039",0.0193640751415886,7.23072475908146,0.947712988337562
"ENSG00000091164",0.0222533948823232,7.25018288852406,0.915939712302168
"ENSG00000091542",0.171130966018434,8.40217746499803,0.445847873232462
"ENSG00000092148",-0.225979248731175,7.65608152127887,0.304502936251437
"ENSG00000092199",-0.554714825265378,9.00960491624193,0.0102718386900969
"ENSG00000092201",-0.442641060493689,7.63890706205834,0.0517439756136628
"ENSG00000092203",-0.166732072407943,7.30990363649726,0.436678963282874
"ENSG00000092445",-0.202689486283752,7.21257673258108,0.339600041621779
"ENSG00000092621",0.97639282325696,7.88096094192292,0.000664303309995313
"ENSG00000092820",-0.645839517337928,9.44649547180425,0.00185221364245637
"ENSG00000092841",0.188770617846244,9.59332392066223,0.404370832611078
"ENSG00000092964",0.475119205101066,9.19917849188517,0.0221273510613777
"ENSG00000093010",0.367756573131828,7.92682671274855,0.0781608386351526
"ENSG00000094916",0.501666368264764,8.73986102050496,0.0832015375629397
"ENSG00000095139",-0.409306690360552,8.68267229691831,0.0735427554037504
"ENSG00000095261",0.623951618110563,6.96872746989504,0.029011144440979
"ENSG00000095319",0.116355838634369,8.12933457082411,0.577412211797419
"ENSG00000095321",0.185084905643029,7.0120293848867,0.477937597656327
"ENSG00000095380",0.0312683205579869,7.25681072894865,0.877484806556026
"ENSG00000095752",-0.195653148593537,7.27611363496259,0.332363887891553
"ENSG00000095787",-0.48996605008785,7.90223457260038,0.0172189155343728
"ENSG00000096070",-0.429312079722515,7.89081712755407,0.0346729869765579
"ENSG00000096384",0.390993696492402,11.0931562590511,0.0679604025247933
"ENSG00000096433",0.289320813208737,9.25408909665345,0.228747935768198
"ENSG00000097007",-0.10503742249605,8.44858597123791,0.678512597228534
"ENSG00000097021",0.155218715439485,7.66925997736927,0.430518707210017
"ENSG00000097033",-0.107632064350021,7.37553216647787,0.645505569989152
"ENSG00000099194",0.97617289668936,10.201022804417,0.000298043808541318
"ENSG00000099290",0.203571242503787,7.28903962358681,0.323401293229883
"ENSG00000099331",0.165576907237417,8.25893171751563,0.436484007162338
"ENSG00000099341",0.355449957901313,9.057304667374,0.0863131790229501
"ENSG00000099381",-0.348404785016864,7.43927719004583,0.118780747621709
"ENSG00000099622",0.00552635034311347,7.25364351392319,0.979027248658523
"ENSG00000099624",0.031005874742996,7.74848819674151,0.878755616992411
"ENSG00000099783",-0.381397251745766,8.43817720895086,0.103533498594555
"ENSG00000099795",-0.316269394015626,7.22710635632625,0.171726974790474
"ENSG00000099797",0.516639882935811,7.89909383910946,0.012687996544511
"ENSG00000099804",-0.49348179432091,7.83759954965286,0.0157823581573909
"ENSG00000099814",-0.246471787599178,7.5215747694345,0.28862924189165
"ENSG00000099817",-0.0256304598361909,8.47195440865785,0.907341642547276
"ENSG00000099875",0.256514467153255,7.30413908057126,0.219051444350863
"ENSG00000099901",-0.185888753407864,7.9611528018766,0.363330439309329
"ENSG00000099917",-0.0429137206264132,7.70145253353877,0.836575076576206
"ENSG00000099940",0.0537335958166168,7.13197974914498,0.819460069612321
"ENSG00000099942",-0.569406004779649,7.87982808459678,0.00558445303602167
"ENSG00000099968",-0.070290449179084,7.39876632960367,0.72915737246729
"ENSG00000099991",0.146489043834012,7.1546236919255,0.523114519341252
"ENSG00000099995",-0.0932402565139323,8.25010819389837,0.651167152605284
