Geneid,baseMean,log2FoldChange,lfcSE,pvalue,padj,baseMeanCtrl,baseMeansiRNA,symbol,entrez,log10.pvalue,Significant.Gene,Differential_Gene
ENSG00000188620,73.97005769,-1.517286415,0.595247338,0.00036237,0.00831498,70.30399706,77.63611832,HMX3,340784,2.080138777,Yes,Down-Regulated
ENSG00000188643,887.1888778,1.106428955,0.215501487,2.03E-08,1.63E-06,1024.921622,749.4561336,S100A16,140576,5.788001719,Yes,Up-Regulated
ENSG00000189001,288.3961601,2.126332928,0.336349887,9.18E-12,1.32E-09,224.556102,352.2362182,SBSN,374897,8.880128941,Yes,Up-Regulated
ENSG00000189320,68.17548713,1.748928189,0.67618487,0.000299935,0.007207893,81.49295169,54.85802257,FAM180A,389558,2.142191678,Yes,Up-Regulated
ENSG00000196352,2675.076862,-1.029826674,0.199878059,1.77E-08,1.44E-06,3168.491773,2181.661951,CD55,1604,5.840740289,Yes,Down-Regulated
ENSG00000196611,1790.913928,2.367503832,0.246486245,2.49E-23,1.81E-20,2522.497181,1059.330675,MMP1,4312,19.74218,Yes,Up-Regulated
ENSG00000196878,56.72998884,1.791322958,0.731921084,0.000447408,0.009656045,73.74510245,39.71487522,LAMB3,3914,2.015200717,Yes,Up-Regulated
ENSG00000197256,306.9940805,1.024283437,0.295676262,3.58E-05,0.001196888,295.4644331,318.523728,KANK2,25959,2.921946586,Yes,Up-Regulated
ENSG00000197632,285.1432297,2.382179606,0.351553146,5.18E-13,9.26E-11,255.581959,314.7045005,SERPINB2,5055,10.03317926,Yes,Up-Regulated
ENSG00000197635,374.7686715,1.466235178,0.274376341,5.12E-09,4.75E-07,445.8871219,303.650221,DPP4,1803,6.323459178,Yes,Up-Regulated
ENSG00000197646,45.10850122,1.511576739,0.736034011,0.001422146,0.023039892,58.26874782,31.94825462,PDCD1LG2,80380,1.637519564,Yes,Up-Regulated
ENSG00000198768,130.9407159,1.045549049,0.461828312,0.001186722,0.020068604,142.520576,119.3608558,APCDD1L,164284,1.69748284,Yes,Up-Regulated
ENSG00000198780,182.4464103,-1.003930296,0.38379196,0.000492845,0.010294705,203.0557703,161.8370502,FAM169A,26049,1.987386113,Yes,Down-Regulated
ENSG00000198825,1288.127497,-1.035366554,0.216283942,1.16E-07,8.11E-06,1358.924841,1217.330154,INPP5F,22876,5.091004573,Yes,Down-Regulated
ENSG00000198948,393.1037542,-1.069661816,0.302849045,2.40E-05,0.000845055,479.1410157,307.0664926,MFAP3L,9848,3.073115202,Yes,Down-Regulated
ENSG00000204262,465.3626129,1.395248836,0.276248011,2.40E-08,1.90E-06,500.2526707,430.4725552,COL5A2,1290,5.721267523,Yes,Up-Regulated
ENSG00000204272,162.2044903,1.001269548,0.402451497,0.000721645,0.013726829,164.0072946,160.4016859,NBDY,550643,1.862429784,Yes,Up-Regulated
ENSG00000204569,410.9792938,4.915170751,1.284709453,3.28E-06,0.000149457,650.590791,171.3677965,PPP1R10,5514,3.825484151,Yes,Up-Regulated
ENSG00000205413,218.3673892,1.585685568,0.334789559,1.30E-07,8.93E-06,289.0511949,147.6835835,SAMD9,54809,5.049287837,Yes,Up-Regulated
ENSG00000213654,26.04634474,2.969340968,1.037160156,0.000197811,0.005229071,31.28071766,20.81197181,GPSM3,63940,2.2815755,Yes,Up-Regulated
ENSG00000213689,145.4024478,1.730850851,0.44274839,3.68E-06,0.000164285,176.9888601,113.8160355,TREX1,11277,3.784401197,Yes,Up-Regulated
ENSG00000213859,58.6022479,1.84650588,0.718696839,0.000304528,0.007271571,46.08296645,71.12152936,KCTD11,147040,2.13837175,Yes,Up-Regulated
ENSG00000214265,58.77494241,-1.485901008,0.635031257,0.000745029,0.014046933,76.55910456,40.99078025,NA,NA,1.852418489,Yes,Down-Regulated
ENSG00000214954,159.8049261,-2.739270424,0.457903763,3.64E-11,4.58E-09,95.75774622,223.8521059,LRRC69,100130742,8.338712274,Yes,Down-Regulated
ENSG00000216490,552.5525313,1.237713071,0.227316211,3.52E-09,3.42E-07,671.4301941,433.6748686,IFI30,10437,6.466187768,Yes,Up-Regulated
ENSG00000221869,487.796228,1.513353024,0.24062763,1.96E-11,2.58E-09,445.6827297,529.9097263,CEBPD,1052,8.588357677,Yes,Up-Regulated
ENSG00000221963,446.0745988,1.353370092,0.279392244,7.09E-08,5.09E-06,599.7201014,292.4290962,APOL6,80830,5.293283346,Yes,Up-Regulated
ENSG00000233276,338.8458072,1.202528309,0.329823727,1.41E-05,0.000523994,465.0730062,212.6186081,GPX1,2876,3.280673933,Yes,Up-Regulated
ENSG00000233608,591.1904908,2.094309115,0.234335207,2.03E-20,9.27E-18,642.7085616,539.6724199,TWIST2,117581,17.03313634,Yes,Up-Regulated
ENSG00000239713,66.27540439,1.524533332,0.591770099,0.000413937,0.009190734,79.35181091,53.19899787,APOBEC3G,60489,2.036649801,Yes,Up-Regulated
ENSG00000240184,655.0787436,1.794751225,0.27040393,1.36E-12,2.27E-10,705.5641474,604.5933397,PCDHGC3,5098,9.644905387,Yes,Up-Regulated
ENSG00000242221,71.00277156,-2.994325771,0.743551789,4.36E-07,2.59E-05,35.69028869,106.3152544,PSG2,5670,4.586946271,Yes,Down-Regulated
ENSG00000249992,585.2530123,1.976380648,0.237258058,4.12E-18,1.45E-15,786.1239556,384.3820689,TMEM158,25907,14.83758362,Yes,Up-Regulated
ENSG00000253159,117.6740133,1.324229736,0.452266468,0.000170858,0.004625543,112.6602532,122.6877734,PCDHGA12,26025,2.334837234,Yes,Up-Regulated
ENSG00000257093,169.4825193,4.375290075,0.498101764,2.12E-19,7.92E-17,193.2230926,145.7419461,DENND11,57189,16.10143263,Yes,Up-Regulated
ENSG00000261832,214.1347731,-1.060309832,0.336811517,0.000102487,0.003012424,275.5478723,152.721674,CLN3,1201,2.521083891,Yes,Down-Regulated
ENSG00000263528,111.3330325,2.517791524,0.495212705,1.33E-08,1.17E-06,141.3183623,81.3477027,IKBKE,9641,5.932378941,Yes,Up-Regulated
ENSG00000270885,153.047947,1.003802405,0.422167433,0.000958289,0.017169929,70.85369472,235.2421994,RASL10B,91608,1.765231499,Yes,Up-Regulated
ENSG00000271503,323.7786175,2.091041344,0.331409453,1.09E-11,1.53E-09,504.2811193,143.2761157,CCL5,6352,8.815187926,Yes,Up-Regulated
ENSG00000273983,69.26348698,1.015326496,0.613799663,0.00406999,0.049210605,72.95286856,65.57410539,H3C8,8355,1.307941294,Yes,Up-Regulated
