"","SRR7992451Aligned.sortedByCoord.out_sorted.bam","SRR7992456Aligned.sortedByCoord.out_sorted.bam"
"peak_4223",2895,488
"peak_4224",56,25
"peak_4225",165,52
"peak_4226",114,63
"peak_4227",55,23
"peak_4228",143,52
"peak_4229",3015,571
"peak_4230",156,96
"peak_4231",1898,669
"peak_4232",416,238
"peak_4233",285,170
"peak_4234",817,394
"peak_4235",257,108
"peak_4236",135,78
"peak_4237",103,65
"peak_4238",150,94
"peak_4239",1267,692
"peak_4240",67,26
"peak_4241",69,28
"peak_4242",140,61
"peak_4243",152,53
"peak_4244",826,332
"peak_4245",633,280
"peak_4246",866,395
"peak_4247",307,114
"peak_4248",63,20
"peak_4249",107,30
"peak_4250",125,48
"peak_4251",4009,1714
"peak_4252",209,113
"peak_4253",52,23
"peak_4254",1186,383
"peak_4255",2015,937
"peak_4256",34772,9385
"peak_4257",303,137
"peak_4258",218,48
"peak_4259",768,447
"peak_4260",2321,584
"peak_4261",4697,1341
"peak_4262",255,132
"peak_4263",710,362
"peak_4264",511,152
"peak_4265",75,26
"peak_4266",440,138
"peak_4267",142,69
"peak_4268",484,221
"peak_4269",61,20
"peak_4270",142152,50935
"peak_4271",208002,97257
"peak_4272",199281,81582
"peak_4273",387,104
"peak_4274",193,117
"peak_4275",372,222
"peak_4276",1556,268
"peak_4277",116,50
"peak_4278",294,138
"peak_4279",226,73
"peak_4280",351,109
"peak_4281",836,309
"peak_4282",330,217
"peak_4283",1638,1084
"peak_4284",22636,7260
"peak_4285",1187,791
"peak_4286",114,47
"peak_4287",916,162
"peak_4288",5317,1023
"peak_4289",233,104
"peak_4290",215,102
"peak_4291",281,133
"peak_4292",176,74
"peak_4293",353,121
"peak_4294",727,405
"peak_4295",1097,476
"peak_4296",2633,607
"peak_4297",43,12
"peak_4298",247,96
"peak_4299",363,90
"peak_4300",252,155
"peak_4301",411,81
"peak_4302",174,58
"peak_4303",63,19
"peak_4304",269,154
"peak_4305",50,21
"peak_4306",680,366
"peak_4307",52,6
"peak_4308",152,94
"peak_4309",577,260
"peak_4310",284,132
"peak_4311",96,32
"peak_4312",52,18
"peak_4313",72,25
"peak_4314",72,15
"peak_4315",55,23
"peak_4316",34236,8840
"peak_4317",104,68
"peak_4318",193,76
"peak_4319",1931,1035
"peak_4320",110,44
"peak_4321",171,70
"peak_4322",110,51
"peak_4323",464,214
"peak_4324",751,326
"peak_4325",684,188
"peak_4326",44,16
"peak_4327",65,29
"peak_4328",187,130
"peak_4329",1202,465
"peak_4330",181,48
"peak_4331",510,233
"peak_4332",99,39
"peak_4333",106,59
"peak_4334",5459,1559
"peak_4335",730,420
"peak_4336",297,171
"peak_4337",209,91
"peak_4338",517,329
"peak_4339",1257,399
"peak_4340",51,13
"peak_4341",3975,1295
"peak_4342",404,175
"peak_4343",1022,635
"peak_4344",515,301
"peak_4345",92,57
"peak_4346",77,45
"peak_4347",186,90
"peak_4348",144,92
"peak_4349",431,276
"peak_4350",2823,862
"peak_4351",1627,870
"peak_4352",1137,560
"peak_4353",423,255
"peak_4354",46,17
"peak_4355",46,13
"peak_4356",74,15
"peak_4357",401,150
"peak_4358",221,87
"peak_4359",52,20
"peak_4360",1696,913
"peak_4361",107,38
"peak_4362",139,41
"peak_4363",133,87
"peak_4364",134,42
"peak_4365",436,201
"peak_4366",230,127
"peak_4367",99,56
"peak_4368",346,92
"peak_4369",98,28
"peak_4370",358,229
"peak_4371",76,39
"peak_4372",155,42
"peak_4373",40,13
"peak_4374",42,15
"peak_4375",184,127
"peak_4376",216,135
"peak_4377",406,84
"peak_4378",100,31
"peak_4379",32187,18122
"peak_4380",29589,14773
"peak_4381",224,99
"peak_4382",1224,438
"peak_4383",457,285
"peak_4384",3008,793
"peak_4385",777,299
"peak_4386",908,325
"peak_4387",341,204
"peak_4388",277,97
"peak_4389",520,133
"peak_4390",246,76
"peak_4391",382,130
"peak_4392",53,16
"peak_4393",288,46
"peak_4394",371,133
"peak_4395",585,274
"peak_4396",289,176
"peak_4397",434,259
"peak_4398",1690,583
"peak_4399",221,108
"peak_4400",1308,475
"peak_4401",384,199
"peak_4402",1380,681
"peak_4403",98,35
"peak_4404",84,47
"peak_4405",118,59
"peak_4406",427,187
"peak_4407",117,73
"peak_4408",614,278
"peak_4409",324,210
"peak_4410",9386,4555
"peak_4411",225,119
"peak_4412",906,574
"peak_4413",1206,789
"peak_4414",523,369
"peak_4415",287,145
"peak_4416",210,125
"peak_4417",888,452
"peak_4418",2910,893
"peak_4419",899,218
"peak_4420",1377,431
"peak_4421",154,90
"peak_4422",782,241
"peak_4423",2873,1346
"peak_4424",10832,1896
"peak_4425",4244,2163
"peak_4426",1060,658
"peak_4427",137944,71245
"peak_4428",49734,28220
"peak_4429",35,8
"peak_4430",81,42
"peak_4431",1548,370
"peak_4432",2434,1231
"peak_4433",11926,6076
"peak_4434",1486,843
"peak_4435",113,47
"peak_4436",145,56
"peak_4437",1053,564
"peak_4438",112,68
"peak_4439",91,55
"peak_4440",2175,770
"peak_4441",117,67
"peak_4442",580,266
"peak_4443",547,207
"peak_4444",40,10
"peak_4445",399,242
"peak_4446",713,278
"peak_4447",114,29
"peak_4448",42,11
"peak_4449",130,73
"peak_4450",2101,714
"peak_4451",46,19
"peak_4452",958,338
"peak_4453",1464,818
"peak_4454",630,383
"peak_4455",1378,892
"peak_4456",115,71
"peak_4457",92,46
"peak_4458",76,23
"peak_4459",101,64
"peak_4460",42,9
"peak_4461",1244,436
"peak_4462",206,45
"peak_4463",113,58
"peak_4464",762,393
"peak_4465",689,227
"peak_4466",1872,735
"peak_4467",376,238
"peak_4468",307,193
"peak_4469",487,217
"peak_4470",361,212
"peak_4471",141,61
"peak_4472",2517,704
"peak_4473",1014,333
"peak_4474",81,34
"peak_4475",72,38
"peak_4476",171,58
"peak_4477",59,29
"peak_4478",302,180
"peak_4479",5341,1424
"peak_4480",141,90
"peak_4481",920,488
"peak_4482",541,313
"peak_4483",1852,955
"peak_4484",216,139
"peak_4485",55,14
"peak_4486",281,96
"peak_4487",111,70
"peak_4488",683,321
"peak_4489",261,139
"peak_4490",393,219
"peak_4491",308,201
"peak_4492",245,105
"peak_4493",127,77
"peak_4494",49,12
"peak_4495",124,15
"peak_4496",76,25
"peak_4497",149,87
"peak_4498",242,65
"peak_4499",747,381
"peak_4500",897,586
"peak_4501",391,278
"peak_4502",58,18
"peak_4503",83,51
"peak_4504",311,79
"peak_4505",1596,975
"peak_4506",629,315
"peak_4507",116,71
"peak_4508",2731,472
"peak_4509",217,117
"peak_4510",40,10
"peak_4511",97,29
"peak_4512",727,414
"peak_4513",1113,347
"peak_4514",250,87
"peak_4515",149,98
"peak_4516",211,134
"peak_4517",859,422
"peak_4518",699,329
"peak_4519",47,18
"peak_4520",113,63
"peak_4521",104,33
"peak_4522",47,17
"peak_4523",146,46
"peak_4524",1074,657
"peak_4525",7075,3575
"peak_4526",386,156
"peak_4527",88,42
"peak_4528",1338,556
"peak_4529",341,113
"peak_4530",67,31
"peak_4531",63,28
"peak_4532",162,54
"peak_4533",104,37
"peak_4534",381,86
"peak_4535",327,52
"peak_4536",500,227
"peak_4537",441,189
"peak_4538",91,48
"peak_4539",242,153
"peak_4540",4285,760
"peak_4541",695,225
"peak_4542",74,37
"peak_4543",165,109
"peak_4544",211,108
"peak_4545",74,30
"peak_4546",557,219
"peak_4547",608,261
"peak_4548",158,100
"peak_4549",369,198
"peak_4550",71,33
"peak_4551",405,225
"peak_4552",160,94
"peak_4553",817,357
"peak_4554",1518,648
"peak_4555",818,526
"peak_4556",766,254
"peak_4557",2189,546
"peak_4558",56,22
"peak_4559",301,157
"peak_4560",121,60
"peak_4561",32,7
"peak_4562",258,142
"peak_4563",130,86
"peak_4564",364,182
"peak_4565",69,36
"peak_4566",582,363
"peak_4567",109,64
"peak_4568",68,17
"peak_4569",137,26
"peak_4570",161,79
"peak_4571",1130,333
"peak_4572",2816,1370
"peak_4573",19287,5887
"peak_4574",91,56
"peak_4575",440,256
"peak_4576",970,262
"peak_4577",80,41
"peak_4578",483,298
"peak_4579",6514,1641
"peak_4580",282,120
"peak_4581",57,21
"peak_4582",299,61
"peak_4583",142,45
"peak_4584",2930,1126
"peak_4585",167,62
"peak_4586",31593,11911
"peak_4587",26124,9822
"peak_4588",2450,1538
"peak_4589",1030,662
"peak_4590",623,412
"peak_4591",261,165
"peak_4592",208,129
"peak_4593",297,170
"peak_4594",62,23
"peak_4595",259,128
"peak_4596",277,115
"peak_4597",82,42
"peak_4598",579,352
"peak_4599",1607,891
"peak_4600",2474,864
"peak_4601",1830,427
"peak_4602",106,30
"peak_4603",2098,506
"peak_4604",2698,852
"peak_4605",222,133
"peak_4606",74,38
"peak_4607",1715,426
"peak_4608",2578,973
"peak_4609",333,192
"peak_4610",584,321
"peak_4611",409,161
"peak_4612",1258,702
"peak_4613",208,63
"peak_4614",119,65
"peak_4615",97,36
"peak_4616",38,9
"peak_4617",103,36
"peak_4618",240,63
"peak_4619",2432,1588
"peak_4620",165,96
"peak_4621",90,42
"peak_4622",229,127
"peak_4623",522,159
"peak_4624",132,62
"peak_4625",89,51
"peak_4626",204,102
"peak_4627",210,102
"peak_4628",95,36
"peak_4629",170,73
"peak_4630",145,46
"peak_4631",206,69
"peak_4632",558,187
"peak_4633",372,115
"peak_4634",23182,7009
"peak_4635",1070,634
"peak_4636",1006,220
"peak_4637",1654,958
"peak_4638",94,42
"peak_4639",1058,434
"peak_4640",2721,682
"peak_4641",70,40
"peak_4642",309,133
"peak_4643",553,197
"peak_4644",260,57
"peak_4645",141,92
"peak_4646",987,586
"peak_4647",1653,635
"peak_4648",3212,2048
"peak_4649",299,171
"peak_4650",118,50
"peak_4651",642,278
"peak_4652",267,163
"peak_4653",40,5
"peak_4654",226,131
"peak_4655",621,353
"peak_4656",300,157
"peak_4657",1262,619
"peak_4658",136,73
"peak_4659",173,103
"peak_4660",366,163
"peak_4661",290,167
"peak_4662",343,175
"peak_4663",7443,1281
"peak_4664",128,84
"peak_4665",169,59
"peak_4666",295,101
"peak_4667",956,231
"peak_4668",314,112
"peak_4669",60,21
"peak_4670",46,11
"peak_4671",1276,329
"peak_4672",716,125
"peak_4673",968,283
"peak_4674",1132,558
"peak_4675",3382,1114
"peak_4676",119,51
"peak_4677",139,53
"peak_4678",1505,483
"peak_4679",128,70
"peak_4680",1596,625
"peak_4681",399,179
"peak_4682",2436,681
"peak_4683",119,70
"peak_4684",714,275
"peak_4685",132,75
"peak_4686",135,76
"peak_4687",553,349
"peak_4688",689,449
"peak_4689",117,76
"peak_4690",39,3
"peak_4691",35,3
"peak_4692",53,15
"peak_4693",128,72
"peak_4694",149,92
"peak_4695",1349,663
"peak_4696",109,57
"peak_4697",120,73
"peak_4698",64,34
"peak_4699",1372,274
"peak_4700",446,290
"peak_4701",91,51
"peak_4702",1376,564
"peak_4703",3124,1519
"peak_4704",156,88
"peak_4705",1870,1225
"peak_4706",2348,906
"peak_4707",5185,2069
"peak_4708",7520,2295
"peak_4709",4735,1454
"peak_4710",101,34
"peak_4711",286,167
"peak_4712",283,181
"peak_4713",3624,1586
"peak_4714",1365,654
"peak_4715",3425,1345
"peak_4716",280,171
"peak_4717",303,181
"peak_4718",236,130
"peak_4719",66,24
"peak_4720",98,46
"peak_4721",125,81
"peak_4722",4353,938
"peak_4723",380,253
"peak_4724",164,58
"peak_4725",70,28
"peak_4726",758,236
"peak_4727",199,89
"peak_4728",482,202
"peak_4729",58,20
"peak_4730",127,73
"peak_4731",13158,3513
"peak_4732",212,88
"peak_4733",77,22
"peak_4734",544,306
"peak_4735",144,85
"peak_4736",2812,1506
"peak_4737",459,194
"peak_4738",727,406
"peak_4739",1477,667
"peak_4740",802,549
"peak_4741",560,322
"peak_4742",5586,2704
"peak_4743",99,52
"peak_4744",781,188
"peak_4745",153,52
"peak_4746",53,24
"peak_4747",95,43
"peak_4748",289,161
"peak_4749",609,169
"peak_4750",1927,663
"peak_4751",103,65
"peak_4752",123,70
"peak_4753",76,43
"peak_4754",1175,415
"peak_4755",709,423
"peak_4756",131,74
"peak_4757",100,49
"peak_4758",9922,2244
"peak_4759",1348,692
"peak_4760",107,69
"peak_4761",76,34
"peak_4762",135,50
"peak_4763",51,15
"peak_4764",77,36
"peak_4765",89,24
"peak_4766",338,169
"peak_4767",300,130
"peak_4768",707,448
"peak_4769",131,51
"peak_4770",87,50
"peak_4771",93,18
"peak_4772",484,285
"peak_4773",1139,591
"peak_4774",146,52
"peak_4775",201,117
"peak_4776",695,357
"peak_4777",899,498
"peak_4778",219,90
"peak_4779",44,16
"peak_4780",283,178
"peak_4781",796,448
"peak_4782",70,33
"peak_4783",43,8
"peak_4784",278,119
"peak_4785",1101,162
"peak_4786",62,30
"peak_4787",62,30
"peak_4788",43,15
"peak_4789",2683,1418
"peak_4790",7143,2515
"peak_4791",2440,1584
"peak_4792",5757,3178
"peak_4793",57,13
"peak_4794",69,14
"peak_4795",97,48
"peak_4796",344,99
"peak_4797",322,114
"peak_4798",168,45
"peak_4799",4452,1321
"peak_4800",409,265
"peak_4801",317,194
"peak_4802",405,191
"peak_4803",2176,846
"peak_4804",55,18
"peak_4805",105,36
"peak_4806",149,23
"peak_4807",1826,970
"peak_4808",856,287
"peak_4809",415,259
"peak_4810",1610,1021
"peak_4811",1624,419
"peak_4812",188,89
"peak_4813",315,146
"peak_4814",5402,1388
"peak_4815",2776,728
"peak_4816",104,66
"peak_4817",4194,1064
"peak_4818",259,146
"peak_4819",112,71
"peak_4820",118,61
"peak_4821",400,219
"peak_4822",393,227
"peak_4823",421,243
"peak_4824",957,385
"peak_4825",1344,282
"peak_4826",109,17
"peak_4827",68,21
"peak_4828",2234,924
"peak_4829",1452,686
"peak_4830",105,41
"peak_4831",348,92
"peak_4832",705,213
"peak_4833",83,23
"peak_4834",608,222
"peak_4835",156,66
"peak_4836",271,168
"peak_4837",3326,1109
"peak_4838",2029,510
"peak_4839",79,42
"peak_4840",45,12
"peak_4841",203,61
"peak_4842",47,14
"peak_4843",289,156
"peak_4844",4286,1116
"peak_4845",135,26
"peak_4846",165,76
"peak_4847",192,83
"peak_4848",47,17
"peak_4849",219,107
"peak_4850",287,113
"peak_4851",124,59
"peak_4852",206,129
"peak_4853",140,50
"peak_4854",4590,1736
"peak_4855",562,262
"peak_4856",4135,2641
"peak_4857",322,202
"peak_4858",549,137
"peak_4859",225,86
"peak_4860",455,109
"peak_4861",451,122
"peak_4862",114,75
"peak_4863",170,69
"peak_4864",110,58
"peak_4865",435,184
"peak_4866",207,101
"peak_4867",38,11
"peak_4868",70,27
"peak_4869",110,55
"peak_4870",68,13
"peak_4871",195,128
"peak_4872",308,126
"peak_4873",85,34
"peak_4874",113,39
"peak_4875",181,42
"peak_4876",72,24
"peak_4877",836,451
"peak_4878",629,244
"peak_4879",81,20
"peak_4880",131,43
"peak_4881",132,31
"peak_4882",90,25
"peak_4883",635,348
"peak_4884",200,55
"peak_4885",414,232
"peak_4886",363,166
"peak_4887",81,44
"peak_4888",291,136
"peak_4889",53,18
"peak_4890",139,52
"peak_4891",1817,748
"peak_4892",165,87
"peak_4893",160,78
"peak_4894",1443,336
"peak_4895",252,90
"peak_4896",41,11
"peak_4897",81,29
"peak_4898",470,239
"peak_4899",1278,620
"peak_4900",946,448
"peak_4901",2126,725
"peak_4902",771,337
"peak_4903",262,81
"peak_4904",293,54
"peak_4905",104,66
"peak_4906",227,157
"peak_4907",256,172
"peak_4908",359,189
"peak_4909",1773,407
"peak_4910",283,77
"peak_4911",49,20
"peak_4912",90,50
"peak_4913",743,259
"peak_4914",58,9
"peak_4915",74,11
"peak_4916",5733,1899
"peak_4917",1487,1037
"peak_4918",2987,1320
"peak_4919",36,9
"peak_4920",1571,570
"peak_4921",415,180
"peak_4922",175,75
"peak_4923",73,21
"peak_4924",86,52
"peak_4925",132,74
"peak_4926",464,255
"peak_4927",828,461
"peak_4928",1060,368
"peak_4929",165,88
"peak_4930",104,60
"peak_4931",54,20
"peak_4932",98,47
"peak_4933",59,24
"peak_4934",114,72
"peak_4935",183,91
"peak_4936",98,19
"peak_4937",179,30
"peak_4938",125,71
"peak_4939",271,172
"peak_4940",339,204
"peak_4941",268,161
"peak_4942",169,85
"peak_4943",123,74
"peak_4944",150,94
"peak_4945",1822,966
"peak_4946",1634,592
"peak_4947",83,30
"peak_4948",111,29
"peak_4949",97,39
"peak_4950",105,65
"peak_4951",278,167
"peak_4952",198,73
"peak_4953",179,68
"peak_4954",86,30
"peak_4955",7486,1972
"peak_4956",212,97
"peak_4957",188,85
"peak_4958",185,100
"peak_4959",2330,683
"peak_4960",3571,1070
"peak_4961",640,263
"peak_4962",168,56
"peak_4963",190,87
"peak_4964",1215,306
"peak_4965",2010,565
"peak_4966",584,296
"peak_4967",1148,624
"peak_4968",1079,549
"peak_4969",9440,2527
"peak_4970",173,89
"peak_4971",109,63
"peak_4972",370,171
"peak_4973",155,99
"peak_4974",167,105
"peak_4975",471,226
"peak_4976",432,217
"peak_4977",243,144
"peak_4978",155,104
"peak_4979",183,110
"peak_4980",366,194
"peak_4981",2561,673
"peak_4982",65,26
"peak_4983",309,169
"peak_4984",238,113
"peak_4985",256,60
"peak_4986",367,155
"peak_4987",1173,510
"peak_4988",100,45
"peak_4989",312,166
"peak_4990",191,122
"peak_4991",677,296
"peak_4992",86,51
"peak_4993",1517,445
"peak_4994",213,125
"peak_4995",975,672
"peak_4996",2988,1497
"peak_4997",596,151
"peak_4998",326,116
"peak_4999",269,175
"peak_5000",782,451
"peak_5001",792,514
"peak_5002",215,147
"peak_5003",668,173
"peak_5004",234,80
"peak_5005",264,156
"peak_5006",86,31
"peak_5007",252,72
"peak_5008",8653,3343
"peak_5009",1684,1105
"peak_5010",271,133
"peak_5011",121,80
"peak_5012",328,186
"peak_5013",34,5
"peak_5014",3114,1883
"peak_5015",6922,1452
"peak_5016",15453,9163
"peak_5017",675,342
"peak_5018",988,534
"peak_5019",1981,967
"peak_5020",279,119
"peak_5021",422,187
"peak_5022",79,24
"peak_5023",383,188
"peak_5024",486,223
"peak_5025",68,34
"peak_5026",359,88
"peak_5027",178,56
"peak_5028",161,78
"peak_5029",295,161
"peak_5030",482,286
"peak_5031",844,190
"peak_5032",652,200
"peak_5033",90,31
"peak_5034",148,76
"peak_5035",472,267
"peak_5036",303,209
"peak_5037",191,108
"peak_5038",180,94
"peak_5039",36,9
"peak_5040",146,23
"peak_5041",75,30
"peak_5042",301,210
"peak_5043",1097,391
"peak_5044",152,40
"peak_5045",344,208
"peak_5046",193,115
"peak_5047",136,58
"peak_5048",326,92
"peak_5049",72,14
"peak_5050",37,6
"peak_5051",161,59
"peak_5052",2392,897
"peak_5053",2549,968
"peak_5054",163,99
"peak_5055",38,7
"peak_5056",40,10
"peak_5057",146,18
"peak_5058",548,227
"peak_5059",2393,794
"peak_5060",1877,709
"peak_5061",396,253
"peak_5062",206,110
"peak_5063",246,160
"peak_5064",138,45
"peak_5065",95,32
"peak_5066",199,118
"peak_5067",2257,615
"peak_5068",2743,734
"peak_5069",58,15
"peak_5070",184,33
"peak_5071",2732,1282
"peak_5072",3181,1153
"peak_5073",574,242
"peak_5074",266,164
"peak_5075",1288,458
"peak_5076",253,76
"peak_5077",50,22
"peak_5078",52,22
"peak_5079",34,9
"peak_5080",1415,334
"peak_5081",444,286
"peak_5082",249,129
"peak_5083",460,297
"peak_5084",465,247
"peak_5085",270,92
"peak_5086",91,28
"peak_5087",1214,709
"peak_5088",191,104
"peak_5089",64,30
"peak_5090",127,50
"peak_5091",2086,502
"peak_5092",454,236
"peak_5093",77,42
"peak_5094",58,22
"peak_5095",3017,1585
"peak_5096",18514,5872
"peak_5097",600,337
"peak_5098",1601,731
"peak_5099",112,36
"peak_5100",8725,3444
"peak_5101",33963,7348
"peak_5102",372,243
"peak_5103",414,130
"peak_5104",111,64
"peak_5105",214,80
"peak_5106",10925,3664
"peak_5107",1795,933
"peak_5108",4021,2152
"peak_5109",134,56
"peak_5110",132,66
"peak_5111",86,41
"peak_5112",59,27
"peak_5113",227,50
"peak_5114",193,71
"peak_5115",76,28
"peak_5116",906,589
"peak_5117",67,27
"peak_5118",211,128
"peak_5119",770,369
"peak_5120",5208,2190
"peak_5121",7766,2674
"peak_5122",1181,753
"peak_5123",783,488
"peak_5124",632,387
"peak_5125",947,526
"peak_5126",50,16
"peak_5127",210,134
"peak_5128",264,176
"peak_5129",84,47
"peak_5130",88,32
"peak_5131",172,34
"peak_5132",141,36
"peak_5133",96,62
"peak_5134",245,163
"peak_5135",646,313
"peak_5136",1703,427
"peak_5137",880,558
"peak_5138",11441,3485
"peak_5139",470,142
"peak_5140",186,88
"peak_5141",324,111
"peak_5142",49,16
"peak_5143",69,32
"peak_5144",806,488
"peak_5145",4286,1805
"peak_5146",1493,797
"peak_5147",250,124
"peak_5148",194,67
"peak_5149",224,94
"peak_5150",366,125
"peak_5151",53,21
"peak_5152",154,63
"peak_5153",8769,3151
"peak_5154",1498,549
"peak_5155",547,333
"peak_5156",3393,2210
"peak_5157",7914,3032
"peak_5158",4582,1347
"peak_5159",310,132
"peak_5160",318,73
"peak_5161",420,178
"peak_5162",217,86
"peak_5163",187,85
"peak_5164",349,98
"peak_5165",112,63
"peak_5166",74,36
"peak_5167",209,136
"peak_5168",490,203
"peak_5169",36,9
"peak_5170",2817,913
"peak_5171",1106,664
"peak_5172",4511,1493
"peak_5173",2563,754
"peak_5174",348,115
"peak_5175",99,27
"peak_5176",693,136
"peak_5177",103,38
"peak_5178",124,47
"peak_5179",836,233
"peak_5180",432,217
"peak_5181",68,19
"peak_5182",329,98
"peak_5183",160,61
"peak_5184",82,51
"peak_5185",718,318
"peak_5186",567,242
"peak_5187",56,14
"peak_5188",125,74
"peak_5189",109,51
"peak_5190",207,109
"peak_5191",9782,1729
"peak_5192",2353,868
"peak_5193",1544,561
"peak_5194",63,17
"peak_5195",104,44
"peak_5196",73,23
"peak_5197",299,191
"peak_5198",10352,3179
"peak_5199",6396,3454
"peak_5200",12786,2488
"peak_5201",209,89
"peak_5202",101,14
"peak_5203",48,7
"peak_5204",287,58
"peak_5205",52,9
"peak_5206",709,205
"peak_5207",266,84
"peak_5208",70,15
"peak_5209",259,95
"peak_5210",1899,361
"peak_5211",41,12
"peak_5212",134,22
"peak_5213",339,151
"peak_5214",42,7
"peak_5215",1486,887
"peak_5216",1998,1284
"peak_5217",24350,9264
"peak_5218",11016,3752
"peak_5219",233,131
"peak_5220",157,78
"peak_5221",551,190
"peak_5222",87,23
"peak_5223",296,141
"peak_5224",115,56
"peak_5225",212,136
"peak_5226",2075,698
"peak_5227",71,37
"peak_5228",2042,443
"peak_5229",276,75
"peak_5230",55,14
"peak_5231",163,72
"peak_5232",55,20
"peak_5233",434,132
"peak_5234",109,30
"peak_5235",167,105
"peak_5236",151,72
"peak_5237",188,85
"peak_5238",48,18
"peak_5239",769,383
"peak_5240",288,49
"peak_5241",158,98
"peak_5242",250,150
"peak_5243",5322,1763
"peak_5244",1785,809
"peak_5245",210,125
"peak_5246",874,326
"peak_5247",1741,1133
"peak_5248",7683,3105
"peak_5249",743,390
"peak_5250",63,20
"peak_5251",84,29
"peak_5252",169,83
"peak_5253",787,350
"peak_5254",328,123
"peak_5255",957,368
"peak_5256",914,388
"peak_5257",1279,592
"peak_5258",873,290
"peak_5259",77,42
"peak_5260",94,45
"peak_5261",54,21
"peak_5262",256,80
"peak_5263",589,250
"peak_5264",72,19
"peak_5265",2705,1386
"peak_5266",2552,1069
"peak_5267",339,192
"peak_5268",143,86
"peak_5269",579,270
"peak_5270",1506,763
"peak_5271",10185,5561
"peak_5272",41010,21329
"peak_5273",162,94
"peak_5274",1160,470
"peak_5275",618,276
"peak_5276",605,274
"peak_5277",157,98
"peak_5278",2359,1290
"peak_5279",504,195
"peak_5280",5038,1784
"peak_5281",880,268
"peak_5282",170,58
"peak_5283",89,25
"peak_5284",61,27
"peak_5285",253,168
"peak_5286",1901,359
"peak_5287",58,25
"peak_5288",602,272
"peak_5289",2007,766
"peak_5290",232,147
"peak_5291",123,51
"peak_5292",142,84
"peak_5293",129,84
"peak_5294",227,142
"peak_5295",129,64
"peak_5296",12023,5453
"peak_5297",40800,9425
"peak_5298",204,64
"peak_5299",421,139
"peak_5300",139,90
"peak_5301",105,64
"peak_5302",479,213
"peak_5303",224,112
"peak_5304",198,86
"peak_5305",114,73
"peak_5306",232,131
"peak_5307",1403,338
"peak_5308",247,162
"peak_5309",56,23
"peak_5310",65,19
"peak_5311",120,48
"peak_5312",64,21
"peak_5313",169,35
"peak_5314",95,26
"peak_5315",68,24
"peak_5316",142,37
"peak_5317",72,13
"peak_5318",155,33
"peak_5319",228,106
"peak_5320",47,13
"peak_5321",184,70
"peak_5322",112,67
"peak_5323",472,157
"peak_5324",109,60
"peak_5325",68,29
"peak_5326",863,215
"peak_5327",222,70
"peak_5328",2184,951
"peak_5329",1268,415
"peak_5330",45,16
"peak_5331",66,18
"peak_5332",232,122
"peak_5333",757,410
"peak_5334",334,161
"peak_5335",55,22
"peak_5336",1108,637
"peak_5337",55,22
"peak_5338",124,43
"peak_5339",427,274
"peak_5340",147,83
"peak_5341",1904,393
"peak_5342",381,117
"peak_5343",198,110
"peak_5344",310,199
"peak_5345",405,268
"peak_5346",601,395
"peak_5347",619,401
"peak_5348",52,15
"peak_5349",126,64
"peak_5350",124,59
"peak_5351",337,183
"peak_5352",69,32
"peak_5353",186,83
"peak_5354",71,21
"peak_5355",190,49
"peak_5356",207,133
"peak_5357",212,67
"peak_5358",97,39
"peak_5359",632,366
"peak_5360",203,84
"peak_5361",305,80
"peak_5362",65,21
"peak_5363",41,13
"peak_5364",71,17
"peak_5365",506,319
"peak_5366",1848,711
"peak_5367",246,138
"peak_5368",234,116
"peak_5369",92,48
"peak_5370",1500,485
"peak_5371",2443,685
"peak_5372",1500,461
"peak_5373",906,382
"peak_5374",114,62
"peak_5375",1423,398
"peak_5376",73,11
"peak_5377",704,178
"peak_5378",157,107
"peak_5379",405,211
"peak_5380",236,148
"peak_5381",102,37
"peak_5382",85,41
"peak_5383",1390,708
"peak_5384",11249,2784
"peak_5385",111,43
"peak_5386",60,20
"peak_5387",323,89
"peak_5388",249,101
"peak_5389",93,27
"peak_5390",78,36
"peak_5391",705,215
"peak_5392",250,83
"peak_5393",100,51
"peak_5394",415,107
"peak_5395",409,254
"peak_5396",996,420
"peak_5397",591,349
"peak_5398",210,96
"peak_5399",93,58
"peak_5400",528,148
"peak_5401",489,159
"peak_5402",462,232
"peak_5403",221,146
"peak_5404",325,206
"peak_5405",682,298
"peak_5406",108,55
"peak_5407",158,76
"peak_5408",254,88
"peak_5409",294,85
"peak_5410",231,68
"peak_5411",239,105
"peak_5412",337,129
"peak_5413",172,97
"peak_5414",559,149
"peak_5415",388,115
"peak_5416",224,111
"peak_5417",67,32
"peak_5418",86,47
"peak_5419",106,44
"peak_5420",205,118
"peak_5421",194,53
"peak_5422",96,20
"peak_5423",84,9
"peak_5424",69,12
"peak_5425",81,36
"peak_5426",104,33
"peak_5427",44,14
"peak_5428",74,15
"peak_5429",67,32
"peak_5430",155,99
"peak_5431",2052,1235
"peak_5432",360,140
"peak_5433",842,483
"peak_5434",235,151
"peak_5435",2042,973
"peak_5436",15758,4886
"peak_5437",2102,1338
"peak_5438",2324,1444
"peak_5439",2576,1395
"peak_5440",76,17
"peak_5441",84,32
"peak_5442",165,99
"peak_5443",46,16
"peak_5444",1929,841
"peak_5445",644,139
"peak_5446",1494,362
"peak_5447",74,37
"peak_5448",142,88
"peak_5449",66,30
"peak_5450",62,23
"peak_5451",85,42
"peak_5452",154,91
"peak_5453",256,131
"peak_5454",622,193
