"","SRR7992452.sorted.bam","SRR7992457.sorted.bam"
"peak_189",137,42
"peak_190",144,44
"peak_191",605,173
"peak_192",128,32
"peak_193",499,128
"peak_194",148,46
"peak_195",865,225
"peak_196",298,113
"peak_197",180,68
"peak_198",590,213
"peak_199",282,106
"peak_200",1046,238
"peak_201",3057,583
"peak_202",114,29
"peak_203",245,49
"peak_204",402,116
"peak_205",628,214
"peak_206",556,198
"peak_207",1196,261
"peak_208",163,60
"peak_209",688,171
"peak_210",177,45
"peak_211",233,71
"peak_212",109,34
"peak_213",74,14
"peak_214",217,47
"peak_215",850,191
"peak_216",469,129
"peak_217",559,188
"peak_218",196,70
"peak_219",81,10
"peak_220",877,240
"peak_221",846,250
"peak_222",82,21
"peak_223",315,63
"peak_224",312,105
"peak_225",362,77
"peak_226",1403,160
"peak_227",1448,380
"peak_228",478,116
"peak_229",209,63
"peak_230",3118,1004
"peak_231",3778,1296
"peak_232",1634,373
"peak_233",358,77
"peak_234",199,71
"peak_235",113,39
"peak_236",1060,312
"peak_237",606,98
"peak_238",629,169
"peak_239",83,19
"peak_240",840,326
"peak_241",485,142
"peak_242",113,28
"peak_243",1085,304
"peak_244",612,155
"peak_245",1379,172
"peak_246",151,45
"peak_247",723,251
"peak_248",2938,952
"peak_249",158,52
"peak_250",670,245
"peak_251",592,167
"peak_252",177,67
"peak_253",1005,371
"peak_254",119,24
"peak_255",264,97
"peak_256",201,22
"peak_257",141,44
"peak_258",559,138
"peak_259",161,53
"peak_260",139,49
"peak_261",4284,793
"peak_262",203,73
"peak_263",89,10
"peak_264",592,141
"peak_265",347,96
"peak_266",224,85
"peak_267",2018,256
"peak_268",1008,203
"peak_269",317,117
"peak_270",592,207
"peak_271",242,60
"peak_272",355,133
"peak_273",2695,913
"peak_274",1258,489
"peak_275",712,154
"peak_276",69,9
"peak_277",204,70
"peak_278",2485,686
"peak_279",350,125
"peak_280",653,164
"peak_281",436,132
"peak_282",154,51
"peak_283",345,120
"peak_284",77,18
"peak_285",60,7
"peak_286",2284,486
"peak_287",657,192
"peak_288",167,56
"peak_289",2067,474
"peak_290",12320,2438
"peak_291",1323,375
"peak_292",354,93
"peak_293",528,203
"peak_294",2332,848
"peak_295",1293,442
"peak_296",373,122
"peak_297",225,49
"peak_298",314,120
"peak_299",523,185
"peak_300",227,82
"peak_301",966,332
"peak_302",241,94
"peak_303",1609,297
"peak_304",382,125
"peak_305",194,75
"peak_306",1638,285
"peak_307",174,60
"peak_308",450,102
"peak_309",212,59
"peak_310",131,24
"peak_311",459,83
"peak_312",291,104
"peak_313",1229,328
"peak_314",71,15
"peak_315",137,36
"peak_316",306,108
"peak_317",138,37
"peak_318",194,70
"peak_319",628,173
"peak_320",2131,645
"peak_321",5008,1114
"peak_322",1755,574
"peak_323",868,250
"peak_324",897,334
"peak_325",1849,614
"peak_326",1124,368
"peak_327",202,41
"peak_328",117,39
"peak_329",174,62
"peak_330",149,35
"peak_331",451,78
"peak_332",258,64
"peak_333",821,212
"peak_334",297,111
"peak_335",1783,505
"peak_336",52174,10623
"peak_337",5025,1886
"peak_338",162,32
"peak_339",1128,186
"peak_340",283,34
"peak_341",409,114
"peak_342",284,108
"peak_343",1873,423
"peak_344",2133,371
"peak_345",530,180
"peak_346",951,224
"peak_347",138,22
"peak_348",229,67
"peak_349",194,68
"peak_350",246,92
"peak_351",90,12
"peak_352",122,38
"peak_353",306,110
"peak_354",100,31
"peak_355",312,103
"peak_356",125,21
"peak_357",1188,367
"peak_358",8625,1122
"peak_359",224,80
"peak_360",151,46
"peak_361",3056,951
"peak_362",35163,7669
"peak_363",4410,1705
"peak_364",342,25
"peak_365",117,35
"peak_366",89,18
"peak_367",587,201
"peak_368",605,191
"peak_369",11973,3126
"peak_370",146,44
"peak_371",7219,1572
"peak_372",309,77
"peak_373",221,73
"peak_374",6110,1123
"peak_375",1730,370
"peak_376",397,147
"peak_377",485,148
"peak_378",82,18
"peak_379",115,31
"peak_380",702,134
"peak_381",113,31
"peak_382",113,31
"peak_383",92,23
"peak_384",240,83
"peak_385",303,93
"peak_386",303,108
"peak_387",6803,2130
"peak_388",6066,2142
"peak_389",183,65
"peak_390",979,314
"peak_391",351,127
"peak_392",2191,363
"peak_393",67,11
"peak_394",1149,189
"peak_395",281,87
"peak_396",199,68
"peak_397",108,22
"peak_398",73,17
"peak_399",119,35
"peak_400",1118,228
"peak_401",98,25
"peak_402",283,57
"peak_403",869,134
"peak_404",298,47
"peak_405",931,251
"peak_406",934,200
"peak_407",777,191
"peak_408",250,82
"peak_409",150,56
"peak_410",344,103
"peak_411",309,103
"peak_412",92,15
"peak_413",198,46
"peak_414",136,28
"peak_415",270,54
"peak_416",528,136
"peak_417",465,116
"peak_418",105,18
"peak_419",84,21
"peak_420",270,86
"peak_421",275,97
"peak_422",842,245
"peak_423",982,208
"peak_424",99,15
"peak_425",2265,633
"peak_426",1330,307
"peak_427",148,44
"peak_428",335,104
"peak_429",226,58
"peak_430",226,84
"peak_431",225,81
"peak_432",320,69
"peak_433",159,34
"peak_434",296,65
"peak_435",221,83
"peak_436",708,243
"peak_437",112,25
"peak_438",3565,741
"peak_439",1852,578
"peak_440",3245,747
"peak_441",1529,456
"peak_442",131,32
"peak_443",141,44
"peak_444",89,26
"peak_445",226,58
"peak_446",96,25
"peak_447",195,49
"peak_448",540,81
"peak_449",179,58
"peak_450",130,32
"peak_451",251,68
"peak_452",392,85
"peak_453",2429,828
"peak_454",264,59
"peak_455",214,62
"peak_456",163,51
"peak_457",1236,466
"peak_458",1767,652
"peak_459",373,79
"peak_460",143,44
"peak_461",12298,3546
"peak_462",7973,2873
"peak_463",606,170
"peak_464",173,41
"peak_465",431,102
"peak_466",1222,418
"peak_467",1830,447
"peak_468",219,47
"peak_469",439,73
"peak_470",257,41
"peak_471",124,27
"peak_472",238,84
"peak_473",1007,271
"peak_474",146,54
"peak_475",457,75
"peak_476",132,36
"peak_477",72,15
"peak_478",169,29
"peak_479",98,24
"peak_480",317,79
"peak_481",435,147
"peak_482",72,13
"peak_483",167,55
"peak_484",165,62
"peak_485",1395,351
"peak_486",911,206
"peak_487",3480,687
"peak_488",188,68
"peak_489",306,79
"peak_490",233,75
"peak_491",112,33
"peak_492",276,101
"peak_493",221,68
"peak_494",471,147
"peak_495",191,46
"peak_496",494,77
"peak_497",256,74
"peak_498",900,132
"peak_499",201,45
"peak_500",152,45
"peak_501",1486,545
"peak_502",407,97
"peak_503",512,196
"peak_504",1966,620
"peak_505",178,66
"peak_506",362,96
"peak_507",831,145
"peak_508",227,77
"peak_509",62,7
"peak_510",601,205
"peak_511",104,24
"peak_512",103,19
"peak_513",156,20
"peak_514",189,41
"peak_515",303,120
"peak_516",1583,326
"peak_517",168,61
"peak_518",345,118
"peak_519",1019,229
"peak_520",62,6
"peak_521",99,13
"peak_522",452,142
"peak_523",99,26
"peak_524",3153,634
"peak_525",630,180
"peak_526",143,42
"peak_527",586,130
"peak_528",656,181
"peak_529",455,135
"peak_530",86,24
"peak_531",162520,17814
"peak_532",12790,4607
"peak_533",750,166
"peak_534",801,283
"peak_535",205,70
"peak_536",538,145
"peak_537",582,96
"peak_538",282,43
"peak_539",1612,358
"peak_540",1102,248
"peak_541",187,54
"peak_542",747,185
"peak_543",115,35
"peak_544",691,172
"peak_545",1221,359
"peak_546",400,130
"peak_547",8568,1312
"peak_548",888,230
"peak_549",409,96
"peak_550",627,218
"peak_551",665,222
"peak_552",3533,1106
"peak_553",129,19
"peak_554",611,220
"peak_555",86,15
"peak_556",61,10
"peak_557",273,40
"peak_558",378,66
"peak_559",136,45
"peak_560",897,199
"peak_561",502,80
"peak_562",5128,1667
"peak_563",57,5
"peak_564",6846,1814
"peak_565",96,21
"peak_566",228,92
"peak_567",1318,315
"peak_568",142,47
"peak_569",639,202
"peak_570",82,19
"peak_571",295,82
"peak_572",55,7
"peak_573",87,23
"peak_574",290,51
"peak_575",183,44
"peak_576",1188,161
"peak_577",326,75
"peak_578",94,24
"peak_579",659,107
"peak_580",241,92
"peak_581",70,13
"peak_582",947,220
"peak_583",215,79
"peak_584",1182,325
"peak_585",1642,367
"peak_586",998,145
"peak_587",629,157
"peak_588",630,117
"peak_589",654,190
"peak_590",110,26
"peak_591",2426,776
"peak_592",960,354
"peak_593",1446,415
"peak_594",264,85
"peak_595",207,49
"peak_596",123,31
"peak_597",160,42
"peak_598",451,132
"peak_599",301,110
"peak_600",708,236
"peak_601",3217,582
"peak_602",72,6
"peak_603",67,7
"peak_604",471,174
"peak_605",152,39
"peak_606",4478,1660
"peak_607",2227,603
"peak_608",156,29
"peak_609",75,11
"peak_610",9279,2702
"peak_611",1045,343
"peak_612",175,42
"peak_613",457,156
"peak_614",363,135
"peak_615",4917,989
"peak_616",639,69
"peak_617",808,243
"peak_618",1260,329
"peak_619",2059,763
"peak_620",622,194
"peak_621",391,140
"peak_622",730,278
"peak_623",1467,433
"peak_624",383,105
"peak_625",270,69
"peak_626",891,156
"peak_627",139,28
"peak_628",433,104
"peak_629",552,111
"peak_630",576,134
"peak_631",568,121
"peak_632",1166,242
"peak_633",223,63
"peak_634",1167,252
"peak_635",125,39
"peak_636",940,155
"peak_637",802,180
"peak_638",307,113
"peak_639",566,173
"peak_640",1853,417
"peak_641",122,36
"peak_642",75,10
"peak_643",85,15
"peak_644",82,13
"peak_645",184,42
"peak_646",369,110
"peak_647",364,73
"peak_648",151,36
"peak_649",196,47
"peak_650",100,23
"peak_651",265,81
"peak_652",368,86
"peak_653",241,57
"peak_654",193,60
"peak_655",676,161
"peak_656",632,152
"peak_657",183,54
"peak_658",74,16
"peak_659",268,61
"peak_660",592,66
"peak_661",203,35
"peak_662",767,185
"peak_663",4164,1217
"peak_664",153,37
"peak_665",203,77
"peak_666",984,208
"peak_667",911,277
"peak_668",432,93
"peak_669",618,190
"peak_670",190,71
"peak_671",810,211
"peak_672",537,189
"peak_673",308,104
"peak_674",1971,468
"peak_675",418,128
"peak_676",167,61
"peak_677",526,191
"peak_678",210,14
"peak_679",579,208
"peak_680",2373,552
"peak_681",797,178
"peak_682",326,97
"peak_683",214,71
"peak_684",237,77
"peak_685",880,259
"peak_686",698,136
"peak_687",259,73
"peak_688",251,70
"peak_689",234,83
"peak_690",327,82
"peak_691",312,110
"peak_692",312,110
"peak_693",804,292
"peak_694",2104,751
"peak_695",9177,2277
"peak_696",275,60
"peak_697",232,69
"peak_698",81,21
"peak_699",4397,714
"peak_700",1393,406
"peak_701",160,47
"peak_702",186,49
"peak_703",98,31
"peak_704",173,44
"peak_705",948,289
"peak_706",764,212
"peak_707",536,184
"peak_708",312,118
"peak_709",353,130
"peak_710",92,14
"peak_711",144,33
"peak_712",142,33
"peak_713",482,191
"peak_714",164,42
"peak_715",1369,367
"peak_716",75,8
"peak_717",179,60
"peak_718",656,185
"peak_719",1946,336
"peak_720",10294,3198
"peak_721",671,214
"peak_722",2263,564
"peak_723",729,233
"peak_724",840,235
"peak_725",243,93
"peak_726",211,75
"peak_727",6749,1170
"peak_728",49082,7409
"peak_729",159,28
"peak_730",240,72
"peak_731",115,19
"peak_732",95,19
"peak_733",94,23
"peak_734",3024,806
"peak_735",1301,449
"peak_736",650,106
"peak_737",409,108
"peak_738",1197,361
"peak_739",1181,302
"peak_740",781,300
"peak_741",220,83
"peak_742",1769,271
"peak_743",179,43
"peak_744",138,40
"peak_745",78,14
"peak_746",124,28
"peak_747",12273,3246
"peak_748",320,94
"peak_749",607,203
"peak_750",704,245
"peak_751",163,62
"peak_752",399,78
"peak_753",198,53
"peak_754",145,55
"peak_755",312,62
"peak_756",374,110
"peak_757",146,51
"peak_758",195,62
"peak_759",1792,339
"peak_760",179,63
"peak_761",365,84
"peak_762",143,32
"peak_763",386,126
"peak_764",225,63
"peak_765",1170,351
"peak_766",3558,718
"peak_767",5248,1913
"peak_768",805,229
"peak_769",2089,340
"peak_770",584,146
"peak_771",139,45
"peak_772",292,81
"peak_773",247,87
"peak_774",542,111
"peak_775",397,86
"peak_776",244,54
"peak_777",326,61
"peak_778",16964,4018
"peak_779",11165,3947
"peak_780",1376,299
"peak_781",408,111
"peak_782",739,233
"peak_783",337,86
"peak_784",331,63
"peak_785",67,14
"peak_786",128,36
"peak_787",294,65
"peak_788",88,15
"peak_789",202,67
"peak_790",57,5
"peak_791",236,64
"peak_792",225,71
"peak_793",67,8
"peak_794",154,29
"peak_795",65,5
"peak_796",2269,421
"peak_797",2779,970
"peak_798",2392,901
"peak_799",624,206
"peak_800",172,61
"peak_801",72,8
"peak_802",143,53
"peak_803",148,27
"peak_804",98,17
"peak_805",86,14
"peak_806",89,23
"peak_807",70,14
"peak_808",190,67
"peak_809",76,11
"peak_810",443,102
"peak_811",1147,357
"peak_812",1903,706
"peak_813",302,108
"peak_814",885,271
"peak_815",170,52
"peak_816",692,256
"peak_817",16226,3705
"peak_818",105,33
"peak_819",102,20
"peak_820",164,37
"peak_821",302,75
"peak_822",689,136
"peak_823",335,69
"peak_824",186,57
"peak_825",892,323
"peak_826",478,124
"peak_827",87,13
"peak_828",178,66
"peak_829",1085,351
"peak_830",1829,381
"peak_831",499,140
"peak_832",160,43
"peak_833",167,50
"peak_834",226,72
"peak_835",1115,182
"peak_836",155,53
"peak_837",123,35
"peak_838",252,54
"peak_839",138,28
"peak_840",371,65
"peak_841",98,21
"peak_842",145,21
"peak_843",203,47
"peak_844",117,37
"peak_845",271,100
"peak_846",771,257
"peak_847",449,163
"peak_848",440,102
"peak_849",251,94
"peak_850",2746,727
"peak_851",7172,1565
"peak_852",3753,1144
"peak_853",772,263
"peak_854",105,8
"peak_855",281,92
"peak_856",499,160
"peak_857",931,299
"peak_858",120,32
"peak_859",161,38
"peak_860",447,69
"peak_861",425,80
"peak_862",389,121
"peak_863",446,109
"peak_864",346,126
"peak_865",1386,324
"peak_866",390,123
"peak_867",293,91
"peak_868",1311,274
"peak_869",349,89
"peak_870",508,141
"peak_871",580,66
"peak_872",104,22
"peak_873",124,16
"peak_874",205,55
"peak_875",231,64
"peak_876",25050,4894
"peak_877",1581,234
"peak_878",146,41
"peak_879",149,51
"peak_880",110,30
"peak_881",107,35
"peak_882",297,79
"peak_883",357,57
"peak_884",674,149
"peak_885",254,36
"peak_886",368,110
"peak_887",341,80
"peak_888",111,14
"peak_889",176,34
"peak_890",57,8
"peak_891",473,108
"peak_892",147,54
"peak_893",300,105
"peak_894",2650,880
"peak_895",113,37
"peak_896",106,14
"peak_897",311,87
"peak_898",351,111
"peak_899",99,14
"peak_900",84,9
"peak_901",712,228
"peak_902",2018,643
"peak_903",1403,281
"peak_904",62,4
"peak_905",67,10
"peak_906",124,18
"peak_907",274,47
"peak_908",101,18
"peak_909",122,22
"peak_910",114,15
"peak_911",118,36
"peak_912",232,83
"peak_913",210,76
"peak_914",853,216
"peak_915",90,19
"peak_916",1981,544
"peak_917",921,302
"peak_918",6203,1350
"peak_919",337,98
"peak_920",516,189
"peak_921",224,43
"peak_922",1734,611
"peak_923",254,95
"peak_924",9451,2338
"peak_925",1157,357
"peak_926",427,79
"peak_927",952,270
"peak_928",214,78
"peak_929",118,26
"peak_930",187,65
"peak_931",254,92
"peak_932",195,58
"peak_933",318,35
"peak_934",149,52
"peak_935",733,119
"peak_936",1077,180
"peak_937",75,19
"peak_938",617,136
"peak_939",124,38
"peak_940",977,210
"peak_941",164,33
"peak_942",617,190
"peak_943",519,187
"peak_944",254,91
"peak_945",183,56
"peak_946",106,25
"peak_947",1760,333
"peak_948",458,93
"peak_949",110,20
"peak_950",272,92
"peak_951",6671,2091
"peak_952",625,139
"peak_953",278,63
"peak_954",415,109
"peak_955",926,206
"peak_956",960,359
"peak_957",171,62
"peak_958",248,90
"peak_959",135,43
"peak_960",2194,644
"peak_961",325,106
"peak_962",144,43
"peak_963",109,31
"peak_964",349,64
"peak_965",116,28
"peak_966",201,72
"peak_967",130,36
"peak_968",83,21
"peak_969",433,77
"peak_970",894,240
"peak_971",1056,196
"peak_972",119,35
"peak_973",332,118
"peak_974",548,204
"peak_975",113,35
"peak_976",143,50
"peak_977",231,36
"peak_978",287,104
"peak_979",272,74
"peak_980",363,66
"peak_981",513,80
"peak_982",112,26
"peak_983",239,78
"peak_984",283,85
"peak_985",149,50
"peak_986",431,145
"peak_987",1622,516
"peak_988",3190,581
"peak_989",294,81
"peak_990",194,72
"peak_991",227,82
"peak_992",506,164
"peak_993",1953,406
"peak_994",1388,234
"peak_995",385,124
"peak_996",157,58
"peak_997",360,123
"peak_998",87,20
"peak_999",200,67
"peak_1000",1038,351
"peak_1001",299,60
"peak_1002",209,75
"peak_1003",155,57
"peak_1004",196,69
"peak_1005",278,107
"peak_1006",189,68
"peak_1007",343,122
"peak_1008",210,68
"peak_1009",577,173
"peak_1010",456,119
"peak_1011",115,37
"peak_1012",291,102
"peak_1013",137,18
"peak_1014",161,55
"peak_1015",1202,280
"peak_1016",822,299
"peak_1017",2422,503
"peak_1018",2837,574
"peak_1019",188,66
"peak_1020",544,178
"peak_1021",630,187
"peak_1022",161,33
"peak_1023",844,206
"peak_1024",733,102
"peak_1025",188,68
"peak_1026",222,87
"peak_1027",332,124
"peak_1028",245,89
"peak_1029",699,140
"peak_1030",553,160
"peak_1031",351,139
"peak_1032",2885,461
"peak_1033",8979,1394
"peak_1034",1936,430
"peak_1035",1430,493
"peak_1036",232,82
"peak_1037",3174,668
"peak_1038",293,61
"peak_1039",116,27
"peak_1040",191,69
"peak_1041",980,318
"peak_1042",204,67
"peak_1043",217,52
"peak_1044",723,132
"peak_1045",1613,503
"peak_1046",760,194
"peak_1047",29019,7059
"peak_1048",1777,582
"peak_1049",458,170
"peak_1050",406,106
"peak_1051",65,13
"peak_1052",119,26
"peak_1053",1515,540
"peak_1054",266,87
"peak_1055",395,109
"peak_1056",485,93
"peak_1057",1086,135
"peak_1058",100,28
"peak_1059",971,265
"peak_1060",837,298
"peak_1061",354,107
"peak_1062",189,64
"peak_1063",309,89
"peak_1064",653,110
"peak_1065",17634,3854
"peak_1066",3912,1075
"peak_1067",134,16
"peak_1068",6609,1826
"peak_1069",263,96
"peak_1070",704,243
"peak_1071",398,118
"peak_1072",417,148
"peak_1073",13752,3919
"peak_1074",7908,2869
"peak_1075",171,57
"peak_1076",547,149
"peak_1077",981,272
"peak_1078",843,229
"peak_1079",732,145
"peak_1080",234,65
"peak_1081",272,75
"peak_1082",536,174
"peak_1083",518,103
"peak_1084",359,114
"peak_1085",1098,144
"peak_1086",223,48
"peak_1087",87,24
"peak_1088",241,78
"peak_1089",1658,325
"peak_1090",2060,611
"peak_1091",410,122
"peak_1092",358,123
"peak_1093",138,27
"peak_1094",1291,396
"peak_1095",241,20
"peak_1096",421,136
"peak_1097",252,64
"peak_1098",1028,265
"peak_1099",457,158
"peak_1100",460,164
"peak_1101",200,72
"peak_1102",933,190
"peak_1103",900,190
"peak_1104",197,38
"peak_1105",747,169
"peak_1106",107,21
"peak_1107",99,30
"peak_1108",1652,327
"peak_1109",287,94
"peak_1110",2653,432
"peak_1111",1293,474
"peak_1112",1183,374
"peak_1113",794,220
"peak_1114",336,93
"peak_1115",994,163
"peak_1116",147,54
"peak_1117",439,167
"peak_1118",512,187
"peak_1119",806,258
"peak_1120",917,322
"peak_1121",714,157
"peak_1122",2053,288
"peak_1123",493,75
"peak_1124",364,48
"peak_1125",112,17
"peak_1126",1992,433
"peak_1127",405,145
"peak_1128",3400,632
"peak_1129",370,46
"peak_1130",386,140
"peak_1131",646,186
"peak_1132",135,32
"peak_1133",143,27
"peak_1134",297,115
"peak_1135",75,20
"peak_1136",217,44
"peak_1137",387,135
"peak_1138",149,54
"peak_1139",1317,396
"peak_1140",1147,334
"peak_1141",448,114
"peak_1142",230,37
"peak_1143",83,15
"peak_1144",1568,406
"peak_1145",248,91
"peak_1146",324,119
"peak_1147",1828,612
"peak_1148",186,49
"peak_1149",2325,552
"peak_1150",96,14
"peak_1151",168,33
"peak_1152",73,15
"peak_1153",213,46
"peak_1154",261,96
"peak_1155",2221,662
"peak_1156",166,54
"peak_1157",364,98
"peak_1158",181,53
"peak_1159",363,121
"peak_1160",500,111
"peak_1161",172,59
"peak_1162",143,38
"peak_1163",254,76
"peak_1164",321,33
"peak_1165",1159,273
"peak_1166",79,12
"peak_1167",369,101
"peak_1168",705,139
"peak_1169",108,13
"peak_1170",65,9
"peak_1171",75,12
"peak_1172",102,11
"peak_1173",97,27
"peak_1174",178,20
"peak_1175",485,136
"peak_1176",183,61
"peak_1177",459,80
"peak_1178",91,18
"peak_1179",243,57
"peak_1180",224,77
"peak_1181",129,37
"peak_1182",818,229
"peak_1183",121,36
"peak_1184",4647,985
"peak_1185",946,290
"peak_1186",3311,1200
"peak_1187",4829,1295
"peak_1188",882,326
"peak_1189",327,50
"peak_1190",334,65
"peak_1191",400,123
"peak_1192",687,125
"peak_1193",414,131
"peak_1194",550,150
"peak_1195",173,51
"peak_1196",1298,195
"peak_1197",395,113
"peak_1198",927,179
"peak_1199",121,27
"peak_1200",106,24
"peak_1201",546,134
"peak_1202",258,62
"peak_1203",288,86
"peak_1204",533,146
"peak_1205",335,115
"peak_1206",124,17
"peak_1207",289,88
"peak_1208",200,70
"peak_1209",707,204
"peak_1210",503,183
"peak_1211",456,101
"peak_1212",285,70
"peak_1213",541,211
"peak_1214",3799,604
"peak_1215",170,22
"peak_1216",1407,413
"peak_1217",32273,5893
"peak_1218",28752,8757
"peak_1219",25396,9314
"peak_1220",212,62
"peak_1221",268,69
"peak_1222",399,102
"peak_1223",131,21
"peak_1224",2979,1010
"peak_1225",424,143
"peak_1226",151,21
"peak_1227",480,177
"peak_1228",817,204
"peak_1229",612,240
"peak_1230",819,197
"peak_1231",292,108
"peak_1232",6774,1282
"peak_1233",1577,353
"peak_1234",1080,333
"peak_1235",227,58
"peak_1236",393,71
"peak_1237",1848,606
"peak_1238",1843,596
"peak_1239",124,36
"peak_1240",770,254
"peak_1241",186,67
"peak_1242",1530,452
"peak_1243",146,29
"peak_1244",935,166
"peak_1245",683,116
"peak_1246",641,126
"peak_1247",523,123
"peak_1248",88,25
"peak_1249",298,44
"peak_1250",128,23
"peak_1251",207,75
"peak_1252",617,160
"peak_1253",254,37
"peak_1254",461,68
"peak_1255",122,34
"peak_1256",757,210
"peak_1257",256,69
"peak_1258",204,64
"peak_1259",344,126
"peak_1260",993,293
"peak_1261",551,191
"peak_1262",2802,759
"peak_1263",188,74
"peak_1264",553,174
"peak_1265",233,72
"peak_1266",358,55
"peak_1267",2505,561
"peak_1268",1128,257
"peak_1269",2123,395
"peak_1270",989,303
"peak_1271",170,61
"peak_1272",131,44
"peak_1273",1117,360
"peak_1274",1055,383
"peak_1275",437,122
"peak_1276",220,53
"peak_1277",122,13
"peak_1278",1328,384
"peak_1279",347,41
"peak_1280",513,112
"peak_1281",899,297
"peak_1282",584,213
"peak_1283",300,90
"peak_1284",4559,1550
"peak_1285",12910,4426
"peak_1286",250,77
"peak_1287",3252,791
"peak_1288",277,60
"peak_1289",74,5
"peak_1290",722,143
"peak_1291",198,69
"peak_1292",242,82
"peak_1293",1999,315
"peak_1294",161,43
"peak_1295",5762,1784
"peak_1296",103,22
"peak_1297",3174,688
"peak_1298",135,39
"peak_1299",57,6
"peak_1300",92,11
"peak_1301",271,53
"peak_1302",199,31
"peak_1303",115,25
"peak_1304",126,26
"peak_1305",129,18
"peak_1306",160,33
"peak_1307",1014,168
"peak_1308",516,188
"peak_1309",1046,361
"peak_1310",1710,633
"peak_1311",2036,633
"peak_1312",794,290
"peak_1313",268,82
"peak_1314",771,97
"peak_1315",363,100
"peak_1316",142,38
"peak_1317",378,50
"peak_1318",451,156
"peak_1319",458,186
"peak_1320",753,188
"peak_1321",2790,634
"peak_1322",2531,722
"peak_1323",917,362
"peak_1324",3937,689
"peak_1325",1082,316
"peak_1326",3212,682
