"","SRR7992452.sorted.bam","SRR7992457.sorted.bam"
"peak_3884",454,166
"peak_3885",486,175
"peak_3886",414,141
"peak_3887",339,120
"peak_3888",142,48
"peak_3889",158,55
"peak_3890",177,66
"peak_3891",4466,748
"peak_3892",1152,350
"peak_3893",800,201
"peak_3894",404,136
"peak_3895",158,59
"peak_3896",139,22
"peak_3897",80,20
"peak_3898",112,29
"peak_3899",785,175
"peak_3900",150,49
"peak_3901",615,179
"peak_3902",1215,443
"peak_3903",6720,1778
"peak_3904",187,68
"peak_3905",15594,2713
"peak_3906",126,36
"peak_3907",1203,328
"peak_3908",245,73
"peak_3909",84,16
"peak_3910",3438,889
"peak_3911",1738,570
"peak_3912",3709,1237
"peak_3913",19780,4230
"peak_3914",1245,276
"peak_3915",65,9
"peak_3916",258,93
"peak_3917",245,49
"peak_3918",113,30
"peak_3919",267,64
"peak_3920",298,39
"peak_3921",1252,306
"peak_3922",1094,414
"peak_3923",638,235
"peak_3924",102,30
"peak_3925",191,57
"peak_3926",67,7
"peak_3927",60,7
"peak_3928",94,12
"peak_3929",163,53
"peak_3930",626,141
"peak_3931",677,151
"peak_3932",98,12
"peak_3933",165,33
"peak_3934",316,80
"peak_3935",294,87
"peak_3936",152,49
"peak_3937",163,37
"peak_3938",588,211
"peak_3939",1623,301
"peak_3940",328,121
"peak_3941",1549,361
"peak_3942",271,94
"peak_3943",1895,451
"peak_3944",595,150
"peak_3945",242,83
"peak_3946",510,76
"peak_3947",1389,418
"peak_3948",1577,508
"peak_3949",12803,3255
"peak_3950",3359,1197
"peak_3951",7717,2296
"peak_3952",218,69
"peak_3953",1308,499
"peak_3954",513,210
"peak_3955",851,293
"peak_3956",1155,441
"peak_3957",2730,615
"peak_3958",3521,780
"peak_3959",228,75
"peak_3960",2881,862
"peak_3961",468,156
"peak_3962",521,134
"peak_3963",478,98
"peak_3964",82,20
"peak_3965",154,56
"peak_3966",3094,674
"peak_3967",239,78
"peak_3968",673,214
"peak_3969",2630,664
"peak_3970",1533,446
"peak_3971",306,104
"peak_3972",1698,554
"peak_3973",835,246
"peak_3974",248,86
"peak_3975",203,76
"peak_3976",167,58
"peak_3977",446,94
"peak_3978",201,56
"peak_3979",219,82
"peak_3980",565,213
"peak_3981",555,201
"peak_3982",70,14
"peak_3983",131,29
"peak_3984",105,27
"peak_3985",99,16
"peak_3986",591,79
"peak_3987",78,15
"peak_3988",358,78
"peak_3989",1399,308
"peak_3990",225,82
"peak_3991",1152,374
"peak_3992",1193,324
"peak_3993",2898,482
"peak_3994",100,27
"peak_3995",554,105
"peak_3996",1098,245
"peak_3997",142,37
"peak_3998",677,180
"peak_3999",736,133
"peak_4000",418,132
"peak_4001",576,150
"peak_4002",3409,564
"peak_4003",1793,516
"peak_4004",4167,1179
"peak_4005",1439,521
"peak_4006",585,120
"peak_4007",3928,677
"peak_4008",164,34
"peak_4009",358,129
"peak_4010",192,32
"peak_4011",500,97
"peak_4012",367,124
"peak_4013",264,82
"peak_4014",141,27
"peak_4015",599,141
"peak_4016",804,180
"peak_4017",348,117
"peak_4018",387,98
"peak_4019",1627,232
"peak_4020",118,40
"peak_4021",1265,193
"peak_4022",440,118
"peak_4023",988,155
"peak_4024",378,121
"peak_4025",459,62
"peak_4026",370,68
"peak_4027",923,168
"peak_4028",262,87
"peak_4029",1310,342
"peak_4030",61,8
"peak_4031",222,48
"peak_4032",138,32
"peak_4033",104,18
"peak_4034",699,202
"peak_4035",997,376
"peak_4036",4077,778
"peak_4037",2660,414
"peak_4038",540,171
"peak_4039",134,45
"peak_4040",190,63
"peak_4041",338,96
"peak_4042",1495,278
"peak_4043",6065,2232
"peak_4044",3708,1104
"peak_4045",717,162
"peak_4046",226,43
"peak_4047",326,102
"peak_4048",92,10
"peak_4049",259,86
"peak_4050",457,65
"peak_4051",719,231
"peak_4052",444,48
"peak_4053",144,48
"peak_4054",673,239
"peak_4055",299,50
"peak_4056",258,81
"peak_4057",2077,414
"peak_4058",1203,426
"peak_4059",433,134
"peak_4060",1174,278
"peak_4061",310,99
"peak_4062",227,82
"peak_4063",227,85
"peak_4064",361,70
"peak_4065",131,24
"peak_4066",263,83
"peak_4067",196,74
"peak_4068",192,67
"peak_4069",209,58
"peak_4070",218,53
"peak_4071",138,26
"peak_4072",65,10
"peak_4073",75,15
"peak_4074",164,27
"peak_4075",586,196
"peak_4076",1003,353
"peak_4077",1364,431
"peak_4078",132,32
"peak_4079",108,18
"peak_4080",70,13
"peak_4081",363,103
"peak_4082",875,224
"peak_4083",803,159
"peak_4084",1539,459
"peak_4085",560,126
"peak_4086",131,47
"peak_4087",1375,402
"peak_4088",176,61
"peak_4089",83,15
"peak_4090",60,8
"peak_4091",88,19
"peak_4092",268,90
"peak_4093",407,149
"peak_4094",1076,384
"peak_4095",578,203
"peak_4096",494,173
"peak_4097",500,127
"peak_4098",108,22
"peak_4099",384,109
"peak_4100",159,59
"peak_4101",147,55
"peak_4102",646,187
"peak_4103",3911,1063
"peak_4104",14260,4148
"peak_4105",136,37
"peak_4106",640,125
"peak_4107",243,46
"peak_4108",138,30
"peak_4109",673,141
"peak_4110",1370,241
"peak_4111",308,91
"peak_4112",586,146
"peak_4113",381,57
"peak_4114",238,84
"peak_4115",134,47
"peak_4116",624,193
"peak_4117",418,79
"peak_4118",139,27
"peak_4119",54,5
"peak_4120",124,35
"peak_4121",452,162
"peak_4122",3378,873
"peak_4123",687,260
"peak_4124",518,168
"peak_4125",1027,244
"peak_4126",57,6
"peak_4127",403,108
"peak_4128",673,202
"peak_4129",192,46
"peak_4130",117,22
"peak_4131",1487,403
"peak_4132",311,101
"peak_4133",259,72
"peak_4134",124,35
"peak_4135",2258,395
"peak_4136",95,20
"peak_4137",6242,1815
"peak_4138",8358,2113
"peak_4139",281,83
"peak_4140",85,20
"peak_4141",139,27
"peak_4142",780,147
"peak_4143",713,85
"peak_4144",250,71
"peak_4145",1053,358
"peak_4146",4573,1191
"peak_4147",19807,4320
"peak_4148",993,243
"peak_4149",4256,1186
"peak_4150",8878,1863
"peak_4151",82,18
"peak_4152",211,54
"peak_4153",83,15
"peak_4154",271,34
"peak_4155",100,14
"peak_4156",134,45
"peak_4157",4866,1216
"peak_4158",249,39
"peak_4159",107,10
"peak_4160",218,80
"peak_4161",77,14
"peak_4162",60,7
"peak_4163",97,12
"peak_4164",240,62
"peak_4165",282,101
"peak_4166",261,70
"peak_4167",558,145
"peak_4168",271,40
"peak_4169",80,21
"peak_4170",166,42
"peak_4171",103,18
"peak_4172",1916,524
"peak_4173",633,238
"peak_4174",424,119
"peak_4175",63,9
"peak_4176",245,94
"peak_4177",205,65
"peak_4178",2910,553
"peak_4179",361,129
"peak_4180",162,57
"peak_4181",1762,230
"peak_4182",102,20
"peak_4183",2759,684
"peak_4184",41637,13235
"peak_4185",38958,12455
"peak_4186",84895,24650
"peak_4187",12454,4619
"peak_4188",206,62
"peak_4189",15035,5363
"peak_4190",52794,16865
"peak_4191",22617,7753
"peak_4192",76548,13878
"peak_4193",8795,3017
"peak_4194",430,101
"peak_4195",122,20
"peak_4196",136,24
"peak_4197",145,52
"peak_4198",124,41
"peak_4199",121,30
"peak_4200",124,19
"peak_4201",71,15
"peak_4202",3154,759
"peak_4203",281,57
"peak_4204",106,30
"peak_4205",289,81
"peak_4206",278,54
"peak_4207",1810,567
"peak_4208",1853,485
"peak_4209",88,15
"peak_4210",66,6
"peak_4211",168,55
"peak_4212",163,37
"peak_4213",1080,123
"peak_4214",1492,544
"peak_4215",221,51
"peak_4216",238,73
"peak_4217",924,243
"peak_4218",505,132
"peak_4219",1362,177
"peak_4220",70,10
"peak_4221",152,41
"peak_4222",104,19
"peak_4223",588,142
"peak_4224",111,22
"peak_4225",168,51
"peak_4226",164,59
"peak_4227",313,116
"peak_4228",437,162
"peak_4229",819,252
"peak_4230",714,193
"peak_4231",863,289
"peak_4232",934,260
"peak_4233",828,253
"peak_4234",187,47
"peak_4235",576,162
"peak_4236",165,48
"peak_4237",169,39
"peak_4238",151,32
"peak_4239",324,116
"peak_4240",297,123
"peak_4241",329,97
"peak_4242",1093,279
"peak_4243",1785,543
"peak_4244",1820,431
"peak_4245",606,206
"peak_4246",769,275
"peak_4247",1514,550
"peak_4248",943,183
"peak_4249",571,180
"peak_4250",379,103
"peak_4251",353,73
"peak_4252",846,243
"peak_4253",2231,292
"peak_4254",3063,410
"peak_4255",185,64
"peak_4256",655,159
"peak_4257",321,78
"peak_4258",15604,3630
"peak_4259",6485,1458
"peak_4260",559,209
"peak_4261",137,34
"peak_4262",194,61
"peak_4263",241,66
"peak_4264",210,45
"peak_4265",196,46
"peak_4266",66,8
"peak_4267",255,55
"peak_4268",107,35
"peak_4269",129,35
"peak_4270",133,26
"peak_4271",798,275
"peak_4272",360,133
"peak_4273",246,93
"peak_4274",218,83
"peak_4275",423,142
"peak_4276",2713,429
"peak_4277",86,14
"peak_4278",385,155
"peak_4279",3642,1375
"peak_4280",141,20
"peak_4281",568,205
"peak_4282",179,58
"peak_4283",421,89
"peak_4284",1588,227
"peak_4285",288,59
"peak_4286",3155,643
"peak_4287",64,9
"peak_4288",527,164
"peak_4289",264,90
"peak_4290",136,35
"peak_4291",681,139
"peak_4292",348,70
"peak_4293",190,66
"peak_4294",945,254
"peak_4295",3741,1061
"peak_4296",894,349
"peak_4297",1038,353
"peak_4298",158,59
"peak_4299",723,156
"peak_4300",161,60
"peak_4301",2725,428
"peak_4302",2733,519
"peak_4303",68,12
"peak_4304",898,237
"peak_4305",369,61
"peak_4306",126,17
"peak_4307",209,57
"peak_4308",1038,175
"peak_4309",424,103
"peak_4310",70,12
"peak_4311",432,147
"peak_4312",209,74
"peak_4313",686,249
"peak_4314",1284,289
"peak_4315",249,90
"peak_4316",122,41
"peak_4317",744,132
"peak_4318",68,6
"peak_4319",143,49
"peak_4320",361,84
"peak_4321",403,139
"peak_4322",2030,404
"peak_4323",96,25
"peak_4324",435,139
"peak_4325",1226,399
"peak_4326",206,74
"peak_4327",363,64
"peak_4328",121,33
"peak_4329",447,84
"peak_4330",274,73
"peak_4331",349,92
"peak_4332",492,158
"peak_4333",198,38
"peak_4334",71,14
"peak_4335",416,147
"peak_4336",2851,750
"peak_4337",142,25
"peak_4338",117,17
"peak_4339",267,39
"peak_4340",230,69
"peak_4341",178,51
"peak_4342",568,153
"peak_4343",223,83
"peak_4344",84,8
"peak_4345",70,5
"peak_4346",74,9
"peak_4347",90,23
"peak_4348",275,91
"peak_4349",515,162
"peak_4350",184,69
"peak_4351",487,46
"peak_4352",937,266
"peak_4353",1322,397
"peak_4354",1155,364
"peak_4355",347,99
"peak_4356",1816,244
"peak_4357",344,88
"peak_4358",114,32
"peak_4359",571,188
"peak_4360",487,179
"peak_4361",68,13
"peak_4362",1238,326
"peak_4363",521,104
"peak_4364",575,155
"peak_4365",1505,373
"peak_4366",1051,327
"peak_4367",2703,577
"peak_4368",77,11
"peak_4369",183,60
"peak_4370",2070,729
"peak_4371",377,107
"peak_4372",189,50
"peak_4373",616,234
"peak_4374",92,20
"peak_4375",566,125
"peak_4376",1170,426
"peak_4377",10787,3692
"peak_4378",1322,498
"peak_4379",741,269
"peak_4380",204,63
"peak_4381",664,105
"peak_4382",1543,416
"peak_4383",1416,208
"peak_4384",137,35
"peak_4385",4599,870
"peak_4386",1251,379
"peak_4387",2160,666
"peak_4388",401,140
"peak_4389",991,266
"peak_4390",748,271
"peak_4391",3207,1218
"peak_4392",208,43
"peak_4393",88,21
"peak_4394",386,135
"peak_4395",1122,334
"peak_4396",2283,589
"peak_4397",655,218
"peak_4398",911,292
"peak_4399",5484,1179
"peak_4400",171,60
"peak_4401",750,247
"peak_4402",13628,3925
"peak_4403",17799,4493
"peak_4404",6243,1829
"peak_4405",686,192
"peak_4406",3412,718
"peak_4407",559,176
"peak_4408",229,80
"peak_4409",329,107
"peak_4410",1734,318
"peak_4411",715,177
"peak_4412",559,114
"peak_4413",196,47
"peak_4414",124,25
"peak_4415",252,40
"peak_4416",159,32
"peak_4417",229,36
"peak_4418",237,81
"peak_4419",697,268
"peak_4420",155,58
"peak_4421",802,189
"peak_4422",190,61
"peak_4423",1962,650
"peak_4424",455,170
"peak_4425",1360,308
"peak_4426",149,56
"peak_4427",1290,425
"peak_4428",3476,1005
"peak_4429",1095,232
"peak_4430",1946,495
"peak_4431",496,177
"peak_4432",1283,362
"peak_4433",1083,331
"peak_4434",1693,399
"peak_4435",319,94
"peak_4436",138,37
"peak_4437",240,36
"peak_4438",221,45
"peak_4439",173,52
"peak_4440",546,162
"peak_4441",2437,863
"peak_4442",5988,1619
"peak_4443",343,131
"peak_4444",1002,347
"peak_4445",127,36
"peak_4446",1411,536
"peak_4447",208,31
"peak_4448",814,139
"peak_4449",2509,529
"peak_4450",865,146
"peak_4451",2882,953
"peak_4452",170,22
"peak_4453",904,321
"peak_4454",731,275
"peak_4455",605,183
"peak_4456",901,250
"peak_4457",269,96
"peak_4458",313,72
"peak_4459",385,90
"peak_4460",162,51
"peak_4461",1611,487
"peak_4462",249,85
"peak_4463",1218,420
"peak_4464",435,66
"peak_4465",434,154
"peak_4466",339,123
"peak_4467",1626,544
"peak_4468",185,25
"peak_4469",87,13
"peak_4470",2070,760
"peak_4471",1180,257
"peak_4472",200,65
"peak_4473",129,22
"peak_4474",172,43
"peak_4475",2076,645
"peak_4476",323,94
"peak_4477",58,7
"peak_4478",369,85
"peak_4479",143,44
"peak_4480",483,129
"peak_4481",2365,551
"peak_4482",5980,881
"peak_4483",131,30
"peak_4484",263,61
"peak_4485",240,46
"peak_4486",84,20
"peak_4487",192,43
"peak_4488",1331,291
"peak_4489",247,84
"peak_4490",69,12
"peak_4491",1376,450
"peak_4492",202,61
"peak_4493",235,85
"peak_4494",5200,1591
"peak_4495",4705,1170
"peak_4496",10040,2890
"peak_4497",558,153
"peak_4498",351,106
"peak_4499",2976,767
"peak_4500",407,108
"peak_4501",2215,454
"peak_4502",272,51
"peak_4503",898,179
"peak_4504",353,96
"peak_4505",1581,372
"peak_4506",180,51
"peak_4507",232,85
"peak_4508",250,58
"peak_4509",120,41
"peak_4510",3218,657
"peak_4511",122,15
"peak_4512",129,17
"peak_4513",3606,931
"peak_4514",252,89
"peak_4515",278,86
"peak_4516",220,77
"peak_4517",733,209
"peak_4518",168,52
"peak_4519",1019,173
"peak_4520",304,73
"peak_4521",244,70
"peak_4522",1044,158
"peak_4523",489,136
"peak_4524",233,54
"peak_4525",359,122
"peak_4526",288,119
"peak_4527",429,164
"peak_4528",8424,1837
"peak_4529",2894,696
"peak_4530",6599,2008
"peak_4531",4868,1460
"peak_4532",2072,775
"peak_4533",3681,1077
"peak_4534",3480,1184
"peak_4535",338,85
"peak_4536",608,185
"peak_4537",137,40
"peak_4538",283,63
"peak_4539",1533,403
"peak_4540",449,165
"peak_4541",5367,776
"peak_4542",173,30
"peak_4543",57,7
"peak_4544",510,201
"peak_4545",166,36
"peak_4546",226,75
"peak_4547",93,25
"peak_4548",112,27
"peak_4549",2549,542
"peak_4550",348,136
"peak_4551",65,12
"peak_4552",74,16
"peak_4553",109,24
"peak_4554",82,22
"peak_4555",1374,223
"peak_4556",1602,521
"peak_4557",232,82
"peak_4558",250,51
"peak_4559",2111,421
"peak_4560",101,21
"peak_4561",614,114
"peak_4562",63,6
"peak_4563",550,150
"peak_4564",692,156
"peak_4565",160,57
"peak_4566",163,32
"peak_4567",269,62
"peak_4568",245,56
"peak_4569",126,22
"peak_4570",110,20
"peak_4571",167,16
"peak_4572",1220,439
"peak_4573",1373,307
"peak_4574",64,5
"peak_4575",88,23
"peak_4576",878,346
"peak_4577",233,44
"peak_4578",292,42
"peak_4579",166,58
"peak_4580",667,158
"peak_4581",548,60
"peak_4582",436,62
"peak_4583",205,37
"peak_4584",347,111
"peak_4585",727,153
"peak_4586",249,72
"peak_4587",1797,347
"peak_4588",150,33
"peak_4589",990,383
"peak_4590",269,92
"peak_4591",449,157
"peak_4592",313,54
"peak_4593",439,48
"peak_4594",264,91
"peak_4595",827,235
"peak_4596",879,242
"peak_4597",3590,662
"peak_4598",1054,284
"peak_4599",345,53
"peak_4600",126,41
"peak_4601",114,36
"peak_4602",461,50
"peak_4603",86,15
"peak_4604",340,96
"peak_4605",356,71
"peak_4606",5227,1451
"peak_4607",1467,407
"peak_4608",2861,865
"peak_4609",431,156
"peak_4610",2016,559
"peak_4611",134,38
"peak_4612",4758,1014
"peak_4613",1300,359
"peak_4614",1506,550
"peak_4615",2448,804
"peak_4616",1973,739
"peak_4617",3014,1010
"peak_4618",1561,540
"peak_4619",4450,1331
"peak_4620",2048,786
"peak_4621",3715,1338
"peak_4622",2159,761
"peak_4623",25900,5406
"peak_4624",5655,1579
"peak_4625",595,190
"peak_4626",38693,6436
"peak_4627",20784,5482
"peak_4628",85,14
"peak_4629",231,74
"peak_4630",290,101
"peak_4631",552,106
"peak_4632",148,54
"peak_4633",249,31
"peak_4634",661,64
"peak_4635",476,150
"peak_4636",1645,548
"peak_4637",84,12
"peak_4638",292,76
"peak_4639",461,110
"peak_4640",508,132
"peak_4641",419,144
"peak_4642",339,125
"peak_4643",1440,233
"peak_4644",172,30
"peak_4645",371,111
"peak_4646",132,18
"peak_4647",178,26
"peak_4648",260,71
"peak_4649",513,134
"peak_4650",435,81
"peak_4651",365,52
"peak_4652",253,51
"peak_4653",138,44
"peak_4654",61,8
"peak_4655",382,114
"peak_4656",234,47
"peak_4657",165,29
"peak_4658",401,97
"peak_4659",135,33
"peak_4660",147,41
"peak_4661",1338,419
"peak_4662",1136,420
"peak_4663",1128,422
"peak_4664",1968,734
"peak_4665",2073,722
"peak_4666",7364,1637
"peak_4667",266,56
"peak_4668",859,129
"peak_4669",454,72
"peak_4670",128,26
"peak_4671",69,13
"peak_4672",215,34
"peak_4673",274,79
"peak_4674",691,227
"peak_4675",145,48
"peak_4676",12289,2957
"peak_4677",1656,614
"peak_4678",253,89
"peak_4679",239,88
"peak_4680",182,37
"peak_4681",194,72
"peak_4682",133,46
"peak_4683",563,153
"peak_4684",653,133
"peak_4685",192,43
"peak_4686",141,49
"peak_4687",177,32
"peak_4688",547,80
"peak_4689",1077,188
"peak_4690",232,68
"peak_4691",1843,266
"peak_4692",2616,922
"peak_4693",1899,603
"peak_4694",366,109
"peak_4695",347,103
"peak_4696",208,78
"peak_4697",843,287
"peak_4698",348,130
"peak_4699",204,74
"peak_4700",251,45
"peak_4701",161,24
"peak_4702",23467,4904
"peak_4703",306,100
"peak_4704",158,42
"peak_4705",730,246
"peak_4706",341,58
"peak_4707",1753,248
"peak_4708",452,66
"peak_4709",64,8
"peak_4710",359,110
"peak_4711",377,155
"peak_4712",1313,436
"peak_4713",127,32
"peak_4714",4838,945
"peak_4715",57281,15919
"peak_4716",12329,4180
"peak_4717",3952,1533
"peak_4718",164,40
"peak_4719",221,42
"peak_4720",307,32
"peak_4721",929,164
"peak_4722",126,19
"peak_4723",99,23
"peak_4724",91,16
"peak_4725",391,135
"peak_4726",406,89
"peak_4727",683,84
"peak_4728",702,138
"peak_4729",1536,356
"peak_4730",186,70
"peak_4731",6036,1216
"peak_4732",1840,663
"peak_4733",180,65
"peak_4734",595,206
"peak_4735",486,172
"peak_4736",129,29
"peak_4737",129,29
"peak_4738",174,41
"peak_4739",260,40
"peak_4740",299,101
"peak_4741",257,74
"peak_4742",1278,441
"peak_4743",375,128
"peak_4744",104,34
"peak_4745",1817,354
"peak_4746",116,31
"peak_4747",169,53
"peak_4748",532,117
"peak_4749",246,61
"peak_4750",305,107
"peak_4751",244,85
"peak_4752",359,129
"peak_4753",1068,358
"peak_4754",1460,515
"peak_4755",575,183
"peak_4756",1967,564
"peak_4757",3734,758
"peak_4758",147,19
"peak_4759",2198,657
"peak_4760",2268,630
"peak_4761",283,107
"peak_4762",93,8
"peak_4763",110,13
"peak_4764",534,119
"peak_4765",179,61
"peak_4766",205,70
"peak_4767",1268,326
"peak_4768",293,57
"peak_4769",1475,349
"peak_4770",2252,594
"peak_4771",801,240
"peak_4772",194,71
"peak_4773",455,126
"peak_4774",364,133
"peak_4775",204,60
"peak_4776",2023,443
"peak_4777",906,206
"peak_4778",2603,898
"peak_4779",521,154
"peak_4780",140,49
"peak_4781",569,169
"peak_4782",122,36
"peak_4783",322,107
"peak_4784",206,69
"peak_4785",549,92
"peak_4786",643,228
"peak_4787",1731,509
"peak_4788",231,87
"peak_4789",6408,1599
"peak_4790",17529,2784
"peak_4791",260,88
"peak_4792",860,140
"peak_4793",1245,336
"peak_4794",396,120
"peak_4795",344,122
"peak_4796",369,134
"peak_4797",294,85
"peak_4798",84,19
"peak_4799",87,18
"peak_4800",90,25
"peak_4801",93,13
"peak_4802",512,195
"peak_4803",3452,687
"peak_4804",520,75
"peak_4805",1778,398
"peak_4806",246,87
"peak_4807",3602,667
"peak_4808",317,119
"peak_4809",890,252
"peak_4810",113,35
"peak_4811",149,47
"peak_4812",211,59
"peak_4813",314,104
"peak_4814",144,24
"peak_4815",2258,518
"peak_4816",582,208
"peak_4817",19926,4155
"peak_4818",507,179
"peak_4819",496,204
"peak_4820",412,95
"peak_4821",165,41
"peak_4822",419,126
"peak_4823",1614,353
"peak_4824",673,138
"peak_4825",435,131
"peak_4826",313,111
"peak_4827",669,200
"peak_4828",272,59
"peak_4829",198,38
"peak_4830",330,54
"peak_4831",59,7
"peak_4832",240,16
"peak_4833",882,216
"peak_4834",176,57
"peak_4835",313,99
"peak_4836",2984,528
"peak_4837",500,179
"peak_4838",958,232
"peak_4839",3831,861
"peak_4840",83,19
"peak_4841",3746,1118
"peak_4842",713,229
"peak_4843",189,19
"peak_4844",1104,379
"peak_4845",1098,380
"peak_4846",220,36
"peak_4847",137,24
"peak_4848",82,12
"peak_4849",225,60
"peak_4850",169,32
"peak_4851",160,31
"peak_4852",478,108
"peak_4853",320,53
"peak_4854",1800,321
"peak_4855",848,284
"peak_4856",15436,3575
"peak_4857",1810,239
"peak_4858",492,76
"peak_4859",1074,185
"peak_4860",754,143
"peak_4861",941,115
"peak_4862",353,59
"peak_4863",239,87
"peak_4864",949,316
"peak_4865",392,157
"peak_4866",246,73
"peak_4867",397,110
"peak_4868",392,88
"peak_4869",518,195
"peak_4870",364,128
"peak_4871",877,177
"peak_4872",1678,162
"peak_4873",256,29
"peak_4874",741,234
"peak_4875",229,84
"peak_4876",1558,371
"peak_4877",405,130
"peak_4878",246,94
"peak_4879",337,90
"peak_4880",960,270
"peak_4881",1101,288
"peak_4882",83,17
"peak_4883",220,73
"peak_4884",363,94
"peak_4885",423,102
"peak_4886",1084,248
"peak_4887",936,141
"peak_4888",587,91
"peak_4889",355,79
"peak_4890",216,53
"peak_4891",146,36
"peak_4892",333,106
"peak_4893",1560,303
"peak_4894",257,55
"peak_4895",323,54
"peak_4896",95,23
"peak_4897",546,100
"peak_4898",285,51
"peak_4899",449,80
"peak_4900",191,58
"peak_4901",813,282
"peak_4902",1248,414
"peak_4903",381,143
"peak_4904",2282,710
"peak_4905",604,191
"peak_4906",2003,572
"peak_4907",422,152
"peak_4908",2524,639
"peak_4909",1058,277
"peak_4910",397,61
"peak_4911",114,37
"peak_4912",125,39
"peak_4913",158,61
"peak_4914",268,67
"peak_4915",111,27
"peak_4916",123,29
"peak_4917",75,12
"peak_4918",133,40
"peak_4919",769,167
"peak_4920",259,90
"peak_4921",152,37
"peak_4922",720,249
"peak_4923",498,66
"peak_4924",761,163
"peak_4925",1543,386
"peak_4926",85,15
"peak_4927",153,35
"peak_4928",642,105
"peak_4929",104,18
"peak_4930",637,201
"peak_4931",9037,2224
"peak_4932",319,80
"peak_4933",737,180
"peak_4934",317,102
"peak_4935",184,67
"peak_4936",922,213
"peak_4937",205,75
"peak_4938",253,83
"peak_4939",1203,451
"peak_4940",1019,225
"peak_4941",1031,260
"peak_4942",1187,278
"peak_4943",696,199
"peak_4944",1315,286
"peak_4945",3624,710
"peak_4946",3659,728
"peak_4947",133,22
"peak_4948",68,9
"peak_4949",93,17
"peak_4950",1271,384
"peak_4951",3474,1403
"peak_4952",4852,815
"peak_4953",2684,935
"peak_4954",2793,1028
"peak_4955",96,22
"peak_4956",1535,527
"peak_4957",2538,858
"peak_4958",807,226
"peak_4959",879,274
"peak_4960",674,158
"peak_4961",163,39
"peak_4962",255,57
"peak_4963",561,205
"peak_4964",348,117
"peak_4965",3703,1350
"peak_4966",9427,2476
"peak_4967",342,101
"peak_4968",250,53
"peak_4969",83,21
"peak_4970",299,93
"peak_4971",136,35
"peak_4972",80,19
"peak_4973",395,146
"peak_4974",299,54
"peak_4975",1235,266
"peak_4976",83,13
"peak_4977",398,129
"peak_4978",527,105
"peak_4979",127,36
"peak_4980",425,117
"peak_4981",71,17
"peak_4982",216,29
"peak_4983",7622,2346
"peak_4984",6165,2122
"peak_4985",341,115
"peak_4986",7341,1948
"peak_4987",142,15
"peak_4988",210,38
"peak_4989",231,85
"peak_4990",751,184
"peak_4991",92,15
"peak_4992",860,133
"peak_4993",480,166
"peak_4994",119,22
"peak_4995",127,24
"peak_4996",106,12
"peak_4997",409,28
"peak_4998",341,101
"peak_4999",299,88
"peak_5000",131,38
"peak_5001",1052,347
"peak_5002",8626,1507
"peak_5003",937,280
"peak_5004",97,20
"peak_5005",257,88
"peak_5006",223,77
"peak_5007",716,171
"peak_5008",646,142
"peak_5009",117,18
"peak_5010",342,57
"peak_5011",125,35
"peak_5012",192,49
"peak_5013",702,119
"peak_5014",149,33
"peak_5015",218,78
"peak_5016",3689,738
"peak_5017",123,43
"peak_5018",418,119
"peak_5019",191,57
"peak_5020",6156,1586
"peak_5021",3669,1386
"peak_5022",122,44
"peak_5023",214,36
"peak_5024",143,42
"peak_5025",1825,550
"peak_5026",810,290
"peak_5027",398,150
"peak_5028",240,72
"peak_5029",67,11
"peak_5030",318,119
"peak_5031",179,63
"peak_5032",647,155
"peak_5033",6682,1965
"peak_5034",4942,1729
"peak_5035",541,88
"peak_5036",974,314
"peak_5037",132,26
"peak_5038",126,36
"peak_5039",95,28
"peak_5040",542,172
"peak_5041",898,285
"peak_5042",274,103
"peak_5043",778,234
"peak_5044",277,99
"peak_5045",1210,459
"peak_5046",908,347
"peak_5047",5696,899
"peak_5048",1633,529
"peak_5049",316,82
"peak_5050",326,117
"peak_5051",1214,459
"peak_5052",596,150
"peak_5053",372,104
"peak_5054",164,45
"peak_5055",350,86
"peak_5056",1332,347
"peak_5057",551,167
"peak_5058",333,47
"peak_5059",297,78
"peak_5060",210,35
"peak_5061",161,39
"peak_5062",1113,345
"peak_5063",1181,356
"peak_5064",1815,510
"peak_5065",1335,326
"peak_5066",317,118
"peak_5067",670,216
"peak_5068",15958,4614
"peak_5069",174,46
"peak_5070",75,13
"peak_5071",195,43
"peak_5072",159,44
"peak_5073",1326,261
"peak_5074",424,88
"peak_5075",65,9
"peak_5076",63,12
"peak_5077",183,32
"peak_5078",228,66
"peak_5079",126,33
"peak_5080",1111,351
"peak_5081",961,294
"peak_5082",1914,411
"peak_5083",1015,357
"peak_5084",609,216
"peak_5085",1373,414
"peak_5086",446,123
"peak_5087",322,124
"peak_5088",3280,976
"peak_5089",2089,726
"peak_5090",282,65
"peak_5091",6803,2366
"peak_5092",7508,2423
"peak_5093",853,320
"peak_5094",254,96
"peak_5095",205,69
"peak_5096",205,59
"peak_5097",1012,358
"peak_5098",11460,1709
"peak_5099",2100,599
"peak_5100",1380,512
"peak_5101",449,167
"peak_5102",338,109
"peak_5103",2387,601
"peak_5104",117,33
"peak_5105",6289,2249
"peak_5106",82,13
"peak_5107",632,145
"peak_5108",331,73
"peak_5109",7295,1279
"peak_5110",316,103
"peak_5111",1672,460
"peak_5112",446,101
"peak_5113",411,138
"peak_5114",367,119
