"","SRR7992454Aligned.sortedByCoord.out_sorted.bam","SRR7992461Aligned.sortedByCoord.out_sorted.bam"
"peak_231",1256,320
"peak_232",520,141
"peak_233",95,29
"peak_234",80,10
"peak_235",101,20
"peak_236",834,247
"peak_237",984,272
"peak_238",260,48
"peak_239",406,120
"peak_240",307,71
"peak_241",1113,122
"peak_242",2226,595
"peak_243",715,167
"peak_244",192,58
"peak_245",79,19
"peak_246",3284,1114
"peak_247",2812,1036
"peak_248",1743,395
"peak_249",371,128
"peak_250",91,25
"peak_251",138,41
"peak_252",246,65
"peak_253",567,87
"peak_254",77,17
"peak_255",800,158
"peak_256",619,212
"peak_257",367,65
"peak_258",382,132
"peak_259",520,194
"peak_260",544,184
"peak_261",1430,433
"peak_262",616,204
"peak_263",1202,175
"peak_264",218,60
"peak_265",130,28
"peak_266",330,123
"peak_267",1932,552
"peak_268",226,65
"peak_269",188,59
"peak_270",1835,680
"peak_271",770,218
"peak_272",244,86
"peak_273",1027,397
"peak_274",111,22
"peak_275",291,112
"peak_276",88,26
"peak_277",105,31
"peak_278",769,127
"peak_279",162,37
"peak_280",287,90
"peak_281",368,148
"peak_282",2237,579
"peak_283",333,114
"peak_284",143,56
"peak_285",152,55
"peak_286",4230,813
"peak_287",348,119
"peak_288",72,15
"peak_289",154,26
"peak_290",545,136
"peak_291",454,145
"peak_292",188,64
"peak_293",3087,520
"peak_294",1180,232
"peak_295",76,19
"peak_296",189,51
"peak_297",73,15
"peak_298",134,20
"peak_299",118,35
"peak_300",3721,1258
"peak_301",490,186
"peak_302",2825,931
"peak_303",769,200
"peak_304",2821,755
"peak_305",442,160
"peak_306",785,277
"peak_307",1334,396
"peak_308",98,20
"peak_309",109,29
"peak_310",132,16
"peak_311",171,23
"peak_312",198,52
"peak_313",97,18
"peak_314",157,46
"peak_315",1929,380
"peak_316",547,155
"peak_317",142,30
"peak_318",295,110
"peak_319",4938,1060
"peak_320",130,40
"peak_321",530,156
"peak_322",543,152
"peak_323",300,120
"peak_324",4035,1536
"peak_325",1024,372
"peak_326",84,13
"peak_327",152,59
"peak_328",1030,302
"peak_329",200,60
"peak_330",159,50
"peak_331",991,342
"peak_332",152,56
"peak_333",1116,396
"peak_334",2212,368
"peak_335",151,51
"peak_336",364,122
"peak_337",2784,475
"peak_338",134,18
"peak_339",79,14
"peak_340",844,203
"peak_341",155,54
"peak_342",608,169
"peak_343",188,71
"peak_344",824,257
"peak_345",205,78
"peak_346",1925,548
"peak_347",102,33
"peak_348",91,24
"peak_349",156,60
"peak_350",375,107
"peak_351",509,173
"peak_352",1806,509
"peak_353",4210,879
"peak_354",1072,383
"peak_355",623,182
"peak_356",595,225
"peak_357",1118,432
"peak_358",721,269
"peak_359",150,32
"peak_360",234,50
"peak_361",100,26
"peak_362",299,105
"peak_363",1695,549
"peak_364",690,243
"peak_365",847,131
"peak_366",449,105
"peak_367",987,235
"peak_368",1359,462
"peak_369",63597,12721
"peak_370",4751,1809
"peak_371",252,58
"peak_372",1503,231
"peak_373",1205,156
"peak_374",685,245
"peak_375",917,184
"peak_376",906,193
"peak_377",259,91
"peak_378",337,103
"peak_379",239,83
"peak_380",666,259
"peak_381",131,43
"peak_382",171,65
"peak_383",118,31
"peak_384",104,28
"peak_385",210,29
"peak_386",113,15
"peak_387",192,43
"peak_388",104,28
"peak_389",377,69
"peak_390",437,163
"peak_391",179,65
"peak_392",365,117
"peak_393",157,26
"peak_394",262,76
"peak_395",170,43
"peak_396",1206,414
"peak_397",8990,1335
"peak_398",400,148
"peak_399",1885,619
"peak_400",41436,8765
"peak_401",4827,2007
"peak_402",978,112
"peak_403",106,24
"peak_404",93,23
"peak_405",104,31
"peak_406",161,40
"peak_407",4101,726
"peak_408",1955,551
"peak_409",355,126
"peak_410",464,121
"peak_411",685,250
"peak_412",186,70
"peak_413",1841,545
"peak_414",598,211
"peak_415",647,248
"peak_416",126,36
"peak_417",669,144
"peak_418",130,44
"peak_419",422,137
"peak_420",119,33
"peak_421",172,43
"peak_422",3572,1271
"peak_423",63,7
"peak_424",4673,1693
"peak_425",297,100
"peak_426",1985,559
"peak_427",859,292
"peak_428",3932,651
"peak_429",101,17
"peak_430",229,39
"peak_431",80,14
"peak_432",322,100
"peak_433",94,20
"peak_434",1263,258
"peak_435",117,20
"peak_436",408,54
"peak_437",662,100
"peak_438",596,129
"peak_439",426,77
"peak_440",122,22
"peak_441",178,58
"peak_442",375,81
"peak_443",538,176
"peak_444",321,112
"peak_445",786,187
"peak_446",271,105
"peak_447",163,28
"peak_448",340,95
"peak_449",260,91
"peak_450",140,29
"peak_451",194,37
"peak_452",144,36
"peak_453",820,178
"peak_454",734,173
"peak_455",215,41
"peak_456",225,74
"peak_457",175,57
"peak_458",140,34
"peak_459",227,46
"peak_460",159,46
"peak_461",225,83
"peak_462",2022,572
"peak_463",1667,340
"peak_464",448,59
"peak_465",4519,1268
"peak_466",1956,458
"peak_467",174,59
"peak_468",165,54
"peak_469",335,112
"peak_470",169,60
"peak_471",1109,359
"peak_472",866,178
"peak_473",293,75
"peak_474",103,32
"peak_475",1290,445
"peak_476",287,74
"peak_477",149,57
"peak_478",3585,722
"peak_479",5921,1396
"peak_480",377,113
"peak_481",202,59
"peak_482",606,158
"peak_483",205,55
"peak_484",313,75
"peak_485",720,110
"peak_486",123,42
"peak_487",198,71
"peak_488",267,73
"peak_489",310,73
"peak_490",1625,274
"peak_491",309,83
"peak_492",1736,533
"peak_493",146,50
"peak_494",59,8
"peak_495",299,88
"peak_496",207,75
"peak_497",140,48
"peak_498",1410,494
"peak_499",4757,1724
"peak_500",571,144
"peak_501",99,31
"peak_502",18331,5399
"peak_503",8135,3070
"peak_504",703,149
"peak_505",152,56
"peak_506",1003,231
"peak_507",92,20
"peak_508",1086,381
"peak_509",2021,451
"peak_510",1092,183
"peak_511",451,73
"peak_512",336,117
"peak_513",1923,482
"peak_514",299,104
"peak_515",239,55
"peak_516",3108,1189
"peak_517",182,66
"peak_518",663,106
"peak_519",150,19
"peak_520",141,20
"peak_521",170,34
"peak_522",103,17
"peak_523",301,44
"peak_524",318,75
"peak_525",339,85
"peak_526",645,147
"peak_527",74,16
"peak_528",1295,378
"peak_529",1524,304
"peak_530",4776,872
"peak_531",297,110
"peak_532",230,88
"peak_533",200,44
"peak_534",897,252
"peak_535",717,227
"peak_536",324,115
"peak_537",998,352
"peak_538",455,171
"peak_539",1135,360
"peak_540",451,159
"peak_541",1113,221
"peak_542",485,111
"peak_543",252,86
"peak_544",1230,161
"peak_545",290,103
"peak_546",120,38
"peak_547",474,148
"peak_548",1122,403
"peak_549",3128,870
"peak_550",534,201
"peak_551",204,79
"peak_552",1625,324
"peak_553",801,295
"peak_554",183,35
"peak_555",292,54
"peak_556",117,21
"peak_557",1647,320
"peak_558",283,112
"peak_559",637,252
"peak_560",734,185
"peak_561",107,27
"peak_562",1032,190
"peak_563",573,166
"peak_564",5344,1060
"peak_565",1318,336
"peak_566",641,148
"peak_567",1408,306
"peak_568",192225,22370
"peak_569",15662,5942
"peak_570",672,118
"peak_571",837,300
"peak_572",269,96
"peak_573",95,10
"peak_574",614,65
"peak_575",1002,252
"peak_576",812,163
"peak_577",151,53
"peak_578",674,234
"peak_579",131,32
"peak_580",937,316
"peak_581",97,17
"peak_582",422,126
"peak_583",3129,479
"peak_584",326,50
"peak_585",709,175
"peak_586",141,49
"peak_587",79,17
"peak_588",5817,1729
"peak_589",127,43
"peak_590",820,315
"peak_591",168,32
"peak_592",80,15
"peak_593",72,12
"peak_594",217,44
"peak_595",363,67
"peak_596",214,64
"peak_597",953,224
"peak_598",170,69
"peak_599",399,61
"peak_600",8460,2591
"peak_601",1364,514
"peak_602",762,284
"peak_603",8666,2258
"peak_604",242,85
"peak_605",1854,397
"peak_606",124,27
"peak_607",701,213
"peak_608",78,13
"peak_609",162,33
"peak_610",141,39
"peak_611",237,75
"peak_612",666,119
"peak_613",79,19
"peak_614",80,20
"peak_615",302,64
"peak_616",968,123
"peak_617",539,112
"peak_618",581,229
"peak_619",294,106
"peak_620",800,123
"peak_621",323,111
"peak_622",1280,326
"peak_623",1712,476
"peak_624",2312,483
"peak_625",1314,243
"peak_626",755,195
"peak_627",782,165
"peak_628",1003,280
"peak_629",109,31
"peak_630",167,44
"peak_631",208,57
"peak_632",276,107
"peak_633",2236,758
"peak_634",1245,463
"peak_635",217,83
"peak_636",700,227
"peak_637",1521,399
"peak_638",559,184
"peak_639",934,272
"peak_640",4122,705
"peak_641",816,229
"peak_642",289,98
"peak_643",902,315
"peak_644",137,46
"peak_645",2704,1082
"peak_646",2340,721
"peak_647",63,8
"peak_648",65,7
"peak_649",163,48
"peak_650",1368,525
"peak_651",5161,1456
"peak_652",618,219
"peak_653",121,34
"peak_654",82,20
"peak_655",350,86
"peak_656",131,36
"peak_657",383,144
"peak_658",205,75
"peak_659",3134,1197
"peak_660",25613,5705
"peak_661",70,13
"peak_662",908,121
"peak_663",1460,406
"peak_664",1290,382
"peak_665",370,127
"peak_666",580,196
"peak_667",271,99
"peak_668",73,9
"peak_669",225,66
"peak_670",1441,464
"peak_671",517,158
"peak_672",196,41
"peak_673",569,88
"peak_674",66,11
"peak_675",66,10
"peak_676",695,141
"peak_677",542,111
"peak_678",562,129
"peak_679",556,124
"peak_680",1122,221
"peak_681",337,96
"peak_682",159,52
"peak_683",2115,394
"peak_684",139,53
"peak_685",126,39
"peak_686",139,19
"peak_687",860,204
"peak_688",1240,263
"peak_689",413,158
"peak_690",1048,339
"peak_691",4088,974
"peak_692",611,192
"peak_693",153,18
"peak_694",180,41
"peak_695",167,37
"peak_696",78,13
"peak_697",106,21
"peak_698",183,32
"peak_699",401,118
"peak_700",225,63
"peak_701",236,55
"peak_702",175,54
"peak_703",325,85
"peak_704",89,17
"peak_705",1639,347
"peak_706",1136,257
"peak_707",3553,793
"peak_708",224,74
"peak_709",63,9
"peak_710",145,36
"peak_711",349,80
"peak_712",1585,211
"peak_713",294,95
"peak_714",290,55
"peak_715",720,186
"peak_716",4773,1281
"peak_717",592,180
"peak_718",1560,286
"peak_719",957,290
"peak_720",654,154
"peak_721",296,107
"peak_722",878,240
"peak_723",725,203
"peak_724",751,246
"peak_725",337,129
"peak_726",1750,422
"peak_727",417,124
"peak_728",82,21
"peak_729",159,32
"peak_730",57,7
"peak_731",65,10
"peak_732",150,20
"peak_733",386,138
"peak_734",588,226
"peak_735",137,11
"peak_736",1114,248
"peak_737",1303,290
"peak_738",217,60
"peak_739",234,40
"peak_740",475,112
"peak_741",378,114
"peak_742",585,230
"peak_743",316,96
"peak_744",1284,469
"peak_745",14392,3504
"peak_746",165,60
"peak_747",167,59
"peak_748",1600,293
"peak_749",609,112
"peak_750",4179,755
"peak_751",1630,490
"peak_752",241,87
"peak_753",222,55
"peak_754",308,49
"peak_755",457,128
"peak_756",281,107
"peak_757",1217,404
"peak_758",1191,271
"peak_759",864,255
"peak_760",544,146
"peak_761",328,90
"peak_762",154,40
"peak_763",253,91
"peak_764",337,82
"peak_765",163,61
"peak_766",203,32
"peak_767",140,40
"peak_768",263,61
"peak_769",1392,298
"peak_770",127,23
"peak_771",2513,370
"peak_772",468,153
"peak_773",1481,268
"peak_774",6559,2138
"peak_775",912,355
"peak_776",2477,568
"peak_777",718,241
"peak_778",1007,242
"peak_779",362,124
"peak_780",1427,371
"peak_781",15245,2430
"peak_782",84,15
"peak_783",116,30
"peak_784",80,17
"peak_785",114,32
"peak_786",113,16
"peak_787",217,49
"peak_788",205,41
"peak_789",77,10
"peak_790",132,46
"peak_791",3811,1026
"peak_792",54,8
"peak_793",76,13
"peak_794",205,28
"peak_795",156,30
"peak_796",223,29
"peak_797",1055,365
"peak_798",931,149
"peak_799",1580,494
"peak_800",2381,686
"peak_801",1899,274
"peak_802",294,87
"peak_803",69,8
"peak_804",7527,1500
"peak_805",482,179
"peak_806",334,102
"peak_807",427,139
"peak_808",159,51
"peak_809",149,38
"peak_810",896,155
"peak_811",108,36
"peak_812",120,35
"peak_813",132,35
"peak_814",752,284
"peak_815",443,71
"peak_816",858,225
"peak_817",2375,413
"peak_818",368,137
"peak_819",948,236
"peak_820",116,17
"peak_821",302,104
"peak_822",1246,366
"peak_823",4529,851
"peak_824",5937,2242
"peak_825",217,83
"peak_826",1146,304
"peak_827",163,51
"peak_828",417,157
"peak_829",2910,461
"peak_830",990,210
"peak_831",169,67
"peak_832",293,106
"peak_833",592,128
"peak_834",683,182
"peak_835",551,127
"peak_836",489,100
"peak_837",341,49
"peak_838",456,67
"peak_839",152,44
"peak_840",32167,7884
"peak_841",1983,423
"peak_842",692,173
"peak_843",980,271
"peak_844",603,164
"peak_845",75,13
"peak_846",365,90
"peak_847",209,55
"peak_848",210,36
"peak_849",554,193
"peak_850",476,125
"peak_851",372,119
"peak_852",126,14
"peak_853",85,10
"peak_854",1666,282
"peak_855",2002,734
"peak_856",2199,844
"peak_857",397,135
"peak_858",1145,378
"peak_859",379,143
"peak_860",105,19
"peak_861",274,82
"peak_862",165,56
"peak_863",320,48
"peak_864",760,143
"peak_865",160,58
"peak_866",160,52
"peak_867",151,47
"peak_868",515,105
"peak_869",1415,452
"peak_870",2046,777
"peak_871",1133,330
"peak_872",408,97
"peak_873",262,108
"peak_874",8742,2100
"peak_875",290,52
"peak_876",399,75
"peak_877",156,35
"peak_878",478,90
"peak_879",82,15
"peak_880",733,166
"peak_881",152,36
"peak_882",275,102
"peak_883",1637,597
"peak_884",3190,717
"peak_885",927,246
"peak_886",487,77
"peak_887",201,30
"peak_888",425,83
"peak_889",97,16
"peak_890",357,50
"peak_891",264,67
"peak_892",237,52
"peak_893",249,31
"peak_894",170,44
"peak_895",565,113
"peak_896",225,87
"peak_897",405,147
"peak_898",175,57
"peak_899",1479,498
"peak_900",685,167
"peak_901",378,128
"peak_902",130,35
"peak_903",6025,1375
"peak_904",19808,4954
"peak_905",1571,589
"peak_906",156,37
"peak_907",211,24
"peak_908",112,38
"peak_909",517,151
"peak_910",683,223
"peak_911",340,126
"peak_912",516,105
"peak_913",456,72
"peak_914",539,203
"peak_915",453,143
"peak_916",1480,398
"peak_917",993,260
"peak_918",294,98
"peak_919",1411,289
"peak_920",481,132
"peak_921",1325,207
"peak_922",197,46
"peak_923",126,17
"peak_924",860,233
"peak_925",27964,5989
"peak_926",1955,271
"peak_927",207,80
"peak_928",3290,573
"peak_929",296,112
"peak_930",81,19
"peak_931",858,209
"peak_932",157,60
"peak_933",918,220
"peak_934",691,232
"peak_935",619,133
"peak_936",128,23
"peak_937",421,113
"peak_938",2672,897
"peak_939",324,64
"peak_940",184,70
"peak_941",190,20
"peak_942",122,21
"peak_943",159,45
"peak_944",567,126
"peak_945",628,206
"peak_946",208,68
"peak_947",308,52
"peak_948",2097,784
"peak_949",3183,1010
"peak_950",2205,487
"peak_951",480,94
"peak_952",439,67
"peak_953",286,47
"peak_954",599,73
"peak_955",206,44
"peak_956",141,32
"peak_957",189,47
"peak_958",167,32
"peak_959",69,13
"peak_960",289,34
"peak_961",184,50
"peak_962",289,112
"peak_963",60,9
"peak_964",126,43
"peak_965",5479,980
"peak_966",255,81
"peak_967",214,30
"peak_968",240,76
"peak_969",10439,2275
"peak_970",1063,184
"peak_971",815,250
"peak_972",85,7
"peak_973",108,26
"peak_974",240,99
"peak_975",219,46
"peak_976",123,36
"peak_977",369,106
"peak_978",304,123
"peak_979",93,24
"peak_980",119,38
"peak_981",386,115
"peak_982",389,103
"peak_983",91,19
"peak_984",282,33
"peak_985",294,100
"peak_986",685,117
"peak_987",2005,390
"peak_988",73,13
"peak_989",474,104
"peak_990",644,149
"peak_991",347,91
"peak_992",345,119
"peak_993",58,7
"peak_994",1750,529
"peak_995",286,92
"peak_996",160,49
"peak_997",2985,623
"peak_998",215,82
"peak_999",79,14
"peak_1000",132,50
"peak_1001",599,122
"peak_1002",546,109
"peak_1003",291,102
"peak_1004",7895,2253
"peak_1005",1489,351
"peak_1006",699,127
"peak_1007",388,92
"peak_1008",800,169
"peak_1009",215,70
"peak_1010",545,221
"peak_1011",217,82
"peak_1012",2426,780
"peak_1013",1503,317
"peak_1014",209,62
"peak_1015",118,29
"peak_1016",547,197
"peak_1017",183,63
"peak_1018",99,30
"peak_1019",1508,341
"peak_1020",114,24
"peak_1021",1224,413
"peak_1022",1875,322
"peak_1023",211,67
"peak_1024",78,10
"peak_1025",127,27
"peak_1026",128,35
"peak_1027",93,25
"peak_1028",155,27
"peak_1029",776,255
"peak_1030",352,126
"peak_1031",94,26
"peak_1032",203,44
"peak_1033",316,80
"peak_1034",167,28
"peak_1035",81,11
"peak_1036",76,19
"peak_1037",566,102
"peak_1038",105,13
"peak_1039",268,99
"peak_1040",229,59
"peak_1041",242,95
"peak_1042",339,126
"peak_1043",226,89
"peak_1044",689,239
"peak_1045",2842,893
"peak_1046",6165,1138
"peak_1047",117,31
"peak_1048",439,67
"peak_1049",344,67
"peak_1050",576,88
"peak_1051",203,74
"peak_1052",115,41
"peak_1053",65,15
"peak_1054",200,57
"peak_1055",290,102
"peak_1056",141,48
"peak_1057",83,14
"peak_1058",144,54
"peak_1059",723,236
"peak_1060",467,90
"peak_1061",55,7
"peak_1062",424,135
"peak_1063",141,25
"peak_1064",113,20
"peak_1065",367,75
"peak_1066",2517,525
"peak_1067",2717,679
"peak_1068",1987,574
"peak_1069",527,201
"peak_1070",287,105
"peak_1071",153,57
"peak_1072",683,244
"peak_1073",350,135
"peak_1074",1944,455
"peak_1075",310,125
"peak_1076",514,95
"peak_1077",2251,507
"peak_1078",721,270
"peak_1079",891,326
"peak_1080",411,152
"peak_1081",3282,558
"peak_1082",3802,713
"peak_1083",633,253
"peak_1084",877,287
"peak_1085",627,198
"peak_1086",269,85
"peak_1087",869,172
"peak_1088",1306,168
"peak_1089",206,66
"peak_1090",435,159
"peak_1091",197,80
"peak_1092",138,54
"peak_1093",957,158
"peak_1094",93,25
"peak_1095",680,222
"peak_1096",445,181
"peak_1097",4086,677
"peak_1098",1310,514
"peak_1099",13897,2155
"peak_1100",5634,1394
"peak_1101",196,63
"peak_1102",78,14
"peak_1103",121,23
"peak_1104",5012,997
"peak_1105",153,58
"peak_1106",511,99
"peak_1107",149,41
"peak_1108",1975,645
"peak_1109",156,37
"peak_1110",419,94
"peak_1111",1292,276
"peak_1112",2294,693
"peak_1113",1168,265
"peak_1114",10591,2724
"peak_1115",722,234
"peak_1116",152,42
"peak_1117",101,20
"peak_1118",587,136
"peak_1119",83,19
"peak_1120",241,49
"peak_1121",237,63
"peak_1122",318,103
"peak_1123",95,22
"peak_1124",133,34
"peak_1125",220,81
"peak_1126",1632,518
"peak_1127",293,104
"peak_1128",195,57
"peak_1129",358,129
"peak_1130",525,130
"peak_1131",128,43
"peak_1132",1397,230
"peak_1133",219,65
"peak_1134",274,95
"peak_1135",151,54
"peak_1136",889,296
"peak_1137",1179,444
"peak_1138",689,224
"peak_1139",724,274
"peak_1140",1262,323
"peak_1141",249,77
"peak_1142",1854,276
"peak_1143",875,323
"peak_1144",27650,5841
"peak_1145",189,20
"peak_1146",494,189
"peak_1147",8290,2595
"peak_1148",690,272
"peak_1149",615,218
"peak_1150",1353,447
"peak_1151",810,235
"peak_1152",420,157
"peak_1153",495,189
"peak_1154",201,45
"peak_1155",128,35
"peak_1156",95,18
"peak_1157",302,44
"peak_1158",81,9
"peak_1159",18591,5728
"peak_1160",5682,1973
"peak_1161",257,62
"peak_1162",171,35
"peak_1163",1558,321
"peak_1164",442,135
"peak_1165",332,104
"peak_1166",1436,463
"peak_1167",5159,945
"peak_1168",843,279
"peak_1169",334,69
"peak_1170",134,40
"peak_1171",187,55
"peak_1172",1555,386
"peak_1173",162,20
"peak_1174",142,41
"peak_1175",446,151
"peak_1176",1038,168
"peak_1177",1268,340
"peak_1178",237,62
"peak_1179",238,60
"peak_1180",92,19
"peak_1181",192,37
"peak_1182",2391,762
"peak_1183",54,4
"peak_1184",80,12
"peak_1185",311,48
"peak_1186",327,108
"peak_1187",145,50
"peak_1188",948,197
"peak_1189",213,73
"peak_1190",610,190
"peak_1191",661,245
"peak_1192",201,78
"peak_1193",220,79
"peak_1194",1073,260
"peak_1195",1125,231
"peak_1196",301,62
"peak_1197",1436,430
"peak_1198",132,29
"peak_1199",254,96
"peak_1200",77,14
"peak_1201",963,288
"peak_1202",570,210
"peak_1203",394,147
"peak_1204",153,58
"peak_1205",2728,439
"peak_1206",154,54
"peak_1207",133,39
"peak_1208",958,353
"peak_1209",1230,348
"peak_1210",544,170
"peak_1211",442,150
"peak_1212",114,30
"peak_1213",1044,179
"peak_1214",117,39
"peak_1215",724,238
"peak_1216",799,283
"peak_1217",435,112
"peak_1218",1470,217
"peak_1219",627,112
"peak_1220",214,82
"peak_1221",1381,214
"peak_1222",250,95
"peak_1223",1510,208
"peak_1224",554,222
"peak_1225",219,79
"peak_1226",4168,1005
"peak_1227",1117,424
"peak_1228",8641,1554
"peak_1229",200,35
"peak_1230",353,62
"peak_1231",594,242
"peak_1232",693,256
"peak_1233",1322,359
"peak_1234",605,157
"peak_1235",256,46
"peak_1236",386,74
"peak_1237",112,33
"peak_1238",110,31
"peak_1239",3987,1303
"peak_1240",100,28
"peak_1241",68,11
"peak_1242",411,99
"peak_1243",160,31
"peak_1244",129,29
"peak_1245",3268,914
"peak_1246",222,84
"peak_1247",2226,678
"peak_1248",162,59
"peak_1249",296,82
"peak_1250",84,18
"peak_1251",78,11
"peak_1252",71,8
"peak_1253",2192,600
"peak_1254",192,74
"peak_1255",273,93
"peak_1256",3099,534
"peak_1257",175,30
"peak_1258",677,144
"peak_1259",393,94
"peak_1260",416,157
"peak_1261",3665,1062
"peak_1262",357,107
"peak_1263",146,43
"peak_1264",294,115
"peak_1265",646,121
"peak_1266",175,64
"peak_1267",499,166
"peak_1268",675,66
"peak_1269",619,128
"peak_1270",97,25
"peak_1271",119,34
"peak_1272",190,28
"peak_1273",176,35
"peak_1274",528,158
"peak_1275",108,23
"peak_1276",1097,222
"peak_1277",131,35
"peak_1278",105,23
"peak_1279",1762,300
"peak_1280",136,28
"peak_1281",212,41
"peak_1282",453,84
"peak_1283",173,65
"peak_1284",260,93
"peak_1285",973,240
"peak_1286",269,103
"peak_1287",541,167
"peak_1288",809,133
"peak_1289",447,91
"peak_1290",320,56
"peak_1291",1084,324
"peak_1292",178,58
"peak_1293",8304,2570
"peak_1294",3864,1293
"peak_1295",1518,530
"peak_1296",447,71
"peak_1297",1182,307
"peak_1298",785,151
"peak_1299",237,89
"peak_1300",987,336
"peak_1301",249,105
"peak_1302",1145,138
"peak_1303",97,16
"peak_1304",809,246
"peak_1305",2380,394
"peak_1306",189,42
"peak_1307",125,12
"peak_1308",203,44
"peak_1309",116,25
"peak_1310",118,23
"peak_1311",153,33
"peak_1312",118,24
"peak_1313",484,109
"peak_1314",188,45
"peak_1315",284,97
"peak_1316",835,326
"peak_1317",612,158
"peak_1318",222,37
