"","SRR7992454Aligned.sortedByCoord.out_sorted.bam","SRR7992461Aligned.sortedByCoord.out_sorted.bam"
"peak_3272",729,257
"peak_3273",226,83
"peak_3274",167,55
"peak_3275",751,207
"peak_3276",337,66
"peak_3277",189,68
"peak_3278",2875,788
"peak_3279",424,159
"peak_3280",2935,505
"peak_3281",631,128
"peak_3282",70,12
"peak_3283",77,12
"peak_3284",2208,291
"peak_3285",3147,767
"peak_3286",215,81
"peak_3287",432,173
"peak_3288",1491,449
"peak_3289",371,116
"peak_3290",346,117
"peak_3291",278,101
"peak_3292",598,177
"peak_3293",1192,407
"peak_3294",168,44
"peak_3295",352,82
"peak_3296",417,116
"peak_3297",612,147
"peak_3298",794,234
"peak_3299",374,93
"peak_3300",111,25
"peak_3301",216,34
"peak_3302",146,35
"peak_3303",4902,1729
"peak_3304",591,224
"peak_3305",2433,525
"peak_3306",2359,899
"peak_3307",9795,3003
"peak_3308",39392,8846
"peak_3309",526,132
"peak_3310",569,70
"peak_3311",541,171
"peak_3312",3823,849
"peak_3313",3853,771
"peak_3314",242,93
"peak_3315",314,105
"peak_3316",292,103
"peak_3317",226,75
"peak_3318",791,152
"peak_3319",244,41
"peak_3320",862,178
"peak_3321",553,146
"peak_3322",147,19
"peak_3323",1518,562
"peak_3324",211,56
"peak_3325",1519,235
"peak_3326",138,28
"peak_3327",292,80
"peak_3328",148,41
"peak_3329",281,77
"peak_3330",99,22
"peak_3331",163,60
"peak_3332",994,358
"peak_3333",2479,929
"peak_3334",11233,2607
"peak_3335",185,45
"peak_3336",1231,174
"peak_3337",5215,995
"peak_3338",156,43
"peak_3339",179,55
"peak_3340",437,125
"peak_3341",139,53
"peak_3342",279,77
"peak_3343",463,120
"peak_3344",1345,451
"peak_3345",1696,470
"peak_3346",3678,602
"peak_3347",420,117
"peak_3348",503,105
"peak_3349",793,76
"peak_3350",358,81
"peak_3351",550,187
"peak_3352",542,200
"peak_3353",446,165
"peak_3354",189,66
"peak_3355",223,53
"peak_3356",145,23
"peak_3357",1177,428
"peak_3358",27468,5194
"peak_3359",3016,868
"peak_3360",300,92
"peak_3361",2094,654
"peak_3362",186,43
"peak_3363",175,44
"peak_3364",386,90
"peak_3365",870,218
"peak_3366",1143,212
"peak_3367",853,270
"peak_3368",195,32
"peak_3369",1268,414
"peak_3370",205,74
"peak_3371",5794,1202
"peak_3372",1208,402
"peak_3373",791,290
"peak_3374",1220,245
"peak_3375",542,200
"peak_3376",661,203
"peak_3377",2090,405
"peak_3378",374,126
"peak_3379",576,226
"peak_3380",364,143
"peak_3381",257,96
"peak_3382",6567,1578
"peak_3383",2062,784
"peak_3384",1415,458
"peak_3385",529,186
"peak_3386",237,89
"peak_3387",500,102
"peak_3388",653,154
"peak_3389",446,129
"peak_3390",2854,1011
"peak_3391",141,37
"peak_3392",123,41
"peak_3393",177,27
"peak_3394",504,183
"peak_3395",171,55
"peak_3396",355,63
"peak_3397",215,36
"peak_3398",167,37
"peak_3399",176,55
"peak_3400",271,49
"peak_3401",152,56
"peak_3402",366,140
"peak_3403",316,44
"peak_3404",44362,16932
"peak_3405",38226,13613
"peak_3406",570,147
"peak_3407",179,28
"peak_3408",144,41
"peak_3409",153,38
"peak_3410",446,105
"peak_3411",1644,376
"peak_3412",4364,807
"peak_3413",1249,310
"peak_3414",1654,376
"peak_3415",345,133
"peak_3416",334,97
"peak_3417",774,160
"peak_3418",437,101
"peak_3419",398,87
"peak_3420",326,50
"peak_3421",354,62
"peak_3422",413,133
"peak_3423",130,48
"peak_3424",136,52
"peak_3425",1437,306
"peak_3426",99,17
"peak_3427",124,43
"peak_3428",1502,395
"peak_3429",212,87
"peak_3430",458,142
"peak_3431",1498,536
"peak_3432",250,72
"peak_3433",189,68
"peak_3434",270,90
"peak_3435",160,55
"peak_3436",1991,557
"peak_3437",702,268
"peak_3438",1746,648
"peak_3439",173,62
"peak_3440",614,161
"peak_3441",4336,1047
"peak_3442",1278,241
"peak_3443",744,186
"peak_3444",876,202
"peak_3445",245,83
"peak_3446",171,58
"peak_3447",800,252
"peak_3448",3420,990
"peak_3449",9804,1430
"peak_3450",2288,872
"peak_3451",1052,389
"peak_3452",116804,42908
"peak_3453",55239,20209
"peak_3454",2094,334
"peak_3455",2202,793
"peak_3456",11164,4201
"peak_3457",1985,761
"peak_3458",171,38
"peak_3459",846,334
"peak_3460",3442,1020
"peak_3461",722,233
"peak_3462",687,165
"peak_3463",581,169
"peak_3464",1309,311
"peak_3465",138,51
"peak_3466",674,135
"peak_3467",906,288
"peak_3468",204,72
"peak_3469",131,31
"peak_3470",155,57
"peak_3471",2310,480
"peak_3472",237,45
"peak_3473",1011,345
"peak_3474",175,65
"peak_3475",1044,234
"peak_3476",2398,628
"peak_3477",337,129
"peak_3478",806,216
"peak_3479",475,169
"peak_3480",124,40
"peak_3481",2427,398
"peak_3482",992,224
"peak_3483",573,164
"peak_3484",280,112
"peak_3485",346,125
"peak_3486",6962,1239
"peak_3487",132,49
"peak_3488",338,132
"peak_3489",1244,419
"peak_3490",346,132
"peak_3491",447,113
"peak_3492",1035,309
"peak_3493",500,121
"peak_3494",173,61
"peak_3495",336,87
"peak_3496",163,51
"peak_3497",160,55
"peak_3498",80,16
"peak_3499",706,140
"peak_3500",276,55
"peak_3501",113,37
"peak_3502",159,57
"peak_3503",790,301
"peak_3504",488,84
"peak_3505",580,210
"peak_3506",713,271
"peak_3507",2125,277
"peak_3508",81,16
"peak_3509",1114,384
"peak_3510",1762,354
"peak_3511",442,96
"peak_3512",206,76
"peak_3513",348,128
"peak_3514",279,68
"peak_3515",255,70
"peak_3516",82,14
"peak_3517",1075,385
"peak_3518",4539,1533
"peak_3519",315,81
"peak_3520",1209,365
"peak_3521",1222,251
"peak_3522",144,53
"peak_3523",429,47
"peak_3524",283,24
"peak_3525",989,323
"peak_3526",914,316
"peak_3527",7405,1142
"peak_3528",187,68
"peak_3529",1581,373
"peak_3530",147,56
"peak_3531",161,50
"peak_3532",81,18
"peak_3533",250,73
"peak_3534",147,51
"peak_3535",331,103
"peak_3536",1044,347
"peak_3537",91,12
"peak_3538",670,227
"peak_3539",289,74
"peak_3540",1768,604
"peak_3541",1054,236
"peak_3542",2658,459
"peak_3543",199,68
"peak_3544",439,155
"peak_3545",701,203
"peak_3546",441,155
"peak_3547",112,9
"peak_3548",88,18
"peak_3549",1127,213
"peak_3550",1401,479
"peak_3551",18090,3598
"peak_3552",719,241
"peak_3553",1026,210
"peak_3554",840,161
"peak_3555",459,115
"peak_3556",182,32
"peak_3557",143,48
"peak_3558",127,34
"peak_3559",370,69
"peak_3560",233,36
"peak_3561",442,99
"peak_3562",2154,626
"peak_3563",11380,3191
"peak_3564",8471,2853
"peak_3565",893,327
"peak_3566",495,182
"peak_3567",282,106
"peak_3568",56,10
"peak_3569",396,127
"peak_3570",399,115
"peak_3571",1070,394
"peak_3572",355,120
"peak_3573",192,77
"peak_3574",1853,336
"peak_3575",321,84
"peak_3576",9811,1872
"peak_3577",490,183
"peak_3578",4340,720
"peak_3579",2961,787
"peak_3580",471,177
"peak_3581",498,121
"peak_3582",1416,532
"peak_3583",142,32
"peak_3584",150,32
"peak_3585",161,34
"peak_3586",367,51
"peak_3587",625,165
"peak_3588",971,202
"peak_3589",346,124
"peak_3590",301,66
"peak_3591",429,115
"peak_3592",1084,254
"peak_3593",822,173
"peak_3594",259,71
"peak_3595",235,57
"peak_3596",1133,343
"peak_3597",320,116
"peak_3598",167,44
"peak_3599",859,136
"peak_3600",1158,441
"peak_3601",288,73
"peak_3602",350,105
"peak_3603",2046,334
"peak_3604",94,25
"peak_3605",105,27
"peak_3606",60,7
"peak_3607",648,205
"peak_3608",854,220
"peak_3609",678,113
"peak_3610",2363,668
"peak_3611",176,56
"peak_3612",123,37
"peak_3613",739,239
"peak_3614",235,88
"peak_3615",810,262
"peak_3616",190,71
"peak_3617",256,70
"peak_3618",552,163
"peak_3619",89,22
"peak_3620",63,5
"peak_3621",56,5
"peak_3622",428,159
"peak_3623",10307,1418
"peak_3624",207,65
"peak_3625",98,30
"peak_3626",921,176
"peak_3627",316,64
"peak_3628",73,11
"peak_3629",156,24
"peak_3630",782,134
"peak_3631",454,74
"peak_3632",909,189
"peak_3633",1180,453
"peak_3634",3992,948
"peak_3635",122,36
"peak_3636",245,63
"peak_3637",3082,688
"peak_3638",1473,420
"peak_3639",124,43
"peak_3640",1281,248
"peak_3641",465,128
"peak_3642",165,26
"peak_3643",602,86
"peak_3644",330,101
"peak_3645",1568,570
"peak_3646",98,21
"peak_3647",2742,449
"peak_3648",2297,722
"peak_3649",136,45
"peak_3650",119,37
"peak_3651",2786,884
"peak_3652",2008,562
"peak_3653",7326,2076
"peak_3654",11928,2511
"peak_3655",8755,1849
"peak_3656",174,66
"peak_3657",5398,1637
"peak_3658",1696,547
"peak_3659",4902,1305
"peak_3660",357,131
"peak_3661",141,34
"peak_3662",137,53
"peak_3663",1840,333
"peak_3664",166,24
"peak_3665",196,38
"peak_3666",257,43
"peak_3667",151,23
"peak_3668",384,96
"peak_3669",1092,296
"peak_3670",10238,2090
"peak_3671",400,149
"peak_3672",383,120
"peak_3673",292,95
"peak_3674",2904,1080
"peak_3675",370,135
"peak_3676",1100,283
"peak_3677",184,60
"peak_3678",125,41
"peak_3679",1332,245
"peak_3680",230,57
"peak_3681",69,12
"peak_3682",340,121
"peak_3683",702,133
"peak_3684",3508,774
"peak_3685",264,92
"peak_3686",160,57
"peak_3687",251,94
"peak_3688",504,183
"peak_3689",501,141
"peak_3690",3968,692
"peak_3691",546,191
"peak_3692",127,43
"peak_3693",249,73
"peak_3694",139,32
"peak_3695",171,30
"peak_3696",494,179
"peak_3697",262,101
"peak_3698",161,47
"peak_3699",1510,431
"peak_3700",507,156
"peak_3701",512,200
"peak_3702",1493,536
"peak_3703",241,83
"peak_3704",105,28
"peak_3705",1207,418
"peak_3706",134,31
"peak_3707",67,7
"peak_3708",589,181
"peak_3709",2616,297
"peak_3710",93,27
"peak_3711",93,27
"peak_3712",2534,980
"peak_3713",6444,1706
"peak_3714",88,10
"peak_3715",324,66
"peak_3716",499,131
"peak_3717",75,15
"peak_3718",148,26
"peak_3719",219,70
"peak_3720",5160,976
"peak_3721",537,169
"peak_3722",2442,811
"peak_3723",1163,449
"peak_3724",169,17
"peak_3725",2281,757
"peak_3726",1066,261
"peak_3727",236,34
"peak_3728",255,94
"peak_3729",6521,1326
"peak_3730",2258,407
"peak_3731",5746,904
"peak_3732",172,53
"peak_3733",307,114
"peak_3734",182,59
"peak_3735",106,30
"peak_3736",484,124
"peak_3737",751,94
"peak_3738",96,13
"peak_3739",85,15
"peak_3740",61,6
"peak_3741",148,32
"peak_3742",166,54
"peak_3743",1226,344
"peak_3744",1036,300
"peak_3745",134,33
"peak_3746",325,59
"peak_3747",148,25
"peak_3748",204,80
"peak_3749",3284,804
"peak_3750",2003,351
"peak_3751",109,19
"peak_3752",138,38
"peak_3753",555,100
"peak_3754",148,33
"peak_3755",340,92
"peak_3756",4211,969
"peak_3757",3480,655
"peak_3758",765,114
"peak_3759",204,70
"peak_3760",158,61
"peak_3761",461,170
"peak_3762",144,44
"peak_3763",413,113
"peak_3764",459,128
"peak_3765",190,66
"peak_3766",107,33
"peak_3767",308,110
"peak_3768",2625,799
"peak_3769",357,131
"peak_3770",930,357
"peak_3771",2169,391
"peak_3772",303,79
"peak_3773",128,35
"peak_3774",112,16
"peak_3775",227,85
"peak_3776",639,191
"peak_3777",196,77
"peak_3778",89,14
"peak_3779",120,36
"peak_3780",169,62
"peak_3781",593,176
"peak_3782",201,61
"peak_3783",108,12
"peak_3784",93,27
"peak_3785",245,83
"peak_3786",357,55
"peak_3787",178,42
"peak_3788",84,15
"peak_3789",385,139
"peak_3790",694,165
"peak_3791",94,17
"peak_3792",308,41
"peak_3793",88,15
"peak_3794",845,290
"peak_3795",464,90
"peak_3796",204,77
"peak_3797",164,61
"peak_3798",199,76
"peak_3799",425,108
"peak_3800",277,82
"peak_3801",222,75
"peak_3802",74,17
"peak_3803",143,27
"peak_3804",838,261
"peak_3805",104,20
"peak_3806",168,37
"peak_3807",1003,170
"peak_3808",97,19
"peak_3809",235,63
"peak_3810",110,28
"peak_3811",96,26
"peak_3812",302,78
"peak_3813",354,61
"peak_3814",184,35
"peak_3815",176,31
"peak_3816",328,99
"peak_3817",1420,210
"peak_3818",253,38
"peak_3819",499,131
"peak_3820",6077,1368
"peak_3821",2878,880
"peak_3822",1073,287
"peak_3823",314,107
"peak_3824",185,53
"peak_3825",550,173
"peak_3826",336,92
"peak_3827",242,89
"peak_3828",357,139
"peak_3829",1954,309
"peak_3830",85,21
"peak_3831",91,23
"peak_3832",125,31
"peak_3833",263,88
"peak_3834",119,17
"peak_3835",318,42
"peak_3836",193,68
"peak_3837",557,211
"peak_3838",407,166
"peak_3839",275,103
"peak_3840",205,78
"peak_3841",3112,1088
"peak_3842",2717,714
"peak_3843",72,17
"peak_3844",157,36
"peak_3845",259,74
"peak_3846",339,110
"peak_3847",162,40
"peak_3848",6614,1473
"peak_3849",186,72
"peak_3850",244,83
"peak_3851",204,76
"peak_3852",2752,480
"peak_3853",4477,837
"peak_3854",904,249
"peak_3855",189,41
"peak_3856",513,158
"peak_3857",993,188
"peak_3858",1434,246
"peak_3859",536,178
"peak_3860",1777,594
"peak_3861",147,50
"peak_3862",1565,254
"peak_3863",521,182
"peak_3864",636,199
"peak_3865",121,42
"peak_3866",85,21
"peak_3867",1220,191
"peak_3868",123,32
"peak_3869",1082,317
"peak_3870",361,60
"peak_3871",333,106
"peak_3872",1461,424
"peak_3873",336,80
"peak_3874",281,105
"peak_3875",129,44
"peak_3876",599,147
"peak_3877",1321,271
"peak_3878",882,292
"peak_3879",3953,1246
"peak_3880",879,157
"peak_3881",543,138
"peak_3882",1345,271
"peak_3883",213,68
"peak_3884",373,151
"peak_3885",173,35
"peak_3886",79,20
"peak_3887",101,15
"peak_3888",10061,2737
"peak_3889",160,64
"peak_3890",607,241
"peak_3891",182,26
"peak_3892",7939,1214
"peak_3893",2356,806
"peak_3894",17315,6616
"peak_3895",853,346
"peak_3896",996,370
"peak_3897",1130,443
"peak_3898",464,120
"peak_3899",285,83
"peak_3900",174,64
"peak_3901",65,13
"peak_3902",834,199
"peak_3903",540,83
"peak_3904",214,43
"peak_3905",132,30
"peak_3906",701,262
"peak_3907",1329,217
"peak_3908",551,160
"peak_3909",227,72
"peak_3910",142,39
"peak_3911",526,194
"peak_3912",171,66
"peak_3913",64,13
"peak_3914",296,29
"peak_3915",1866,425
"peak_3916",88,20
"peak_3917",301,110
"peak_3918",254,95
"peak_3919",216,67
"peak_3920",72,14
"peak_3921",127,19
"peak_3922",169,62
"peak_3923",1642,471
"peak_3924",1815,534
"peak_3925",190,69
"peak_3926",77,12
"peak_3927",556,95
"peak_3928",2610,741
"peak_3929",804,287
"peak_3930",135,45
"peak_3931",78,21
"peak_3932",2071,391
"peak_3933",1221,217
"peak_3934",80,22
"peak_3935",156,45
"peak_3936",161,18
"peak_3937",3810,1153
"peak_3938",4483,1139
"peak_3939",707,237
"peak_3940",287,99
"peak_3941",1554,429
"peak_3942",340,86
"peak_3943",81,19
"peak_3944",1064,259
"peak_3945",148,53
"peak_3946",470,116
"peak_3947",770,298
"peak_3948",104,19
"peak_3949",2197,396
"peak_3950",1808,591
"peak_3951",17787,4016
"peak_3952",2028,581
"peak_3953",232,51
"peak_3954",7526,2287
"peak_3955",34276,5651
"peak_3956",447,167
"peak_3957",211,47
"peak_3958",335,105
"peak_3959",17288,4904
"peak_3960",2389,843
"peak_3961",5758,1973
"peak_3962",265,66
"peak_3963",268,99
"peak_3964",79,18
"peak_3965",255,64
"peak_3966",267,81
"peak_3967",145,19
"peak_3968",398,125
"peak_3969",488,129
"peak_3970",3877,1228
"peak_3971",8913,1960
"peak_3972",125,40
"peak_3973",177,66
"peak_3974",156,47
"peak_3975",89,25
"peak_3976",94,23
"peak_3977",431,55
"peak_3978",101,17
"peak_3979",208,37
"peak_3980",2534,821
"peak_3981",4577,851
"peak_3982",1514,567
"peak_3983",20574,4384
"peak_3984",442,97
"peak_3985",194,61
"peak_3986",267,61
"peak_3987",94,18
"peak_3988",796,300
"peak_3989",839,317
"peak_3990",1397,474
"peak_3991",3537,1245
"peak_3992",1010,395
"peak_3993",551,206
"peak_3994",397,142
"peak_3995",452,117
"peak_3996",55,7
"peak_3997",71,6
"peak_3998",685,149
"peak_3999",435,133
"peak_4000",9709,2794
"peak_4001",1812,617
"peak_4002",890,333
"peak_4003",8371,2161
"peak_4004",4614,961
"peak_4005",253,67
"peak_4006",258,48
"peak_4007",201,45
"peak_4008",69,18
"peak_4009",71,15
"peak_4010",180,68
"peak_4011",791,144
"peak_4012",711,235
"peak_4013",3337,751
"peak_4014",1316,470
"peak_4015",5635,1394
"peak_4016",3267,683
"peak_4017",326,92
"peak_4018",140,27
"peak_4019",530,88
"peak_4020",135,38
"peak_4021",155,41
"peak_4022",132,31
"peak_4023",174,41
"peak_4024",107,22
"peak_4025",141,31
"peak_4026",960,199
"peak_4027",743,253
"peak_4028",61,3
"peak_4029",192,20
"peak_4030",309,68
"peak_4031",129,40
"peak_4032",737,192
"peak_4033",819,268
"peak_4034",179,69
"peak_4035",325,87
"peak_4036",11193,1912
"peak_4037",2812,762
"peak_4038",2069,519
"peak_4039",99,21
"peak_4040",254,76
"peak_4041",272,43
"peak_4042",13007,2888
"peak_4043",4707,1720
"peak_4044",17171,2527
"peak_4045",213,71
"peak_4046",56,5
"peak_4047",60,5
"peak_4048",66,8
"peak_4049",60,11
"peak_4050",994,189
"peak_4051",115,36
"peak_4052",436,95
"peak_4053",135,22
"peak_4054",392,92
"peak_4055",2840,377
"peak_4056",95,13
"peak_4057",287,91
"peak_4058",1582,568
"peak_4059",34854,10565
"peak_4060",14437,4414
"peak_4061",331,98
"peak_4062",1013,232
"peak_4063",212,83
"peak_4064",185,68
"peak_4065",145,40
"peak_4066",668,207
"peak_4067",2319,479
"peak_4068",1649,251
"peak_4069",394,69
"peak_4070",139,51
"peak_4071",814,162
"peak_4072",157,48
"peak_4073",317,97
"peak_4074",71,15
"peak_4075",495,168
"peak_4076",328,57
"peak_4077",311,116
"peak_4078",2272,657
"peak_4079",6559,1793
"peak_4080",2879,913
"peak_4081",449,170
"peak_4082",1095,269
"peak_4083",811,286
"peak_4084",473,125
"peak_4085",804,211
"peak_4086",1089,326
"peak_4087",1312,410
"peak_4088",906,231
"peak_4089",88,26
"peak_4090",142,46
"peak_4091",110,33
"peak_4092",324,85
"peak_4093",447,119
"peak_4094",216,83
"peak_4095",2355,830
"peak_4096",2422,656
"peak_4097",294,107
"peak_4098",129,46
"peak_4099",1367,448
"peak_4100",11217,4093
"peak_4101",48757,15440
"peak_4102",332,109
"peak_4103",159,62
"peak_4104",270,106
"peak_4105",274,92
"peak_4106",909,328
"peak_4107",213,77
"peak_4108",2090,520
"peak_4109",979,271
"peak_4110",424,161
"peak_4111",272,69
"peak_4112",243,55
"peak_4113",78,19
"peak_4114",149,44
"peak_4115",373,141
"peak_4116",5264,822
"peak_4117",722,264
"peak_4118",3202,973
"peak_4119",139,43
"peak_4120",263,92
"peak_4121",104,26
"peak_4122",11405,4094
"peak_4123",42907,7459
"peak_4124",347,81
"peak_4125",940,205
"peak_4126",382,123
"peak_4127",527,138
"peak_4128",195,58
"peak_4129",361,97
"peak_4130",227,70
"peak_4131",1367,334
"peak_4132",433,95
"peak_4133",1178,167
"peak_4134",131,16
"peak_4135",321,45
"peak_4136",236,67
"peak_4137",829,223
"peak_4138",432,110
"peak_4139",882,170
"peak_4140",330,75
"peak_4141",140,49
"peak_4142",2392,618
"peak_4143",1067,263
"peak_4144",183,63
"peak_4145",170,56
"peak_4146",305,106
"peak_4147",1036,364
"peak_4148",487,161
"peak_4149",1261,450
"peak_4150",175,57
"peak_4151",129,34
"peak_4152",191,66
"peak_4153",2691,529
"peak_4154",517,146
"peak_4155",191,28
"peak_4156",258,98
"peak_4157",224,77
"peak_4158",423,156
"peak_4159",241,67
"peak_4160",75,12
"peak_4161",101,23
"peak_4162",306,87
"peak_4163",142,51
"peak_4164",1681,568
"peak_4165",287,67
"peak_4166",390,79
"peak_4167",103,19
"peak_4168",478,180
"peak_4169",1632,422
"peak_4170",192,61
"peak_4171",337,122
"peak_4172",83,24
"peak_4173",2678,682
"peak_4174",5695,1265
"peak_4175",3406,761
"peak_4176",2307,664
"peak_4177",3490,636
"peak_4178",92,16
"peak_4179",964,173
"peak_4180",224,80
"peak_4181",288,110
"peak_4182",119,37
"peak_4183",514,155
"peak_4184",6634,1105
"peak_4185",145,21
"peak_4186",107,22
"peak_4187",329,66
"peak_4188",117,39
"peak_4189",347,98
"peak_4190",148,41
"peak_4191",1490,331
"peak_4192",189,40
"peak_4193",851,199
"peak_4194",339,116
"peak_4195",1017,287
"peak_4196",366,128
"peak_4197",920,191
"peak_4198",423,92
"peak_4199",169,60
"peak_4200",696,242
"peak_4201",1189,349
"peak_4202",847,298
"peak_4203",1001,212
"peak_4204",1057,211
"peak_4205",329,63
"peak_4206",199,57
"peak_4207",427,120
"peak_4208",75,12
"peak_4209",110,18
"peak_4210",73,7
"peak_4211",159,50
"peak_4212",167,50
"peak_4213",555,127
"peak_4214",250,27
"peak_4215",80,21
"peak_4216",155,25
"peak_4217",156,44
"peak_4218",470,57
"peak_4219",164,66
"peak_4220",363,107
"peak_4221",257,61
"peak_4222",979,363
"peak_4223",252,88
"peak_4224",2172,787
"peak_4225",21548,4660
"peak_4226",4971,1871
"peak_4227",3980,1551
"peak_4228",4795,1751
"peak_4229",4177,1522
"peak_4230",143,44
"peak_4231",357,83
"peak_4232",136,47
"peak_4233",245,95
"peak_4234",637,107
"peak_4235",307,100
"peak_4236",165,59
"peak_4237",412,120
"peak_4238",887,175
"peak_4239",65,6
"peak_4240",632,227
"peak_4241",6216,967
"peak_4242",1745,515
"peak_4243",1100,265
"peak_4244",25103,5752
"peak_4245",3238,1197
"peak_4246",2211,411
"peak_4247",752,175
"peak_4248",965,274
"peak_4249",13033,2777
"peak_4250",550,207
"peak_4251",63,6
"peak_4252",195,59
"peak_4253",142,42
"peak_4254",191,35
"peak_4255",256,79
"peak_4256",132,37
"peak_4257",1665,466
"peak_4258",231,48
"peak_4259",575,94
"peak_4260",445,170
"peak_4261",70,13
"peak_4262",77,16
"peak_4263",220,21
"peak_4264",235,53
"peak_4265",451,105
"peak_4266",344,122
"peak_4267",77,18
"peak_4268",276,51
"peak_4269",212,53
"peak_4270",154,31
"peak_4271",117,16
"peak_4272",106,30
"peak_4273",4497,1307
"peak_4274",239,85
"peak_4275",303,113
"peak_4276",138,45
"peak_4277",3168,950
"peak_4278",375,148
"peak_4279",815,294
"peak_4280",580,190
"peak_4281",1358,391
"peak_4282",519,206
"peak_4283",184,63
"peak_4284",186,73
"peak_4285",139,55
"peak_4286",139,48
"peak_4287",285,97
"peak_4288",3403,658
"peak_4289",1490,333
"peak_4290",757,209
"peak_4291",382,133
"peak_4292",180,64
"peak_4293",76,18
"peak_4294",249,34
"peak_4295",86,25
"peak_4296",162,36
"peak_4297",353,126
"peak_4298",86,20
"peak_4299",289,80
"peak_4300",1007,231
"peak_4301",321,112
"peak_4302",194,75
"peak_4303",212,62
"peak_4304",1124,351
"peak_4305",1848,694
"peak_4306",8627,2296
"peak_4307",9171,1701
"peak_4308",139,38
"peak_4309",1232,316
"peak_4310",173,37
"peak_4311",206,41
"peak_4312",1824,389
"peak_4313",2282,829
"peak_4314",4314,1594
"peak_4315",21291,5341
"peak_4316",1464,361
"peak_4317",242,57
"peak_4318",76,14
"peak_4319",60,7
"peak_4320",299,62
"peak_4321",21457,4268
"peak_4322",116,20
"peak_4323",366,141
"peak_4324",223,44
"peak_4325",190,51
"peak_4326",295,60
"peak_4327",280,33
"peak_4328",156,51
"peak_4329",87,21
"peak_4330",880,204
"peak_4331",112,34
"peak_4332",105,20
"peak_4333",70,12
"peak_4334",108,28
"peak_4335",124,15
"peak_4336",78,8
"peak_4337",353,51
"peak_4338",423,71
"peak_4339",61,3
"peak_4340",61,5
"peak_4341",352,43
"peak_4342",345,101
"peak_4343",134,49
"peak_4344",224,88
"peak_4345",177,31
"peak_4346",1121,331
"peak_4347",218,75
"peak_4348",2297,506
"peak_4349",151,41
"peak_4350",1869,470
"peak_4351",630,167
"peak_4352",251,87
"peak_4353",102,33
"peak_4354",418,56
"peak_4355",555,176
"peak_4356",985,336
"peak_4357",9860,2343
"peak_4358",2657,998
"peak_4359",6354,1886
"peak_4360",445,141
"peak_4361",152,59
"peak_4362",896,341
"peak_4363",424,147
"peak_4364",352,114
"peak_4365",3490,829
"peak_4366",3268,741
"peak_4367",3468,948
"peak_4368",606,228
"peak_4369",765,230
"peak_4370",131,50
"peak_4371",789,154
"peak_4372",204,67
"peak_4373",108,30
"peak_4374",5191,1184
"peak_4375",990,290
"peak_4376",2468,630
"peak_4377",1487,423
"peak_4378",342,113
"peak_4379",1223,432
"peak_4380",800,221
"peak_4381",401,153
"peak_4382",577,187
"peak_4383",104,26
"peak_4384",229,31
"peak_4385",248,52
"peak_4386",637,116
"peak_4387",78,16
"peak_4388",86,17
"peak_4389",108,23
"peak_4390",199,58
"peak_4391",360,43
"peak_4392",81,16
"peak_4393",919,160
"peak_4394",208,56
"peak_4395",2875,595
"peak_4396",1010,383
"peak_4397",527,205
"peak_4398",292,112
"peak_4399",5973,1017
"peak_4400",121,25
"peak_4401",246,47
"peak_4402",214,72
"peak_4403",134,55
"peak_4404",309,111
"peak_4405",192,62
"peak_4406",1042,194
"peak_4407",1629,319
"peak_4408",235,79
"peak_4409",617,223
"peak_4410",576,143
"peak_4411",730,123
"peak_4412",327,90
"peak_4413",143,55
"peak_4414",362,137
"peak_4415",2234,580
"peak_4416",4512,682
"peak_4417",94,22
"peak_4418",1946,622
"peak_4419",3749,1184
"peak_4420",91,26
"peak_4421",6620,1121
"peak_4422",246,66
"peak_4423",169,62
"peak_4424",271,69
"peak_4425",672,128
"peak_4426",555,157
"peak_4427",299,87
"peak_4428",156,29
"peak_4429",726,165
"peak_4430",102,24
"peak_4431",394,84
"peak_4432",254,69
"peak_4433",129,29
"peak_4434",820,124
"peak_4435",196,36
"peak_4436",271,83
"peak_4437",1881,295
"peak_4438",669,154
"peak_4439",61,11
"peak_4440",882,164
"peak_4441",406,125
"peak_4442",762,157
"peak_4443",140,16
"peak_4444",198,74
"peak_4445",115,30
"peak_4446",94,16
"peak_4447",179,44
"peak_4448",87,22
"peak_4449",2265,408
"peak_4450",160,51
"peak_4451",836,229
"peak_4452",152,56
"peak_4453",220,62
"peak_4454",150,28
"peak_4455",67,13
"peak_4456",173,29
"peak_4457",79,21
"peak_4458",93,20
"peak_4459",441,78
"peak_4460",261,41
"peak_4461",973,326
"peak_4462",828,317
"peak_4463",261,82
"peak_4464",1526,253
"peak_4465",7894,2434
"peak_4466",1069,271
"peak_4467",284,47
"peak_4468",365,113
"peak_4469",676,152
"peak_4470",222,46
"peak_4471",832,320
"peak_4472",116,43
"peak_4473",173,63
"peak_4474",454,73
"peak_4475",267,93
"peak_4476",598,185
"peak_4477",400,61
"peak_4478",186,52
"peak_4479",435,162
"peak_4480",310,58
"peak_4481",2172,469
"peak_4482",1082,400
"peak_4483",1092,260
"peak_4484",180,68
"peak_4485",891,267
"peak_4486",189,70
"peak_4487",125,45
"peak_4488",439,104
"peak_4489",111,17
"peak_4490",212,50
"peak_4491",235,78
"peak_4492",516,137
"peak_4493",387,144
"peak_4494",472,133
"peak_4495",170,63
"peak_4496",378,98
"peak_4497",241,73
"peak_4498",101,27
"peak_4499",120,15
"peak_4500",649,188
"peak_4501",1291,422
