"","RPKM.input","RPKM.IP"
"peak_1",0.000121323821307853,9.69850504406895e-05
"peak_2",2.92632886735407e-06,2.00089192176673e-06
"peak_3",9.99137351947024e-05,0.000121688789703884
"peak_4",2.85467814842007e-05,5.36772606212621e-05
"peak_5",0.000146302255106529,0.000201747203982755
"peak_6",1.78417384276254e-05,2.36972906265458e-05
"peak_7",3.21151291697258e-05,4.80350485673227e-05
"peak_8",2.14100861131505e-05,3.52805994810659e-05
"peak_9",6.28029192652415e-05,4.53816839797944e-05
"peak_10",3.07426877522161e-05,3.0686126264253e-05
"peak_11",9.4030783605053e-05,6.33048773911691e-05
"peak_12",2.19198500682255e-05,4.60090805325104e-05
"peak_13",3.11419434373098e-05,2.12934587588478e-05
"peak_14",0.000216139916951805,0.000271349009049692
"peak_15",4.90647806759699e-05,3.91142538333913e-05
"peak_16",2.31942599559131e-05,2.24163559980839e-05
"peak_17",2.35510947244656e-05,3.84280388538581e-05
"peak_18",1.85554079647304e-05,1.99459820717645e-05
"peak_19",1.56638032333687e-06,1.12798950591052e-06
"peak_20",3.73818109839022e-05,3.98783321439355e-05
"peak_21",0.000549525543570863,0.000365371353547
"peak_22",6.54714227518081e-05,4.51111760458335e-05
"peak_23",9.57506628949232e-05,6.32842703347267e-05
"peak_24",8.2785666304182e-05,4.9407478526389e-05
"peak_25",8.04749740267021e-05,5.88641287804687e-05
"peak_26",1.08477769639963e-05,9.18613119268418e-06
"peak_27",1.31424752267869e-05,8.5945010332537e-06
"peak_28",1.00645703950708e-05,7.78883327196636e-06
"peak_29",1.44579010989826e-06,1.56670086651411e-06
"peak_30",0.000335424682439358,0.000331213096788015
"peak_31",2.31942599559131e-05,2.6762384201794e-05
"peak_32",2.43837091844214e-05,2.88972752492306e-05
"peak_33",3.19235876438626e-06,4.50200682397514e-06
"peak_34",3.38253382727985e-06,2.5672350093759e-06
"peak_35",1.48681153563545e-05,2.30263248687801e-05
"peak_36",1.69496515062442e-05,2.19588793450618e-05
"peak_37",0.000105593962122681,9.8030711361883e-05
"peak_38",8.26354200858441e-06,9.24584393476286e-06
"peak_39",0.000117755473622328,8.47856730267663e-05
"peak_40",3.27448375848184e-05,2.06671805600582e-05
"peak_41",3.38981730733859e-06,5.18608745351232e-06
"peak_42",6.35814678511743e-05,0.000118777574639198
"peak_43",0.000125605838530483,0.000131753276070371
"peak_44",7.45499868572143e-05,6.76549979821446e-05
"peak_45",1.64482095619594e-05,1.33552723289428e-05
"peak_46",2.97150057086315e-07,4.51707853923816e-07
"peak_47",2.52696688449624e-06,1.70976779515159e-06
"peak_48",1.97844737568144e-05,1.54934046619982e-05
"peak_49",8.81492064832801e-05,5.9004708453922e-05
"peak_50",0.00270052552840539,0.00369494743112906
"peak_51",0.000166522891991171,0.000140934912755587
"peak_52",7.39979934786308e-06,5.13494202371768e-06
"peak_53",4.00752893912817e-05,3.29383190175927e-05
"peak_54",0.000101103184423211,8.08208753672413e-05
"peak_55",4.94078910303474e-06,1.29501083317031e-05
"peak_56",0.00107050430565753,0.000842671994866746
"peak_57",3.38993030124883e-05,4.25453287310572e-05
"peak_58",3.40975445505731e-05,8.22441360655323e-05
"peak_59",0.00042820172226301,0.000295072441199268
"peak_60",0.00268645604324532,0.00209851076122004
"peak_61",1.34222252391311e-05,1.03247024443524e-05
"peak_62",2.95663093943507e-05,2.45730316480453e-05
"peak_63",1.56546866203681e-05,1.45802236511566e-05
"peak_64",1.8956847079352e-05,1.69266361618185e-05
"peak_65",0.000104603563581393,0.000102683902461194
"peak_66",1.08757316223144e-05,8.25613996352889e-06
"peak_67",0.000326594533929415,0.000409208989207499
"peak_68",3.36625164372855e-07,3.78848741614468e-07
"peak_69",0.000121323821307853,8.29557664146779e-05
"peak_70",2.28505871255449e-06,2.42565745839085e-06
"peak_71",6.27009664742265e-05,7.72482005531638e-05
"peak_72",2.46810714915485e-05,2.69148764194681e-05
"peak_73",0.00022337856511387,0.000153712155415432
"peak_74",3.62782014695051e-05,4.74250796966265e-05
"peak_75",1.20196974670319e-05,2.82190861758908e-05
"peak_76",3.12230422483445e-06,1.01788555297422e-05
"peak_77",0.000332130823037335,0.000304046021700855
"peak_78",8.69037574543753e-06,1.08247040905469e-05
"peak_79",0.000166522891991171,0.000143342684613598
"peak_80",1.17041804085223e-05,1.32485238715206e-05
"peak_81",5.50863673952935e-05,4.08297912822243e-05
"peak_82",0.000506705371344562,0.000496819645182023
"peak_83",0.00186624583952962,0.00257437361877315
"peak_84",3.00492436675797e-06,5.48971983626545e-06
"peak_85",8.84714302196303e-06,1.78642742605745e-05
"peak_86",3.05858373045007e-06,7.18891883320475e-06
"peak_87",4.99568675973512e-05,4.34602820371015e-05
"peak_88",0.000365557396228237,0.000527826396109078
"peak_89",1.95732151526693e-05,2.74099935565996e-05
"peak_90",3.56834768552509e-05,4.14778832073389e-05
"peak_91",6.66980875799082e-06,5.41561146879769e-06
"peak_92",0.000134407762821445,9.8814957052778e-05
"peak_93",2.93822279661292e-06,2.08769107529936e-06
"peak_94",3.19273213968034e-05,5.67271049747429e-05
"peak_95",1.52929186522504e-05,2.74485991813272e-05
"peak_96",0.000289650167490877,0.00024391149230955
"peak_97",0.000383399134655862,0.00063157193486665
"peak_98",2.22030522654894e-05,2.7651922138226e-05
"peak_99",1.60575645848629e-05,2.58474308957498e-05
"peak_100",2.65077256639006e-05,3.03241667146091e-05
"peak_101",5.8612806923868e-07,1.30750554575967e-06
"peak_102",5.44642541474882e-06,4.57476653022121e-06
"peak_103",0.000115614465011013,9.58871064734365e-05
"peak_104",9.6583277354879e-05,7.17323391938685e-05
"peak_105",3.03970358396581e-05,1.89768093105472e-05
"peak_106",6.67771970670219e-06,5.66721209595141e-06
"peak_107",0.00011656602439382,9.75950193113857e-05
"peak_108",1.28898214212055e-05,1.02718250574613e-05
"peak_109",0.000123457249210883,0.000133355485653337
"peak_110",0.000142733907421003,0.00011436916325553
"peak_111",3.56834768552509e-05,2.83635524873715e-05
"peak_112",6.81950891011461e-05,4.38160972116742e-05
"peak_113",0.000134407762821445,0.000135718073729896
"peak_114",0.000123107995150615,0.000152110987129855
"peak_115",4.65115663837408e-05,5.59068020107033e-05
"peak_116",0.000259299931814823,0.000174451097019102
"peak_117",0.000103482082880228,6.86214979533181e-05
"peak_118",8.75434632182155e-05,6.47786940679323e-05
"peak_119",0.000219453382659793,0.000147307482273123
"peak_120",0.000324719639382783,0.000225993466592928
"peak_121",0.000367936294685253,0.000285058785572006
"peak_122",9.87242859661941e-05,0.000102983077669202
"peak_123",9.99137351947024e-06,9.63750815699934e-06
"peak_124",3.94396323136983e-06,3.90059040997808e-06
"peak_125",2.14100861131505e-05,4.84925252203448e-05
"peak_126",2.28374251873606e-05,2.21418700062706e-05
"peak_127",0.00239257712314457,0.00341323330819804
"peak_128",8.66598723627521e-06,1.65998671239455e-05
"peak_129",3.12230422483445e-05,2.35600476306392e-05
"peak_130",0.000505685843434412,0.000489630726348818
"peak_131",2.91415060984549e-05,2.77535836166753e-05
"peak_132",6.54197075679599e-06,1.38767918083377e-05
"peak_133",2.85467814842007e-05,4.26978209487313e-05
"peak_134",0.00340063534430541,0.00271100664580909
"peak_135",0.000437717316091077,0.000561781329911164
"peak_136",0.00039251824540776,0.000342192536460546
"peak_137",1.99407664779343e-05,2.96014304896666e-05
"peak_138",0.00164679245686983,0.00133766173343668
"peak_139",0.000458175842821421,0.000333957956706148
"peak_140",0.00130363635444517,0.00119248914221099
"peak_141",5.82054049902561e-06,5.52809670595971e-06
"peak_142",0.00129887855753113,0.00145477575661034
"peak_143",0.00109905108714173,0.000800889127224059
"peak_144",0.000279758458545167,0.000225444494609301
"peak_145",3.96483076169454e-05,2.96851517072132e-05
"peak_146",0.000307769987876539,0.000566012988951619
"peak_147",2.26695029433358e-05,1.58233101162945e-05
"peak_148",0.000465669372961024,0.000411728987719908
"peak_149",9.27770398236523e-05,7.1976326742147e-05
"peak_150",3.77225326755509e-05,3.16312428661009e-05
"peak_151",9.46760984057083e-06,2.02084721668577e-05
"peak_152",0.000488863632916937,0.00035591683605121
"peak_153",0.000299159058227556,0.000382013736843849
"peak_154",0.000358618942395271,0.000263506552140741
"peak_155",0.000409170534606877,0.000398309672564593
"peak_156",0.000321151291697258,0.000516948617914996
"peak_157",5.49525543570863e-05,8.08818722543109e-05
"peak_158",2.85467814842007e-05,2.23019868348284e-05
"peak_159",0.000101860106659534,6.52112174489714e-05
"peak_160",0.000167986829503181,0.000121618408680342
"peak_161",2.54244772593662e-05,2.50468467529611e-05
"peak_162",2.9195571972478e-05,2.26242999312758e-05
"peak_163",4.41795427731677e-06,4.70547414537038e-06
"peak_164",0.000254881977537506,0.000173056882457511
"peak_165",3.67251352365044e-06,5.51300457608993e-06
"peak_166",8.2071996767077e-05,9.42401905225568e-05
"peak_167",1.24892168993378e-05,1.78415894678627e-05
"peak_168",0.000903981413666355,0.000932032434423734
"peak_169",0.00022052388696545,0.000244750009366834
"peak_170",6.30408091109432e-05,4.51376964315159e-05
"peak_171",3.40365471542393e-05,2.20996413921455e-05
"peak_172",1.69496515062442e-05,2.47037392631945e-05
"peak_173",8.47482575312208e-06,8.69205640742029e-06
"peak_174",2.15978938860729e-05,1.67099366945975e-05
"peak_175",0.000100320095073481,0.000106418946213094
"peak_176",0.000461768880886319,0.000367413292171802
"peak_177",0.0102019060329162,0.0101697059966817
"peak_178",5.09763955075012e-05,4.02579454659466e-05
"peak_179",2.58018986491814e-05,1.81583040738011e-05
"peak_180",1.88810801281369e-06,1.55191862314892e-06
"peak_181",1.05205727400376e-05,7.39057597774023e-06
"peak_182",1.93931939430711e-05,2.58573760403807e-05
"peak_183",5.45922455365451e-05,5.72004883264098e-05
"peak_184",7.07793515467177e-06,4.93088608047795e-06
"peak_185",6.169302410851e-05,4.73072448011511e-05
"peak_186",0.000118944922850836,9.27152683458164e-05
"peak_187",0.000339708433974351,0.000562535082452474
"peak_188",0.00139760284349733,0.0022635149179964
"peak_189",7.6114430023854e-06,5.35872869049772e-06
"peak_190",3.28267156517866e-06,2.16506202931349e-06
"peak_191",4.22351673197364e-05,3.52686929385542e-05
"peak_192",4.21713817380238e-05,2.92785057934157e-05
"peak_193",0.00015224950124907,0.000151882248803344
"peak_194",0.000288322492990427,0.000361955527871102
"peak_195",5.80779347437187e-05,7.80549820397742e-05
"peak_196",1.51531878706434e-05,3.79053940311185e-05
