"","SRR7992454.sorted.bam","SRR7992461.sorted.bam"
"peak_3629",527,190
"peak_3630",501,141
"peak_3631",3968,692
"peak_3632",546,191
"peak_3633",127,43
"peak_3634",255,76
"peak_3635",139,31
"peak_3636",170,29
"peak_3637",475,166
"peak_3638",261,102
"peak_3639",163,47
"peak_3640",209,44
"peak_3641",292,109
"peak_3642",515,200
"peak_3643",667,262
"peak_3644",888,313
"peak_3645",1510,431
"peak_3646",592,207
"peak_3647",591,207
"peak_3648",240,83
"peak_3649",101,27
"peak_3650",1200,422
"peak_3651",135,31
"peak_3652",66,7
"peak_3653",589,181
"peak_3654",2616,297
"peak_3655",93,27
"peak_3656",93,27
"peak_3657",2161,763
"peak_3658",6462,1722
"peak_3659",88,10
"peak_3660",324,66
"peak_3661",483,134
"peak_3662",74,14
"peak_3663",149,26
"peak_3664",244,86
"peak_3665",5160,974
"peak_3666",536,169
"peak_3667",2442,811
"peak_3668",1163,449
"peak_3669",169,17
"peak_3670",2225,749
"peak_3671",1069,260
"peak_3672",236,34
"peak_3673",247,91
"peak_3674",789,209
"peak_3675",5908,1185
"peak_3676",6490,1302
"peak_3677",2582,591
"peak_3678",1778,480
"peak_3679",5743,904
"peak_3680",182,59
"peak_3681",106,30
"peak_3682",484,124
"peak_3683",751,94
"peak_3684",96,13
"peak_3685",85,15
"peak_3686",61,6
"peak_3687",148,32
"peak_3688",177,56
"peak_3689",1232,350
"peak_3690",1031,298
"peak_3691",135,31
"peak_3692",323,59
"peak_3693",146,25
"peak_3694",53,7
"peak_3695",225,88
"peak_3696",3285,804
"peak_3697",2030,361
"peak_3698",185,42
"peak_3699",109,19
"peak_3700",139,39
"peak_3701",555,100
"peak_3702",162,42
"peak_3703",340,92
"peak_3704",7532,1548
"peak_3705",764,114
"peak_3706",204,70
"peak_3707",158,61
"peak_3708",461,170
"peak_3709",144,44
"peak_3710",413,113
"peak_3711",459,128
"peak_3712",190,66
"peak_3713",107,33
"peak_3714",327,127
"peak_3715",2621,792
"peak_3716",371,142
"peak_3717",972,394
"peak_3718",2180,404
"peak_3719",299,79
"peak_3720",129,36
"peak_3721",112,16
"peak_3722",217,75
"peak_3723",636,189
"peak_3724",197,78
"peak_3725",89,14
"peak_3726",131,39
"peak_3727",108,34
"peak_3728",184,67
"peak_3729",593,176
"peak_3730",201,61
"peak_3731",108,12
"peak_3732",96,32
"peak_3733",257,87
"peak_3734",358,55
"peak_3735",178,42
"peak_3736",84,16
"peak_3737",687,163
"peak_3738",94,17
"peak_3739",313,43
"peak_3740",88,15
"peak_3741",845,290
"peak_3742",465,91
"peak_3743",214,79
"peak_3744",160,61
"peak_3745",179,62
"peak_3746",416,104
"peak_3747",113,36
"peak_3748",280,86
"peak_3749",217,71
"peak_3750",143,26
"peak_3751",104,20
"peak_3752",167,35
"peak_3753",1026,188
"peak_3754",107,25
"peak_3755",235,63
"peak_3756",110,28
"peak_3757",96,26
"peak_3758",302,78
"peak_3759",366,63
"peak_3760",175,32
"peak_3761",188,34
"peak_3762",328,99
"peak_3763",1413,204
"peak_3764",253,38
"peak_3765",499,131
"peak_3766",457,49
"peak_3767",1073,287
"peak_3768",314,107
"peak_3769",185,53
"peak_3770",550,173
"peak_3771",336,92
"peak_3772",241,85
"peak_3773",317,118
"peak_3774",594,227
"peak_3775",1952,306
"peak_3776",263,89
"peak_3777",119,17
"peak_3778",318,42
"peak_3779",158,60
"peak_3780",550,207
"peak_3781",404,158
"peak_3782",269,100
"peak_3783",3140,1119
"peak_3784",2711,702
"peak_3785",72,17
"peak_3786",146,35
"peak_3787",259,74
"peak_3788",339,110
"peak_3789",162,40
"peak_3790",6614,1473
"peak_3791",186,72
"peak_3792",244,83
"peak_3793",204,76
"peak_3794",2752,480
"peak_3795",4477,837
"peak_3796",904,249
"peak_3797",189,41
"peak_3798",526,165
"peak_3799",993,188
"peak_3800",1434,246
"peak_3801",571,206
"peak_3802",1854,643
"peak_3803",147,50
"peak_3804",1565,254
"peak_3805",521,182
"peak_3806",650,206
"peak_3807",98,29
"peak_3808",1217,190
"peak_3809",95,22
"peak_3810",1086,320
"peak_3811",356,58
"peak_3812",364,116
"peak_3813",1470,432
"peak_3814",338,80
"peak_3815",288,111
"peak_3816",135,45
"peak_3817",599,146
"peak_3818",1321,271
"peak_3819",882,292
"peak_3820",3953,1246
"peak_3821",878,156
"peak_3822",546,140
"peak_3823",1344,270
"peak_3824",213,68
"peak_3825",374,154
"peak_3826",173,35
"peak_3827",79,20
"peak_3828",101,15
"peak_3829",10785,2823
"peak_3830",7913,1202
"peak_3831",2356,806
"peak_3832",17315,6616
"peak_3833",814,306
"peak_3834",822,319
"peak_3835",1050,406
"peak_3836",1499,577
"peak_3837",1137,465
"peak_3838",473,139
"peak_3839",290,87
"peak_3840",182,65
"peak_3841",831,199
"peak_3842",537,82
"peak_3843",214,44
"peak_3844",125,25
"peak_3845",701,262
"peak_3846",1329,217
"peak_3847",558,165
"peak_3848",227,72
"peak_3849",142,39
"peak_3850",282,111
"peak_3851",557,209
"peak_3852",154,58
"peak_3853",66,14
"peak_3854",296,29
"peak_3855",435,168
"peak_3856",256,105
"peak_3857",1860,417
"peak_3858",253,84
"peak_3859",628,241
"peak_3860",304,107
"peak_3861",67,12
"peak_3862",135,22
"peak_3863",169,62
"peak_3864",1644,474
"peak_3865",1479,395
"peak_3866",212,83
"peak_3867",2534,723
"peak_3868",804,287
"peak_3869",135,45
"peak_3870",78,21
"peak_3871",2071,391
"peak_3872",1236,222
"peak_3873",80,22
"peak_3874",156,45
"peak_3875",165,18
"peak_3876",3976,1278
"peak_3877",4474,1128
"peak_3878",705,230
"peak_3879",287,99
"peak_3880",1554,429
"peak_3881",342,85
"peak_3882",73,19
"peak_3883",86,19
"peak_3884",1064,259
"peak_3885",155,61
"peak_3886",148,53
"peak_3887",385,148
"peak_3888",469,117
"peak_3889",742,259
"peak_3890",104,19
"peak_3891",2197,396
"peak_3892",448,171
"peak_3893",1770,584
"peak_3894",17807,4032
"peak_3895",1903,526
"peak_3896",232,51
"peak_3897",7615,2359
"peak_3898",34225,5607
"peak_3899",425,165
"peak_3900",204,45
"peak_3901",335,105
"peak_3902",17289,4903
"peak_3903",2389,843
"peak_3904",5758,1973
"peak_3905",265,66
"peak_3906",275,103
"peak_3907",79,18
"peak_3908",251,64
"peak_3909",267,81
"peak_3910",140,19
"peak_3911",398,125
"peak_3912",489,129
"peak_3913",3880,1232
"peak_3914",8911,1958
"peak_3915",125,40
"peak_3916",177,66
"peak_3917",156,47
"peak_3918",80,22
"peak_3919",96,24
"peak_3920",435,57
"peak_3921",101,17
"peak_3922",208,37
"peak_3923",2621,857
"peak_3924",4530,809
"peak_3925",1514,567
"peak_3926",20575,4384
"peak_3927",442,97
"peak_3928",208,65
"peak_3929",308,70
"peak_3930",206,57
"peak_3931",813,325
"peak_3932",796,300
"peak_3933",839,317
"peak_3934",1602,581
"peak_3935",3537,1245
"peak_3936",1010,395
"peak_3937",719,285
"peak_3938",418,138
"peak_3939",453,119
"peak_3940",54,7
"peak_3941",70,6
"peak_3942",687,149
"peak_3943",435,133
"peak_3944",9797,2843
"peak_3945",1812,617
"peak_3946",890,332
"peak_3947",2515,1021
"peak_3948",8370,2161
"peak_3949",4585,931
"peak_3950",253,67
"peak_3951",258,48
"peak_3952",209,48
"peak_3953",69,18
"peak_3954",71,15
"peak_3955",180,68
"peak_3956",796,151
"peak_3957",711,235
"peak_3958",3337,751
"peak_3959",1339,486
"peak_3960",5635,1394
"peak_3961",3267,683
"peak_3962",341,100
"peak_3963",153,30
"peak_3964",530,88
"peak_3965",145,45
"peak_3966",162,41
"peak_3967",132,31
"peak_3968",183,43
"peak_3969",107,22
"peak_3970",141,31
"peak_3971",975,204
"peak_3972",738,248
"peak_3973",63,3
"peak_3974",192,20
"peak_3975",310,68
"peak_3976",129,40
"peak_3977",753,201
"peak_3978",787,257
"peak_3979",173,66
"peak_3980",325,87
"peak_3981",11113,1872
"peak_3982",2823,765
"peak_3983",2069,520
"peak_3984",102,22
"peak_3985",259,82
"peak_3986",272,43
"peak_3987",12996,2878
"peak_3988",5767,2262
"peak_3989",17142,2510
"peak_3990",226,75
"peak_3991",59,11
"peak_3992",50,6
"peak_3993",994,189
"peak_3994",115,36
"peak_3995",436,95
"peak_3996",137,23
"peak_3997",391,91
"peak_3998",2840,377
"peak_3999",99,13
"peak_4000",325,108
"peak_4001",1642,626
"peak_4002",18558,5170
"peak_4003",16114,5251
"peak_4004",14355,4353
"peak_4005",331,98
"peak_4006",1013,232
"peak_4007",212,83
"peak_4008",185,68
"peak_4009",145,40
"peak_4010",668,207
"peak_4011",2319,479
"peak_4012",1649,251
"peak_4013",392,70
"peak_4014",139,51
"peak_4015",814,162
"peak_4016",157,47
"peak_4017",317,97
"peak_4018",71,15
"peak_4019",495,168
"peak_4020",330,57
"peak_4021",312,116
"peak_4022",8193,2231
"peak_4023",2940,929
"peak_4024",452,173
"peak_4025",1096,269
"peak_4026",803,275
"peak_4027",478,129
"peak_4028",804,211
"peak_4029",1088,326
"peak_4030",1312,410
"peak_4031",906,231
"peak_4032",143,46
"peak_4033",110,33
"peak_4034",70,15
"peak_4035",324,86
"peak_4036",427,115
"peak_4037",222,84
"peak_4038",2342,826
"peak_4039",2394,633
"peak_4040",354,129
"peak_4041",1367,448
"peak_4042",11217,4094
"peak_4043",48758,15444
"peak_4044",322,101
"peak_4045",171,65
"peak_4046",278,117
"peak_4047",187,67
"peak_4048",978,365
"peak_4049",212,80
"peak_4050",2109,535
"peak_4051",983,269
"peak_4052",423,161
"peak_4053",268,67
"peak_4054",244,55
"peak_4055",78,18
"peak_4056",150,44
"peak_4057",373,141
"peak_4058",5264,822
"peak_4059",722,264
"peak_4060",3205,967
"peak_4061",139,43
"peak_4062",263,92
"peak_4063",104,26
"peak_4064",11405,4094
"peak_4065",42907,7459
"peak_4066",347,81
"peak_4067",940,205
"peak_4068",418,146
"peak_4069",523,136
"peak_4070",193,58
"peak_4071",364,98
"peak_4072",235,81
"peak_4073",1367,334
"peak_4074",433,95
"peak_4075",1178,167
"peak_4076",132,16
"peak_4077",236,66
"peak_4078",817,221
"peak_4079",423,103
"peak_4080",885,168
"peak_4081",334,84
"peak_4082",125,15
"peak_4083",145,54
"peak_4084",2408,627
"peak_4085",1067,263
"peak_4086",235,92
"peak_4087",161,51
"peak_4088",305,108
"peak_4089",1036,364
"peak_4090",497,162
"peak_4091",1247,449
"peak_4092",175,57
"peak_4093",129,34
"peak_4094",191,66
"peak_4095",2691,529
"peak_4096",517,146
"peak_4097",191,28
"peak_4098",258,98
"peak_4099",224,77
"peak_4100",423,156
"peak_4101",245,69
"peak_4102",81,15
"peak_4103",101,23
"peak_4104",309,88
"peak_4105",142,51
"peak_4106",1514,488
"peak_4107",287,67
"peak_4108",391,80
"peak_4109",103,19
"peak_4110",468,178
"peak_4111",1628,420
"peak_4112",212,79
"peak_4113",487,190
"peak_4114",2681,682
"peak_4115",5695,1265
"peak_4116",3406,761
"peak_4117",2307,664
"peak_4118",3517,643
"peak_4119",89,15
"peak_4120",957,171
"peak_4121",224,80
"peak_4122",273,100
"peak_4123",123,35
"peak_4124",588,184
"peak_4125",6634,1105
"peak_4126",147,26
"peak_4127",107,22
"peak_4128",329,66
"peak_4129",117,39
"peak_4130",347,98
"peak_4131",148,41
"peak_4132",1525,344
"peak_4133",196,41
"peak_4134",851,199
"peak_4135",354,137
"peak_4136",1017,288
"peak_4137",376,134
"peak_4138",920,191
"peak_4139",423,92
"peak_4140",169,60
"peak_4141",696,242
"peak_4142",1189,349
"peak_4143",847,298
"peak_4144",1001,212
"peak_4145",1057,211
"peak_4146",329,63
"peak_4147",191,53
"peak_4148",420,119
"peak_4149",75,12
"peak_4150",110,18
"peak_4151",73,7
"peak_4152",162,58
"peak_4153",162,48
"peak_4154",555,127
"peak_4155",250,27
"peak_4156",83,23
"peak_4157",156,26
"peak_4158",158,46
"peak_4159",477,59
"peak_4160",164,66
"peak_4161",363,107
"peak_4162",257,61
"peak_4163",979,363
"peak_4164",279,111
"peak_4165",1959,701
"peak_4166",21059,4260
"peak_4167",5053,1885
"peak_4168",4407,1645
"peak_4169",4506,1625
"peak_4170",4103,1487
"peak_4171",143,44
"peak_4172",357,83
"peak_4173",135,48
"peak_4174",295,119
"peak_4175",637,107
"peak_4176",306,101
"peak_4177",165,58
"peak_4178",413,120
"peak_4179",887,175
"peak_4180",66,6
"peak_4181",677,256
"peak_4182",6216,967
"peak_4183",1745,515
"peak_4184",1100,265
"peak_4185",25205,5829
"peak_4186",3714,1456
"peak_4187",2212,410
"peak_4188",770,189
"peak_4189",990,286
"peak_4190",13143,2839
"peak_4191",550,207
"peak_4192",63,7
"peak_4193",607,137
"peak_4194",227,76
"peak_4195",148,50
"peak_4196",191,35
"peak_4197",256,79
"peak_4198",1663,466
"peak_4199",231,48
"peak_4200",575,94
"peak_4201",70,14
"peak_4202",78,16
"peak_4203",221,21
"peak_4204",238,56
"peak_4205",449,104
"peak_4206",338,120
"peak_4207",77,18
"peak_4208",274,51
"peak_4209",212,52
"peak_4210",154,31
"peak_4211",129,18
"peak_4212",104,29
"peak_4213",4497,1307
"peak_4214",236,90
"peak_4215",357,136
"peak_4216",148,58
"peak_4217",3205,955
"peak_4218",706,285
"peak_4219",375,148
"peak_4220",824,296
"peak_4221",580,190
"peak_4222",1342,383
"peak_4223",505,206
"peak_4224",184,63
"peak_4225",186,73
"peak_4226",139,55
"peak_4227",139,48
"peak_4228",293,100
"peak_4229",3395,656
"peak_4230",1515,370
"peak_4231",757,209
"peak_4232",382,133
"peak_4233",181,65
"peak_4234",76,18
"peak_4235",249,34
"peak_4236",86,25
"peak_4237",162,36
"peak_4238",353,126
"peak_4239",89,23
"peak_4240",86,20
"peak_4241",289,80
"peak_4242",1007,231
"peak_4243",321,112
"peak_4244",212,62
"peak_4245",1124,351
"peak_4246",1848,694
"peak_4247",8627,2296
"peak_4248",9238,1747
"peak_4249",139,38
"peak_4250",1232,316
"peak_4251",173,37
"peak_4252",206,38
"peak_4253",1829,395
"peak_4254",2556,1009
"peak_4255",4314,1594
"peak_4256",21293,5342
"peak_4257",1464,361
"peak_4258",63,14
"peak_4259",242,57
"peak_4260",366,141
"peak_4261",223,44
"peak_4262",190,51
"peak_4263",295,60
"peak_4264",280,33
"peak_4265",157,53
"peak_4266",90,21
"peak_4267",880,204
"peak_4268",112,34
"peak_4269",126,27
"peak_4270",113,30
"peak_4271",125,15
"peak_4272",82,11
"peak_4273",55,6
"peak_4274",353,51
"peak_4275",423,71
"peak_4276",86,7
"peak_4277",354,43
"peak_4278",345,101
"peak_4279",125,45
"peak_4280",218,86
"peak_4281",177,31
"peak_4282",1121,331
"peak_4283",221,74
"peak_4284",2298,508
"peak_4285",153,45
"peak_4286",1869,470
"peak_4287",630,167
"peak_4288",251,87
"peak_4289",102,33
"peak_4290",418,56
"peak_4291",636,188
"peak_4292",985,336
"peak_4293",9860,2344
"peak_4294",2657,998
"peak_4295",6588,2003
"peak_4296",445,141
"peak_4297",165,69
"peak_4298",957,380
"peak_4299",424,147
"peak_4300",431,169
"peak_4301",3490,829
"peak_4302",3258,738
"peak_4303",3475,950
"peak_4304",606,228
"peak_4305",761,213
"peak_4306",808,164
"peak_4307",262,89
"peak_4308",5066,1103
"peak_4309",936,258
"peak_4310",2468,630
"peak_4311",1487,423
"peak_4312",342,113
"peak_4313",1223,432
"peak_4314",797,216
"peak_4315",574,189
"peak_4316",104,26
"peak_4317",229,31
"peak_4318",248,52
"peak_4319",646,118
"peak_4320",78,16
"peak_4321",86,17
"peak_4322",108,32
"peak_4323",109,23
"peak_4324",153,43
"peak_4325",102,27
"peak_4326",563,75
"peak_4327",81,16
"peak_4328",919,160
"peak_4329",208,56
"peak_4330",2974,633
"peak_4331",1036,387
"peak_4332",820,324
"peak_4333",277,102
"peak_4334",5987,1026
"peak_4335",121,25
"peak_4336",278,53
"peak_4337",214,72
"peak_4338",150,62
"peak_4339",309,111
"peak_4340",192,62
"peak_4341",1042,194
"peak_4342",1628,317
"peak_4343",383,147
"peak_4344",576,143
"peak_4345",730,123
"peak_4346",327,90
"peak_4347",147,55
"peak_4348",334,114
"peak_4349",2182,538
"peak_4350",4512,684
"peak_4351",102,28
"peak_4352",1946,622
"peak_4353",3708,1166
"peak_4354",90,26
"peak_4355",685,146
"peak_4356",5995,995
"peak_4357",283,75
"peak_4358",186,61
"peak_4359",291,79
"peak_4360",672,128
"peak_4361",555,157
"peak_4362",299,87
"peak_4363",156,29
"peak_4364",721,161
"peak_4365",102,24
"peak_4366",394,84
"peak_4367",254,69
"peak_4368",129,29
"peak_4369",820,124
"peak_4370",196,36
"peak_4371",271,83
"peak_4372",2431,406
"peak_4373",61,11
"peak_4374",882,164
"peak_4375",406,125
"peak_4376",762,157
"peak_4377",198,74
"peak_4378",108,28
"peak_4379",98,22
"peak_4380",177,41
"peak_4381",85,23
"peak_4382",2269,410
"peak_4383",160,51
"peak_4384",836,229
"peak_4385",152,56
"peak_4386",239,67
"peak_4387",150,28
"peak_4388",67,13
"peak_4389",179,31
"peak_4390",79,21
"peak_4391",509,93
"peak_4392",261,41
"peak_4393",834,317
"peak_4394",803,312
"peak_4395",261,82
"peak_4396",1526,253
"peak_4397",7894,2434
"peak_4398",1069,271
"peak_4399",296,50
"peak_4400",366,116
"peak_4401",675,153
"peak_4402",223,46
"peak_4403",95,31
"peak_4404",115,44
"peak_4405",179,69
"peak_4406",454,73
"peak_4407",769,239
"peak_4408",400,61
"peak_4409",186,52
"peak_4410",504,191
"peak_4411",312,59
"peak_4412",151,56
"peak_4413",2182,470
"peak_4414",1142,417
"peak_4415",1092,260
"peak_4416",133,47
"peak_4417",175,67
"peak_4418",877,263
"peak_4419",175,63
"peak_4420",439,102
"peak_4421",111,17
"peak_4422",212,50
"peak_4423",235,78
"peak_4424",516,137
"peak_4425",387,144
"peak_4426",472,133
"peak_4427",170,63
"peak_4428",378,98
"peak_4429",241,73
"peak_4430",101,27
"peak_4431",120,15
"peak_4432",649,188
"peak_4433",1266,424
"peak_4434",2233,734
"peak_4435",274,71
"peak_4436",383,65
"peak_4437",92,23
"peak_4438",123,32
"peak_4439",91,20
"peak_4440",209,44
"peak_4441",489,132
"peak_4442",466,99
"peak_4443",1477,461
"peak_4444",539,87
"peak_4445",1369,407
"peak_4446",266,84
"peak_4447",228,29
"peak_4448",64,12
"peak_4449",77,13
"peak_4450",158,24
"peak_4451",97,15
"peak_4452",71,11
"peak_4453",150,19
"peak_4454",67,4
"peak_4455",130,16
"peak_4456",293,111
"peak_4457",562,214
"peak_4458",1639,536
"peak_4459",1322,468
"peak_4460",516,185
"peak_4461",577,142
"peak_4462",91,13
"peak_4463",314,123
"peak_4464",1795,437
"peak_4465",151,57
"peak_4466",6282,1991
"peak_4467",21596,5799
"peak_4468",497,187
"peak_4469",1225,299
"peak_4470",507,90
"peak_4471",239,65
"peak_4472",1042,178
"peak_4473",1863,311
"peak_4474",195,69
"peak_4475",636,217
"peak_4476",420,157
"peak_4477",251,49
"peak_4478",739,206
"peak_4479",410,43
"peak_4480",171,53
"peak_4481",286,76
"peak_4482",177,41
"peak_4483",94,14
"peak_4484",341,115
"peak_4485",2599,653
"peak_4486",709,273
"peak_4487",236,74
"peak_4488",1203,237
"peak_4489",241,57
"peak_4490",1063,325
"peak_4491",449,143
"peak_4492",277,55
"peak_4493",114,32
"peak_4494",2194,582
"peak_4495",148,37
"peak_4496",414,153
"peak_4497",281,100
"peak_4498",316,99
"peak_4499",245,94
"peak_4500",271,104
"peak_4501",219,68
"peak_4502",203,74
"peak_4503",281,86
"peak_4504",3357,585
"peak_4505",209,70
"peak_4506",243,49
"peak_4507",259,75
"peak_4508",312,104
"peak_4509",589,131
"peak_4510",302,100
"peak_4511",1015,228
"peak_4512",1094,168
"peak_4513",70,11
"peak_4514",409,136
"peak_4515",2180,568
"peak_4516",10517,1915
"peak_4517",515,145
"peak_4518",136,51
"peak_4519",6959,1899
"peak_4520",14455,3169
"peak_4521",248,57
"peak_4522",255,48
"peak_4523",667,269
"peak_4524",105,13
"peak_4525",5407,1523
"peak_4526",822,304
"peak_4527",217,74
"peak_4528",150,22
"peak_4529",122,16
"peak_4530",431,87
"peak_4531",577,190
"peak_4532",317,76
"peak_4533",226,76
"peak_4534",197,71
"peak_4535",440,110
"peak_4536",203,38
"peak_4537",115,33
"peak_4538",173,35
"peak_4539",1825,542
"peak_4540",777,296
"peak_4541",421,151
"peak_4542",551,173
"peak_4543",4068,843
"peak_4544",60,6
"peak_4545",1881,225
"peak_4546",137,29
"peak_4547",198,53
"peak_4548",284,96
"peak_4549",314,102
"peak_4550",726,212
"peak_4551",231,54
"peak_4552",1455,288
"peak_4553",609,143
"peak_4554",119,24
"peak_4555",67,14
"peak_4556",134,11
"peak_4557",223,59
"peak_4558",206,31
"peak_4559",110,29
"peak_4560",814,181
"peak_4561",333,74
"peak_4562",90,19
"peak_4563",928,250
"peak_4564",369,53
"peak_4565",1869,455
"peak_4566",1462,377
"peak_4567",121,39
"peak_4568",192,26
"peak_4569",65,7
"peak_4570",244,64
"peak_4571",245,49
"peak_4572",72,13
"peak_4573",184,20
"peak_4574",1722,625
"peak_4575",284,61
"peak_4576",125,35
"peak_4577",1014,285
"peak_4578",273,102
"peak_4579",1287,178
"peak_4580",99,19
"peak_4581",450,147
"peak_4582",1130,295
"peak_4583",98,5
"peak_4584",102,16
"peak_4585",53,7
"peak_4586",200,37
"peak_4587",301,117
"peak_4588",629,209
"peak_4589",1103,327
"peak_4590",1036,266
"peak_4591",400,139
"peak_4592",331,119
"peak_4593",322,89
"peak_4594",179,36
"peak_4595",115,22
"peak_4596",173,44
"peak_4597",97,27
"peak_4598",396,108
"peak_4599",364,135
"peak_4600",219,80
"peak_4601",241,66
"peak_4602",763,163
"peak_4603",161,27
"peak_4604",372,133
"peak_4605",1070,264
"peak_4606",1092,307
"peak_4607",759,222
"peak_4608",343,78
"peak_4609",1002,274
"peak_4610",2139,296
"peak_4611",4021,587
"peak_4612",673,185
"peak_4613",97,25
"peak_4614",440,105
"peak_4615",5606,1330
"peak_4616",2817,618
"peak_4617",771,302
"peak_4618",120,21
"peak_4619",56,6
"peak_4620",538,212
"peak_4621",134,44
"peak_4622",258,85
"peak_4623",167,50
"peak_4624",198,41
"peak_4625",112,26
"peak_4626",74,15
"peak_4627",81,13
"peak_4628",60,5
"peak_4629",147,31
"peak_4630",1069,387
"peak_4631",293,111
"peak_4632",272,102
"peak_4633",404,131
"peak_4634",1973,295
"peak_4635",246,88
"peak_4636",4591,1815
"peak_4637",1041,393
"peak_4638",240,97
"peak_4639",143,56
"peak_4640",770,158
"peak_4641",2572,407
"peak_4642",365,89
"peak_4643",86,11
"peak_4644",636,218
"peak_4645",484,155
"peak_4646",87,25
"peak_4647",99,22
"peak_4648",151,53
"peak_4649",122,44
"peak_4650",1472,377
"peak_4651",758,189
"peak_4652",225,47
"peak_4653",210,46
"peak_4654",357,126
"peak_4655",210,57
"peak_4656",933,245
"peak_4657",171,66
"peak_4658",910,164
"peak_4659",261,87
"peak_4660",3514,545
"peak_4661",3273,635
"peak_4662",215,55
"peak_4663",340,53
"peak_4664",623,168
"peak_4665",267,41
"peak_4666",117,31
"peak_4667",231,77
"peak_4668",1181,202
"peak_4669",540,129
"peak_4670",115,23
"peak_4671",180,24
"peak_4672",234,36
"peak_4673",542,183
"peak_4674",336,131
"peak_4675",289,112
"peak_4676",1064,342
"peak_4677",1528,277
"peak_4678",180,34
"peak_4679",179,66
"peak_4680",109,16
"peak_4681",71,5
"peak_4682",1474,230
"peak_4683",118,33
"peak_4684",376,135
"peak_4685",180,66
"peak_4686",437,117
"peak_4687",799,302
"peak_4688",1446,526
"peak_4689",3394,766
"peak_4690",117,22
"peak_4691",109,18
"peak_4692",1452,526
"peak_4693",262,91
"peak_4694",739,148
"peak_4695",256,101
"peak_4696",127,35
"peak_4697",911,196
"peak_4698",489,148
"peak_4699",662,153
"peak_4700",1019,342
"peak_4701",271,88
"peak_4702",673,225
"peak_4703",480,126
"peak_4704",129,36
"peak_4705",277,58
"peak_4706",253,43
"peak_4707",251,35
"peak_4708",191,64
"peak_4709",303,83
"peak_4710",215,63
"peak_4711",874,264
"peak_4712",191,22
"peak_4713",80,4
"peak_4714",61,9
"peak_4715",166,60
"peak_4716",150,23
"peak_4717",155,31
"peak_4718",213,30
"peak_4719",611,185
"peak_4720",928,304
"peak_4721",818,287
"peak_4722",197,64
"peak_4723",99,30
"peak_4724",1025,142
"peak_4725",1073,386
"peak_4726",2581,803
"peak_4727",1032,356
"peak_4728",390,118
"peak_4729",1058,155
"peak_4730",113,32
"peak_4731",135,36
"peak_4732",155,52
"peak_4733",299,67
"peak_4734",398,132
"peak_4735",56,5
"peak_4736",100,20
"peak_4737",81,21
"peak_4738",102,27
"peak_4739",76,12
"peak_4740",1653,405
"peak_4741",611,116
"peak_4742",1033,256
"peak_4743",1653,386
"peak_4744",1221,327
"peak_4745",194,57
"peak_4746",108,12
"peak_4747",133,20
"peak_4748",131,17
"peak_4749",57,9
"peak_4750",4162,884
"peak_4751",492,72
"peak_4752",130,47
"peak_4753",1619,551
"peak_4754",149,25
"peak_4755",222,71
"peak_4756",641,240
"peak_4757",217,31
"peak_4758",143,22
"peak_4759",129,48
"peak_4760",901,192
"peak_4761",96,22
"peak_4762",931,360
"peak_4763",5599,2198
"peak_4764",5660,2179
"peak_4765",97,27
"peak_4766",554,110
"peak_4767",1944,484
"peak_4768",377,77
"peak_4769",318,90
"peak_4770",364,123
"peak_4771",2360,331
"peak_4772",4914,1097
"peak_4773",63,3
"peak_4774",2649,839
"peak_4775",4685,1286
"peak_4776",414,147
"peak_4777",154,10
"peak_4778",1318,362
"peak_4779",108,28
"peak_4780",253,50
"peak_4781",104,25
"peak_4782",268,92
"peak_4783",204,68
"peak_4784",466,175
"peak_4785",3246,532
"peak_4786",559,227
"peak_4787",20962,6677
"peak_4788",21898,6317
"peak_4789",7731,2644
"peak_4790",1047,321
"peak_4791",1480,565
"peak_4792",3982,730
"peak_4793",748,167
"peak_4794",567,193
"peak_4795",1873,322
"peak_4796",417,151
"peak_4797",1423,425
"peak_4798",1183,203
"peak_4799",997,205
"peak_4800",450,123
"peak_4801",388,85
"peak_4802",414,88
"peak_4803",704,168
"peak_4804",137,53
"peak_4805",572,142
"peak_4806",256,75
"peak_4807",327,104
"peak_4808",2210,807
"peak_4809",403,148
"peak_4810",660,256
"peak_4811",1998,455
"peak_4812",281,91
"peak_4813",123,40
"peak_4814",1307,362
"peak_4815",437,109
"peak_4816",2034,475
"peak_4817",179,66
"peak_4818",640,215
"peak_4819",1048,243
"peak_4820",1494,395
"peak_4821",590,130
"peak_4822",802,198
"peak_4823",306,58
"peak_4824",375,50
"peak_4825",566,130
"peak_4826",90,17
"peak_4827",88,26
"peak_4828",173,32
"peak_4829",214,63
"peak_4830",217,73
"peak_4831",736,214
"peak_4832",142,54
"peak_4833",2661,1057
"peak_4834",9449,2399
"peak_4835",142,54
"peak_4836",651,185
"peak_4837",169,63
"peak_4838",2869,1127
"peak_4839",348,78
"peak_4840",233,84
"peak_4841",1694,287
"peak_4842",5019,1089
"peak_4843",666,232
"peak_4844",1539,286
"peak_4845",98,23
"peak_4846",177,67
"peak_4847",255,72
"peak_4848",518,197
"peak_4849",217,30
"peak_4850",1251,398
"peak_4851",1046,317
"peak_4852",866,200
"peak_4853",1273,340
"peak_4854",462,143
"peak_4855",598,135
"peak_4856",136,26
"peak_4857",1007,264
"peak_4858",323,120
"peak_4859",937,301
"peak_4860",719,111
"peak_4861",1989,564
"peak_4862",115,13
"peak_4863",189,52
