"","SRR7992455Aligned.sortedByCoord.out_sorted.bam","SRR7992458Aligned.sortedByCoord.out_sorted.bam"
"peak_139",388,99
"peak_140",183,62
"peak_141",88,23
"peak_142",200,82
"peak_143",406,223
"peak_144",152,86
"peak_145",502,256
"peak_146",231,98
"peak_147",59,19
"peak_148",136,38
"peak_149",286,157
"peak_150",260,63
"peak_151",125,41
"peak_152",1077,344
"peak_153",5818,2639
"peak_154",5836,2666
"peak_155",920,490
"peak_156",546,160
"peak_157",1887,639
"peak_158",161,33
"peak_159",390,150
"peak_160",895,372
"peak_161",3671,1815
"peak_162",7533,3240
"peak_163",219,92
"peak_164",192,90
"peak_165",253,129
"peak_166",918,291
"peak_167",338,134
"peak_168",201,104
"peak_169",6231,1503
"peak_170",3917,992
"peak_171",109,46
"peak_172",1613,731
"peak_173",750,314
"peak_174",757,247
"peak_175",1002,295
"peak_176",3531,692
"peak_177",105,52
"peak_178",62,21
"peak_179",121,51
"peak_180",68,26
"peak_181",82,35
"peak_182",47,12
"peak_183",398,208
"peak_184",100,40
"peak_185",68,29
"peak_186",219,96
"peak_187",1266,548
"peak_188",1240,472
"peak_189",85,22
"peak_190",187,52
"peak_191",504,238
"peak_192",356,188
"peak_193",706,214
"peak_194",362,188
"peak_195",127,58
"peak_196",234,108
"peak_197",355,193
"peak_198",164,87
"peak_199",128,46
"peak_200",179,89
"peak_201",1329,573
"peak_202",484,266
"peak_203",815,368
"peak_204",267,134
"peak_205",81,23
"peak_206",626,243
"peak_207",594,290
"peak_208",137,40
"peak_209",162,65
"peak_210",136,53
"peak_211",597,123
"peak_212",1131,439
"peak_213",245,127
"peak_214",240,124
"peak_215",382,157
"peak_216",137,58
"peak_217",89,30
"peak_218",252,116
"peak_219",3435,1605
"peak_220",1378,741
"peak_221",1157,435
"peak_222",309,149
"peak_223",377,103
"peak_224",464,164
"peak_225",463,230
"peak_226",267,111
"peak_227",321,155
"peak_228",93,27
"peak_229",83,30
"peak_230",603,323
"peak_231",340,168
"peak_232",326,177
"peak_233",879,476
"peak_234",386,211
"peak_235",752,156
"peak_236",140,57
"peak_237",66,21
"peak_238",237,116
"peak_239",1137,521
"peak_240",237,92
"peak_241",226,117
"peak_242",985,539
"peak_243",487,215
"peak_244",570,298
"peak_245",83,29
"peak_246",276,149
"peak_247",469,119
"peak_248",78,22
"peak_249",1087,448
"peak_250",168,96
"peak_251",2955,878
"peak_252",254,131
"peak_253",119,28
"peak_254",399,150
"peak_255",330,142
"peak_256",116,68
"peak_257",2192,541
"peak_258",759,236
"peak_259",305,157
"peak_260",108,47
"peak_261",175,95
"peak_262",303,150
"peak_263",94,29
"peak_264",85,24
"peak_265",601,328
"peak_266",3995,1955
"peak_267",2147,1070
"peak_268",592,249
"peak_269",1916,859
"peak_270",190,99
"peak_271",679,324
"peak_272",909,444
"peak_273",72,18
"peak_274",64,13
"peak_275",51,12
"peak_276",61,14
"peak_277",56,15
"peak_278",114,61
"peak_279",74,32
"peak_280",61,19
"peak_281",87,40
"peak_282",61,21
"peak_283",73,30
"peak_284",67,20
"peak_285",825,289
"peak_286",247,114
"peak_287",179,110
"peak_288",114,43
"peak_289",2700,890
"peak_290",283,122
"peak_291",287,115
"peak_292",242,107
"peak_293",1734,933
"peak_294",648,334
"peak_295",441,221
"peak_296",135,55
"peak_297",133,63
"peak_298",494,276
"peak_299",618,321
"peak_300",747,349
"peak_301",1770,439
"peak_302",448,246
"peak_303",282,157
"peak_304",1853,508
"peak_305",70,23
"peak_306",149,37
"peak_307",204,105
"peak_308",483,214
"peak_309",186,85
"peak_310",546,174
"peak_311",233,122
"peak_312",485,246
"peak_313",1456,595
"peak_314",87,41
"peak_315",178,78
"peak_316",336,142
"peak_317",1117,543
"peak_318",2396,786
"peak_319",1045,486
"peak_320",411,190
"peak_321",454,239
"peak_322",970,512
"peak_323",388,228
"peak_324",65,19
"peak_325",161,42
"peak_326",283,155
"peak_327",1275,630
"peak_328",418,142
"peak_329",244,100
"peak_330",853,337
"peak_331",1920,865
"peak_332",50041,15458
"peak_333",203,66
"peak_334",1096,281
"peak_335",811,168
"peak_336",629,225
"peak_337",531,200
"peak_338",185,105
"peak_339",175,90
"peak_340",213,83
"peak_341",147,76
"peak_342",95,39
"peak_343",148,35
"peak_344",71,14
"peak_345",231,69
"peak_346",484,268
"peak_347",249,129
"peak_348",67,28
"peak_349",72,26
"peak_350",122,60
"peak_351",236,100
"peak_352",108,57
"peak_353",1015,447
"peak_354",6273,1536
"peak_355",261,138
"peak_356",2121,931
"peak_357",30920,9641
"peak_358",3643,2057
"peak_359",598,116
"peak_360",79,24
"peak_361",107,42
"peak_362",2798,898
"peak_363",1123,435
"peak_364",344,184
"peak_365",365,143
"peak_366",299,158
"peak_367",118,53
"peak_368",1384,566
"peak_369",71,29
"peak_370",101,51
"peak_371",480,179
"peak_372",176,98
"peak_373",73,20
"peak_374",239,126
"peak_375",73,26
"peak_376",158,85
"peak_377",2881,1399
"peak_378",2571,1382
"peak_379",1870,1017
"peak_380",236,116
"peak_381",280,153
"peak_382",980,412
"peak_383",395,180
"peak_384",1663,416
"peak_385",71,17
"peak_386",200,68
"peak_387",302,150
"peak_388",103,36
"peak_389",882,286
"peak_390",97,20
"peak_391",216,41
"peak_392",396,114
"peak_393",153,75
"peak_394",211,67
"peak_395",70,22
"peak_396",182,66
"peak_397",335,183
"peak_398",228,120
"peak_399",502,216
"peak_400",102,48
"peak_401",170,79
"peak_402",68,28
"peak_403",177,57
"peak_404",512,203
"peak_405",547,192
"peak_406",96,39
"peak_407",180,80
"peak_408",167,87
"peak_409",275,150
"peak_410",94,41
"peak_411",479,217
"peak_412",1844,637
"peak_413",224,40
"peak_414",2325,1027
"peak_415",1145,453
"peak_416",354,161
"peak_417",653,339
"peak_418",451,146
"peak_419",200,66
"peak_420",868,410
"peak_421",130,51
"peak_422",2631,968
"peak_423",3716,1380
"peak_424",1119,463
"peak_425",332,163
"peak_426",427,166
"peak_427",185,76
"peak_428",254,99
"peak_429",557,172
"peak_430",155,54
"peak_431",239,81
"peak_432",1211,353
"peak_433",156,62
"peak_434",1314,647
"peak_435",154,54
"peak_436",128,67
"peak_437",152,83
"peak_438",123,64
"peak_439",797,424
"peak_440",211,74
"peak_441",227,104
"peak_442",136,51
"peak_443",15024,6065
"peak_444",3343,1884
"peak_445",362,175
"peak_446",231,86
"peak_447",370,128
"peak_448",628,337
"peak_449",1225,460
"peak_450",225,79
"peak_451",435,116
"peak_452",293,69
"peak_453",335,176
"peak_454",986,390
"peak_455",187,65
"peak_456",325,124
"peak_457",95,18
"peak_458",90,35
"peak_459",55,16
"peak_460",173,50
"peak_461",101,39
"peak_462",123,65
"peak_463",430,206
"peak_464",124,61
"peak_465",728,346
"peak_466",790,296
"peak_467",2621,754
"peak_468",206,117
"peak_469",179,99
"peak_470",469,235
"peak_471",333,162
"peak_472",129,73
"peak_473",401,206
"peak_474",228,114
"peak_475",373,203
"peak_476",250,135
"peak_477",161,85
"peak_478",508,170
"peak_479",342,145
"peak_480",750,166
"peak_481",319,146
"peak_482",1586,762
"peak_483",865,226
"peak_484",275,108
"peak_485",615,336
"peak_486",85,26
"peak_487",60,19
"peak_488",133,38
"peak_489",87,22
"peak_490",1250,434
"peak_491",579,354
"peak_492",799,286
"peak_493",924,252
"peak_494",488,221
"peak_495",104,36
"peak_496",54,19
"peak_497",3153,1089
"peak_498",766,315
"peak_499",413,181
"peak_500",471,204
"peak_501",330,132
"peak_502",102,54
"peak_503",88974,19639
"peak_504",506,140
"peak_505",560,291
"peak_506",143,75
"peak_507",64,12
"peak_508",48,12
"peak_509",332,54
"peak_510",742,289
"peak_511",532,219
"peak_512",79,33
"peak_513",148,69
"peak_514",335,165
"peak_515",101,28
"peak_516",494,269
"peak_517",307,141
"peak_518",2277,535
"peak_519",188,71
"peak_520",484,217
"peak_521",3682,1727
"peak_522",133,35
"peak_523",62,17
"peak_524",170,48
"peak_525",338,101
"peak_526",189,88
"peak_527",523,197
"peak_528",365,97
"peak_529",3560,1830
"peak_530",5503,2530
"peak_531",116,63
"peak_532",109,53
"peak_533",167,93
"peak_534",1279,465
"peak_535",377,192
"peak_536",121,38
"peak_537",209,95
"peak_538",505,188
"peak_539",129,56
"peak_540",280,107
"peak_541",44,10
"peak_542",618,143
"peak_543",331,127
"peak_544",522,140
"peak_545",829,318
"peak_546",1362,539
"peak_547",1805,669
"peak_548",975,274
"peak_549",604,228
"peak_550",514,207
"peak_551",640,294
"peak_552",190,78
"peak_553",591,318
"peak_554",890,460
"peak_555",698,370
"peak_556",141,70
"peak_557",400,192
"peak_558",297,101
"peak_559",257,117
"peak_560",598,259
"peak_561",297,149
"peak_562",133,77
"peak_563",624,311
"peak_564",2775,818
"peak_565",744,324
"peak_566",239,130
"peak_567",3740,2086
"peak_568",1144,609
"peak_569",53,9
"peak_570",63,16
"peak_571",204,80
"peak_572",2921,1285
"peak_573",321,166
"peak_574",74,29
"peak_575",48,10
"peak_576",259,93
"peak_577",278,143
"peak_578",177,73
"peak_579",16931,5622
"peak_580",563,145
"peak_581",860,366
"peak_582",893,375
"peak_583",1510,721
"peak_584",283,118
"peak_585",382,172
"peak_586",151,70
"peak_587",905,492
"peak_588",155,78
"peak_589",65,26
"peak_590",1071,504
"peak_591",244,123
"peak_592",438,125
"peak_593",61,17
"peak_594",479,182
"peak_595",371,130
"peak_596",390,153
"peak_597",387,147
"peak_598",815,250
"peak_599",209,91
"peak_600",182,82
"peak_601",1158,371
"peak_602",91,28
"peak_603",688,201
"peak_604",717,290
"peak_605",388,213
"peak_606",642,351
"peak_607",2020,899
"peak_608",312,140
"peak_609",72,21
"peak_610",269,69
"peak_611",135,45
"peak_612",297,119
"peak_613",109,46
"peak_614",63,19
"peak_615",76,25
"peak_616",182,81
"peak_617",93,37
"peak_618",503,210
"peak_619",416,179
"peak_620",357,106
"peak_621",728,218
"peak_622",2252,749
"peak_623",146,70
"peak_624",142,72
"peak_625",124,40
"peak_626",103,46
"peak_627",327,103
"peak_628",1078,222
"peak_629",195,92
"peak_630",156,43
"peak_631",482,216
"peak_632",3303,1472
"peak_633",359,152
"peak_634",889,279
"peak_635",705,338
"peak_636",353,110
"peak_637",681,256
"peak_638",142,78
"peak_639",386,177
"peak_640",439,208
"peak_641",246,119
"peak_642",1314,495
"peak_643",281,140
"peak_644",133,28
"peak_645",52,12
"peak_646",934,313
"peak_647",957,340
"peak_648",118,43
"peak_649",75,29
"peak_650",342,107
"peak_651",255,99
"peak_652",78,34
"peak_653",229,112
"peak_654",840,463
"peak_655",1754,877
"peak_656",7390,2957
"peak_657",59,19
"peak_658",110,30
"peak_659",297,121
"peak_660",55,17
"peak_661",497,244
"peak_662",294,135
"peak_663",108,57
"peak_664",1035,292
"peak_665",380,95
"peak_666",2921,871
"peak_667",1107,465
"peak_668",121,61
"peak_669",170,50
"peak_670",286,123
"peak_671",870,418
"peak_672",836,331
"peak_673",635,266
"peak_674",168,92
"peak_675",368,157
"peak_676",201,67
"peak_677",121,44
"peak_678",262,95
"peak_679",112,21
"peak_680",128,48
"peak_681",856,337
"peak_682",62,20
"peak_683",1666,404
"peak_684",125,68
"peak_685",375,133
"peak_686",1154,238
"peak_687",4460,1802
"peak_688",244,131
"peak_689",187,83
"peak_690",1645,664
"peak_691",639,262
"peak_692",153,80
"peak_693",1076,357
"peak_694",10110,2416
"peak_695",81,22
"peak_696",149,45
"peak_697",137,53
"peak_698",53,11
"peak_699",136,62
"peak_700",2275,1031
"peak_701",57,9
"peak_702",135,23
"peak_703",73,9
"peak_704",44,10
"peak_705",122,23
"peak_706",1389,672
"peak_707",641,183
"peak_708",1502,528
"peak_709",1120,427
"peak_710",806,412
"peak_711",505,266
"peak_712",1288,370
"peak_713",122,60
"peak_714",5084,1723
"peak_715",221,97
"peak_716",232,116
"peak_717",213,115
"peak_718",162,84
"peak_719",394,112
"peak_720",196,93
"peak_721",637,349
"peak_722",753,243
"peak_723",337,163
"peak_724",1662,451
"peak_725",166,87
"peak_726",1078,396
"peak_727",240,115
"peak_728",824,390
"peak_729",3291,1069
"peak_730",5430,2624
"peak_731",829,356
"peak_732",172,81
"peak_733",2654,637
"peak_734",919,289
"peak_735",457,228
"peak_736",547,204
"peak_737",699,254
"peak_738",312,120
"peak_739",351,91
"peak_740",216,80
"peak_741",284,84
"peak_742",122,42
"peak_743",24333,9951
"peak_744",1281,509
"peak_745",479,194
"peak_746",640,281
"peak_747",363,183
"peak_748",47,11
"peak_749",66,24
"peak_750",249,98
"peak_751",66,20
"peak_752",66,20
"peak_753",62,16
"peak_754",244,134
"peak_755",325,170
"peak_756",245,107
"peak_757",233,110
"peak_758",84,18
"peak_759",46,6
"peak_760",1581,482
"peak_761",2324,1256
"peak_762",140,71
"peak_763",750,365
"peak_764",278,110
"peak_765",175,51
"peak_766",245,69
"peak_767",219,66
"peak_768",100,53
"peak_769",51,16
"peak_770",298,87
"peak_771",1203,573
"peak_772",1876,1008
"peak_773",352,145
"peak_774",793,374
"peak_775",273,123
"peak_776",211,133
"peak_777",6315,2458
"peak_778",220,73
"peak_779",388,163
"peak_780",272,80
"peak_781",50,11
"peak_782",388,168
"peak_783",125,45
"peak_784",84,36
"peak_785",1006,546
"peak_786",1843,629
"peak_787",569,213
"peak_788",55,14
"peak_789",363,106
"peak_790",77,25
"peak_791",72,26
"peak_792",224,95
"peak_793",101,35
"peak_794",161,42
"peak_795",205,90
"peak_796",154,37
"peak_797",138,39
"peak_798",453,170
"peak_799",1132,524
"peak_800",397,144
"peak_801",89,33
"peak_802",3646,1584
"peak_803",9890,3825
"peak_804",5015,2515
"peak_805",61,19
"peak_806",57,17
"peak_807",130,28
"peak_808",109,55
"peak_809",203,96
"peak_810",344,184
"peak_811",149,81
"peak_812",52,9
"peak_813",288,78
"peak_814",241,58
"peak_815",497,239
"peak_816",1073,477
"peak_817",769,342
"peak_818",1123,361
"peak_819",366,140
"peak_820",930,255
"peak_821",122,34
"peak_822",67,15
"peak_823",684,247
"peak_824",19499,6268
"peak_825",1300,309
"peak_826",276,134
"peak_827",2243,631
"peak_828",69,23
"peak_829",264,140
"peak_830",510,215
"peak_831",96,48
"peak_832",1269,462
"peak_833",618,222
"peak_834",285,153
"peak_835",1775,962
"peak_836",410,141
"peak_837",98,24
"peak_838",62,18
"peak_839",90,40
"peak_840",330,127
"peak_841",337,157
"peak_842",121,57
"peak_843",76,30
"peak_844",1545,809
"peak_845",2179,1107
"peak_846",1695,933
"peak_847",1474,538
"peak_848",708,181
"peak_849",85,31
"peak_850",214,54
"peak_851",438,122
"peak_852",143,46
"peak_853",61,19
"peak_854",137,31
"peak_855",178,33
"peak_856",132,70
"peak_857",93,48
"peak_858",3620,1130
"peak_859",132,29
"peak_860",7245,2478
"peak_861",669,178
"peak_862",468,205
"peak_863",50,8
"peak_864",200,86
"peak_865",112,42
"peak_866",105,45
"peak_867",149,74
"peak_868",95,40
"peak_869",215,120
"peak_870",227,35
"peak_871",152,75
"peak_872",457,116
"peak_873",1214,377
"peak_874",214,82
"peak_875",312,108
"peak_876",267,89
"peak_877",1092,508
"peak_878",346,181
"peak_879",133,59
"peak_880",147,53
"peak_881",2077,661
"peak_882",224,117
"peak_883",123,57
"peak_884",84,22
"peak_885",70,15
"peak_886",383,131
"peak_887",351,109
"peak_888",400,197
"peak_889",6511,2874
"peak_890",1189,414
"peak_891",501,137
"peak_892",241,96
"peak_893",479,139
"peak_894",392,203
"peak_895",152,79
"peak_896",1638,763
"peak_897",909,333
"peak_898",274,133
"peak_899",74,29
"peak_900",82,37
"peak_901",83,39
"peak_902",229,115
"peak_903",371,140
"peak_904",800,287
"peak_905",57,17
"peak_906",1006,488
"peak_907",1039,314
"peak_908",48,12
"peak_909",73,20
"peak_910",83,31
"peak_911",82,29
"peak_912",376,203
"peak_913",194,106
"peak_914",156,47
"peak_915",185,77
"peak_916",63,26
"peak_917",335,100
"peak_918",70,18
"peak_919",159,78
"peak_920",198,67
"peak_921",83,39
"peak_922",168,95
"peak_923",143,79
"peak_924",531,252
"peak_925",1829,842
"peak_926",4129,1170
"peak_927",50,12
"peak_928",82,26
"peak_929",208,58
"peak_930",267,81
"peak_931",344,78
"peak_932",131,71
"peak_933",227,135
"peak_934",146,50
"peak_935",79,33
"peak_936",123,48
"peak_937",1191,632
"peak_938",268,85
"peak_939",108,55
"peak_940",190,96
"peak_941",66,18
"peak_942",65,18
"peak_943",245,92
"peak_944",1808,571
"peak_945",2318,890
"peak_946",995,436
"peak_947",462,230
"peak_948",160,73
"peak_949",482,267
"peak_950",822,355
"peak_951",603,265
"peak_952",112,59
"peak_953",91,39
"peak_954",199,54
"peak_955",257,138
"peak_956",1333,523
"peak_957",555,296
"peak_958",730,382
"peak_959",2860,946
"peak_960",2788,929
"peak_961",447,244
"peak_962",507,244
"peak_963",448,230
"peak_964",236,114
"peak_965",648,235
"peak_966",830,171
"peak_967",201,87
"peak_968",275,142
"peak_969",558,194
"peak_970",406,194
"peak_971",387,193
"peak_972",2752,800
"peak_973",865,486
"peak_974",8666,2323
"peak_975",1906,734
"peak_976",1758,868
"peak_977",125,58
"peak_978",59,21
"peak_979",3262,957
"peak_980",294,109
"peak_981",1050,534
"peak_982",144,70
"peak_983",192,73
"peak_984",835,289
"peak_985",1716,693
"peak_986",790,302
"peak_987",121,60
"peak_988",6701,3138
"peak_989",433,217
"peak_990",135,75
"peak_991",68,16
"peak_992",315,140
"peak_993",147,67
"peak_994",158,56
"peak_995",202,78
"peak_996",226,113
"peak_997",86,28
"peak_998",911,509
"peak_999",100,50
"peak_1000",293,142
"peak_1001",426,159
"peak_1002",88,41
"peak_1003",923,265
"peak_1004",166,56
"peak_1005",165,79
"peak_1006",361,192
"peak_1007",652,342
"peak_1008",313,166
"peak_1009",900,472
"peak_1010",506,268
"peak_1011",309,148
"peak_1012",789,294
"peak_1013",116,51
"peak_1014",1009,258
"peak_1015",339,180
"peak_1016",18596,5994
"peak_1017",1024,550
"peak_1018",6834,3303
"peak_1019",127,61
"peak_1020",508,272
"peak_1021",428,209
"peak_1022",307,172
"peak_1023",660,222
"peak_1024",73,25
"peak_1025",204,44
"peak_1026",11094,4703
"peak_1027",3306,1723
"peak_1028",191,80
"peak_1029",122,47
"peak_1030",98,40
"peak_1031",993,312
"peak_1032",269,137
"peak_1033",298,140
"peak_1034",768,370
"peak_1035",259,150
"peak_1036",3515,1095
"peak_1037",418,226
"peak_1038",224,81
"peak_1039",202,73
"peak_1040",1128,485
"peak_1041",51,14
"peak_1042",129,32
"peak_1043",481,209
"peak_1044",567,215
"peak_1045",846,378
"peak_1046",182,77
"peak_1047",157,44
"peak_1048",160,56
"peak_1049",1562,776
"peak_1050",201,36
"peak_1051",307,163
"peak_1052",148,52
"peak_1053",650,247
"peak_1054",757,262
"peak_1055",731,281
"peak_1056",87,22
"peak_1057",235,76
"peak_1058",1009,486
"peak_1059",73,27
"peak_1060",110,48
"peak_1061",861,368
"peak_1062",178,88
"peak_1063",116,57
"peak_1064",1588,407
"peak_1065",632,326
"peak_1066",774,313
"peak_1067",381,190
"peak_1068",239,117
"peak_1069",756,212
"peak_1070",112,39
"peak_1071",273,137
"peak_1072",124,60
"peak_1073",275,125
"peak_1074",269,114
"peak_1075",907,273
"peak_1076",397,150
"peak_1077",137,60
"peak_1078",936,231
"peak_1079",113,62
"peak_1080",986,235
"peak_1081",651,360
"peak_1082",134,63
"peak_1083",2323,936
"peak_1084",4595,1588
"peak_1085",230,58
"peak_1086",93,47
"peak_1087",423,234
"peak_1088",714,306
"peak_1089",854,471
"peak_1090",342,151
"peak_1091",110,41
"peak_1092",251,63
"peak_1093",189,70
"peak_1094",85,36
"peak_1095",72,31
"peak_1096",2843,1409
"peak_1097",295,123
"peak_1098",70,25
"peak_1099",1671,663
"peak_1100",1323,669
"peak_1101",71,14
"peak_1102",1435,553
"peak_1103",256,139
"peak_1104",198,96
"peak_1105",1292,345
"peak_1106",934,219
"peak_1107",105,31
"peak_1108",177,83
"peak_1109",243,91
"peak_1110",183,88
"peak_1111",284,156
"peak_1112",2697,1245
"peak_1113",201,93
"peak_1114",96,49
"peak_1115",117,58
"peak_1116",336,117
"peak_1117",140,74
"peak_1118",243,113
"peak_1119",159,84
"peak_1120",348,68
"peak_1121",402,163
"peak_1122",111,46
"peak_1123",86,41
"peak_1124",186,70
"peak_1125",394,178
"peak_1126",147,79
"peak_1127",677,231
"peak_1128",75,29
"peak_1129",985,283
"peak_1130",64,24
"peak_1131",157,55
"peak_1132",348,112
"peak_1133",688,288
"peak_1134",231,127
"peak_1135",437,135
"peak_1136",369,104
"peak_1137",280,75
"peak_1138",458,177
"peak_1139",295,133
"peak_1140",4038,1728
"peak_1141",2836,1324
"peak_1142",1183,583
"peak_1143",90,30
"peak_1144",373,107
"peak_1145",980,409
"peak_1146",628,200
"peak_1147",144,73
"peak_1148",126,65
"peak_1149",291,165
"peak_1150",437,192
"peak_1151",693,158
"peak_1152",460,214
"peak_1153",995,279
"peak_1154",92,43
"peak_1155",240,78
"peak_1156",72,27
"peak_1157",99,13
"peak_1158",95,37
"peak_1159",80,25
"peak_1160",324,118
"peak_1161",125,42
"peak_1162",189,89
"peak_1163",145,77
"peak_1164",399,160
"peak_1165",48,10
"peak_1166",307,136
"peak_1167",635,271
"peak_1168",333,143
"peak_1169",374,178
"peak_1170",812,426
"peak_1171",4452,1148
"peak_1172",108,24
"peak_1173",1372,632
"peak_1174",38053,11848
"peak_1175",35591,17371
"peak_1176",207,110
"peak_1177",261,102
"peak_1178",428,199
"peak_1179",226,101
"peak_1180",1073,555
"peak_1181",74,30
"peak_1182",316,174
"peak_1183",764,278
"peak_1184",688,295
"peak_1185",741,382
"peak_1186",3752,1079
"peak_1187",362,165
"peak_1188",332,91
"peak_1189",1543,848
"peak_1190",1230,647
"peak_1191",189,92
"peak_1192",197,58
"peak_1193",110,29
"peak_1194",56,20
"peak_1195",51,13
"peak_1196",59,18
"peak_1197",71,22
"peak_1198",113,17
"peak_1199",131,30
"peak_1200",86,17
"peak_1201",199,85
"peak_1202",129,66
"peak_1203",118,66
"peak_1204",566,226
"peak_1205",240,55
"peak_1206",415,73
"peak_1207",74,15
"peak_1208",85,30
"peak_1209",112,48
"peak_1210",549,252
"peak_1211",371,145
"peak_1212",331,157
"peak_1213",902,351
"peak_1214",212,117
"peak_1215",279,154
"peak_1216",1725,720
"peak_1217",95,44
"peak_1218",587,260
"peak_1219",343,177
"peak_1220",136,43
"peak_1221",1918,658
"peak_1222",1057,285
"peak_1223",537,272
"peak_1224",177,96
"peak_1225",243,126
"peak_1226",376,201
"peak_1227",232,96
"peak_1228",103,36
"peak_1229",174,43
"peak_1230",1160,596
"peak_1231",142,56
"peak_1232",701,163
"peak_1233",470,144
"peak_1234",600,313
"peak_1235",212,118
"peak_1236",1671,781
"peak_1237",3568,1948
"peak_1238",135,69
"peak_1239",178,73
"peak_1240",2408,1136
"peak_1241",451,172
"peak_1242",171,48
"peak_1243",68,19
"peak_1244",1415,515
"peak_1245",89,38
"peak_1246",1231,373
"peak_1247",221,110
"peak_1248",4847,1944
"peak_1249",2072,804
"peak_1250",150,76
"peak_1251",108,23
"peak_1252",137,32
"peak_1253",81,24
"peak_1254",79,23
"peak_1255",240,61
"peak_1256",211,37
"peak_1257",104,35
"peak_1258",58,20
"peak_1259",66,17
"peak_1260",158,42
"peak_1261",1795,973
"peak_1262",1558,677
"peak_1263",876,437
"peak_1264",131,66
"peak_1265",1047,240
"peak_1266",68,26
"peak_1267",73,26
"peak_1268",248,96
"peak_1269",61,20
"peak_1270",1971,697
"peak_1271",1889,805
"peak_1272",1247,631
"peak_1273",2711,883
"peak_1274",993,407
"peak_1275",1957,605
"peak_1276",814,425
"peak_1277",51,9
"peak_1278",1325,520
"peak_1279",367,184
"peak_1280",1021,402
"peak_1281",1678,603
"peak_1282",206,106
"peak_1283",3009,1137
"peak_1284",771,408
"peak_1285",98,47
"peak_1286",112,52
"peak_1287",510,258
"peak_1288",524,287
"peak_1289",62,21
"peak_1290",140,76
"peak_1291",252,138
"peak_1292",199,100
"peak_1293",418,197
"peak_1294",1215,503
"peak_1295",149,36
"peak_1296",234,127
"peak_1297",640,356
"peak_1298",2357,1042
"peak_1299",765,412
"peak_1300",585,318
"peak_1301",1379,662
"peak_1302",66,15
"peak_1303",349,139
"peak_1304",620,259
"peak_1305",67,13
"peak_1306",703,340
"peak_1307",125,63
"peak_1308",703,383
"peak_1309",247,96
"peak_1310",307,168
"peak_1311",314,169
"peak_1312",898,473
"peak_1313",1000,485
"peak_1314",2078,769
"peak_1315",1308,514
"peak_1316",4815,1330
"peak_1317",331,132
"peak_1318",470,147
"peak_1319",487,229
"peak_1320",1350,569
"peak_1321",1372,680
"peak_1322",397,158
"peak_1323",269,107
