"","SRR7992455Aligned.sortedByCoord.out_sorted.bam","SRR7992458Aligned.sortedByCoord.out_sorted.bam"
"peak_4074",1109,374
"peak_4075",514,168
"peak_4076",200,77
"peak_4077",54,19
"peak_4078",140,50
"peak_4079",80,37
"peak_4080",134,42
"peak_4081",92,26
"peak_4082",52,12
"peak_4083",50,11
"peak_4084",64,13
"peak_4085",2822,1121
"peak_4086",286,150
"peak_4087",343,180
"peak_4088",1865,968
"peak_4089",394,224
"peak_4090",776,394
"peak_4091",562,306
"peak_4092",382,191
"peak_4093",362,143
"peak_4094",231,126
"peak_4095",911,381
"peak_4096",3965,2114
"peak_4097",150,79
"peak_4098",461,228
"peak_4099",725,258
"peak_4100",299,106
"peak_4101",136,50
"peak_4102",617,216
"peak_4103",1200,351
"peak_4104",427,222
"peak_4105",238,120
"peak_4106",188,66
"peak_4107",599,224
"peak_4108",349,68
"peak_4109",176,67
"peak_4110",61,23
"peak_4111",320,144
"peak_4112",1865,688
"peak_4113",526,283
"peak_4114",139,66
"peak_4115",186,104
"peak_4116",651,245
"peak_4117",146,68
"peak_4118",724,315
"peak_4119",291,126
"peak_4120",203,52
"peak_4121",80,22
"peak_4122",63,20
"peak_4123",1624,646
"peak_4124",79,35
"peak_4125",289,128
"peak_4126",214,100
"peak_4127",160,66
"peak_4128",2383,821
"peak_4129",138,44
"peak_4130",208,98
"peak_4131",366,105
"peak_4132",294,144
"peak_4133",851,258
"peak_4134",689,181
"peak_4135",412,192
"peak_4136",1552,608
"peak_4137",469,262
"peak_4138",7008,2171
"peak_4139",422,164
"peak_4140",4070,1718
"peak_4141",7714,2823
"peak_4142",174,62
"peak_4143",65,21
"peak_4144",152,53
"peak_4145",91,17
"peak_4146",3805,1912
"peak_4147",65,16
"peak_4148",249,81
"peak_4149",783,375
"peak_4150",248,119
"peak_4151",84,33
"peak_4152",237,66
"peak_4153",110,32
"peak_4154",87,41
"peak_4155",235,88
"peak_4156",90,38
"peak_4157",125,45
"peak_4158",1460,632
"peak_4159",196,97
"peak_4160",41,6
"peak_4161",350,179
"peak_4162",2684,864
"peak_4163",348,161
"peak_4164",1211,307
"peak_4165",111,45
"peak_4166",170,68
"peak_4167",242,99
"peak_4168",186,76
"peak_4169",528,220
"peak_4170",43,7
"peak_4171",151,51
"peak_4172",495,193
"peak_4173",585,166
"peak_4174",390,171
"peak_4175",99,27
"peak_4176",77,17
"peak_4177",147,68
"peak_4178",116,36
"peak_4179",71,31
"peak_4180",586,207
"peak_4181",189,87
"peak_4182",542,229
"peak_4183",219,88
"peak_4184",134,50
"peak_4185",1017,358
"peak_4186",741,306
"peak_4187",70,25
"peak_4188",209,92
"peak_4189",153,62
"peak_4190",58,8
"peak_4191",755,281
"peak_4192",170,68
"peak_4193",308,154
"peak_4194",42,10
"peak_4195",728,223
"peak_4196",71,22
"peak_4197",45,10
"peak_4198",112,58
"peak_4199",329,163
"peak_4200",279,157
"peak_4201",465,196
"peak_4202",97,32
"peak_4203",275,148
"peak_4204",443,228
"peak_4205",775,347
"peak_4206",671,272
"peak_4207",88,41
"peak_4208",280,140
"peak_4209",212,83
"peak_4210",115,33
"peak_4211",63,18
"peak_4212",85,30
"peak_4213",382,167
"peak_4214",164,86
"peak_4215",138,66
"peak_4216",281,120
"peak_4217",279,101
"peak_4218",107,30
"peak_4219",768,409
"peak_4220",377,203
"peak_4221",145,63
"peak_4222",810,306
"peak_4223",651,283
"peak_4224",415,226
"peak_4225",240,85
"peak_4226",847,356
"peak_4227",1431,343
"peak_4228",2782,604
"peak_4229",152,50
"peak_4230",508,231
"peak_4231",267,103
"peak_4232",164,89
"peak_4233",1826,656
"peak_4234",483,275
"peak_4235",866,299
"peak_4236",1060,582
"peak_4237",37,3
"peak_4238",243,122
"peak_4239",144,55
"peak_4240",172,88
"peak_4241",164,73
"peak_4242",144,55
"peak_4243",134,55
"peak_4244",77,16
"peak_4245",116,34
"peak_4246",548,298
"peak_4247",194,105
"peak_4248",155,80
"peak_4249",1065,321
"peak_4250",397,198
"peak_4251",877,455
"peak_4252",199,99
"peak_4253",127,58
"peak_4254",393,127
"peak_4255",1662,490
"peak_4256",242,97
"peak_4257",72,12
"peak_4258",502,224
"peak_4259",122,35
"peak_4260",227,106
"peak_4261",207,108
"peak_4262",696,282
"peak_4263",501,161
"peak_4264",71,25
"peak_4265",720,318
"peak_4266",163,92
"peak_4267",504,180
"peak_4268",186,95
"peak_4269",2371,577
"peak_4270",2187,641
"peak_4271",214,72
"peak_4272",60,13
"peak_4273",198,68
"peak_4274",233,104
"peak_4275",378,148
"peak_4276",167,53
"peak_4277",73,27
"peak_4278",61,16
"peak_4279",136,59
"peak_4280",703,202
"peak_4281",278,100
"peak_4282",267,65
"peak_4283",421,216
"peak_4284",165,90
"peak_4285",559,283
"peak_4286",778,257
"peak_4287",105,37
"peak_4288",101,40
"peak_4289",158,80
"peak_4290",81,18
"peak_4291",56,16
"peak_4292",872,274
"peak_4293",112,29
"peak_4294",53,5
"peak_4295",111,59
"peak_4296",259,130
"peak_4297",140,72
"peak_4298",365,144
"peak_4299",110,57
"peak_4300",550,295
"peak_4301",1057,507
"peak_4302",2719,958
"peak_4303",92,38
"peak_4304",1299,632
"peak_4305",419,150
"peak_4306",161,86
"peak_4307",112,59
"peak_4308",455,165
"peak_4309",318,133
"peak_4310",346,151
"peak_4311",285,150
"peak_4312",140,66
"peak_4313",132,72
"peak_4314",627,334
"peak_4315",415,175
"peak_4316",110,41
"peak_4317",93,45
"peak_4318",182,58
"peak_4319",175,41
"peak_4320",95,43
"peak_4321",161,39
"peak_4322",188,90
"peak_4323",228,101
"peak_4324",458,199
"peak_4325",59,3
"peak_4326",81,27
"peak_4327",83,31
"peak_4328",60,11
"peak_4329",383,198
"peak_4330",724,347
"peak_4331",340,186
"peak_4332",704,181
"peak_4333",700,389
"peak_4334",1522,645
"peak_4335",620,328
"peak_4336",183,82
"peak_4337",846,188
"peak_4338",131,48
"peak_4339",314,141
"peak_4340",83,30
"peak_4341",1000,380
"peak_4342",206,111
"peak_4343",545,154
"peak_4344",799,294
"peak_4345",984,392
"peak_4346",946,386
"peak_4347",173,73
"peak_4348",57,11
"peak_4349",87,42
"peak_4350",2642,829
"peak_4351",288,79
"peak_4352",92,39
"peak_4353",943,483
"peak_4354",177,78
"peak_4355",70,22
"peak_4356",198,52
"peak_4357",313,69
"peak_4358",96,39
"peak_4359",612,238
"peak_4360",556,267
"peak_4361",3159,1720
"peak_4362",365,130
"peak_4363",1196,493
"peak_4364",248,97
"peak_4365",3490,1351
"peak_4366",931,331
"peak_4367",4731,2270
"peak_4368",3336,1402
"peak_4369",160,77
"peak_4370",83,15
"peak_4371",707,341
"peak_4372",98,41
"peak_4373",169,44
"peak_4374",94,38
"peak_4375",141,72
"peak_4376",266,136
"peak_4377",1616,475
"peak_4378",413,212
"peak_4379",474,241
"peak_4380",7546,3799
"peak_4381",13413,6567
"peak_4382",4465,2282
"peak_4383",773,277
"peak_4384",617,335
"peak_4385",2754,804
"peak_4386",477,231
"peak_4387",369,179
"peak_4388",1125,366
"peak_4389",300,158
"peak_4390",686,214
"peak_4391",117,30
"peak_4392",243,84
"peak_4393",253,84
"peak_4394",344,147
"peak_4395",357,139
"peak_4396",91,44
"peak_4397",264,124
"peak_4398",1657,839
"peak_4399",420,226
"peak_4400",1395,513
"peak_4401",143,75
"peak_4402",576,255
"peak_4403",234,129
"peak_4404",281,105
"peak_4405",1416,517
"peak_4406",420,204
"peak_4407",677,294
"peak_4408",918,415
"peak_4409",359,121
"peak_4410",494,222
"peak_4411",156,64
"peak_4412",63,14
"peak_4413",359,82
"peak_4414",586,232
"peak_4415",47,12
"peak_4416",71,25
"peak_4417",93,30
"peak_4418",148,47
"peak_4419",210,104
"peak_4420",105,59
"peak_4421",133,73
"peak_4422",446,216
"peak_4423",214,111
"peak_4424",2249,1187
"peak_4425",6086,2641
"peak_4426",402,182
"peak_4427",152,81
"peak_4428",1480,773
"peak_4429",250,58
"peak_4430",1026,346
"peak_4431",3402,1410
"peak_4432",1008,341
"peak_4433",149,61
"peak_4434",920,447
"peak_4435",483,147
"peak_4436",661,339
"peak_4437",246,132
"peak_4438",365,144
"peak_4439",88,37
"peak_4440",92,32
"peak_4441",751,303
"peak_4442",228,128
"peak_4443",328,170
"peak_4444",414,114
"peak_4445",1201,529
"peak_4446",76,15
"peak_4447",398,136
"peak_4448",119,32
"peak_4449",953,448
"peak_4450",63,16
"peak_4451",384,133
"peak_4452",284,148
"peak_4453",113,32
"peak_4454",74,19
"peak_4455",209,93
"peak_4456",202,84
"peak_4457",126,65
"peak_4458",304,148
"peak_4459",133,71
"peak_4460",1733,895
"peak_4461",109,47
"peak_4462",64,25
"peak_4463",179,65
"peak_4464",73,33
"peak_4465",108,29
"peak_4466",323,115
"peak_4467",781,191
"peak_4468",63,23
"peak_4469",63,23
"peak_4470",464,156
"peak_4471",88,27
"peak_4472",879,253
"peak_4473",94,38
"peak_4474",119,55
"peak_4475",83,37
"peak_4476",191,104
"peak_4477",1973,967
"peak_4478",322,148
"peak_4479",126,60
"peak_4480",5206,2019
"peak_4481",4829,1736
"peak_4482",10501,4122
"peak_4483",334,142
"peak_4484",136,76
"peak_4485",152,62
"peak_4486",3575,1312
"peak_4487",603,252
"peak_4488",264,150
"peak_4489",2818,892
"peak_4490",293,113
"peak_4491",648,250
"peak_4492",210,100
"peak_4493",1348,549
"peak_4494",281,141
"peak_4495",456,150
"peak_4496",121,69
"peak_4497",154,79
"peak_4498",264,139
"peak_4499",107,44
"peak_4500",2725,857
"peak_4501",232,82
"peak_4502",186,41
"peak_4503",74,25
"peak_4504",1565,642
"peak_4505",133,73
"peak_4506",637,302
"peak_4507",96,46
"peak_4508",77,32
"peak_4509",601,165
"peak_4510",85,29
"peak_4511",61,19
"peak_4512",94,33
"peak_4513",527,122
"peak_4514",674,306
"peak_4515",726,335
"peak_4516",900,333
"peak_4517",129,68
"peak_4518",298,99
"peak_4519",504,274
"peak_4520",292,156
"peak_4521",540,242
"peak_4522",134,72
"peak_4523",248,130
"peak_4524",306,135
"peak_4525",140,64
"peak_4526",338,157
"peak_4527",195,80
"peak_4528",262,105
"peak_4529",360,182
"peak_4530",127,63
"peak_4531",217,85
"peak_4532",385,170
"peak_4533",263,127
"peak_4534",3218,838
"peak_4535",176,53
"peak_4536",281,58
"peak_4537",449,193
"peak_4538",782,459
"peak_4539",145,66
"peak_4540",718,288
"peak_4541",282,92
"peak_4542",91,33
"peak_4543",41,7
"peak_4544",92,31
"peak_4545",83,30
"peak_4546",171,77
"peak_4547",158,79
"peak_4548",676,225
"peak_4549",499,253
"peak_4550",331,150
"peak_4551",3053,1108
"peak_4552",77,35
"peak_4553",565,201
"peak_4554",70,26
"peak_4555",46,8
"peak_4556",53,11
"peak_4557",410,167
"peak_4558",352,148
"peak_4559",200,110
"peak_4560",291,103
"peak_4561",109,53
"peak_4562",364,167
"peak_4563",359,112
"peak_4564",73,20
"peak_4565",49,14
"peak_4566",92,25
"peak_4567",1229,551
"peak_4568",1642,538
"peak_4569",48,9
"peak_4570",68,30
"peak_4571",929,533
"peak_4572",128,49
"peak_4573",391,98
"peak_4574",121,63
"peak_4575",195,58
"peak_4576",273,110
"peak_4577",635,167
"peak_4578",483,135
"peak_4579",207,79
"peak_4580",204,96
"peak_4581",90,36
"peak_4582",240,105
"peak_4583",585,209
"peak_4584",751,213
"peak_4585",59,18
"peak_4586",251,125
"peak_4587",139,49
"peak_4588",256,103
"peak_4589",129,66
"peak_4590",117,52
"peak_4591",339,143
"peak_4592",1386,363
"peak_4593",579,227
"peak_4594",530,213
"peak_4595",1994,581
"peak_4596",575,263
"peak_4597",244,81
"peak_4598",74,26
"peak_4599",102,43
"peak_4600",148,74
"peak_4601",621,139
"peak_4602",284,115
"peak_4603",330,106
"peak_4604",222,115
"peak_4605",4294,1990
"peak_4606",75,31
"peak_4607",1394,617
"peak_4608",1862,951
"peak_4609",2039,939
"peak_4610",297,123
"peak_4611",3172,1229
"peak_4612",938,416
"peak_4613",1518,863
"peak_4614",2179,1064
"peak_4615",1052,572
"peak_4616",3119,1424
"peak_4617",1719,924
"peak_4618",1820,923
"peak_4619",19328,6447
"peak_4620",3993,1913
"peak_4621",127,68
"peak_4622",287,147
"peak_4623",6513,1844
"peak_4624",918,503
"peak_4625",3156,1484
"peak_4626",253,106
"peak_4627",235,121
"peak_4628",239,130
"peak_4629",587,160
"peak_4630",134,75
"peak_4631",236,131
"peak_4632",361,79
"peak_4633",122,40
"peak_4634",1824,410
"peak_4635",146,81
"peak_4636",127,60
"peak_4637",225,98
"peak_4638",260,100
"peak_4639",374,141
"peak_4640",308,127
"peak_4641",261,64
"peak_4642",59,22
"peak_4643",100,43
"peak_4644",81,22
"peak_4645",88,33
"peak_4646",118,54
"peak_4647",232,109
"peak_4648",101,53
"peak_4649",631,230
"peak_4650",300,102
"peak_4651",447,111
"peak_4652",436,139
"peak_4653",143,64
"peak_4654",78,27
"peak_4655",82,19
"peak_4656",91,34
"peak_4657",319,148
"peak_4658",257,97
"peak_4659",154,60
"peak_4660",422,153
"peak_4661",143,59
"peak_4662",104,41
"peak_4663",86,32
"peak_4664",61,21
"peak_4665",672,355
"peak_4666",262,133
"peak_4667",2658,1284
"peak_4668",4022,1755
"peak_4669",480,244
"peak_4670",541,233
"peak_4671",248,34
"peak_4672",429,93
"peak_4673",69,24
"peak_4674",156,53
"peak_4675",149,40
"peak_4676",60,23
"peak_4677",160,41
"peak_4678",56,14
"peak_4679",92,43
"peak_4680",226,66
"peak_4681",283,118
"peak_4682",542,270
"peak_4683",7045,2774
"peak_4684",1052,569
"peak_4685",144,77
"peak_4686",279,147
"peak_4687",146,60
"peak_4688",142,66
"peak_4689",253,107
"peak_4690",104,48
"peak_4691",442,190
"peak_4692",464,156
"peak_4693",121,31
"peak_4694",61,6
"peak_4695",754,194
"peak_4696",63,21
"peak_4697",1522,513
"peak_4698",1308,680
"peak_4699",116,45
"peak_4700",104,50
"peak_4701",100,47
"peak_4702",1845,838
"peak_4703",279,136
"peak_4704",304,134
"peak_4705",1026,494
"peak_4706",232,111
"peak_4707",145,75
"peak_4708",381,138
"peak_4709",228,50
"peak_4710",25860,8666
"peak_4711",67,22
"peak_4712",1235,337
"peak_4713",292,70
"peak_4714",91,14
"peak_4715",52,12
"peak_4716",453,208
"peak_4717",282,127
"peak_4718",1184,590
"peak_4719",142,59
"peak_4720",283,130
"peak_4721",403,195
"peak_4722",2193,660
"peak_4723",10206,4554
"peak_4724",20073,9960
"peak_4725",6750,3634
"peak_4726",2071,1133
"peak_4727",694,177
"peak_4728",55,17
"peak_4729",148,56
"peak_4730",83,34
"peak_4731",203,104
"peak_4732",348,138
"peak_4733",651,144
"peak_4734",893,226
"peak_4735",2781,1073
"peak_4736",150,76
"peak_4737",4043,1363
"peak_4738",632,325
"peak_4739",747,385
"peak_4740",552,289
"peak_4741",3758,1533
"peak_4742",54,7
"peak_4743",149,81
"peak_4744",194,89
"peak_4745",174,66
"peak_4746",120,33
"peak_4747",67,23
"peak_4748",256,75
"peak_4749",347,82
"peak_4750",111,24
"peak_4751",321,121
"peak_4752",398,207
"peak_4753",635,186
"peak_4754",316,170
"peak_4755",309,161
"peak_4756",94,45
"peak_4757",127,60
"peak_4758",130,75
"peak_4759",2976,1022
"peak_4760",174,84
"peak_4761",137,42
"peak_4762",59,18
"peak_4763",195,97
"peak_4764",654,333
"peak_4765",1186,587
"peak_4766",541,263
"peak_4767",340,177
"peak_4768",1870,686
"peak_4769",2752,953
"peak_4770",135,44
"peak_4771",352,147
"peak_4772",351,125
"peak_4773",146,66
"peak_4774",101,45
"peak_4775",2046,1087
"peak_4776",2021,977
"peak_4777",310,146
"peak_4778",117,59
"peak_4779",257,140
"peak_4780",1156,448
"peak_4781",442,180
"peak_4782",1917,649
"peak_4783",2169,921
"peak_4784",671,326
"peak_4785",155,84
"peak_4786",199,105
"peak_4787",299,132
"peak_4788",284,149
"peak_4789",1432,480
"peak_4790",1240,644
"peak_4791",219,116
"peak_4792",96,49
"peak_4793",214,110
"peak_4794",336,118
"peak_4795",1582,697
"peak_4796",129,70
"peak_4797",7431,2508
"peak_4798",15326,4034
"peak_4799",418,215
"peak_4800",136,70
"peak_4801",985,270
"peak_4802",2293,812
"peak_4803",658,321
"peak_4804",461,252
"peak_4805",59,20
"peak_4806",122,57
"peak_4807",184,81
"peak_4808",164,53
"peak_4809",296,167
"peak_4810",3317,923
"peak_4811",826,425
"peak_4812",1503,682
"peak_4813",1090,317
"peak_4814",102,36
"peak_4815",602,219
"peak_4816",2796,863
"peak_4817",4933,1423
"peak_4818",1983,724
"peak_4819",168,91
"peak_4820",85,35
"peak_4821",130,65
"peak_4822",186,78
"peak_4823",192,72
"peak_4824",128,39
"peak_4825",148,61
"peak_4826",167,58
"peak_4827",138,65
"peak_4828",732,267
"peak_4829",617,244
"peak_4830",189,101
"peak_4831",188,101
"peak_4832",648,311
"peak_4833",972,471
"peak_4834",1363,536
"peak_4835",167,82
"peak_4836",104,41
"peak_4837",63,22
"peak_4838",167,60
"peak_4839",233,93
"peak_4840",66,20
"peak_4841",84,25
"peak_4842",144,67
"peak_4843",305,144
"peak_4844",150,28
"peak_4845",79,20
"peak_4846",113,39
"peak_4847",370,61
"peak_4848",547,245
"peak_4849",128,68
"peak_4850",143,70
"peak_4851",291,142
"peak_4852",188,104
"peak_4853",2811,820
"peak_4854",581,297
"peak_4855",628,339
"peak_4856",958,357
"peak_4857",1039,408
"peak_4858",918,435
"peak_4859",427,233
"peak_4860",4080,2225
"peak_4861",841,356
"peak_4862",129,60
"peak_4863",384,190
"peak_4864",544,203
"peak_4865",353,131
"peak_4866",216,96
"peak_4867",1052,500
"peak_4868",693,357
"peak_4869",492,284
"peak_4870",79,23
"peak_4871",135,40
"peak_4872",194,36
"peak_4873",494,168
"peak_4874",574,202
"peak_4875",107,61
"peak_4876",861,346
"peak_4877",401,221
"peak_4878",8242,2949
"peak_4879",1402,332
"peak_4880",409,124
"peak_4881",1198,355
"peak_4882",145,75
"peak_4883",846,267
"peak_4884",1231,318
"peak_4885",129,59
"peak_4886",487,128
"peak_4887",335,168
"peak_4888",609,295
"peak_4889",160,84
"peak_4890",364,166
"peak_4891",509,199
"peak_4892",44,7
"peak_4893",299,130
"peak_4894",385,182
"peak_4895",802,254
"peak_4896",1005,234
"peak_4897",227,68
"peak_4898",354,189
"peak_4899",1385,452
"peak_4900",395,194
"peak_4901",310,162
"peak_4902",306,147
"peak_4903",988,416
"peak_4904",986,362
"peak_4905",91,39
"peak_4906",138,61
"peak_4907",374,182
"peak_4908",334,149
"peak_4909",290,142
"peak_4910",379,173
"peak_4911",3565,1130
"peak_4912",42,6
"peak_4913",1493,351
"peak_4914",1098,285
"peak_4915",472,164
"peak_4916",118,51
"peak_4917",281,106
"peak_4918",89,41
"peak_4919",253,118
"peak_4920",68,22
"peak_4921",136,68
"peak_4922",1551,473
"peak_4923",419,122
"peak_4924",96,50
"peak_4925",106,52
"peak_4926",728,251
"peak_4927",414,133
"peak_4928",645,197
"peak_4929",290,137
"peak_4930",705,364
"peak_4931",1321,709
"peak_4932",1299,688
"peak_4933",345,166
"peak_4934",1064,343
"peak_4935",220,114
"peak_4936",248,131
"peak_4937",1008,348
"peak_4938",446,166
"peak_4939",142,75
"peak_4940",574,156
"peak_4941",276,158
"peak_4942",360,122
"peak_4943",536,214
"peak_4944",268,73
"peak_4945",787,304
"peak_4946",218,112
"peak_4947",175,94
"peak_4948",154,49
"peak_4949",124,59
"peak_4950",156,62
"peak_4951",541,131
"peak_4952",601,266
"peak_4953",161,90
"peak_4954",716,242
"peak_4955",112,48
"peak_4956",69,24
"peak_4957",390,133
"peak_4958",77,13
"peak_4959",206,94
"peak_4960",3715,1335
"peak_4961",265,158
"peak_4962",369,144
"peak_4963",862,284
"peak_4964",148,78
"peak_4965",104,48
"peak_4966",645,277
"peak_4967",1865,603
"peak_4968",417,228
"peak_4969",268,145
"peak_4970",252,139
"peak_4971",1114,402
"peak_4972",1065,428
"peak_4973",41,7
"peak_4974",1528,504
"peak_4975",4215,1213
"peak_4976",540,301
"peak_4977",1265,714
"peak_4978",4624,2133
"peak_4979",989,531
"peak_4980",384,210
"peak_4981",4227,1223
"peak_4982",367,134
"peak_4983",252,95
"peak_4984",97,46
"peak_4985",223,67
"peak_4986",243,61
"peak_4987",70,26
"peak_4988",1034,492
"peak_4989",2680,1479
"peak_4990",3372,843
"peak_4991",3978,1863
"peak_4992",3117,1610
"peak_4993",162,63
"peak_4994",68,21
"peak_4995",44,10
"peak_4996",911,414
"peak_4997",233,123
"peak_4998",930,398
"peak_4999",147,41
"peak_5000",261,87
"peak_5001",214,119
"peak_5002",188,100
"peak_5003",406,205
"peak_5004",678,306
"peak_5005",91,30
"peak_5006",135,45
"peak_5007",257,132
"peak_5008",52,13
"peak_5009",74,30
"peak_5010",223,85
"peak_5011",672,261
"peak_5012",106,55
"peak_5013",83,30
"peak_5014",60,9
"peak_5015",6412,2719
"peak_5016",4966,2378
"peak_5017",8515,3659
"peak_5018",65,20
"peak_5019",394,98
"peak_5020",96,40
"peak_5021",117,43
"peak_5022",1146,369
"peak_5023",529,262
"peak_5024",266,148
"peak_5025",50,11
"peak_5026",150,73
"peak_5027",150,73
"peak_5028",911,411
"peak_5029",64,23
"peak_5030",62,24
"peak_5031",93,34
"peak_5032",889,246
"peak_5033",92,23
"peak_5034",53,7
"peak_5035",1088,247
"peak_5036",241,132
"peak_5037",234,125
"peak_5038",103,54
"peak_5039",708,371
"peak_5040",4784,1352
"peak_5041",1250,584
"peak_5042",77,25
"peak_5043",241,128
"peak_5044",168,86
"peak_5045",137,31
"peak_5046",56,17
"peak_5047",76,25
"peak_5048",841,290
"peak_5049",202,93
"peak_5050",1062,325
"peak_5051",280,122
"peak_5052",435,234
"peak_5053",4937,1432
"peak_5054",170,94
"peak_5055",262,143
"peak_5056",260,144
"peak_5057",78,31
"peak_5058",627,336
"peak_5059",4529,1660
"peak_5060",5066,1932
"peak_5061",5516,2800
"peak_5062",127,45
"peak_5063",259,71
"peak_5064",115,61
"peak_5065",1357,669
"peak_5066",1044,589
"peak_5067",92,44
"peak_5068",246,129
"peak_5069",245,127
"peak_5070",61,14
"peak_5071",108,59
"peak_5072",460,160
"peak_5073",6574,2847
"peak_5074",3767,2022
"peak_5075",82,38
"peak_5076",116,20
"peak_5077",88,26
"peak_5078",349,186
"peak_5079",760,343
"peak_5080",439,197
"peak_5081",407,204
"peak_5082",330,175
"peak_5083",6163,1548
"peak_5084",743,385
"peak_5085",787,405
"peak_5086",279,100
"peak_5087",2183,1191
"peak_5088",550,240
"peak_5089",83,26
"peak_5090",51,11
"peak_5091",874,427
"peak_5092",189,93
"peak_5093",79,36
"peak_5094",37,5
"peak_5095",338,185
"peak_5096",174,97
"peak_5097",356,121
"peak_5098",1060,386
"peak_5099",544,291
"peak_5100",234,103
"peak_5101",146,80
"peak_5102",182,70
"peak_5103",346,97
"peak_5104",78,27
"peak_5105",50,14
"peak_5106",1161,490
"peak_5107",1062,463
"peak_5108",2550,1006
"peak_5109",303,176
"peak_5110",962,419
"peak_5111",1526,679
"peak_5112",760,267
"peak_5113",228,134
"peak_5114",117,21
"peak_5115",1028,329
"peak_5116",668,240
"peak_5117",151,73
"peak_5118",1336,605
"peak_5119",1077,517
"peak_5120",2344,859
"peak_5121",1559,672
"peak_5122",143,83
"peak_5123",422,169
"peak_5124",56,14
"peak_5125",75,24
"peak_5126",75,29
"peak_5127",3676,1636
"peak_5128",3158,1578
"peak_5129",1011,548
"peak_5130",196,74
"peak_5131",5769,2955
"peak_5132",6045,3127
"peak_5133",610,283
"peak_5134",241,125
"peak_5135",281,147
"peak_5136",193,96
"peak_5137",293,111
"peak_5138",747,352
"peak_5139",3420,907
"peak_5140",2011,858
"peak_5141",337,178
"peak_5142",76,7
"peak_5143",181,85
"peak_5144",1233,428
"peak_5145",3284,1813
"peak_5146",556,281
"peak_5147",192,75
"peak_5148",473,150
"peak_5149",317,135
"peak_5150",738,396
"peak_5151",445,246
"peak_5152",6111,1833
"peak_5153",1285,643
"peak_5154",732,289
"peak_5155",794,369
"peak_5156",229,100
"peak_5157",281,137
"peak_5158",158,51
"peak_5159",258,77
"peak_5160",450,196
"peak_5161",110,40
"peak_5162",129,68
"peak_5163",3001,1356
"peak_5164",2597,931
"peak_5165",60,13
"peak_5166",1090,407
"peak_5167",302,122
"peak_5168",13186,3797
"peak_5169",1557,454
"peak_5170",1478,759
"peak_5171",161,51
"peak_5172",265,58
"peak_5173",3270,952
"peak_5174",2358,938
"peak_5175",22739,8600
"peak_5176",4609,1419
"peak_5177",437,222
"peak_5178",975,470
"peak_5179",144,73
"peak_5180",1525,604
"peak_5181",159,46
"peak_5182",1430,669
"peak_5183",23410,6502
"peak_5184",215,109
"peak_5185",46,8
"peak_5186",82,26
"peak_5187",197,42
"peak_5188",245,106
"peak_5189",270,132
"peak_5190",141,71
"peak_5191",247,135
"peak_5192",358,121
"peak_5193",81,28
"peak_5194",431,193
"peak_5195",249,103
"peak_5196",1484,363
"peak_5197",2235,661
"peak_5198",21255,10254
"peak_5199",2476,1298
"peak_5200",1902,1066
"peak_5201",4121,1635
"peak_5202",41,10
"peak_5203",395,203
"peak_5204",83,19
"peak_5205",137,29
"peak_5206",83,15
"peak_5207",117,64
"peak_5208",135,72
"peak_5209",407,154
"peak_5210",87,40
"peak_5211",75,17
"peak_5212",602,181
"peak_5213",344,177
"peak_5214",181,98
"peak_5215",660,234
"peak_5216",266,115
"peak_5217",72,29
"peak_5218",425,173
"peak_5219",1603,745
"peak_5220",3927,1716
"peak_5221",3213,1116
"peak_5222",794,249
"peak_5223",461,200
"peak_5224",4637,1886
"peak_5225",387,209
"peak_5226",142,76
"peak_5227",137,68
"peak_5228",152,76
"peak_5229",423,183
"peak_5230",376,200
"peak_5231",922,382
"peak_5232",125,59
"peak_5233",3413,834
"peak_5234",1108,372
"peak_5235",77,27
"peak_5236",743,208
"peak_5237",214,92
"peak_5238",111,58
"peak_5239",531,190
"peak_5240",160,70
"peak_5241",1571,688
"peak_5242",982,417
"peak_5243",1216,520
"peak_5244",358,80
"peak_5245",55,10
"peak_5246",46,10
"peak_5247",1099,467
"peak_5248",653,297
"peak_5249",371,148
"peak_5250",236,126
"peak_5251",146,54
"peak_5252",69,20
"peak_5253",77,17
"peak_5254",986,540
"peak_5255",1151,555
"peak_5256",261,126
"peak_5257",500,169
"peak_5258",159,53
"peak_5259",155,75
"peak_5260",301,143
"peak_5261",168,56
"peak_5262",311,109
"peak_5263",713,299
"peak_5264",161,88
"peak_5265",911,359
"peak_5266",1774,898
"peak_5267",464,215
"peak_5268",173,83
"peak_5269",69,29
"peak_5270",314,173
"peak_5271",816,444
"peak_5272",140,72
"peak_5273",475,244
"peak_5274",1048,357
"peak_5275",540,250
"peak_5276",39,8
"peak_5277",61,12
"peak_5278",1443,586
"peak_5279",4553,1220
"peak_5280",2296,1126
"peak_5281",251,69
"peak_5282",104,33
"peak_5283",473,146
"peak_5284",239,86
"peak_5285",157,53
"peak_5286",132,64
"peak_5287",266,144
"peak_5288",260,91
"peak_5289",1713,700
"peak_5290",271,146
"peak_5291",114,53
"peak_5292",206,109
"peak_5293",207,122
"peak_5294",1271,657
"peak_5295",1157,578
"peak_5296",2167,1000
"peak_5297",62,18
"peak_5298",528,196
"peak_5299",94,34
"peak_5300",79,34
"peak_5301",273,128
"peak_5302",598,262
"peak_5303",214,117
"peak_5304",124,55
"peak_5305",211,109
"peak_5306",85,32
"peak_5307",108,53
"peak_5308",134,57
"peak_5309",131,66
"peak_5310",132,58
