"","log2Expr.MLE","log2Expr.MLE.SE","log2AbsMod.MLE","log2AbsMod.MLE.SE","log2fcMod.MLE","log2fcMod.MLE.SE","log2fcMod.pvalue","log2fcMod.padj"
"peak_1",4.70790267305522,0.272643715183833,6.52571674491471,0.155569805752831,1.81781407185949,0.313905324413338,3.49920286033186e-09,4.35927528374135e-09
"peak_2",6.05029496816987,0.171216398201243,8.10507656675983,0.0899928438854265,2.05478159858997,0.193426383965416,1.16391318648019e-26,2.85388772402385e-26
"peak_3",5.39240089669075,0.215064271251284,7.20797646360204,0.122810356858231,1.81557556691128,0.247659083681765,1.14266189636059e-13,1.81089176595437e-13
"peak_4",5.94494197160429,0.177583479399346,8.2892765763767,0.0844273412070602,2.34433460477241,0.196631297609824,4.51835625914601e-33,1.29597514025198e-32
"peak_5",6.22247592730856,0.161298208174159,7.31862053935727,0.118190181883288,1.09614461204871,0.199965070950092,2.10652397801344e-08,2.48839546414116e-08
"peak_6",5.65543530981778,0.196325923660187,7.20797646756922,0.122810356689377,1.55254115775144,0.231573421803677,1.01176689676165e-11,1.44920173470517e-11
"peak_7",6.80743846217217,0.131699436209879,7.89386789037129,0.0968273506859938,1.08642942819913,0.163463380267274,1.50258929433608e-11,2.1333636060716e-11
"peak_8",5.75852883642666,0.18943513410095,8.04781924650079,0.0917964870540307,2.28929041007413,0.210504783455696,7.56271461234198e-28,1.9149155967363e-27
"peak_9",6.07047283054193,0.170023239324166,7.41233497192594,0.114413158187274,1.34186214138401,0.20493479734542,2.92048878999534e-11,4.08442531821568e-11
"peak_10",7.90617246362314,0.089992844239569,9.47013943609704,0.0560719350102003,1.5639669724739,0.106031947111538,1.53923688206844e-49,6.06745701187445e-49
"peak_11",5.9005478132555,0.180336877915099,7.1106792701053,0.127022214440299,1.2101314568498,0.220581119769119,2.05444923294713e-08,2.4292428997948e-08
"peak_12",5.78319085386434,0.187822893498061,6.99426977633268,0.132251636223039,1.21107892246834,0.229712716534317,6.74189632418209e-08,7.67486315639221e-08
"peak_13",5.83128514688506,0.184718169141635,7.07673193713372,0.128525488236278,1.24544679024866,0.225032444067232,1.56040008914423e-08,1.85984890428908e-08
"peak_14",5.62846828209106,0.198169398353904,7.73607663270692,0.102269939616157,2.10760835061586,0.223002801215753,1.67740646980381e-21,3.56592593121339e-21
"peak_15",6.43970665708391,0.149600506278913,7.52571677576736,0.110004464750616,1.08601011868345,0.185691390916977,2.48060841697341e-09,3.12584966236353e-09
"peak_16",6.34349133673105,0.154673143023718,7.46577423429599,0.112313655742203,1.12228289756495,0.191149515384897,2.16285946132795e-09,2.73551529238817e-09
"peak_17",8.065454842506,0.0851595958716354,9.24155908717701,0.0606946364051747,1.17610424467101,0.104575310425136,1.20508540885386e-29,3.18696117649905e-29
"peak_18",6.05029494156375,0.171216399780026,7.19748409973896,0.123257754465271,1.14718915817522,0.210968072958876,2.69805854505664e-08,3.16230597501734e-08
"peak_19",7.2580998927717,0.112655556068655,8.39866004505805,0.0812866564807431,1.14056015228635,0.138920101135598,1.10421186242518e-16,1.97955753635743e-16
"peak_20",6.45513669879721,0.148802631234978,7.5506631330097,0.10905749336392,1.09552643421249,0.184487828508758,1.44080324696086e-09,1.83958911543737e-09
"peak_21",7.66209913737742,0.0979365210791005,8.97903527800022,0.0664758783415988,1.3169361406228,0.118366398918029,4.69117113576943e-29,1.22331308848141e-28
"peak_22",6.68190757364322,0.13755557475008,7.77893212257438,0.100762191777257,1.09702454893117,0.170512623192944,6.22733165674772e-11,8.56294817096609e-11
"peak_23",8.27992628788692,0.0790592014816095,9.36389463076513,0.0581750787899032,1.08396834287821,0.0981564926355248,1.18141568303972e-28,3.04896908722307e-28
"peak_24",6.05029496197828,0.171216398568646,7.89386788327267,0.096827350924208,1.84357292129439,0.196699237228922,3.5401342585667e-21,7.4358122603929e-21
"peak_25",5.62846826901991,0.198169399251634,7.4032327590048,0.11477465428037,1.77476448998488,0.229007270617384,4.60124553802597e-15,7.7513412929394e-15
"peak_26",4.70790265250039,0.272643717126081,6.24919910852907,0.171216398951305,1.54129645602868,0.32194664626563,8.44660690278706e-07,8.80793968251856e-07
"peak_27",6.77091259380066,0.133377203200045,8.39407277233945,0.0814159910296134,1.62316017853879,0.156262732144058,1.4151230027058e-25,3.37448846890928e-25
"peak_28",4.75852873481527,0.26790172604224,6.3662385314447,0.164410356547236,1.60770979662942,0.314328001292063,1.57076652508345e-07,1.73752190287915e-07
"peak_29",6.24039785196369,0.160299447233686,7.9386558068686,0.09533597142387,1.69825795490491,0.186506995301954,4.28957540348299e-20,8.68460286896827e-20
"peak_30",4.48551021755181,0.294488866383076,6.09945198172022,0.180336877526741,1.61394176416841,0.345318795518262,1.47857874721222e-06,1.51527294699891e-06
"peak_31",5.8074384085302,0.18625112584652,7.20797646986179,0.122810356591798,1.40053806133159,0.22309608573998,1.71770614554773e-10,2.31157703874163e-10
"peak_32",4.70790267552066,0.27264371495087,6.55888360906531,0.153791806796066,1.85098093354464,0.313027966972898,1.6781440143616e-09,2.13700579167896e-09
"peak_33",5.80743841203137,0.18625112562052,7.30890537872043,0.118588801056397,1.50146696668906,0.22080032513452,5.22688812048161e-12,7.61010268999804e-12
"peak_34",6.57297320176289,0.142848094418147,7.95120106320492,0.094922364299548,1.37822786144203,0.171510444543982,4.6475790912915e-16,8.14373847983606e-16
"peak_35",4.65543523658595,0.277646769529233,6.30890535332994,0.167709889916759,1.65347011674399,0.324367580274362,1.72066344889771e-07,1.89742878391572e-07
"peak_36",6.80743847929045,0.13169943542854,8.88081173792385,0.0687777873673284,2.07337325863339,0.148577000236081,1.4691108131341e-44,5.31923207229404e-44
"peak_37",5.87782774173592,0.181762487566094,7.28927657296554,0.119398290260212,1.41144883122962,0.217470806591015,4.28353518999858e-11,5.93715816911756e-11
"peak_38",5.78319086796837,0.187822892579967,7.39407276174302,0.115139598367759,1.61088189377465,0.220305615495122,1.31565395808016e-13,2.08007459294301e-13
"peak_39",7.10022022471888,0.11899148163269,8.13287502754092,0.0891299968305025,1.03265480282204,0.148671209674987,1.88032494382412e-12,2.79864560161982e-12
