"","log2Expr.MLE","log2Expr.MLE.SE","log2AbsMod.MLE","log2AbsMod.MLE.SE","log2fcMod.MLE","log2fcMod.MLE.SE","log2fcMod.pvalue","log2fcMod.padj"
"peak_1",5.71594976828851,0.173680070265131,7.29946513198097,0.131699435218624,1.58351536369246,0.217966754234229,1.8660212050552e-13,2.37025274568412e-13
"peak_2",8.37891487233799,0.0690134631748139,9.76108102099359,0.0561143334435741,1.38216614865559,0.0889476051235136,9.42999023869619e-55,2.61418572653809e-54
"peak_3",4.96497730088914,0.225311099841425,7.17393423556593,0.137555574307599,2.20895693467678,0.263982241623621,2.93459864857965e-17,4.22433223409768e-17
"peak_4",3.06685698576238,0.434988767388682,5.75012643224187,0.225311110992277,2.68326944647949,0.489877827696635,2.15778951988585e-08,2.21851786412634e-08
"peak_5",5.41478024816316,0.192788227187052,7.86830796611518,0.108134564881096,2.45352771795203,0.221043848422771,6.29095350235075e-29,1.1930001061909e-28
"peak_6",3.85535283687792,0.330976881973486,6.67797670738099,0.163353046112458,2.82262387050307,0.369093351853625,1.02499979521647e-14,1.35941913148977e-14
"peak_7",4.25128142999848,0.288538979727118,6.14746199291613,0.196325925440211,1.89618056291765,0.348996560135025,2.7670617891561e-08,2.83492680966636e-08
"peak_8",5.22213517831438,0.206099281329694,8.04362622580028,0.101759862187862,2.8214910474859,0.229852086259192,6.15081865417127e-35,1.29887605873104e-34
"peak_9",7.61865264264354,0.089818270107767,9.17065168601517,0.0688560773589378,1.55199904337163,0.113174559338298,4.22500243683493e-43,1.01105676567438e-42
"peak_10",6.8553528811915,0.117018019465503,8.71450264663302,0.0806491043691685,1.85914976544152,0.142117889651233,2.09362453772722e-39,4.74635996304273e-39
"peak_11",6.50224311060913,0.132251637011928,7.92395600835922,0.106069048323029,1.42171289775009,0.169532114118153,2.51272546179967e-17,3.62614649421423e-17
"peak_12",7.2727612968251,0.10125734120897,9.03281949087915,0.0722250897563815,1.76005819405405,0.124376495066747,9.19926780693868e-46,2.28058605131224e-45
"peak_13",4.36231276861845,0.277646763595658,6.52185751657174,0.172435037451738,2.15954474795329,0.326835674778118,1.95520833583016e-11,2.29980127919052e-11
"peak_14",5.30786500868677,0.200065799649438,6.97753702835927,0.147244444680829,1.6696720196725,0.248409434618542,8.99614321179239e-12,1.07140880204912e-11
"peak_15",4.36231275147472,0.277646765245313,6.29946509224826,0.186251126777313,1.93715234077354,0.334330970417744,3.43410398181397e-09,3.66840983885812e-09
"peak_16",6.20733820943852,0.146483484934479,9.20314618469197,0.0680849885136209,2.99580797525345,0.161533205941009,4.38593229147343e-77,1.52596338758808e-76
"peak_17",7.59041896257012,0.0907014601330165,9.3114377937117,0.0655770471993346,1.72101883114158,0.111924545333601,1.17485348754805e-53,3.20905094302539e-53
"peak_18",9.24586133219634,0.0511028802794822,11.6159729764865,0.0295042616516309,2.37011164429019,0.0590085232773514,0,0
"peak_19",6.16201419652352,0.14880262982413,8.19992946695974,0.0963941168191485,2.03791527043622,0.177296496234286,7.03850628373716e-31,1.38526211242075e-30
"peak_20",4.85535282015146,0.23403602465377,7.34677083240595,0.129557838978767,2.4914180122545,0.267503440723829,6.17901153252182e-21,9.80878484632074e-21
"peak_21",3.77735041804925,0.34004640586328,7.38125919154678,0.128018484085975,3.60390877349753,0.363345954742839,1.72662704409538e-23,2.90973050934801e-23
"peak_22",3.77735035494434,0.340046413300259,6.83551798652398,0.154673143950112,3.05816763157964,0.373571055613794,1.34681191221252e-16,1.89906807252922e-16
"peak_23",2.41478069052546,0.545287083773185,5.94716325908611,0.210438701962967,3.53238256856065,0.584484728922758,7.53639119024676e-10,8.272559044527e-10
"peak_24",5.09927837618367,0.215064270571225,6.81883927692354,0.155569805624629,1.71956090073987,0.265432854825469,4.63725117875159e-11,5.37353703564514e-11
"peak_25",5.44031531545751,0.191089621280028,7.1869903974362,0.136934552335895,1.74667508197869,0.23508788196242,5.43475462653636e-14,7.02499292701241e-14
"peak_26",6.7263664342656,0.122367795758566,8.46939014745235,0.0877996238982259,1.74302371318674,0.150607605829716,2.81450241234145e-31,5.57640798902671e-31
"peak_27",6.45291541847287,0.134532004575639,9.113673739422,0.0702292957364515,2.66075832094913,0.151759724161954,4.0320837333244e-69,1.30056034176079e-68
"peak_28",7.70545747194233,0.0871563949148967,9.1999294789525,0.0681609337026755,1.49447200701017,0.110644249360806,7.10983196966622e-42,1.67389092522627e-41
"peak_29",8.02527791166838,0.0780120133789258,9.57992663148833,0.0597503234832174,1.55464871981995,0.0982648222960488,1.11444420459659e-56,3.15950843529578e-56
"peak_30",8.69753782850536,0.0617982658915584,10.2411975007827,0.0475126307745544,1.54365967227733,0.077951752487278,1.40917115651876e-87,5.33270822916933e-87
"peak_31",8.9583645946503,0.0564570197651068,10.6825934079043,0.0407729724954995,1.72422881325399,0.0696407233282443,1.24269196327073e-135,6.51153231788489e-135
"peak_32",6.56162166302936,0.129557838676512,8.14746205072045,0.0981629635912473,1.58584038769109,0.162545994526404,8.6719856510764e-23,1.43915862255379e-22
"peak_33",8.49006845499895,0.0664054219173638,10.0579104770045,0.0506286705916565,1.56784202200552,0.0835041454102063,5.97732257888734e-79,2.11012683439982e-78
"peak_34",8.062752617841,0.0770053645846822,9.61174307889082,0.0590950913579539,1.54899046104982,0.0970672751991704,1.25506215306639e-57,3.59262692326032e-57
"peak_35",8.75463033425496,0.0605874968792566,10.1950909256019,0.048277948709856,1.44046059134698,0.0774700269491496,1.80416612127251e-77,6.29393288515452e-77
"peak_36",7.59611007520002,0.0905227378589791,9.36698914631588,0.0643265923688624,1.77087907111586,0.11105078306633,1.50490262111096e-57,4.30337735746593e-57
"peak_37",9.3147845492451,0.0498966514166092,10.9989797742874,0.0365385645005572,1.68419522504226,0.061844502625993,1.33058603683161e-163,8.12427931346197e-163
"peak_38",3.41478021906716,0.385576372277218,5.88442754594151,0.215064277381936,2.46964732687435,0.441499439137704,1.11094164736403e-08,1.1572111093965e-08
"peak_39",6.375609668762,0.13818512230931,7.92395600693451,0.106069048375402,1.54834633817251,0.174200373683791,3.1023623906173e-19,4.70650015678997e-19
"peak_40",4.99974269155163,0.222612668633441,6.62139320933079,0.166588072018333,1.62165051777915,0.27804312700337,2.73227145910937e-09,2.92799119008491e-09
"peak_41",4.30786501453286,0.282935744008241,6.86830793492563,0.152925368081034,2.56044292039277,0.32161902299416,8.52545739649076e-16,1.17354376863352e-15
"peak_42",5.60742533088314,0.180336874961431,7.97753703886614,0.10411754607541,2.37011170798299,0.208235084607355,2.57319036727728e-30,5.01727113291806e-30
"peak_43",4.92935339272259,0.228110102108562,7.19992944370014,0.13632186717085,2.27057605097754,0.265740223310251,6.46338711448316e-18,9.46889124581988e-18
"peak_44",4.96497730477883,0.225311099537692,7.25055551795594,0.133950871252486,2.28557821317711,0.262121963674745,1.39689426091689e-18,2.08369882565887e-18
"peak_45",1.92935430356742,0.645192126552783,5.71450246176818,0.228110118613256,3.78514815820076,0.684329613371851,1.59044654742233e-08,1.64736281443744e-08
"peak_46",3.30786509364487,0.400131491422554,6.22546447146654,0.191089626381325,2.91759937782167,0.443419025700819,2.35573360092259e-11,2.76142597565184e-11
"peak_47",7.38221244142689,0.0974882964588234,9.04721058376686,0.0718657587117595,1.66499814233997,0.121114223051301,2.64191296543506e-43,6.33617385415628e-43
"peak_48",7.58470531035751,0.090881245192128,9.1999294783915,0.0681609337159279,1.61522416803399,0.113601555707697,3.52589065838441e-46,8.78904612365999e-46
"peak_49",7.79230073413743,0.0845722811755584,9.30246764107338,0.0657812315241392,1.51016690693595,0.10714308675911,2.04225864627452e-45,5.04244800297727e-45
"peak_50",5.09927838421536,0.215064269972578,6.99248736540192,0.146483486641569,1.89320898118656,0.260211544916172,1.72373994079227e-13,2.19409622634579e-13
"peak_51",7.00830480617459,0.110976541422142,8.63574853613179,0.0828806643109892,1.6274437299572,0.138509916339057,3.54538777101869e-32,7.14424384227173e-32
"peak_52",9.42919940151458,0.0479568059086966,11.632769615922,0.029333008270332,2.20357021440742,0.0562163730530203,0,0
"peak_53",6.71594981402964,0.122810357199104,8.19992947210681,0.0963941166471968,1.48397965807717,0.156122416708791,9.98021105741277e-22,1.61558341472084e-21
"peak_54",6.40184121012036,0.136934552598598,7.87639032395665,0.107832089556879,1.47454911383629,0.174295239067076,1.33613858385922e-17,1.94358299112114e-17
"peak_55",7.97374761333918,0.0794177482257865,10.070294200151,0.0504118444775681,2.09654658681185,0.0940666398505327,2.42161417509079e-110,1.08774693363277e-109
"peak_56",8.09526543449154,0.0761425320832098,10.0685315917589,0.0504426491461521,1.97326615726739,0.0913353490490757,8.12476241882355e-104,3.47354515157593e-103
"peak_57",7.01681631235351,0.11064965818394,9.13740839104921,0.069653972850956,2.1205920786957,0.130747935175059,1.85286499682126e-59,5.41346268653424e-59
"peak_58",9.45917446015526,0.0474611824459112,11.1837374503675,0.0342722549586982,1.72456299021219,0.0585418763667064,4.8816436978433e-191,3.39625910333549e-190
"peak_59",6.86481322185716,0.116634980290252,9.53977947896093,0.0605874967440718,2.67496625710377,0.131432732564121,2.21227083993574e-92,8.68349689043591e-92
"peak_60",6.64084835795995,0.12604885045297,8.26293926899341,0.0943119248334392,1.62209091103346,0.157426336109985,3.38626497101365e-25,5.93844453924257e-25
"peak_61",5.1923877998995,0.208235084380963,7.22546454088372,0.135120769844865,2.03307674098422,0.248232692536416,1.30390361662264e-16,1.84016145215036e-16
"peak_62",6.62979318157559,0.126532724416007,9.03643074109006,0.0721347519821694,2.40663755951447,0.145650102843863,1.24441968503598e-61,3.71138040294784e-61
"peak_63",4.06685691194708,0.307583573228761,6.62139318344172,0.166588073513039,2.55453627149464,0.349798842557987,1.4084427440666e-13,1.79839645576981e-13
"peak_64",5.77735032248866,0.170023238052684,7.5724836280852,0.119809301303411,1.79513330559654,0.207995597301779,3.05071419698098e-18,4.5106360887301e-18
"peak_65",6.74697673424871,0.121496838719779,9.81463932070341,0.0550823526289688,3.0676625864547,0.133399952064807,2.55684775037276e-117,1.19930237831863e-116
"peak_66",5.87421187284247,0.164410355553659,7.90036918086546,0.106939670956745,2.026157308023,0.196129694337986,2.55924643168905e-25,4.4982232083422e-25
"peak_67",6.46540633986574,0.133950871189439,7.8355180432977,0.109370428110842,1.37011170343195,0.172929828482647,1.15984898212424e-15,1.58993281872529e-15
"peak_68",6.68424095230181,0.124167418920226,8.12049500430046,0.0990847017226751,1.43625405199865,0.158856304348673,7.74697531406313e-20,1.19261359238276e-19
"peak_69",4.25128147869939,0.288538974857029,6.73242450296762,0.160299448410572,2.48114302426823,0.330076725345868,2.80521025811038e-14,3.66194069293477e-14
"peak_70",8.86245398249428,0.0583651941339939,10.8303266332086,0.0387379209168084,1.96787265071437,0.070050855689336,6.1243731805148e-174,3.92749086145571e-173
"peak_71",9.97156007989148,0.0397389908417163,12.801169675553,0.0195656766735081,2.82960959566148,0.0442945041104662,0,0
"peak_72",8.36897663650187,0.0692515781549282,10.0436262506817,0.050879931050329,1.67464961417987,0.085933395202178,6.97229182143661e-85,2.58486257796627e-84
"peak_73",7.00830480848108,0.110976541333431,8.82302710455548,0.0776720898464901,1.81472229607441,0.135457543054086,3.14860142118578e-41,7.34109197137471e-41
"peak_74",6.22213519027092,0.145734205012344,8.20635573670003,0.0961796691147211,1.98422054642911,0.174610957490443,3.1713101700944e-30,6.17177960875913e-30
"peak_75",7.59611007306809,0.0905227379258635,9.10682007401767,0.0703963096160953,1.51071000094958,0.114673476997632,6.1917282670434e-40,1.41554242392456e-39
"peak_76",2.92935366554292,0.45622001864616,6.48003729640808,0.174952472974117,3.55068363086516,0.488615439512871,1.84015482024835e-13,2.33907214656968e-13
"peak_77",7.72636646469144,0.086527098562968,9.54992149255384,0.060374908315901,1.82355502786239,0.105508616855286,3.13309771677834e-67,9.87566169961413e-67
"peak_78",5.13098730343283,0.212713766259651,8.29946513196839,0.0931255645295526,3.16847782853556,0.232205761245739,1.07913952718361e-42,2.56886563713214e-42
"peak_79",5.69488815258346,0.174952468598249,7.3114377733058,0.131154093634185,1.61654962072234,0.218654431557193,7.16839074634084e-14,9.22920846618381e-14
"peak_80",7.70018252948537,0.0873158761080035,9.15744614760153,0.069171932570307,1.45726361811615,0.111394875690501,2.08759003433212e-39,4.73322947347176e-39
"peak_81",12.6406763476113,0.0157570461158679,14.6108350624202,0.0104499230100575,1.97015871480893,0.0189072841282207,0,0
"peak_82",3.41478024591268,0.385576368689837,6.06499979765195,0.202017712636253,2.65021955173927,0.435293312654104,5.70388957090531e-10,6.30004969704568e-10
"peak_83",6.19238783999946,0.147244444585182,7.91613650039643,0.106356888997463,1.72374866039697,0.181638964204868,1.15548313097374e-21,1.86691775045848e-21
"peak_84",5.19238781911896,0.208235082993918,7.66869893585997,0.115880054034768,2.476311116741,0.238306597440147,1.35837929112071e-25,2.4005130184965e-25
"peak_85",4.77735025987167,0.240449160489014,6.48003735297224,0.17495246954441,1.70268709310056,0.297361998750631,5.14209659637481e-09,5.44818707376058e-09
"peak_86",5.89282754614872,0.163353043653249,7.70545749539445,0.114413158431635,1.81262994924574,0.199435669567551,5.00712933404623e-20,7.74616011487502e-20
"peak_87",6.19238785105372,0.147244444021072,8.42599754763139,0.0891299971252119,2.23360969657768,0.172119382969113,8.25101293715931e-39,1.85588332039783e-38
"peak_88",8.94504731643405,0.056718194698246,11.1382488851816,0.0348168431698504,2.19320156874755,0.0665519809062328,1.81056250463809e-238,1.52902395413333e-237
"peak_89",8.43397389302923,0.0677090332719977,10.23177834785,0.0476679858493609,1.79780445482077,0.0828054951068765,8.04487916323363e-105,3.46444818358414e-104
"peak_90",9.59752938526736,0.045239111102048,11.9868991661545,0.0259450669842316,2.38936978088718,0.0521509699680564,0,0
"peak_91",6.36231284741348,0.138823394059174,8.00728439048497,0.103049645307344,1.64497154307149,0.172890610842421,9.127498289624e-22,1.4796346737077e-21
"peak_92",5.53816263875254,0.184718167765333,7.12049498733136,0.140126928448257,1.58233234857882,0.231854167309973,4.4058311433028e-12,5.30516350494112e-12
"peak_93",7.14658418946294,0.105783532552829,9.12728417438654,0.0698988030187035,1.9806999849236,0.126791159802683,2.58819708835078e-55,7.2191233628177e-55
"peak_94",5.77735031728787,0.170023238359143,7.39257453757344,0.127517429911821,1.61522422028557,0.212529044210893,1.48046618328067e-14,1.95260187299299e-14
"peak_95",5.69488816654626,0.17495246775163,7.76761396919642,0.11197485104656,2.07272580265016,0.207717913777721,9.45956022217664e-24,1.60746603496709e-23
"peak_96",4.41478019836844,0.27264370999209,6.67797672230887,0.163353045267333,2.26319652394043,0.317834551397609,5.36999104434358e-13,6.70578576962326e-13
"peak_97",6.50224313200886,0.132251636031073,9.14746205325693,0.0694116974901453,2.64521892124808,0.149360231133603,1.74511351612922e-70,5.70723796691513e-70
"peak_98",8.00403017755036,0.0785886066861973,9.56500206685279,0.0600601803063258,1.56097188930243,0.0989110422055639,2.0833473333929e-56,5.88672360658004e-56
"peak_99",4.9649773164285,0.225311098628005,7.4800373665975,0.123710078909289,2.515060050169,0.257039436042464,6.54757550276931e-23,1.08994029275556e-22
"peak_100",8.12312523782269,0.0754108779258885,9.80620248772574,0.0552436482158748,1.68307724990305,0.0934808060958573,8.97711706473889e-73,3.00181007368746e-72
"peak_101",11.282941473978,0.0252251796140967,12.7173176737505,0.0201426152075366,1.43437619977259,0.0322805612238954,0,0
"peak_102",5.30786503005998,0.200065798167473,7.51151560356442,0.122367795825693,2.20365057350444,0.234521211523029,2.82361291157597e-21,4.51796593495933e-21
"peak_103",4.56162167928066,0.259115649797713,8.12049498346106,0.0990847024383031,3.55887330418039,0.277414303147259,5.66020088831962e-38,1.25533423066552e-37
"peak_104",8.99974283621716,0.0556531695392589,10.6628698875072,0.0410526370718579,1.66312705129007,0.0691563031793891,4.2948896879876e-128,2.16162817423277e-127
"peak_105",7.67888775933332,0.087962668944918,10.2675559057539,0.0470805733126414,2.58866814642055,0.0997697922357148,9.97993040811576e-149,5.63497778296736e-148
"peak_106",6.44031536817914,0.135120769486529,8.38125923470545,0.090522737602183,1.94094386652631,0.162640670716727,3.93782711566254e-33,8.06923648869167e-33
"peak_107",6.22213519422592,0.145734204812586,8.39257454619166,0.0901684398739103,2.17043935196574,0.171373292291849,4.62218501607209e-37,1.01075647677989e-36
"peak_108",6.01681628041885,0.156482245175842,8.28131779284916,0.0937131130951652,2.26450151243031,0.182397477397788,1.08070424271616e-35,2.30761584576476e-35
"peak_109",5.94727532695128,0.160299446977095,7.53212589284215,0.121496839211401,1.58485056589087,0.201140232480437,1.64568632579188e-15,2.24425367658497e-15
