"","SRR7992451.sorted.bam","SRR7992456.sorted.bam"
"peak_9427",49,21
"peak_9428",165,85
"peak_9429",50,9
"peak_9430",47,8
"peak_9431",3043,962
"peak_9432",1996,812
"peak_9433",78,32
"peak_9434",592,323
"peak_9435",124,86
"peak_9436",76,43
"peak_9437",3094,516
"peak_9438",964,259
"peak_9439",99,65
"peak_9440",521,200
"peak_9441",230,66
"peak_9442",71,32
"peak_9443",161,59
"peak_9444",219,110
"peak_9445",385,249
"peak_9446",16634,4653
"peak_9447",61,24
"peak_9448",292,160
"peak_9449",675,394
"peak_9450",153,105
"peak_9451",68,30
"peak_9452",133,19
"peak_9453",85,34
"peak_9454",2995,1814
"peak_9455",6531,2098
"peak_9456",448,271
"peak_9457",207,136
"peak_9458",854,419
"peak_9459",159,98
"peak_9460",340,167
"peak_9461",5195,3459
"peak_9462",22268,6110
"peak_9463",566,265
"peak_9464",144,73
"peak_9465",667,368
"peak_9466",808,395
"peak_9467",3436,1192
"peak_9468",541,352
"peak_9469",2208,1182
"peak_9470",1247,589
"peak_9471",387,173
"peak_9472",59,18
"peak_9473",47,11
"peak_9474",85,24
"peak_9475",1507,330
"peak_9476",286,115
"peak_9477",1382,488
"peak_9478",1477,550
"peak_9479",924,306
"peak_9480",286,172
"peak_9481",121,75
"peak_9482",206,118
"peak_9483",165,33
"peak_9484",620,272
"peak_9485",3026,490
"peak_9486",79,30
"peak_9487",135,56
"peak_9488",2103,569
"peak_9489",591,151
"peak_9490",1075,474
"peak_9491",1021,353
"peak_9492",145,67
"peak_9493",210,130
"peak_9494",72,41
"peak_9495",103,20
"peak_9496",111,59
"peak_9497",538,293
"peak_9498",43,13
"peak_9499",31,4
"peak_9500",61,25
"peak_9501",1958,703
"peak_9502",229,64
"peak_9503",96,46
"peak_9504",253,119
"peak_9505",2312,881
"peak_9506",507,205
"peak_9507",87,32
"peak_9508",197,89
"peak_9509",822,256
"peak_9510",571,127
"peak_9511",1086,596
"peak_9512",93,38
"peak_9513",973,613
"peak_9514",8255,3888
"peak_9515",591,205
"peak_9516",7296,1773
"peak_9517",243,100
"peak_9518",42,11
"peak_9519",579,296
"peak_9520",1086,237
"peak_9521",43,7
"peak_9522",934,243
"peak_9523",81,16
"peak_9524",53,21
"peak_9525",134,71
"peak_9526",149,100
"peak_9527",814,512
"peak_9528",730,373
"peak_9529",2742,1723
"peak_9530",287,183
"peak_9531",117,31
"peak_9532",2530,735
"peak_9533",142,79
"peak_9534",256,65
"peak_9535",107,71
"peak_9536",62,24
"peak_9537",570,121
"peak_9538",257,71
"peak_9539",754,400
"peak_9540",169,91
"peak_9541",8062,3643
"peak_9542",11730,4990
"peak_9543",3652,1599
"peak_9544",6969,1491
"peak_9545",172,95
"peak_9546",1184,291
"peak_9547",1110,582
"peak_9548",42,10
"peak_9549",888,465
"peak_9550",147,81
"peak_9551",2438,760
"peak_9552",622,329
"peak_9553",191,102
"peak_9554",334,157
"peak_9555",273,101
"peak_9556",897,216
"peak_9557",76,13
"peak_9558",154,100
"peak_9559",1349,810
"peak_9560",615,165
"peak_9561",1066,445
"peak_9562",121,73
"peak_9563",127,73
"peak_9564",109,71
"peak_9565",96,50
"peak_9566",635,156
"peak_9567",227,71
"peak_9568",110,30
"peak_9569",54,4
"peak_9570",87,27
"peak_9571",428,122
"peak_9572",61,21
"peak_9573",517,137
"peak_9574",387,124
"peak_9575",116,41
"peak_9576",447,188
"peak_9577",106,47
"peak_9578",573,234
"peak_9579",162,75
"peak_9580",818,238
"peak_9581",3650,963
"peak_9582",275,170
"peak_9583",6095,1712
"peak_9584",878,359
"peak_9585",236,123
"peak_9586",4694,1892
"peak_9587",4155,2373
"peak_9588",1249,481
"peak_9589",2054,1326
"peak_9590",216,130
"peak_9591",110,63
"peak_9592",101,65
"peak_9593",1491,930
"peak_9594",47,19
"peak_9595",70,28
"peak_9596",92,58
"peak_9597",1438,702
"peak_9598",248,114
"peak_9599",82,33
"peak_9600",153,57
"peak_9601",222,144
"peak_9602",10037,2475
"peak_9603",141,46
"peak_9604",398,143
"peak_9605",156,67
"peak_9606",221,63
"peak_9607",423,123
"peak_9608",620,125
"peak_9609",2415,878
"peak_9610",875,340
"peak_9611",145,76
"peak_9612",533,117
"peak_9613",615,316
"peak_9614",1794,409
"peak_9615",492,286
"peak_9616",370,179
"peak_9617",49,17
"peak_9618",258,82
"peak_9619",154,53
"peak_9620",163,105
"peak_9621",451,195
"peak_9622",311,84
"peak_9623",539,107
"peak_9624",629,116
"peak_9625",57,25
"peak_9626",85,50
"peak_9627",451,184
"peak_9628",522,298
"peak_9629",498,125
"peak_9630",65,22
"peak_9631",82,41
"peak_9632",289,161
"peak_9633",338,116
"peak_9634",736,153
"peak_9635",88,27
"peak_9636",113,14
"peak_9637",50,13
"peak_9638",396,230
"peak_9639",283,180
"peak_9640",273,60
"peak_9641",167,34
"peak_9642",295,185
"peak_9643",1118,688
"peak_9644",1242,627
"peak_9645",5942,2021
"peak_9646",1040,336
"peak_9647",1102,670
"peak_9648",122,65
"peak_9649",205,127
"peak_9650",175,51
"peak_9651",434,155
"peak_9652",781,115
"peak_9653",791,125
"peak_9654",348,113
"peak_9655",347,116
"peak_9656",570,368
"peak_9657",460,219
"peak_9658",80,24
"peak_9659",160,44
"peak_9660",221,89
"peak_9661",1271,356
"peak_9662",1304,299
"peak_9663",106,57
"peak_9664",140,65
"peak_9665",42,13
"peak_9666",375,159
"peak_9667",656,224
"peak_9668",35,6
"peak_9669",329,200
"peak_9670",267,91
"peak_9671",193,105
"peak_9672",633,389
"peak_9673",131,76
"peak_9674",504,202
"peak_9675",139,72
"peak_9676",641,272
"peak_9677",309,136
"peak_9678",194,121
"peak_9679",249,155
"peak_9680",185,103
"peak_9681",124,67
"peak_9682",364,127
"peak_9683",158,34
"peak_9684",309,122
"peak_9685",481,117
"peak_9686",43,11
"peak_9687",261,79
"peak_9688",631,169
"peak_9689",121,42
"peak_9690",55,15
"peak_9691",56,11
"peak_9692",73,9
"peak_9693",176,72
"peak_9694",167,103
"peak_9695",141,92
"peak_9696",53,17
"peak_9697",122,61
"peak_9698",110,73
"peak_9699",196,60
"peak_9700",277,148
"peak_9701",292,157
"peak_9702",1054,498
"peak_9703",366,207
"peak_9704",36,11
"peak_9705",103,18
"peak_9706",79,27
"peak_9707",255,113
"peak_9708",80,22
"peak_9709",186,62
"peak_9710",60,26
"peak_9711",271,168
"peak_9712",915,328
"peak_9713",302,189
"peak_9714",3810,1134
"peak_9715",308,181
"peak_9716",1106,672
"peak_9717",559,210
"peak_9718",943,394
"peak_9719",5329,1106
"peak_9720",3086,898
"peak_9721",9042,2417
"peak_9722",366,115
"peak_9723",171,48
"peak_9724",115,75
"peak_9725",74,42
"peak_9726",113,43
"peak_9727",271,157
"peak_9728",67,33
"peak_9729",93,32
"peak_9730",330,167
"peak_9731",528,283
"peak_9732",1373,394
"peak_9733",59,7
"peak_9734",167,67
"peak_9735",176,68
"peak_9736",299,183
"peak_9737",3660,1073
"peak_9738",61,27
"peak_9739",105,63
"peak_9740",144,72
"peak_9741",242,78
"peak_9742",240,120
"peak_9743",173,109
"peak_9744",562,226
"peak_9745",134,75
"peak_9746",362,230
"peak_9747",136,78
"peak_9748",61,20
"peak_9749",75,44
"peak_9750",513,165
"peak_9751",72,31
"peak_9752",505,186
"peak_9753",233,94
"peak_9754",2893,533
"peak_9755",157,37
"peak_9756",117,8
"peak_9757",128,35
"peak_9758",111,73
"peak_9759",210,121
"peak_9760",651,236
"peak_9761",420,197
"peak_9762",137,51
"peak_9763",42,15
"peak_9764",117,8
"peak_9765",627,330
"peak_9766",107,56
"peak_9767",1502,325
"peak_9768",258,157
"peak_9769",82,38
"peak_9770",142,42
"peak_9771",262,70
"peak_9772",6663,1235
"peak_9773",1501,627
"peak_9774",39,12
"peak_9775",246,123
"peak_9776",630,179
"peak_9777",518,152
"peak_9778",523,259
"peak_9779",124,78
"peak_9780",40,12
"peak_9781",1047,608
"peak_9782",995,496
"peak_9783",125,59
"peak_9784",64,21
"peak_9785",113,45
"peak_9786",76,23
"peak_9787",2377,610
"peak_9788",57,27
"peak_9789",435,210
"peak_9790",708,138
"peak_9791",606,310
"peak_9792",430,218
"peak_9793",74,39
"peak_9794",1147,263
"peak_9795",231,58
"peak_9796",64,31
"peak_9797",95,54
"peak_9798",323,133
"peak_9799",399,153
"peak_9800",732,227
"peak_9801",163,86
"peak_9802",827,473
"peak_9803",8771,2485
"peak_9804",6463,2708
"peak_9805",5940,1778
"peak_9806",5523,1366
"peak_9807",156,110
"peak_9808",110,42
"peak_9809",512,296
"peak_9810",838,448
"peak_9811",298,47
"peak_9812",70,18
"peak_9813",146,25
"peak_9814",91,17
"peak_9815",195,124
"peak_9816",187,106
"peak_9817",967,320
"peak_9818",122,78
"peak_9819",431,154
"peak_9820",150,69
"peak_9821",397,68
"peak_9822",296,98
"peak_9823",87,49
"peak_9824",109,31
"peak_9825",87,54
"peak_9826",87,23
"peak_9827",656,326
"peak_9828",244,126
"peak_9829",44,6
"peak_9830",124,58
"peak_9831",77,17
"peak_9832",194,45
"peak_9833",193,88
"peak_9834",245,148
"peak_9835",223,112
"peak_9836",641,198
"peak_9837",209,65
"peak_9838",156,88
"peak_9839",343,110
"peak_9840",199,102
"peak_9841",360,133
"peak_9842",575,245
"peak_9843",404,161
"peak_9844",70,20
"peak_9845",1104,472
"peak_9846",458,259
"peak_9847",1430,535
"peak_9848",2378,788
"peak_9849",278,191
"peak_9850",1216,312
"peak_9851",187,81
"peak_9852",157,31
"peak_9853",105,55
"peak_9854",391,196
"peak_9855",934,523
"peak_9856",709,443
"peak_9857",1138,497
"peak_9858",573,114
"peak_9859",712,213
"peak_9860",1109,246
"peak_9861",1037,330
"peak_9862",581,204
"peak_9863",755,168
"peak_9864",128,50
"peak_9865",679,156
"peak_9866",104,66
"peak_9867",41,9
"peak_9868",1753,993
"peak_9869",1184,720
"peak_9870",369,200
"peak_9871",56,5
"peak_9872",782,299
"peak_9873",313,78
"peak_9874",292,81
"peak_9875",43,15
"peak_9876",291,99
"peak_9877",109,60
"peak_9878",95,38
"peak_9879",1019,437
"peak_9880",788,220
"peak_9881",249,152
"peak_9882",299,188
"peak_9883",111,72
"peak_9884",70,38
"peak_9885",863,171
"peak_9886",847,163
"peak_9887",94,35
"peak_9888",71,13
"peak_9889",438,128
"peak_9890",176,55
"peak_9891",2207,1057
"peak_9892",293,155
"peak_9893",952,510
"peak_9894",71,25
"peak_9895",133,13
"peak_9896",58,16
"peak_9897",146,63
"peak_9898",302,96
"peak_9899",223,130
"peak_9900",516,225
"peak_9901",93,35
"peak_9902",301,58
"peak_9903",118,24
"peak_9904",58,20
"peak_9905",134,48
"peak_9906",50,2
"peak_9907",5358,864
"peak_9908",142,94
"peak_9909",193,107
"peak_9910",456,234
"peak_9911",162,42
"peak_9912",769,219
"peak_9913",3641,1217
"peak_9914",630,214
"peak_9915",106,25
"peak_9916",357,78
"peak_9917",265,118
"peak_9918",590,190
"peak_9919",84,52
"peak_9920",87,38
"peak_9921",254,172
"peak_9922",246,158
"peak_9923",1330,402
"peak_9924",325,148
"peak_9925",102,21
"peak_9926",57,26
"peak_9927",60,18
"peak_9928",50,15
"peak_9929",73,27
"peak_9930",59,18
"peak_9931",120,43
"peak_9932",58,18
"peak_9933",138,37
"peak_9934",127,33
"peak_9935",57,21
"peak_9936",107,50
"peak_9937",678,150
"peak_9938",235,89
"peak_9939",265,86
"peak_9940",1270,381
"peak_9941",175,97
"peak_9942",117,15
"peak_9943",38,5
"peak_9944",34,5
"peak_9945",170,99
"peak_9946",426,222
"peak_9947",72,26
"peak_9948",1951,343
"peak_9949",101,36
"peak_9950",303,144
"peak_9951",783,390
"peak_9952",169,86
"peak_9953",200,108
"peak_9954",58,26
"peak_9955",186,73
"peak_9956",270,106
"peak_9957",103,46
"peak_9958",448,123
"peak_9959",537,311
"peak_9960",223,108
"peak_9961",468,133
"peak_9962",430,89
"peak_9963",36,6
"peak_9964",81,17
"peak_9965",110,22
"peak_9966",68,32
"peak_9967",762,374
"peak_9968",114,75
"peak_9969",1467,375
"peak_9970",2124,594
"peak_9971",57,13
"peak_9972",109,46
"peak_9973",171,60
"peak_9974",72,42
"peak_9975",107,64
"peak_9976",3145,947
"peak_9977",371,196
"peak_9978",229,113
"peak_9979",3247,1671
"peak_9980",495,318
"peak_9981",110,43
"peak_9982",794,282
"peak_9983",108,41
"peak_9984",173,87
"peak_9985",376,223
"peak_9986",610,314
"peak_9987",4005,1293
"peak_9988",1412,538
"peak_9989",168,110
"peak_9990",211,102
"peak_9991",147,70
"peak_9992",196,89
"peak_9993",10657,4679
"peak_9994",61602,16300
"peak_9995",4002,2599
"peak_9996",774,321
"peak_9997",1265,372
"peak_9998",98,32
"peak_9999",88,16
"peak_10000",1073,570
"peak_10001",342,217
"peak_10002",337,180
"peak_10003",1008,249
"peak_10004",2155,716
"peak_10005",187,117
"peak_10006",531,239
"peak_10007",177,100
"peak_10008",65,23
"peak_10009",159,69
"peak_10010",3007,1042
"peak_10011",108,63
"peak_10012",126,82
"peak_10013",278,152
"peak_10014",116,63
"peak_10015",6792,1338
"peak_10016",94,43
"peak_10017",240,42
"peak_10018",567,200
"peak_10019",1054,312
"peak_10020",60,9
"peak_10021",414,211
"peak_10022",440,275
"peak_10023",507,242
"peak_10024",1387,299
"peak_10025",174,116
"peak_10026",671,443
"peak_10027",915,409
"peak_10028",358,199
"peak_10029",850,306
"peak_10030",57,24
"peak_10031",279,119
"peak_10032",761,229
"peak_10033",44,10
"peak_10034",746,470
"peak_10035",21464,8699
"peak_10036",3802,993
"peak_10037",243,143
"peak_10038",285,142
"peak_10039",145,49
"peak_10040",52,12
"peak_10041",118,20
"peak_10042",259,119
"peak_10043",98,42
"peak_10044",142,41
"peak_10045",266,177
"peak_10046",236,155
"peak_10047",1103,645
"peak_10048",344,205
"peak_10049",282,161
"peak_10050",1933,1030
"peak_10051",2442,1239
"peak_10052",633,409
"peak_10053",1240,541
"peak_10054",874,574
"peak_10055",44,11
"peak_10056",120,29
"peak_10057",337,234
"peak_10058",357,210
"peak_10059",418,135
"peak_10060",170,95
"peak_10061",264,137
"peak_10062",337,150
"peak_10063",60,13
"peak_10064",167,81
"peak_10065",472,189
"peak_10066",134,73
"peak_10067",44,13
"peak_10068",107,50
"peak_10069",138,88
"peak_10070",111,66
"peak_10071",169,118
"peak_10072",1018,344
"peak_10073",280,88
"peak_10074",141,90
"peak_10075",109,54
"peak_10076",63,16
"peak_10077",66,27
"peak_10078",911,204
"peak_10079",121,72
"peak_10080",294,132
"peak_10081",132,84
"peak_10082",160,70
"peak_10083",154,93
"peak_10084",185,49
"peak_10085",150,89
"peak_10086",437,171
"peak_10087",137,53
"peak_10088",140,57
"peak_10089",440,173
"peak_10090",262,86
"peak_10091",143,67
"peak_10092",641,337
"peak_10093",79,12
"peak_10094",551,191
"peak_10095",555,173
"peak_10096",94,31
"peak_10097",1179,439
"peak_10098",4875,1175
"peak_10099",58,21
"peak_10100",172,95
"peak_10101",65,27
"peak_10102",60,10
"peak_10103",297,177
"peak_10104",207,108
"peak_10105",85,44
"peak_10106",79,24
"peak_10107",38,11
"peak_10108",231,63
"peak_10109",130,81
"peak_10110",131,29
"peak_10111",191,100
"peak_10112",64,28
"peak_10113",120,51
"peak_10114",54,12
"peak_10115",69,24
"peak_10116",243,70
"peak_10117",186,55
"peak_10118",63,26
"peak_10119",235,130
"peak_10120",69,39
"peak_10121",156,37
"peak_10122",433,248
"peak_10123",71,14
"peak_10124",1668,371
"peak_10125",440,212
"peak_10126",432,196
"peak_10127",225,45
"peak_10128",201,47
"peak_10129",110,42
"peak_10130",309,130
"peak_10131",330,193
"peak_10132",300,160
"peak_10133",2092,1079
"peak_10134",50,21
"peak_10135",88,24
"peak_10136",81,7
"peak_10137",951,353
"peak_10138",75,37
"peak_10139",286,104
"peak_10140",66,17
"peak_10141",55,22
"peak_10142",55,17
"peak_10143",510,198
"peak_10144",733,471
"peak_10145",106,60
"peak_10146",133,70
"peak_10147",1331,600
"peak_10148",123,75
"peak_10149",1088,299
"peak_10150",665,379
"peak_10151",86,20
"peak_10152",201,32
"peak_10153",486,125
"peak_10154",86,28
"peak_10155",95,61
"peak_10156",96,57
"peak_10157",430,148
"peak_10158",261,149
"peak_10159",333,188
"peak_10160",659,288
"peak_10161",426,204
"peak_10162",1837,510
"peak_10163",1880,699
"peak_10164",71,29
"peak_10165",133,53
"peak_10166",770,516
"peak_10167",2088,809
"peak_10168",1417,555
"peak_10169",3050,1857
"peak_10170",1356,668
"peak_10171",367,135
"peak_10172",632,216
"peak_10173",564,211
"peak_10174",83,32
"peak_10175",1642,438
"peak_10176",1158,322
"peak_10177",194,140
"peak_10178",125,69
"peak_10179",476,208
"peak_10180",60,29
"peak_10181",306,113
"peak_10182",883,442
"peak_10183",672,282
"peak_10184",195,126
"peak_10185",1836,679
"peak_10186",341,211
"peak_10187",128,80
"peak_10188",102,47
"peak_10189",242,90
"peak_10190",548,157
"peak_10191",272,178
"peak_10192",2537,750
"peak_10193",1780,903
"peak_10194",363,220
"peak_10195",1180,312
"peak_10196",129,68
"peak_10197",47,15
"peak_10198",1032,281
"peak_10199",229,112
"peak_10200",168,42
"peak_10201",523,272
"peak_10202",153,37
"peak_10203",252,153
"peak_10204",85,39
"peak_10205",77,29
"peak_10206",86,38
"peak_10207",343,113
"peak_10208",446,243
"peak_10209",302,145
"peak_10210",363,152
"peak_10211",55,24
"peak_10212",101,46
"peak_10213",312,197
"peak_10214",273,181
"peak_10215",140,77
"peak_10216",137,83
"peak_10217",838,290
"peak_10218",2432,447
"peak_10219",933,218
"peak_10220",49,18
"peak_10221",96,59
"peak_10222",113,83
"peak_10223",310,48
"peak_10224",268,147
"peak_10225",145,96
"peak_10226",548,174
"peak_10227",171,95
"peak_10228",125,74
"peak_10229",583,262
"peak_10230",1032,330
"peak_10231",160,87
"peak_10232",146,75
"peak_10233",41,13
"peak_10234",65,23
"peak_10235",434,215
"peak_10236",876,476
"peak_10237",285,185
"peak_10238",165,101
"peak_10239",277,167
"peak_10240",171,111
"peak_10241",237,146
"peak_10242",275,168
"peak_10243",241,155
"peak_10244",523,313
"peak_10245",614,350
"peak_10246",623,337
"peak_10247",1077,559
"peak_10248",319,216
"peak_10249",564,322
"peak_10250",1904,659
"peak_10251",80,37
"peak_10252",89,36
"peak_10253",90,20
"peak_10254",227,149
"peak_10255",135,82
"peak_10256",374,152
"peak_10257",124,39
"peak_10258",146,73
"peak_10259",57,13
"peak_10260",184,84
"peak_10261",1312,358
"peak_10262",1566,917
"peak_10263",388,116
"peak_10264",2018,530
"peak_10265",561,341
"peak_10266",606,325
"peak_10267",1640,629
"peak_10268",1046,418
"peak_10269",9320,2802
"peak_10270",10615,3324
"peak_10271",95,52
"peak_10272",172,42
"peak_10273",252,46
"peak_10274",849,348
"peak_10275",86,45
"peak_10276",96,51
"peak_10277",694,221
"peak_10278",1957,727
"peak_10279",483,144
"peak_10280",207,107
"peak_10281",111,53
"peak_10282",15209,6296
"peak_10283",52,25
"peak_10284",319,118
"peak_10285",668,172
"peak_10286",742,362
"peak_10287",3184,809
"peak_10288",249,97
"peak_10289",135,74
"peak_10290",1904,455
"peak_10291",139,92
"peak_10292",1668,809
"peak_10293",5110,1538
"peak_10294",58151,7150
"peak_10295",691,146
"peak_10296",756,337
"peak_10297",1868,1225
"peak_10298",2668,1807
"peak_10299",411,269
"peak_10300",1803,944
"peak_10301",323,197
"peak_10302",96,31
"peak_10303",260,151
"peak_10304",583,348
"peak_10305",686,220
"peak_10306",109,61
"peak_10307",178,39
"peak_10308",139,51
"peak_10309",76,31
"peak_10310",54,14
"peak_10311",61,19
"peak_10312",40,5
"peak_10313",35,9
"peak_10314",609,71
"peak_10315",4966,1553
"peak_10316",7241,4686
"peak_10317",18840,10525
"peak_10318",9628,3348
"peak_10319",651,256
"peak_10320",93,35
"peak_10321",170,69
"peak_10322",690,430
"peak_10323",144,29
"peak_10324",107,55
"peak_10325",961,305
"peak_10326",801,342
"peak_10327",497,188
"peak_10328",89,43
"peak_10329",272,176
"peak_10330",458,308
"peak_10331",497,259
"peak_10332",1306,886
"peak_10333",362,175
"peak_10334",812,513
"peak_10335",1770,1003
"peak_10336",250,67
"peak_10337",205,42
"peak_10338",784,396
"peak_10339",745,480
"peak_10340",6815,3533
"peak_10341",569,267
"peak_10342",377,203
"peak_10343",607,327
"peak_10344",3685,1058
"peak_10345",117,42
"peak_10346",250,131
"peak_10347",472,158
"peak_10348",635,239
"peak_10349",730,268
"peak_10350",91,52
"peak_10351",103,67
"peak_10352",890,418
"peak_10353",2673,751
"peak_10354",184,103
"peak_10355",154,81
"peak_10356",68,26
"peak_10357",2376,995
"peak_10358",334,177
"peak_10359",1245,693
"peak_10360",467,310
"peak_10361",211,138
"peak_10362",49,7
"peak_10363",255,67
"peak_10364",71,42
"peak_10365",124,59
"peak_10366",1013,579
"peak_10367",812,192
"peak_10368",75,27
"peak_10369",579,120
"peak_10370",1022,265
"peak_10371",217,70
"peak_10372",264,144
"peak_10373",289,130
"peak_10374",202,57
"peak_10375",1373,283
"peak_10376",2644,981
"peak_10377",134,28
"peak_10378",497,326
"peak_10379",291,193
"peak_10380",68,36
"peak_10381",250,145
"peak_10382",376,122
"peak_10383",419,131
"peak_10384",1483,327
"peak_10385",1534,780
"peak_10386",1318,655
"peak_10387",94,31
"peak_10388",1010,262
"peak_10389",703,235
"peak_10390",1976,949
"peak_10391",1850,504
"peak_10392",1548,902
"peak_10393",798,531
"peak_10394",2757,1747
"peak_10395",217,141
"peak_10396",2152,987
"peak_10397",95,35
"peak_10398",590,219
"peak_10399",565,278
"peak_10400",52,13
"peak_10401",79,38
"peak_10402",13576,4393
"peak_10403",1091,424
"peak_10404",157,23
"peak_10405",1130,414
"peak_10406",167,31
"peak_10407",41,7
"peak_10408",1263,385
"peak_10409",6317,1991
"peak_10410",1855,700
"peak_10411",3371,1363
"peak_10412",150,97
"peak_10413",56,10
"peak_10414",173,33
"peak_10415",68,18
"peak_10416",162,66
"peak_10417",146,26
"peak_10418",84,27
"peak_10419",128,28
"peak_10420",827,470
"peak_10421",1519,918
"peak_10422",1351,414
"peak_10423",361,236
"peak_10424",2737,1643
"peak_10425",390,240
"peak_10426",79,46
"peak_10427",85559,25507
"peak_10428",2470,1546
"peak_10429",78771,21506
"peak_10430",4650,1381
"peak_10431",72,36
"peak_10432",233,61
"peak_10433",330,55
"peak_10434",48,15
"peak_10435",262,98
"peak_10436",172,113
"peak_10437",400,167
"peak_10438",115,62
"peak_10439",491,279
"peak_10440",157,96
"peak_10441",614,179
"peak_10442",82,40
"peak_10443",85,40
"peak_10444",1268,693
"peak_10445",920,371
"peak_10446",139,80
"peak_10447",547,308
"peak_10448",78,22
"peak_10449",1010,473
"peak_10450",310,158
"peak_10451",414,278
"peak_10452",494,343
"peak_10453",2050,836
"peak_10454",1662,693
"peak_10455",42,10
"peak_10456",1437,504
"peak_10457",38,12
"peak_10458",49,15
"peak_10459",52,20
"peak_10460",190,123
"peak_10461",844,268
"peak_10462",50,20
"peak_10463",446,150
"peak_10464",78,45
"peak_10465",182,56
"peak_10466",105,33
"peak_10467",472,326
"peak_10468",3387,1512
"peak_10469",77,32
"peak_10470",41,6
"peak_10471",39,13
"peak_10472",257,56
"peak_10473",61,30
"peak_10474",89,40
"peak_10475",244,86
"peak_10476",2353,367
"peak_10477",81,50
"peak_10478",90,19
"peak_10479",201,52
"peak_10480",252,149
"peak_10481",194,131
"peak_10482",228,109
"peak_10483",59,29
"peak_10484",358,214
"peak_10485",153,89
"peak_10486",861,432
"peak_10487",1726,499
"peak_10488",40,13
"peak_10489",42,13
"peak_10490",76,44
"peak_10491",83,52
"peak_10492",500,157
"peak_10493",171,73
"peak_10494",315,160
"peak_10495",92,30
"peak_10496",100,25
"peak_10497",83,13
"peak_10498",47,10
"peak_10499",839,183
"peak_10500",297,101
"peak_10501",221,102
"peak_10502",95,56
"peak_10503",526,130
"peak_10504",113,66
"peak_10505",327,141
"peak_10506",2791,944
"peak_10507",2380,586
"peak_10508",40,12
"peak_10509",189,99
"peak_10510",220,96
"peak_10511",154,79
"peak_10512",222,61
"peak_10513",129,47
"peak_10514",250,89
"peak_10515",123,79
"peak_10516",52,15
"peak_10517",90,28
"peak_10518",149,37
"peak_10519",62,23
"peak_10520",73,24
"peak_10521",219,48
"peak_10522",482,109
"peak_10523",35,8
"peak_10524",171,27
"peak_10525",125,64
"peak_10526",266,163
"peak_10527",204,108
"peak_10528",708,219
"peak_10529",55,9
"peak_10530",61,21
"peak_10531",40,9
"peak_10532",181,98
"peak_10533",1306,285
"peak_10534",198,99
"peak_10535",167,74
"peak_10536",798,236
"peak_10537",133,75
"peak_10538",295,129
"peak_10539",85,37
"peak_10540",54,25
"peak_10541",230,73
"peak_10542",275,82
"peak_10543",170,49
"peak_10544",451,104
"peak_10545",76,45
"peak_10546",208,47
"peak_10547",74,45
"peak_10548",142,44
"peak_10549",62,23
"peak_10550",90,25
"peak_10551",98,35
"peak_10552",189,40
"peak_10553",434,212
"peak_10554",296,44
"peak_10555",75,21
"peak_10556",49,18
"peak_10557",416,182
"peak_10558",67,33
"peak_10559",495,214
"peak_10560",73,38
"peak_10561",1096,309
"peak_10562",2514,657
"peak_10563",216,99
"peak_10564",65,35
"peak_10565",683,323
"peak_10566",139,92
"peak_10567",779,575
"peak_10568",3203,1551
"peak_10569",3734,1005
"peak_10570",316,70
"peak_10571",44,14
"peak_10572",131,38
"peak_10573",39,9
"peak_10574",2617,1522
"peak_10575",261,128
"peak_10576",118,76
"peak_10577",610,322
"peak_10578",163,108
"peak_10579",837,292
"peak_10580",215,66
"peak_10581",45,12
"peak_10582",805,248
"peak_10583",124,61
"peak_10584",170,59
"peak_10585",71,27
"peak_10586",135,12
"peak_10587",163,37
"peak_10588",145,28
"peak_10589",133,37
"peak_10590",360,104
"peak_10591",90,31
"peak_10592",560,70
"peak_10593",142,90
"peak_10594",36,9
"peak_10595",242,61
"peak_10596",10009,3775
"peak_10597",1054,611
"peak_10598",927,536
"peak_10599",2429,1087
"peak_10600",9817,2322
"peak_10601",98,37
"peak_10602",40,11
"peak_10603",170,54
"peak_10604",151,39
"peak_10605",94,24
"peak_10606",275,119
"peak_10607",102,18
"peak_10608",363,218
"peak_10609",42,9
"peak_10610",44,11
"peak_10611",71,35
"peak_10612",244,86
"peak_10613",47,19
"peak_10614",310,124
"peak_10615",74,40
"peak_10616",43,13
"peak_10617",42,13
"peak_10618",140,20
"peak_10619",42,12
"peak_10620",302,199
"peak_10621",186,59
"peak_10622",74,16
"peak_10623",41,6
"peak_10624",11814,7111
"peak_10625",44349,11885
"peak_10626",51,11
"peak_10627",84,21
"peak_10628",2960,989
"peak_10629",140,73
"peak_10630",419,219
"peak_10631",81,43
"peak_10632",67,34
"peak_10633",235,140
"peak_10634",5889,1765
"peak_10635",2224,500
"peak_10636",3443,1550
"peak_10637",3072,1426
"peak_10638",95,35
"peak_10639",213,102
"peak_10640",122,80
"peak_10641",264,125
"peak_10642",288,194
"peak_10643",295,187
"peak_10644",915,356
"peak_10645",1255,351
"peak_10646",56,18
"peak_10647",4140,1013
"peak_10648",247,107
"peak_10649",77,37
"peak_10650",173,61
"peak_10651",81,12
"peak_10652",133,67
"peak_10653",51,23
"peak_10654",126,38
"peak_10655",201,84
"peak_10656",127,64
"peak_10657",88,40
"peak_10658",32,7
"peak_10659",248,60
"peak_10660",53,12
"peak_10661",431,166
"peak_10662",85,17
"peak_10663",199,23
"peak_10664",1693,509
"peak_10665",423,141
"peak_10666",148,31
"peak_10667",68,29
"peak_10668",40,12
