"","SRR7992451.sorted.bam","SRR7992456.sorted.bam"
"peak_4191",135,70
"peak_4192",567,211
"peak_4193",185,60
"peak_4194",11096,3631
"peak_4195",2895,488
"peak_4196",56,25
"peak_4197",170,54
"peak_4198",114,63
"peak_4199",55,23
"peak_4200",143,52
"peak_4201",3015,571
"peak_4202",171,107
"peak_4203",1951,688
"peak_4204",448,259
"peak_4205",284,171
"peak_4206",821,402
"peak_4207",255,105
"peak_4208",153,92
"peak_4209",114,72
"peak_4210",191,111
"peak_4211",1267,692
"peak_4212",79,37
"peak_4213",69,28
"peak_4214",142,61
"peak_4215",154,54
"peak_4216",821,327
"peak_4217",558,248
"peak_4218",899,432
"peak_4219",307,114
"peak_4220",100,53
"peak_4221",63,20
"peak_4222",107,30
"peak_4223",125,48
"peak_4224",4009,1714
"peak_4225",209,113
"peak_4226",52,23
"peak_4227",1186,383
"peak_4228",2015,937
"peak_4229",34773,9385
"peak_4230",309,149
"peak_4231",218,48
"peak_4232",768,447
"peak_4233",2321,584
"peak_4234",666,424
"peak_4235",4698,1347
"peak_4236",257,135
"peak_4237",710,362
"peak_4238",511,152
"peak_4239",75,26
"peak_4240",440,138
"peak_4241",125,42
"peak_4242",484,221
"peak_4243",61,20
"peak_4244",365,203
"peak_4245",306,178
"peak_4246",614,383
"peak_4247",142140,50931
"peak_4248",208004,97260
"peak_4249",199219,81533
"peak_4250",387,104
"peak_4251",193,117
"peak_4252",438,281
"peak_4253",1559,268
"peak_4254",117,50
"peak_4255",295,138
"peak_4256",226,73
"peak_4257",351,109
"peak_4258",836,309
"peak_4259",330,217
"peak_4260",1638,1084
"peak_4261",22638,7260
"peak_4262",1187,791
"peak_4263",916,163
"peak_4264",5317,1023
"peak_4265",221,104
"peak_4266",188,90
"peak_4267",274,125
"peak_4268",169,67
"peak_4269",352,121
"peak_4270",1580,726
"peak_4271",2633,607
"peak_4272",43,12
"peak_4273",247,96
"peak_4274",363,90
"peak_4275",252,155
"peak_4276",412,82
"peak_4277",177,61
"peak_4278",61,19
"peak_4279",268,149
"peak_4280",154,65
"peak_4281",67,33
"peak_4282",680,366
"peak_4283",52,6
"peak_4284",155,96
"peak_4285",594,273
"peak_4286",284,132
"peak_4287",96,32
"peak_4288",90,33
"peak_4289",72,15
"peak_4290",55,23
"peak_4291",34236,8840
"peak_4292",72,28
"peak_4293",193,76
"peak_4294",1967,1061
"peak_4295",110,44
"peak_4296",171,70
"peak_4297",136,76
"peak_4298",464,214
"peak_4299",751,326
"peak_4300",684,188
"peak_4301",44,16
"peak_4302",65,29
"peak_4303",93,54
"peak_4304",196,136
"peak_4305",1204,470
"peak_4306",180,48
"peak_4307",80,42
"peak_4308",503,230
"peak_4309",97,39
"peak_4310",216,125
"peak_4311",117,77
"peak_4312",5442,1556
"peak_4313",753,447
"peak_4314",364,192
"peak_4315",517,329
"peak_4316",1257,399
"peak_4317",51,13
"peak_4318",4020,1311
"peak_4319",400,173
"peak_4320",1013,606
"peak_4321",506,290
"peak_4322",102,65
"peak_4323",186,90
"peak_4324",144,92
"peak_4325",431,276
"peak_4326",2823,862
"peak_4327",1967,1101
"peak_4328",134,97
"peak_4329",1137,560
"peak_4330",423,255
"peak_4331",401,150
"peak_4332",221,87
"peak_4333",47,16
"peak_4334",1694,904
"peak_4335",139,41
"peak_4336",127,80
"peak_4337",168,73
"peak_4338",130,38
"peak_4339",436,201
"peak_4340",230,127
"peak_4341",346,92
"peak_4342",103,35
"peak_4343",358,229
"peak_4344",76,39
"peak_4345",155,42
"peak_4346",40,13
"peak_4347",52,24
"peak_4348",77,44
"peak_4349",184,127
"peak_4350",216,135
"peak_4351",406,84
"peak_4352",100,31
"peak_4353",32188,18122
"peak_4354",29618,14807
"peak_4355",224,99
"peak_4356",1231,441
"peak_4357",458,284
"peak_4358",2995,772
"peak_4359",779,298
"peak_4360",897,306
"peak_4361",340,212
"peak_4362",275,100
"peak_4363",904,592
"peak_4364",520,133
"peak_4365",245,76
"peak_4366",382,130
"peak_4367",53,16
"peak_4368",289,47
"peak_4369",369,134
"peak_4370",580,266
"peak_4371",63,33
"peak_4372",289,176
"peak_4373",466,293
"peak_4374",1690,583
"peak_4375",221,108
"peak_4376",1304,465
"peak_4377",415,268
"peak_4378",1477,713
"peak_4379",98,35
"peak_4380",84,47
"peak_4381",118,59
"peak_4382",427,187
"peak_4383",105,65
"peak_4384",614,277
"peak_4385",324,210
"peak_4386",9386,4555
"peak_4387",225,123
"peak_4388",906,574
"peak_4389",1186,779
"peak_4390",530,375
"peak_4391",287,146
"peak_4392",167,99
"peak_4393",211,126
"peak_4394",888,452
"peak_4395",2910,893
"peak_4396",499,171
"peak_4397",1389,447
"peak_4398",151,86
"peak_4399",1093,267
"peak_4400",2870,1343
"peak_4401",10897,1970
"peak_4402",4242,2158
"peak_4403",1046,636
"peak_4404",149221,80941
"peak_4405",50152,28418
"peak_4406",35,8
"peak_4407",81,42
"peak_4408",1548,370
"peak_4409",2384,1226
"peak_4410",11926,6076
"peak_4411",1486,843
"peak_4412",113,48
"peak_4413",145,56
"peak_4414",1053,564
"peak_4415",112,68
"peak_4416",91,55
"peak_4417",2175,771
"peak_4418",1095,439
"peak_4419",149,93
"peak_4420",575,264
"peak_4421",548,208
"peak_4422",40,10
"peak_4423",421,278
"peak_4424",713,278
"peak_4425",114,29
"peak_4426",42,11
"peak_4427",127,73
"peak_4428",2101,714
"peak_4429",46,19
"peak_4430",958,338
"peak_4431",343,190
"peak_4432",906,627
"peak_4433",120,79
"peak_4434",105,56
"peak_4435",76,23
"peak_4436",101,65
"peak_4437",42,9
"peak_4438",1250,440
"peak_4439",206,45
"peak_4440",129,82
"peak_4441",776,405
"peak_4442",683,222
"peak_4443",1868,735
"peak_4444",369,235
"peak_4445",299,176
"peak_4446",488,230
"peak_4447",361,211
"peak_4448",141,61
"peak_4449",2517,704
"peak_4450",1014,333
"peak_4451",81,34
"peak_4452",72,38
"peak_4453",172,61
"peak_4454",57,28
"peak_4455",302,180
"peak_4456",5341,1424
"peak_4457",143,95
"peak_4458",920,488
"peak_4459",552,325
"peak_4460",1791,924
"peak_4461",232,156
"peak_4462",55,14
"peak_4463",281,96
"peak_4464",111,70
"peak_4465",683,321
"peak_4466",261,139
"peak_4467",401,237
"peak_4468",303,200
"peak_4469",245,106
"peak_4470",127,77
"peak_4471",49,12
"peak_4472",130,19
"peak_4473",69,23
"peak_4474",147,91
"peak_4475",236,61
"peak_4476",747,381
"peak_4477",970,630
"peak_4478",391,278
"peak_4479",97,35
"peak_4480",442,62
"peak_4481",1235,440
"peak_4482",58,18
"peak_4483",88,56
"peak_4484",311,81
"peak_4485",1596,975
"peak_4486",86,47
"peak_4487",535,256
"peak_4488",112,51
"peak_4489",133,83
"peak_4490",2732,473
"peak_4491",217,117
"peak_4492",40,10
"peak_4493",97,29
"peak_4494",727,415
"peak_4495",1113,347
"peak_4496",250,87
"peak_4497",168,105
"peak_4498",204,121
"peak_4499",861,422
"peak_4500",699,329
"peak_4501",102,32
"peak_4502",70,30
"peak_4503",149,45
"peak_4504",1079,664
"peak_4505",7072,3563
"peak_4506",387,156
"peak_4507",88,42
"peak_4508",1338,557
"peak_4509",358,158
"peak_4510",358,158
"peak_4511",67,31
"peak_4512",63,28
"peak_4513",162,54
"peak_4514",105,37
"peak_4515",380,86
"peak_4516",325,52
"peak_4517",506,242
"peak_4518",442,192
"peak_4519",92,49
"peak_4520",254,163
"peak_4521",4284,760
"peak_4522",695,225
"peak_4523",74,37
"peak_4524",212,139
"peak_4525",132,77
"peak_4526",678,252
"peak_4527",225,119
"peak_4528",95,54
"peak_4529",102,37
"peak_4530",557,219
"peak_4531",608,261
"peak_4532",123,90
"peak_4533",158,100
"peak_4534",369,198
"peak_4535",69,33
"peak_4536",454,291
"peak_4537",160,94
"peak_4538",819,358
"peak_4539",1526,674
"peak_4540",753,488
"peak_4541",138,46
"peak_4542",626,201
"peak_4543",2182,540
"peak_4544",56,22
"peak_4545",236,42
"peak_4546",122,59
"peak_4547",258,142
"peak_4548",130,86
"peak_4549",364,182
"peak_4550",85,42
"peak_4551",517,344
"peak_4552",135,93
"peak_4553",67,14
"peak_4554",141,26
"peak_4555",164,83
"peak_4556",1130,333
"peak_4557",2817,1370
"peak_4558",19347,5964
"peak_4559",105,70
"peak_4560",462,268
"peak_4561",970,262
"peak_4562",80,41
"peak_4563",498,309
"peak_4564",6544,1704
"peak_4565",282,120
"peak_4566",52,23
"peak_4567",299,61
"peak_4568",142,45
"peak_4569",2931,1126
"peak_4570",167,62
"peak_4571",30830,11556
"peak_4572",26485,10065
"peak_4573",2508,1549
"peak_4574",1045,694
"peak_4575",676,447
"peak_4576",277,177
"peak_4577",202,125
"peak_4578",63,23
"peak_4579",291,144
"peak_4580",277,115
"peak_4581",579,352
"peak_4582",1711,906
"peak_4583",2481,869
"peak_4584",1832,430
"peak_4585",120,31
"peak_4586",2119,526
"peak_4587",2704,860
"peak_4588",225,138
"peak_4589",1728,443
"peak_4590",2578,973
"peak_4591",341,202
"peak_4592",581,319
"peak_4593",410,160
"peak_4594",1246,700
"peak_4595",208,63
"peak_4596",127,70
"peak_4597",99,38
"peak_4598",45,10
"peak_4599",105,36
"peak_4600",240,63
"peak_4601",2433,1588
"peak_4602",166,96
"peak_4603",152,57
"peak_4604",229,127
"peak_4605",522,159
"peak_4606",143,72
"peak_4607",96,59
"peak_4608",187,83
"peak_4609",384,174
"peak_4610",107,39
"peak_4611",167,70
"peak_4612",147,46
"peak_4613",206,67
"peak_4614",552,178
"peak_4615",373,115
"peak_4616",23141,6832
"peak_4617",106,69
"peak_4618",1132,662
"peak_4619",1006,220
"peak_4620",1654,958
"peak_4621",94,42
"peak_4622",1058,433
"peak_4623",2721,682
"peak_4624",70,40
"peak_4625",309,133
"peak_4626",119,53
"peak_4627",69,33
"peak_4628",260,57
"peak_4629",130,76
"peak_4630",911,544
"peak_4631",464,198
"peak_4632",2969,1768
"peak_4633",347,226
"peak_4634",118,50
"peak_4635",642,278
"peak_4636",275,171
"peak_4637",40,5
"peak_4638",226,132
"peak_4639",622,354
"peak_4640",273,145
"peak_4641",1264,600
"peak_4642",154,78
"peak_4643",173,103
"peak_4644",344,180
"peak_4645",7458,1317
"peak_4646",128,84
"peak_4647",170,60
"peak_4648",295,100
"peak_4649",956,229
"peak_4650",317,115
"peak_4651",60,21
"peak_4652",43,9
"peak_4653",1280,334
"peak_4654",721,132
"peak_4655",967,278
"peak_4656",1132,558
"peak_4657",3382,1114
"peak_4658",119,51
"peak_4659",139,53
"peak_4660",1507,483
"peak_4661",1611,648
"peak_4662",399,179
"peak_4663",2436,681
"peak_4664",726,278
"peak_4665",187,115
"peak_4666",689,449
"peak_4667",117,76
"peak_4668",128,72
"peak_4669",149,92
"peak_4670",1360,668
"peak_4671",108,58
"peak_4672",120,74
"peak_4673",64,34
"peak_4674",1365,255
"peak_4675",423,267
"peak_4676",114,70
"peak_4677",1376,564
"peak_4678",3227,1596
"peak_4679",165,92
"peak_4680",1870,1225
"peak_4681",2348,906
"peak_4682",5160,2045
"peak_4683",7482,2251
"peak_4684",4762,1521
"peak_4685",103,35
"peak_4686",304,183
"peak_4687",283,180
"peak_4688",3624,1587
"peak_4689",1381,688
"peak_4690",3425,1348
"peak_4691",281,170
"peak_4692",303,181
"peak_4693",240,136
"peak_4694",65,24
"peak_4695",83,45
"peak_4696",122,76
"peak_4697",4353,938
"peak_4698",380,253
"peak_4699",199,89
"peak_4700",482,202
"peak_4701",58,20
"peak_4702",146,86
"peak_4703",13146,3502
"peak_4704",212,88
"peak_4705",77,22
"peak_4706",544,306
"peak_4707",144,85
"peak_4708",2812,1506
"peak_4709",459,193
"peak_4710",66,18
"peak_4711",56,21
"peak_4712",512,122
"peak_4713",53,13
"peak_4714",735,408
"peak_4715",1520,710
"peak_4716",1254,840
"peak_4717",429,254
"peak_4718",560,322
"peak_4719",5540,2599
"peak_4720",99,52
"peak_4721",781,188
"peak_4722",153,52
"peak_4723",53,24
"peak_4724",99,45
"peak_4725",289,161
"peak_4726",615,174
"peak_4727",1927,663
"peak_4728",103,65
"peak_4729",123,70
"peak_4730",83,51
"peak_4731",76,43
"peak_4732",1175,415
"peak_4733",709,423
"peak_4734",131,74
"peak_4735",100,49
"peak_4736",9923,2244
"peak_4737",1348,692
"peak_4738",107,69
"peak_4739",76,34
"peak_4740",135,51
"peak_4741",51,15
"peak_4742",76,34
"peak_4743",88,24
"peak_4744",332,164
"peak_4745",299,134
"peak_4746",803,529
"peak_4747",125,50
"peak_4748",139,49
"peak_4749",235,157
"peak_4750",879,480
"peak_4751",482,276
"peak_4752",410,214
"peak_4753",494,290
"peak_4754",1139,591
"peak_4755",393,223
"peak_4756",392,223
"peak_4757",217,89
"peak_4758",43,15
"peak_4759",784,434
"peak_4760",60,30
"peak_4761",53,14
"peak_4762",278,119
"peak_4763",1101,162
"peak_4764",62,30
"peak_4765",62,30
"peak_4766",43,15
"peak_4767",2252,1006
"peak_4768",518,329
"peak_4769",7140,2527
"peak_4770",2305,1467
"peak_4771",5946,3343
"peak_4772",86,51
"peak_4773",71,14
"peak_4774",69,14
"peak_4775",97,48
"peak_4776",344,99
"peak_4777",316,117
"peak_4778",169,43
"peak_4779",4464,1330
"peak_4780",411,262
"peak_4781",324,204
"peak_4782",403,191
"peak_4783",2176,846
"peak_4784",55,19
"peak_4785",96,34
"peak_4786",149,23
"peak_4787",1771,932
"peak_4788",856,287
"peak_4789",416,258
"peak_4790",349,233
"peak_4791",1610,1021
"peak_4792",1640,446
"peak_4793",188,89
"peak_4794",305,143
"peak_4795",802,271
"peak_4796",102,63
"peak_4797",4368,1451
"peak_4798",5409,1399
"peak_4799",2790,770
"peak_4800",1881,643
"peak_4801",4192,1062
"peak_4802",110,70
"peak_4803",400,219
"peak_4804",393,227
"peak_4805",421,243
"peak_4806",957,385
"peak_4807",1344,282
"peak_4808",106,70
"peak_4809",116,77
"peak_4810",109,17
"peak_4811",68,21
"peak_4812",2247,943
"peak_4813",1444,679
"peak_4814",105,41
"peak_4815",348,92
"peak_4816",707,213
"peak_4817",643,250
"peak_4818",111,48
"peak_4819",153,61
"peak_4820",244,149
"peak_4821",3326,1111
"peak_4822",2031,512
"peak_4823",84,45
"peak_4824",210,62
"peak_4825",46,13
"peak_4826",203,61
"peak_4827",47,14
"peak_4828",289,156
"peak_4829",4296,1130
"peak_4830",135,26
"peak_4831",165,76
"peak_4832",192,83
"peak_4833",47,17
"peak_4834",219,107
"peak_4835",287,113
"peak_4836",124,59
"peak_4837",206,129
"peak_4838",140,50
"peak_4839",4584,1723
"peak_4840",565,276
"peak_4841",4325,2825
"peak_4842",345,225
"peak_4843",551,139
"peak_4844",223,84
"peak_4845",457,111
"peak_4846",451,122
"peak_4847",170,69
"peak_4848",124,62
"peak_4849",429,174
"peak_4850",211,103
"peak_4851",38,10
"peak_4852",69,27
"peak_4853",108,51
"peak_4854",68,13
"peak_4855",195,128
"peak_4856",308,126
"peak_4857",85,34
"peak_4858",113,39
"peak_4859",182,42
"peak_4860",73,24
"peak_4861",859,449
"peak_4862",631,244
"peak_4863",81,20
"peak_4864",131,43
"peak_4865",131,31
"peak_4866",90,25
"peak_4867",644,352
"peak_4868",204,57
"peak_4869",417,237
"peak_4870",363,166
"peak_4871",88,55
"peak_4872",291,139
"peak_4873",56,21
"peak_4874",139,51
"peak_4875",165,87
"peak_4876",152,74
"peak_4877",1443,337
"peak_4878",251,90
"peak_4879",41,11
"peak_4880",75,29
"peak_4881",470,239
"peak_4882",1278,620
"peak_4883",946,448
"peak_4884",2126,725
"peak_4885",771,337
"peak_4886",262,80
"peak_4887",294,55
"peak_4888",258,174
"peak_4889",359,189
"peak_4890",1775,412
"peak_4891",283,77
"peak_4892",49,20
"peak_4893",90,50
"peak_4894",743,259
"peak_4895",58,9
"peak_4896",73,13
"peak_4897",349,90
"peak_4898",32,7
"peak_4899",264,172
"peak_4900",1571,570
"peak_4901",415,180
"peak_4902",175,75
"peak_4903",73,21
"peak_4904",142,83
"peak_4905",498,285
"peak_4906",846,471
"peak_4907",1061,371
"peak_4908",183,91
"peak_4909",98,19
"peak_4910",179,30
"peak_4911",123,77
"peak_4912",417,254
"peak_4913",266,151
"peak_4914",166,83
"peak_4915",1823,958
"peak_4916",1638,588
"peak_4917",83,30
"peak_4918",111,29
"peak_4919",100,42
"peak_4920",277,167
"peak_4921",198,73
"peak_4922",179,68
"peak_4923",86,30
"peak_4924",7487,1972
"peak_4925",212,97
"peak_4926",188,85
"peak_4927",184,100
"peak_4928",2330,683
"peak_4929",3571,1070
"peak_4930",640,263
"peak_4931",168,56
"peak_4932",196,94
"peak_4933",1215,307
"peak_4934",2010,565
"peak_4935",586,297
"peak_4936",1209,689
"peak_4937",1079,549
"peak_4938",9502,2595
"peak_4939",173,89
"peak_4940",157,107
"peak_4941",109,63
"peak_4942",68,31
"peak_4943",370,171
"peak_4944",155,99
"peak_4945",471,226
"peak_4946",443,222
"peak_4947",256,156
"peak_4948",172,110
"peak_4949",195,123
"peak_4950",369,201
"peak_4951",2552,658
"peak_4952",64,26
"peak_4953",308,169
"peak_4954",232,112
"peak_4955",257,63
"peak_4956",376,158
"peak_4957",1173,510
"peak_4958",101,45
"peak_4959",328,198
"peak_4960",166,101
"peak_4961",677,294
"peak_4962",86,51
"peak_4963",1517,445
"peak_4964",213,125
"peak_4965",975,672
"peak_4966",2988,1497
"peak_4967",597,152
"peak_4968",326,117
"peak_4969",213,147
"peak_4970",408,266
"peak_4971",668,172
"peak_4972",234,80
"peak_4973",285,172
"peak_4974",86,31
"peak_4975",252,72
"peak_4976",9339,3455
"peak_4977",1684,1105
"peak_4978",273,138
"peak_4979",6896,1440
"peak_4980",15453,9163
"peak_4981",675,342
"peak_4982",1022,560
"peak_4983",1979,965
"peak_4984",274,112
"peak_4985",421,187
"peak_4986",79,24
"peak_4987",47,20
"peak_4988",385,190
"peak_4989",484,221
"peak_4990",71,39
"peak_4991",357,88
"peak_4992",178,56
"peak_4993",168,86
"peak_4994",291,160
"peak_4995",503,301
"peak_4996",844,190
"peak_4997",656,203
"peak_4998",90,32
"peak_4999",148,76
"peak_5000",458,248
"peak_5001",483,303
"peak_5002",194,110
"peak_5003",36,9
"peak_5004",146,22
"peak_5005",72,28
"peak_5006",246,164
"peak_5007",1095,382
"peak_5008",157,45
"peak_5009",141,65
"peak_5010",339,208
"peak_5011",178,97
"peak_5012",170,110
"peak_5013",67,22
"peak_5014",329,93
"peak_5015",72,14
"peak_5016",37,6
"peak_5017",161,59
"peak_5018",2397,897
"peak_5019",1886,566
"peak_5020",163,98
"peak_5021",38,7
"peak_5022",40,10
"peak_5023",147,19
"peak_5024",200,107
"peak_5025",188,124
"peak_5026",118,54
"peak_5027",686,360
"peak_5028",374,232
"peak_5029",1823,688
"peak_5030",399,254
"peak_5031",206,110
"peak_5032",246,160
"peak_5033",138,45
"peak_5034",109,43
"peak_5035",199,118
"peak_5036",2257,615
"peak_5037",2680,638
"peak_5038",58,15
"peak_5039",184,33
"peak_5040",2745,1271
"peak_5041",3188,1139
"peak_5042",574,245
"peak_5043",254,133
"peak_5044",202,125
"peak_5045",1288,458
"peak_5046",253,79
"peak_5047",50,22
"peak_5048",55,23
"peak_5049",39,10
"peak_5050",1415,334
"peak_5051",493,325
"peak_5052",275,157
"peak_5053",978,622
"peak_5054",456,294
"peak_5055",466,250
"peak_5056",272,95
"peak_5057",99,31
"peak_5058",1146,653
"peak_5059",193,108
"peak_5060",64,30
"peak_5061",127,50
"peak_5062",2124,520
"peak_5063",506,244
"peak_5064",77,42
"peak_5065",58,22
"peak_5066",3016,1582
"peak_5067",18448,5772
"peak_5068",616,351
"peak_5069",1605,742
"peak_5070",112,36
"peak_5071",8616,3366
"peak_5072",33912,7310
"peak_5073",354,221
"peak_5074",466,147
"peak_5075",251,156
"peak_5076",171,113
"peak_5077",10925,3664
"peak_5078",1795,933
"peak_5079",4021,2152
"peak_5080",134,56
"peak_5081",135,67
"peak_5082",83,39
"peak_5083",59,27
"peak_5084",227,50
"peak_5085",193,71
"peak_5086",76,29
"peak_5087",906,589
"peak_5088",70,30
"peak_5089",211,128
"peak_5090",777,369
"peak_5091",5219,2199
"peak_5092",7789,2684
"peak_5093",2189,1325
"peak_5094",50,16
"peak_5095",210,134
"peak_5096",201,132
"peak_5097",269,180
"peak_5098",86,53
"peak_5099",88,31
"peak_5100",172,31
"peak_5101",141,36
"peak_5102",254,164
"peak_5103",640,303
"peak_5104",1707,435
"peak_5105",880,558
"peak_5106",11456,3501
"peak_5107",470,142
"peak_5108",186,88
"peak_5109",324,111
"peak_5110",49,16
"peak_5111",195,88
"peak_5112",806,488
"peak_5113",4287,1805
"peak_5114",1493,797
"peak_5115",255,122
"peak_5116",197,70
"peak_5117",223,94
"peak_5118",361,121
"peak_5119",52,22
"peak_5120",154,63
"peak_5121",8785,3170
"peak_5122",1498,549
"peak_5123",544,329
"peak_5124",3327,2153
"peak_5125",103,62
"peak_5126",214,135
"peak_5127",49,20
"peak_5128",7914,3032
"peak_5129",4546,1309
"peak_5130",310,132
"peak_5131",318,73
"peak_5132",420,178
"peak_5133",89,53
"peak_5134",217,86
"peak_5135",187,85
"peak_5136",349,97
"peak_5137",112,63
"peak_5138",81,48
"peak_5139",244,161
"peak_5140",490,203
"peak_5141",36,9
"peak_5142",2817,913
"peak_5143",1106,664
"peak_5144",4511,1493
"peak_5145",2563,754
"peak_5146",348,115
"peak_5147",103,27
"peak_5148",693,136
"peak_5149",103,38
"peak_5150",125,47
"peak_5151",841,237
"peak_5152",427,209
"peak_5153",68,19
"peak_5154",329,98
"peak_5155",158,61
"peak_5156",82,51
"peak_5157",701,300
"peak_5158",550,237
"peak_5159",56,14
"peak_5160",144,94
"peak_5161",104,47
"peak_5162",100,46
"peak_5163",207,109
"peak_5164",9810,1763
"peak_5165",2371,880
"peak_5166",1546,558
"peak_5167",67,17
"peak_5168",115,54
"peak_5169",77,25
"peak_5170",299,191
"peak_5171",10363,3131
"peak_5172",6351,3403
"peak_5173",12778,2472
"peak_5174",210,91
"peak_5175",54,12
"peak_5176",709,205
"peak_5177",266,84
"peak_5178",69,16
"peak_5179",259,95
"peak_5180",1899,361
"peak_5181",45,14
"peak_5182",134,22
"peak_5183",340,154
"peak_5184",47,7
"peak_5185",2070,1301
"peak_5186",13858,5108
"peak_5187",10583,4362
"peak_5188",10801,3412
"peak_5189",266,173
"peak_5190",157,79
"peak_5191",551,190
"peak_5192",87,23
"peak_5193",175,115
"peak_5194",296,141
"peak_5195",101,51
"peak_5196",217,144
"peak_5197",2075,698
"peak_5198",88,55
"peak_5199",2042,443
"peak_5200",282,75
"peak_5201",54,13
"peak_5202",163,72
"peak_5203",55,20
"peak_5204",434,132
"peak_5205",109,30
"peak_5206",167,105
"peak_5207",151,72
"peak_5208",188,85
"peak_5209",769,383
"peak_5210",292,55
"peak_5211",50,5
"peak_5212",250,151
"peak_5213",5321,1761
"peak_5214",1785,809
"peak_5215",253,164
"peak_5216",882,337
"peak_5217",7841,3382
"peak_5218",743,390
"peak_5219",63,20
"peak_5220",84,29
"peak_5221",171,91
"peak_5222",768,339
"peak_5223",361,149
"peak_5224",957,368
"peak_5225",952,434
"peak_5226",1279,592
"peak_5227",873,290
"peak_5228",68,38
"peak_5229",77,42
"peak_5230",94,45
"peak_5231",54,20
"peak_5232",256,80
"peak_5233",565,238
"peak_5234",75,19
"peak_5235",2711,1396
"peak_5236",2530,1059
"peak_5237",312,185
"peak_5238",146,87
"peak_5239",501,290
"peak_5240",1506,763
"peak_5241",10185,5561
"peak_5242",41012,21329
"peak_5243",162,94
"peak_5244",879,310
"peak_5245",624,281
"peak_5246",451,199
"peak_5247",161,100
"peak_5248",2489,1446
"peak_5249",511,201
"peak_5250",5038,1782
"peak_5251",876,266
"peak_5252",170,59
"peak_5253",86,22
"peak_5254",45,16
"peak_5255",60,26
"peak_5256",253,168
"peak_5257",1901,359
"peak_5258",55,25
"peak_5259",602,272
"peak_5260",2011,752
"peak_5261",235,157
"peak_5262",123,51
"peak_5263",186,109
"peak_5264",227,142
"peak_5265",129,64
"peak_5266",271,156
"peak_5267",12023,5453
"peak_5268",40801,9425
"peak_5269",204,64
"peak_5270",421,139
"peak_5271",139,90
"peak_5272",110,65
"peak_5273",479,212
"peak_5274",224,112
"peak_5275",200,89
"peak_5276",111,61
"peak_5277",241,137
"peak_5278",1403,338
"peak_5279",56,23
"peak_5280",66,20
"peak_5281",120,48
"peak_5282",64,21
"peak_5283",169,35
"peak_5284",95,26
"peak_5285",69,24
"peak_5286",145,39
"peak_5287",72,13
"peak_5288",746,480
"peak_5289",227,104
"peak_5290",36,6
"peak_5291",40,12
"peak_5292",184,69
"peak_5293",114,61
"peak_5294",479,164
"peak_5295",127,68
"peak_5296",857,211
"peak_5297",219,70
"peak_5298",69,12
"peak_5299",94,56
"peak_5300",2108,913
"peak_5301",1268,415
"peak_5302",47,17
"peak_5303",66,18
"peak_5304",233,122
"peak_5305",757,410
"peak_5306",335,167
"peak_5307",1095,638
"peak_5308",55,22
"peak_5309",124,43
"peak_5310",427,274
"peak_5311",51,20
"peak_5312",147,83
"peak_5313",1904,393
"peak_5314",381,117
"peak_5315",198,110
"peak_5316",318,209
"peak_5317",403,263
"peak_5318",604,398
"peak_5319",619,398
"peak_5320",60,20
"peak_5321",126,64
"peak_5322",124,59
"peak_5323",337,183
"peak_5324",69,32
"peak_5325",187,87
"peak_5326",72,22
"peak_5327",190,49
"peak_5328",207,133
"peak_5329",223,68
"peak_5330",97,39
"peak_5331",561,328
"peak_5332",212,93
"peak_5333",305,80
"peak_5334",65,22
"peak_5335",39,13
"peak_5336",71,17
"peak_5337",509,319
"peak_5338",1848,711
"peak_5339",247,138
"peak_5340",234,116
"peak_5341",92,48
"peak_5342",1500,485
"peak_5343",2443,685
"peak_5344",1500,461
"peak_5345",906,382
"peak_5346",122,77
"peak_5347",1425,396
"peak_5348",79,33
"peak_5349",76,13
"peak_5350",706,181
"peak_5351",157,107
"peak_5352",461,261
"peak_5353",97,34
"peak_5354",88,48
"peak_5355",1390,708
"peak_5356",11249,2784
"peak_5357",110,42
"peak_5358",60,20
"peak_5359",323,88
"peak_5360",249,101
"peak_5361",93,27
"peak_5362",78,36
"peak_5363",705,216
"peak_5364",248,80
"peak_5365",100,51
"peak_5366",415,107
"peak_5367",410,255
"peak_5368",996,424
"peak_5369",602,360
"peak_5370",210,96
"peak_5371",93,58
"peak_5372",528,148
"peak_5373",489,159
"peak_5374",469,236
"peak_5375",398,260
"peak_5376",682,298
"peak_5377",108,55
"peak_5378",158,76
"peak_5379",257,94
"peak_5380",294,85
"peak_5381",231,68
"peak_5382",246,116
"peak_5383",336,127
"peak_5384",167,94
"peak_5385",559,149
"peak_5386",388,115
"peak_5387",224,111
"peak_5388",67,31
"peak_5389",86,42
"peak_5390",103,42
"peak_5391",198,112
"peak_5392",194,51
"peak_5393",99,21
"peak_5394",88,10
"peak_5395",72,12
"peak_5396",82,38
"peak_5397",110,35
"peak_5398",76,15
"peak_5399",67,32
"peak_5400",155,99
"peak_5401",2052,1235
"peak_5402",360,140
"peak_5403",842,483
"peak_5404",240,160
"peak_5405",1882,810
"peak_5406",15543,4541
"peak_5407",2384,1580
"peak_5408",2285,1402
"peak_5409",2637,1470
"peak_5410",76,17
"peak_5411",84,32
"peak_5412",169,108
"peak_5413",46,16
"peak_5414",1929,841
"peak_5415",652,149
"peak_5416",1487,351
"peak_5417",145,90
"peak_5418",78,47
"peak_5419",63,22
"peak_5420",62,29
"peak_5421",151,94
"peak_5422",257,131
"peak_5423",623,193
"peak_5424",36,4
"peak_5425",1035,593
