"","baseMean","log2FoldChange","lfcSE","pvalue","padj","baseMeanCtrl","baseMeanCspr","entrez","log10.pvalue","Significant.Gene","Differential_Gene","label"
"84102",30.8506427332172,1.1246542873936,0.585191603789272,0.019049626916675,0.0371008998429576,16.9586257804185,44.7426596860159,"SLC41A2",1.43061555690539,"Yes","Up-Regulated","Yes"
"160428",934.238574744413,-2.1590674188129,0.131749797380066,3.60761208659598e-61,2.1421066367628e-59,1529.08566693874,339.391482550088,"ALDH1L2",58.6691589132404,"Yes","Down-Regulated","Yes"
"255394",190.276308856208,1.17659608894975,0.246339986747521,7.15870257424927e-07,2.61523178449778e-06,114.127483930109,266.425133782307,"TCP11L2",5.58248981415141,"Yes","Up-Regulated","Yes"
"5992",10.391562328468,2.72563732478866,1.3813655564192,0.00576679698599589,0.0126704936020546,1.48072625973562,19.3023983972004,"RFX4",1.89720646605792,"Yes","Up-Regulated","Yes"
"121551",7.03191272380258,4.47570582218444,2.73266987855906,0.00176302492977506,0.00427160963763171,0,14.0638254476052,"BTBD11",2.36940844230175,"Yes","Up-Regulated","Yes"
"6404",423.636694510183,2.83229749615557,0.203155787902952,4.8963432716427e-45,1.51850047305017e-43,102.924420292934,744.348968727433,"SELPLG",42.8185850684523,"Yes","Up-Regulated","Yes"
"54434",952.642398274757,1.4345335588605,0.130324576093021,1.10043293548897e-28,1.523361046341e-27,511.01916784502,1394.26562870449,"SSH1",26.817197153886,"Yes","Up-Regulated","Yes"
"1610",7.93556637464554,4.83997946196078,2.66934148710641,0.000954097936848808,0.00241908327618389,0,15.8711327492911,"DAO",2.61634918092931,"Yes","Up-Regulated","Yes"
"55530",29.1053393128842,1.78156489762859,0.654354442715226,0.0011791913748224,0.00293762030662529,11.1193921893254,47.091286436443,"SVOP",2.53200433835983,"Yes","Up-Regulated","Yes"
"32",265.857138939849,2.21245316812687,0.234562435259122,6.87147212089642e-22,6.6775342693328e-21,92.5314459921681,439.18283188753,"ACACB",20.1753838744868,"Yes","Up-Regulated","Yes"
"121643",7.58805215602991,2.60762893184221,1.91155407234482,0.0176476298449541,0.0346648148799909,0.754308371176034,14.4217959408838,"FOXN4",1.46011111471555,"Yes","Up-Regulated","Yes"
"84915",38.3740740398907,2.21095161043493,0.604526110010311,3.76514724766119e-05,0.000115801917488712,11.9015910431179,64.8465570366636,"FAM222A",3.93628424934889,"Yes","Up-Regulated","Yes"
"59341",9.56912853952441,5.3309040091254,2.62708552841644,0.000372882724761809,0.00100816786873006,0,19.1382570790488,"TRPV4",2.99646714805597,"Yes","Up-Regulated","Yes"
"29902",497.512369899935,-1.2495832715369,0.159600813752683,1.81414375980459e-15,1.21434952170274e-14,703.651768683201,291.372971116668,"FAM216A",13.9156562939038,"Yes","Down-Regulated","Yes"
"51699",1738.71504033157,-1.04642974322053,0.108441010648236,2.31412302080435e-22,2.30812621889944e-21,2347.5989294838,1129.83115117934,"VPS29",20.6367404456581,"Yes","Down-Regulated","Yes"
"84329",66.1975831632887,1.39780689257521,0.418033815677819,0.000241024074932207,0.000670015773444256,34.0845944565357,98.3105718700417,"HVCN1",3.17391497306161,"Yes","Up-Regulated","Yes"
"160762",16.2675185171915,6.52572960848635,2.61503268326381,1.91741087375908e-05,6.10636435771323e-05,0,32.535037034383,"CCDC63",4.21421728555598,"Yes","Up-Regulated","Yes"
"23316",22.8646062534704,5.18315739109546,1.39326353193401,0.000144349256364909,0.000411439284804185,0.754308371176034,44.9749041357647,"CUX2",3.38569424361081,"Yes","Up-Regulated","Yes"
"144717",574.642474839402,1.2004595637145,0.180357683119404,1.09893234167399e-11,5.78846229043042e-11,343.697100494895,805.587849183909,"PHETA1",10.2374367916225,"Yes","Up-Regulated","Yes"
"89894",433.630790580043,-2.01419363554961,0.172310074081578,2.66891836969041e-32,4.43530196918327e-31,697.589411231176,169.67216992891,"TMEM116",30.3530768067036,"Yes","Down-Regulated","Yes"
"80018",2221.29815327293,-1.41080110328088,0.103793679360029,1.22984323862932e-42,3.45156786008025e-41,3235.24995579031,1207.34635075554,"NAA25",40.4619835836783,"Yes","Down-Regulated","Yes"
"4938",10.7731281128822,3.68265895657143,1.58395946335632,0.00416023247725595,0.00938932717680857,0.726417888559588,20.8198383372049,"OAS1",2.02736552742169,"Yes","Up-Regulated","Yes"
"4940",325.940884228328,1.27412952878376,0.204452864750949,1.68506153528767e-10,8.17829685467022e-10,187.494425334095,464.387343122561,"OAS3",9.08733712953549,"Yes","Up-Regulated","Yes"
"4939",7.96525257278985,2.89095220044356,1.76399245502794,0.0130015575463179,0.0263925005983551,0.726417888559588,15.2040872570201,"OAS2",1.57851945992704,"Yes","Up-Regulated","Yes"
"10993",14.1179115028896,2.86078578339576,1.14808076428466,0.00158501258936578,0.00387002220202203,2.23503463091166,26.0007883748675,"SDS",2.41228654345964,"Yes","Up-Regulated","Yes"
"113675",423.770060467704,2.54848232480358,0.192378448791659,7.02710869079884e-41,1.79245326297607e-39,122.090190221648,725.449930713761,"SDSL",38.7465521594516,"Yes","Up-Regulated","Yes"
"100506465",716.464384414927,-1.05024838297364,0.137534884604792,1.04762195787108e-14,6.71237921520609e-14,969.709622571665,463.219146258189,"LINC01234",13.1731235160621,"Yes","Down-Regulated","Yes"
"6926",19.8363918244004,-1.27513806469149,0.714323015280775,0.0185819508420176,0.0362936096513625,30.2293811528062,9.44340249599457,"TBX3",1.44016983605106,"Yes","Down-Regulated","Yes"
"100287569",70.9701485870774,-1.22720806531628,0.391799292222926,0.00057888080290581,0.00152253774567807,101.779645165128,40.1606520090271,"LINC00173",2.81743193184024,"Yes","Down-Regulated","Yes"
"79794",1130.15233091376,1.07891425077636,0.119871472160917,1.04535022979746e-19,9.04152441936376e-19,722.454962337901,1537.84969948963,"C12orf49",18.0437583404203,"Yes","Up-Regulated","Yes"
"84900",583.050210348082,1.83028367063554,0.160510869339261,8.55601506416141e-31,1.31631940537427e-29,253.399423793106,912.700996903057,"RNFT2",28.8806387162233,"Yes","Up-Regulated","Yes"
"54997",918.099357190884,1.61969909435064,0.136059986043249,2.83984874858845e-33,4.96029983201584e-32,447.569797196788,1388.62891718498,"TESC",31.3044920712005,"Yes","Up-Regulated","Yes"
"4842",55.5201052765494,5.85229323760268,1.02399241225934,1.34561763979847e-08,5.67804279722324e-08,1.50861674235207,109.531593810747,"NOS1",7.24580133838152,"Yes","Up-Regulated","Yes"
"283455",14.04025244264,4.26318080127856,1.49136073927519,0.00137353747718369,0.00338732571890358,0.726417888559588,27.3540869967204,"KSR2",2.47014304040258,"Yes","Up-Regulated","Yes"
"5985",2430.42796459404,-1.76656080562407,0.0971360026937811,1.39763086040469e-74,1.27107745000686e-72,3760.88115285438,1099.9747763337,"RFC5",71.8958279859638,"Yes","Down-Regulated","Yes"
"54621",69.1855604242506,2.44320502846007,0.447005946258619,6.92905980059584e-09,2.98518798604922e-08,19.9758592651227,118.395261583378,"VSIG10",7.52502831487525,"Yes","Up-Regulated","Yes"
"160777",11.1930629407463,3.76038661660461,1.56786516180745,0.00358298853993044,0.00818697498035204,0.754308371176034,21.6318175103166,"CCDC60",2.08687653682574,"Yes","Up-Regulated","Yes"
"387890",82.2973739568463,1.59998029068085,0.380166702530974,6.24505331809314e-06,2.08239293344956e-05,38.5546637183591,126.040084195333,"TMEM233",4.68143731866422,"Yes","Up-Regulated","Yes"
"92558",67.5526674986028,1.5976307433638,0.43036794373454,4.82389164550467e-05,0.000146236512696494,31.1231419370645,103.982193060141,"BICDL1",3.83494417811139,"Yes","Up-Regulated","Yes"
"23409",87.4913722074687,1.75446337630639,0.379846666488534,8.26759345473721e-07,3.00404095285579e-06,37.8840267950324,137.098717619905,"SIRT4",5.52229415106931,"Yes","Up-Regulated","Yes"
"8683",3645.39697727898,2.04868833083972,0.0934704274775831,2.65190677303285e-107,5.95408318603647e-105,1413.73226711404,5877.06168744392,"SRSF9",104.225185102006,"Yes","Up-Regulated","Yes"
"9478",7.62125126582094,4.69422307964977,2.69746309230522,0.0012414454169212,0.00308450887796191,0,15.2425025316419,"CABP1",2.51081397541374,"Yes","Up-Regulated","Yes"
"35",489.893427057484,1.63483688923859,0.170658876637984,2.48144554383129e-22,2.47158397651292e-21,235.771426429893,744.015427685075,"ACADS",20.607024629016,"Yes","Up-Regulated","Yes"
"283460",6.31160802842212,4.10673182817172,2.80648147465212,0.00289305172670518,0.00672021089744621,0,12.6232160568442,"HNF1A-AS1",2.17261709745809,"Yes","Up-Regulated","Yes"
"6927",42.5194214670605,1.70378947444007,0.542028622316431,0.000341695355123023,0.000930146714362418,17.8523865646768,67.1864563694442,"HNF1A",3.03144854369057,"Yes","Up-Regulated","Yes"
"8638",12.7585459190295,5.98875235047675,2.60671048136271,8.08956765153853e-05,0.000238754677750598,0,25.5170918380591,"OASL",3.62204811083795,"Yes","Up-Regulated","Yes"
"5027",43.1550156750653,1.4556942377152,0.518807913024092,0.00129526715774364,0.00320677559361434,20.7859486015316,65.5240827485991,"P2RX7",2.49393143042545,"Yes","Up-Regulated","Yes"
"84876",631.504355432151,1.45724467240146,0.457095510365158,0.000364375613456474,0.000986404417538412,310.648249916764,952.360460947539,"ORAI1",3.00594499145261,"Yes","Up-Regulated","Yes"
"338799",811.190804556945,-1.55329252992033,0.132613938784554,2.80962936561271e-32,4.65478488442862e-31,1212.79847817132,409.583130942566,"LINC01089",30.3321003846428,"Yes","Down-Regulated","Yes"
"3242",54.5951497334511,1.42201575209895,0.455294937032961,0.000498233089320411,0.00132171273934919,27.3794905638008,81.8108089031014,"HPD",2.87886292402717,"Yes","Up-Regulated","Yes"
"144406",644.798374179432,-1.346253365693,0.142499539237973,1.1412436780451e-21,1.09423337351353e-20,928.611863573082,360.984884785783,"WDR66",19.9608900436147,"Yes","Down-Regulated","Yes"
"386653",8.9553183053614,3.18355180828571,1.69511317511464,0.0088534525962992,0.0187085605157483,0.754308371176034,17.1563282395468,"IL31",1.72795962693705,"Yes","Up-Regulated","Yes"
"65117",2646.55585971799,-1.67352414715804,0.0972962533320746,5.82440091565501e-67,4.12957688605356e-65,4034.09035835744,1259.02136107854,"RSRC2",64.3840944436137,"Yes","Down-Regulated","Yes"
"9735",3714.70767030431,-1.94702501800453,0.0920623757890028,5.03798696482427e-100,9.20243822371377e-98,5904.54682766912,1524.86851293951,"KNTC1",97.0360970893054,"Yes","Down-Regulated","Yes"
"338442",9.4722139519609,5.28435569168034,2.63542325814903,0.00041541547997956,0.00111421917066693,0,18.9444279039218,"HCAR2",2.95302937357067,"Yes","Up-Regulated","Yes"
"27198",5.2001576749735,3.32764125062953,3.09000100089272,0.00645328555478106,0.0140513301189768,0,10.400315349947,"HCAR1",1.85228256287706,"Yes","Up-Regulated","Yes"
"23457",463.558537266497,1.38430555613105,0.168837707448376,7.88045044286648e-17,5.777388736243e-16,253.902717820734,673.214356712259,"ABCB9",15.2382684096223,"Yes","Up-Regulated","Yes"
"79676",1179.78650520681,1.4477110977512,0.121164282239675,2.00626367985449e-33,3.53870763957312e-32,629.252879422406,1730.32013099121,"OGFOD2",31.451155316358,"Yes","Up-Regulated","Yes"
"10198",1455.09623809231,-1.1205072604372,0.109380715598133,5.36081689601293e-25,6.19887593222439e-24,1997.22081955719,912.971656627428,"MPHOSPH9",23.2076870557745,"Yes","Down-Regulated","Yes"
"196383",415.023653133802,1.08864899177742,0.185142184326547,1.87053010191476e-09,8.37329300450068e-09,262.061922831121,567.985383436484,"RILPL2",8.07710371137007,"Yes","Up-Regulated","Yes"
"57696",1577.98375758582,-1.17116497443401,0.106817195453326,2.36127692405879e-28,3.22120017855464e-27,2189.9675130069,966.000002164731,"DDX55",26.4919822855062,"Yes","Down-Regulated","Yes"
"196385",49.3786264347513,2.2447693040321,0.525550476788726,3.00223524078511e-06,1.03354381696027e-05,15.4778995206829,83.2793533488196,"DNAH10",4.9856711067864,"Yes","Up-Regulated","Yes"
"80212",536.091740078623,2.11091129979727,0.172017764780839,2.25770543797326e-35,4.39987188156199e-34,199.143736693133,873.039743464113,"CCDC92",33.3565599694094,"Yes","Up-Regulated","Yes"
"9612",8132.85206257215,1.40402641905999,0.269367937867425,5.86489321964901e-08,2.34966372595381e-07,4341.7606533369,11923.9434718074,"NCOR2",6.62899428769108,"Yes","Up-Regulated","Yes"
"949",4107.69678637101,-1.18808025076509,0.0874586147616511,1.97131944621837e-42,5.44741273638343e-41,5716.72657392735,2498.66699881468,"SCARB1",40.2638097181098,"Yes","Down-Regulated","Yes"
"140707",340.545347713966,1.85105817866812,0.210918618148432,3.44685834947129e-19,2.90322723190716e-18,145.055392488858,536.035302939074,"BRI3BP",17.5371189711606,"Yes","Up-Regulated","Yes"
"114795",9.55601015039115,1.83667373550254,1.33500326858009,0.0195444081039672,0.0379684697857512,2.20714414829521,16.9048761524871,"TMEM132B",1.42057690554643,"Yes","Up-Regulated","Yes"
"104472718",13.8968315396764,-1.55727681807842,1.00885535127041,0.0167284106042508,0.0330610821716507,22.8257498541281,4.96791322522471,"LINC00508",1.48068293499069,"Yes","Down-Regulated","Yes"
"92293",4.81861583556079,2.1216728160474,4.32097530515549,0.0118243194531548,0.0242378869703566,0,9.63723167112157,"TMEM132C",1.61550524412267,"Yes","Up-Regulated","Yes"
"23504",7.04151654245802,4.48831890764766,2.72288713237279,0.00170518505624377,0.00414264638213234,0,14.083033084916,"RIMBP2",2.3827221366614,"Yes","Up-Regulated","Yes"
"116437",38.592193349217,1.21508955955233,0.53602197382454,0.00761799849798265,0.0163430217602785,20.813839084148,56.3705476142859,"LINC01257",1.78666764104201,"Yes","Up-Regulated","Yes"
"8408",2852.83177879908,1.62846060551742,0.137795245494145,8.4880832513139e-33,1.4409810600225e-31,1383.70065002061,4321.96290757756,"ULK1",30.8413417274315,"Yes","Up-Regulated","Yes"
"57666",5388.03652669319,1.43024002597964,0.489753776407704,0.000995704400701714,0.00251334028021135,2673.30798702253,8102.76506636385,"FBRSL1",2.59974870845733,"Yes","Up-Regulated","Yes"
"2802",5805.96146954385,1.08601527994503,0.0931951681585084,1.02109663009927e-31,1.64859301611683e-30,3706.67238933591,7905.2505497518,"GOLGA3",29.7828865442766,"Yes","Up-Regulated","Yes"
"55743",1224.38801125283,1.08384910648623,0.117432330852316,1.25931521044469e-20,1.14867880008146e-19,781.124937734465,1667.65108477119,"CHFR",18.9398013941608,"Yes","Up-Regulated","Yes"
"7556",18032.4974427294,7.5964478302381,0.123985943744124,0,0,185.062891984336,35879.9319934745,"ZNF10",Inf,"Yes","Up-Regulated","Yes"
"647589",6.53424865951546,4.17305296054803,2.83750050166124,0.00282064388744075,0.00656475092861439,0,13.0684973190309,"ANHX",2.18278174670784,"Yes","Up-Regulated","Yes"
"105370098",55.5580733161722,1.48328311486899,0.474492378489498,0.000449577048693185,0.00120076625867818,26.764634605707,84.3515120266374,NA,2.9205415241923,"Yes","Up-Regulated","Yes"
"7750",1563.85565920639,-1.11069994750868,0.109325640090445,1.32189068594351e-24,1.49094881448595e-23,2142.55385153168,985.15746688109,"ZMYM2",22.8265372659822,"Yes","Down-Regulated","Yes"
"2700",13.4403874497852,3.28646993093348,1.29474585518158,0.00157061014375001,0.00383865150172439,1.50861674235207,25.3721581572183,"GJA3",2.41582131423012,"Yes","Up-Regulated","Yes"
"51084",182.099169892278,1.31044333636948,0.253923767548044,8.5307005084855e-08,3.37006449339986e-07,102.170111921758,262.028227862799,"CRYL1",6.47236178789434,"Yes","Up-Regulated","Yes"
"64328",1612.56618576942,-1.25202024938802,0.106236144614399,1.72687707144169e-32,2.88759568641226e-31,2275.68102783534,949.451343703504,"XPO4",30.5394636156219,"Yes","Down-Regulated","Yes"
"101930748",8.14336307725119,4.91115912879978,2.66070403224852,0.00083886075473857,0.0021491506843736,0,16.2867261545024,"LINC00367",2.66773313355567,"Yes","Up-Regulated","Yes"
"26524",244.166409451866,1.66946047629025,0.237498983658671,4.90564133654894e-13,2.81362941373006e-12,114.099593447492,374.23322545624,"LATS2",11.5507331045454,"Yes","Up-Regulated","Yes"
"221150",893.72203361282,-1.797202164776,0.139617101152156,1.49337908320087e-38,3.42064747707881e-37,1391.97015162093,395.47391560471,"SKA3",36.4658916807545,"Yes","Down-Regulated","Yes"
"26278",1852.9254887126,-2.04723360361929,0.104920913087928,1.3265642746671e-85,1.7019503795342e-83,2986.57035026205,719.280627163153,"SACS",82.7690531059486,"Yes","Down-Regulated","Yes"
"56163",101.376968027312,-2.17794341903894,0.336622053820604,1.3338016746635e-11,6.97785468342164e-11,167.377848315358,35.3760877392649,"RNF17",10.1562780791478,"Yes","Down-Regulated","Yes"
"55835",1170.9881330928,-1.80747193925808,0.118201887465488,1.85078783082653e-53,8.09165941290774e-52,1824.84171746976,517.134548715829,"CENPJ",51.0919624054622,"Yes","Down-Regulated","Yes"
"5042",299.81287989235,1.53793248761226,0.209166594362673,5.33761440950961e-14,3.25819713912688e-13,150.810954632102,448.814805152598,"PABPC3",12.4870226419904,"Yes","Up-Regulated","Yes"
"9818",2184.82233493828,-1.25362784941765,0.101324646412147,1.43941809069092e-35,2.83594310116563e-34,3084.35532971036,1285.28934016619,"NUP58",33.547302486852,"Yes","Down-Regulated","Yes"
"51761",38.2563443418383,3.15429613087777,0.671537001855113,3.76968662813498e-07,1.41627724564792e-06,6.64932292750207,69.8633657561746,"ATP8A2",5.84885172230367,"Yes","Up-Regulated","Yes"
"6144",6226.64938633044,-1.74416529338173,0.0927783447186701,1.76687237905764e-79,1.85771547601016e-77,9601.10135150883,2852.19742115204,"RPL21",76.7310208009241,"Yes","Down-Regulated","Yes"
"26771",42.3695799141397,-2.84701125642917,0.5941244051281,1.32636023093962e-07,5.16408389047552e-07,75.2381344203522,9.50102540792724,"SNORD102",6.28700671124011,"Yes","Down-Regulated","Yes"
"2322",6.51940473102777,4.21395221996338,2.78234210021424,0.00252220108496955,0.00593099740185835,0,13.0388094620555,"FLT3",2.22687226621432,"Yes","Up-Regulated","Yes"
"2321",126.141265356777,-1.93014909122225,0.296915358897538,1.46746131664728e-11,7.65295456545255e-11,201.798393903823,50.4841368097306,"FLT1",10.11617086501,"Yes","Down-Regulated","Yes"
"3146",9141.5169154541,-1.52867021161665,0.0819484579491088,3.22570825947283e-78,3.23381003835709e-76,13590.6913119885,4692.34251891971,"HMGB1",75.4902854951644,"Yes","Down-Regulated","Yes"
"10129",12.0696067299759,1.67550427080306,1.07576895224854,0.0175107709681819,0.0344336426829845,3.71576089064728,20.4234525693045,"FRY",1.46301703150857,"Yes","Up-Regulated","Yes"
"675",656.632316010356,-1.27641045688273,0.142389906819369,1.08879815396279e-19,9.41354007641955e-19,932.24395301588,381.020679004833,"BRCA2",18.0262470241251,"Yes","Down-Regulated","Yes"
"116828",60.6576667826441,-1.82930958732461,0.425880291613206,3.03804364387555e-06,1.04570413126946e-05,96.3587688132812,24.956564752007,"N4BP2L2-IT2",4.98059117620796,"Yes","Down-Regulated","Yes"
"5983",1124.21778282288,-1.12550140138699,0.119152838147562,1.47652875037432e-21,1.4081902958216e-20,1545.15179727543,703.283768370332,"RFC3",19.8513386528353,"Yes","Down-Regulated","Yes"
"54937",60.8925816900987,-1.86763912842208,0.43360306923418,3.05916626724131e-06,1.05213450971947e-05,97.7558236251675,24.02933975503,"SOHLH2",4.97792873442693,"Yes","Down-Regulated","Yes"
"11340",945.444216768821,-1.288686665603,0.13724744729142,2.28138460896273e-21,2.15387489538251e-20,1346.67743216509,544.21100137255,"EXOSC8",19.6667795256541,"Yes","Down-Regulated","Yes"
"341640",4.12712259614667,1.38454857322238,2.54623526510832,0.0170782405454491,0.0336748212648226,0,8.25424519229334,"FREM2",1.47269470069502,"Yes","Up-Regulated","Yes"
"84078",391.20846444695,1.40003885595287,0.185061235451811,1.25653548988265e-14,8.00335873195353e-14,212.302930135055,570.113998758845,"KBTBD7",13.096727716429,"Yes","Up-Regulated","Yes"
"100506759",21.3168992123802,-1.49230029057402,0.718476512138542,0.00737678303002203,0.0158761039869291,33.4418480158255,9.19195040893489,"OR7E37P",1.79925606516916,"Yes","Down-Regulated","Yes"
"160851",436.28919689828,-1.54836908025465,0.171560486944918,4.41635132571623e-20,3.89803589166616e-19,652.385424585315,220.192969211244,"DGKH",18.4091541663778,"Yes","Down-Regulated","Yes"
"11215",2103.46423895176,-1.15853845763704,0.0996554423536699,1.25464208097724e-31,2.01659622769451e-30,2910.35351826906,1296.57495963446,"AKAP11",29.6953810495504,"Yes","Down-Regulated","Yes"
"29103",60.6474856129755,-1.9398996191209,0.433528390207915,1.32854402984052e-06,4.73313025110456e-06,98.2033366875626,23.0916345383884,"DNAJC15",5.32485154400916,"Yes","Down-Regulated","Yes"
"641467",19.4690921068815,2.4513469914849,0.925827093634426,0.000979139615158687,0.00247500589482002,4.44217877920686,34.496005434556,"TSC22D1-AS1",2.60642376235273,"Yes","Up-Regulated","Yes"
"26747",322.169928695984,-1.14271851982708,0.201534541218433,6.05803621165887e-09,2.62093361112194e-08,447.013252884991,197.326604506976,"NUFIP1",7.58154397969764,"Yes","Down-Regulated","Yes"
"2963",831.797190703963,-1.06824459303813,0.131196566625226,1.76014362115819e-16,1.26082205418557e-15,1129.48860621003,534.105775197895,"GTF2F2",14.8993462031482,"Yes","Down-Regulated","Yes"
"100509894",27.6606294231307,-1.20967810137585,0.616944057996852,0.0144585046432082,0.0290409662733864,40.9291507623529,14.3921080839084,"CPB2-AS1",1.53698893755121,"Yes","Down-Regulated","Yes"
"3936",6225.09388256085,-1.62108915846422,0.0883235626711671,6.41497779490136e-76,6.14526361739128e-74,9408.56001416169,3041.62775096,"LCP1",73.2114594821636,"Yes","Down-Regulated","Yes"
"80183",9.16398975014502,2.38802435565535,1.45038300976604,0.0109027445500995,0.0225612284977769,1.48072625973562,16.8472532405544,"RUBCNL",1.64663725596177,"Yes","Up-Regulated","Yes"
"2098",2595.24302059658,-1.4310730121991,0.0951612622074117,1.15254508653949e-51,4.69602207850135e-50,3791.35901766967,1399.1270235235,"ESD",49.3282698699059,"Yes","Down-Regulated","Yes"
"29079",634.252958292946,-1.16511271871507,0.148479094416758,1.78272225446042e-15,1.19404686052664e-14,881.228623261542,387.27729332435,"MED4",13.9229786289279,"Yes","Down-Regulated","Yes"
"9445",1680.88370750766,1.12213970922316,0.111656667949517,4.34486272310731e-24,4.74173018399266e-23,1053.35671100542,2308.4107040099,"ITM2B",22.3240631620695,"Yes","Up-Regulated","Yes"
"8847",129.642203210946,-1.22204065956224,0.285352684676472,6.56924013041327e-06,2.18575797732213e-05,183.805289585532,75.4791168363594,"DLEU2",4.66039792789981,"Yes","Down-Regulated","Yes"
"10301",551.354871013291,-1.35561369077148,0.158269294102002,3.6432801982833e-18,2.9019682702808e-17,796.576212113064,306.133529913519,"DLEU1",16.537307340388,"Yes","Down-Regulated","Yes"
"79758",76.6519606235187,1.53488675779299,0.389543925827783,2.09846595409014e-05,6.65445566786212e-05,37.0739374586234,116.229983788414,"DHRS12",4.17688746387259,"Yes","Up-Regulated","Yes"
"4752",151.377589949306,-2.35271268329781,0.295084884094345,1.76254524267188e-16,1.26212292892192e-15,254.321075059981,48.4341048386314,"NEK3",14.8988983433863,"Yes","Down-Regulated","Yes"
"100887750",254.242074346746,-1.24042739248392,0.209746106615428,1.19021238479017e-09,5.40877877751788e-09,359.565466772208,148.918681921284,"MRPS31P5",8.26690078111442,"Yes","Down-Regulated","Yes"
"26586",2123.0947248534,-1.40851276404907,0.102107696683804,8.71245038388136e-44,2.56541196139589e-42,3089.61012850704,1156.57932119975,"CKAP2",41.5908428846671,"Yes","Down-Regulated","Yes"
"81624",950.73894344728,-1.33744733359455,0.12797097337068,5.01735513647194e-26,6.09949648119099e-25,1366.46058873296,535.017298161597,"DIAPH3",24.2147060149017,"Yes","Down-Regulated","Yes"
"5101",106.410344555834,-1.9381283513998,0.326241397150229,4.62785102842462e-10,2.17199223649231e-09,170.311410352213,42.5092787594542,"PCDH9",8.66314173141034,"Yes","Down-Regulated","Yes"
"103689913",28.6968717281538,-4.59746293584783,0.816929612991583,3.33315458653516e-09,1.4667785618248e-08,55.6248514292434,1.76889202706415,"LINC00383",7.83363544623614,"Yes","Down-Regulated","Yes"
"79866",421.44773810205,-1.43183981282168,0.175431347089662,1.02319684332332e-16,7.44061564135991e-16,618.302095469312,224.593380734788,"BORA",15.1283911291606,"Yes","Down-Regulated","Yes"
"22894",1865.49016354496,-1.15836332308475,0.102965511007536,9.56938796400812e-30,1.39552495383106e-28,2581.07321361489,1149.90711347503,"DIS3",27.8552623933464,"Yes","Down-Regulated","Yes"
"10464",496.621772294708,-1.08882212886574,0.163092457045555,1.07900145121685e-11,5.69043241485879e-11,678.953560472175,314.28998411724,"PIBF1",10.2448547303973,"Yes","Down-Regulated","Yes"
"688",33.5182744287657,-1.93109556765417,0.570868205359482,0.00010888601619774,0.000315953243107154,54.7032001623687,12.3333486951628,"KLF5",3.50037718245441,"Yes","Down-Regulated","Yes"
"64062",1967.68670323245,-1.29093443245314,0.108423667464999,4.04821613923192e-33,6.99160662379845e-32,2799.61217080033,1135.76123566457,"RBM26",31.1554230148587,"Yes","Down-Regulated","Yes"
"100874187",7.1768464046433,4.54613725909021,2.71375495825255,0.00156284385133171,0.00382182168953978,0,14.3536928092866,"LINC00559",2.41772957920026,"Yes","Up-Regulated","Yes"
"144776",10.8351163924692,5.61955236864441,2.61324582514297,0.000196794798844774,0.000552234747337619,0,21.6702327849384,"LINC00410",3.25787627045623,"Yes","Up-Regulated","Yes"
"407975",1300.08998633159,-3.00189394608554,0.128385176454176,4.54879393528301e-122,1.44183388942779e-119,2312.4722644462,287.707708216992,"MIR17HG",118.841084770865,"Yes","Down-Regulated","Yes"
"2262",9.9995179832204,2.56775032684139,1.43793152214957,0.00800593128640382,0.0170732999848766,1.50861674235207,18.4904192240887,"GPC5",1.76768252887297,"Yes","Up-Regulated","Yes"
"1638",70.4537684585532,-1.51200238893745,0.38465389300299,2.13781673087304e-05,6.77226658101669e-05,106.584400218348,34.323136698758,"DCT",4.169265954818,"Yes","Down-Regulated","Yes"
"23483",373.427315991821,-1.15380009122766,0.180689636585363,6.78564628025463e-11,3.38952073985187e-10,517.778787362456,229.075844621187,"TGDS",9.46986170437862,"Yes","Down-Regulated","Yes"
"10150",1081.77298860848,-1.50008876119206,0.122211233343377,3.41236060051204e-35,6.55526028372874e-34,1601.78576744099,561.760209775961,"MBNL2",33.1834100594975,"Yes","Down-Regulated","Yes"
"3843",5933.3526407717,-1.0686968708922,0.0853219259123744,2.52418798441524e-36,5.19921773558452e-35,8046.77738147419,3819.92790006921,"IPO5",34.284061994572,"Yes","Down-Regulated","Yes"
"140432",7.42827454670148,2.65446266458718,1.82491740273719,0.0167172928420818,0.0330482004877769,0.754308371176034,14.1022407222269,"RNF113B",1.48085218336459,"Yes","Up-Regulated","Yes"
"100861541",27.4019484770537,2.00459216487028,0.731779246775506,0.000913485445688929,0.00232349130238131,8.91224804103017,45.8916489130773,"DOCK9-DT",2.63385894889412,"Yes","Up-Regulated","Yes"
"1880",35.2050016755791,-1.87128432778291,0.55131412989148,0.000112238510602496,0.000325116094278485,56.9940157585132,13.4159875926451,"GPR183",3.48796153101655,"Yes","Down-Regulated","Yes"
"104355149",9.5883361768353,5.33398760473658,2.6251619085341,0.000365908191076825,0.000990304514122285,0,19.1766723536706,"LINC01039",3.00423124129343,"Yes","Up-Regulated","Yes"
"85416",129.845376872219,-1.35259848242661,0.306961039007195,3.12057068406038e-06,1.07273972127971e-05,188.919370628598,70.7713831158407,"ZIC5",4.96950563807508,"Yes","Down-Regulated","Yes"
"87769",82.1088946144924,1.9848198135566,0.3965955451822,1.01121881230218e-07,3.97588658890208e-07,31.1510324196809,133.066756809304,"GGACT",6.40056601223159,"Yes","Up-Regulated","Yes"
