"","log2Expr.MLE","log2Expr.MLE.SE","log2AbsMod.MLE","log2AbsMod.MLE.SE","log2fcMod.MLE","log2fcMod.MLE.SE","log2fcMod.pvalue","log2fcMod.padj"
"peak_1",4.71448548298461,0.247420142552484,6.65837935568787,0.163353044784963,1.94389387270326,0.296480922905888,2.75322621646525e-11,3.64659979975573e-11
"peak_2",6.77676986584049,0.12106827757896,9.12117002693837,0.069572932741815,2.34440016109788,0.139634954515123,1.45660217591825e-63,6.46183328870578e-63
"peak_3",5.64939053046639,0.178944290851138,8.36733060337113,0.09034506788048,2.71794007290474,0.200457699959597,3.51998664207669e-42,1.12235327059932e-41
"peak_4",5.557760020396,0.184718167349078,7.35025708258677,0.128525488638802,1.79249706219077,0.225032442825709,8.22751497003953e-16,1.32924772490263e-15
"peak_5",6.70383832546199,0.124167419005483,8.03118865777177,0.101507668291636,1.32735033230978,0.160378782976583,6.35061835419042e-17,1.0727740682116e-16
"peak_6",7.42792265267072,0.0966100057898578,8.58243054620759,0.0838549456116684,1.15450789353687,0.127926325905705,9.00223166474549e-20,1.67787003099088e-19
"peak_7",4.01934001888224,0.314821829151183,5.86483019966916,0.215064275230167,1.84549018078692,0.381268157932785,6.47892040982349e-07,6.57317387138394e-07
"peak_8",5.01934012058114,0.22261266447588,7.74801658583051,0.111974851365735,2.72867646524938,0.249188208465015,3.31274145931683e-28,7.90705443209199e-28
"peak_9",7.5985663189353,0.0910621034701838,9.6113819210857,0.0587024286289173,2.0128156021504,0.108343350977562,2.41575272733374e-77,1.27411474490022e-76
"peak_10",4.75630570687235,0.243859951671167,7.47100923041421,0.123257755482573,2.71470352354186,0.27324008985107,1.46248002577403e-23,3.07302492921104e-23
"peak_11",5.77676979474692,0.171216399324724,6.912135974395,0.149600504732228,1.13536617964807,0.227366144774328,2.96383862753033e-07,3.07457775143523e-07
"peak_12",8.36511503992222,0.0698169065026932,10.370156665551,0.0451283121570034,2.00504162562874,0.0831322136842127,7.95491494989523e-129,6.98428242766756e-128
"peak_13",6.25637932689749,0.144996306351838,7.54290217154372,0.120224585777832,1.28652284464623,0.188355723739981,4.23737244934926e-12,5.85858645045329e-12
"peak_14",6.05328745721379,0.155569805481364,7.6113819065452,0.117404856635756,1.55809444933142,0.194899623921602,6.51333049530982e-16,1.05974854310575e-15
"peak_15",5.29944800767994,0.202017707012802,7.03118863576154,0.143553520798802,1.7317406280816,0.24782809347683,1.39745639549278e-12,1.97669622798003e-12
"peak_16",5.1816115059009,0.210438692691237,6.81592064544671,0.154673142124085,1.63430913954582,0.261167034746594,1.95328155141114e-10,2.47994288429809e-10
"peak_17",3.71448547668735,0.349904879125595,5.98768693625445,0.206099289698068,2.2732014595671,0.406091517822726,1.08571682016789e-08,1.24795524205362e-08
"peak_18",6.55776007144676,0.130615470886631,8.57754831869534,0.0839969525717335,2.01978824724858,0.155292912893012,5.6323598301072e-39,1.68901925616522e-38
"peak_19",4.08645422887532,0.307583579434297,6.04540245072223,0.202017710661043,1.9589482218469,0.367992932424184,5.09420260928099e-08,5.57332278033976e-08
"peak_20",2.94895087625509,0.456220044644666,5.73052905210998,0.225311111381973,2.78157817585489,0.508823922180773,2.29269814717467e-08,2.57436499318392e-08
"peak_21",3.87495017429301,0.330976886300982,6.3729771074578,0.180336879323748,2.49802693316478,0.376917862483865,1.70698164769581e-11,2.28513782258404e-11
"peak_22",6.34126823985197,0.140792618331347,8.18675836284201,0.0961796690719433,1.84549012299004,0.170508326441579,1.33260256687936e-27,3.12996756131362e-27
