"","RPKM.input","RPKM.IP"
"peak_1",2.22356962548302e-05,2.58410204433448e-05
"peak_2",6.00902379758561e-05,9.21779990173611e-05
"peak_3",9.35207224835507e-05,0.000185856570111749
"peak_4",3.37560004230568e-05,3.53211581207849e-05
"peak_5",7.47059025756174e-05,5.66259836539567e-05
"peak_6",7.63923850323509e-05,5.13665217115571e-05
"peak_7",1.4684286189695e-06,1.5940036088168e-06
"peak_8",3.35715414043515e-05,6.72161016090421e-05
"peak_9",5.31079215913376e-05,6.4738966751728e-05
"peak_10",4.19644267554394e-05,8.32102944617961e-05
"peak_11",2.42299346676839e-05,1.60775579681444e-05
"peak_12",0.000111458491962923,0.000135138602873024
"peak_13",0.000237398757073629,0.000174923830693411
"peak_14",8.11058663787802e-06,7.21396456987006e-06
"peak_15",1.411111493095e-05,1.41564959134892e-05
"peak_16",2.60087216374372e-05,2.43884187024467e-05
"peak_17",7.22518251970687e-08,1.05496784411446e-07
"peak_18",0.000109707001374934,0.00013438158868374
"peak_19",3.75642832168152e-07,4.41129236949941e-07
"peak_20",1.08341893516625e-05,2.25021243048125e-05
"peak_21",1.70855166075718e-05,2.91539717822351e-05
"peak_22",5.59194315663244e-06,6.07014699715253e-06
"peak_23",3.51701862331302e-06,4.93997855198984e-06
"peak_24",5.97680657285067e-06,6.46826224398155e-06
"peak_25",3.11735741611836e-05,2.9761346194365e-05
"peak_26",1.25111334426155e-05,1.6636777375732e-05
"peak_27",5.75512138360312e-05,4.6381318744465e-05
"peak_28",7.87078963840689e-07,1.55860949203813e-06
"peak_29",4.44329224469359e-05,3.51562600903424e-05
"peak_30",5.24178769235209e-06,9.24796215454067e-06
"peak_31",6.47451155655351e-05,8.74619153467054e-05
"peak_32",3.66273051481391e-05,5.61177605222263e-05
"peak_33",6.53991066318536e-05,5.13507457528005e-05
"peak_34",9.1307214259088e-06,1.00917594630814e-05
"peak_35",0.000123349095508323,8.85285240704457e-05
"peak_36",0.00451057638439894,0.00587574006294464
"peak_37",0.000435630715842181,0.000363209898453679
"peak_38",0.000161862788913838,0.00012208225683811
"peak_39",4.13649349446474e-05,3.02168770034625e-05
"peak_40",0.000212733951143901,0.00015462017177364
"peak_41",4.53516263483303e-06,4.16403261271089e-06
"peak_42",0.000112404714523498,0.000204988864093841
"peak_43",0.000102022606345692,8.3486373740037e-05
"peak_44",0.000406993673012045,0.000358069142442258
"peak_45",0.00216896137144543,0.00149778530031233
"peak_46",0.000223010953614621,0.000163991091275073
"peak_47",5.88591959686683e-06,5.52158556481726e-06
"peak_48",3.74082889934203e-05,4.15444097896851e-05
"peak_49",1.11098888040928e-06,1.15079699145025e-06
"peak_50",8.21764928331792e-05,7.56881959731104e-05
"peak_51",0.000109423031569822,7.53783612527527e-05
"peak_52",0.000410052398581722,0.000297370512178798
"peak_53",0.00024625278997148,0.000300229844026671
"peak_54",0.000191152245955389,0.000213448721977079
"peak_55",1.87667001639232e-05,1.36263128982186e-05
"peak_56",2.45246649869451e-05,4.45177836163392e-05
"peak_57",9.89161487806786e-05,0.000129370749783668
"peak_58",0.000118699378536814,0.000175834892311606
"peak_59",0.000181046526859181,0.00015032516700215
"peak_60",0.000125893280266318,0.000112971640656161
"peak_61",4.68209530633868e-06,1.23474660352594e-05
"peak_62",2.41203746169452e-06,3.51289475582255e-06
"peak_63",0.000444423262400463,0.000323123187253106
"peak_64",9.83166569698866e-05,0.000109500929729705
"peak_65",5.65717624268499e-05,5.23967362576849e-05
"peak_66",3.5315517581201e-05,4.70439090122431e-05
"peak_67",0.000453215808958746,0.000307938826949859
"peak_68",4.85988027948708e-05,5.30440319926778e-05
"peak_69",7.4310963190827e-06,5.09525278957052e-06
"peak_70",3.4562538071171e-05,2.37836663933519e-05
"peak_71",0.000561298380910889,0.000559127331811516
