"","SRR7992459.sorted.bam","SRR7992460.sorted.bam"
"peak_3125",1157,444
"peak_3126",265,191
"peak_3127",100,67
"peak_3128",1799,1057
"peak_3129",25207,11093
"peak_3130",291,160
"peak_3131",52,22
"peak_3132",315,81
"peak_3133",2172,963
"peak_3134",1829,754
"peak_3135",45,18
"peak_3136",286,161
"peak_3137",402,166
"peak_3138",147,56
"peak_3139",501,166
"peak_3140",189,133
"peak_3141",86,32
"peak_3142",529,386
"peak_3143",41,11
"peak_3144",235,119
"peak_3145",688,324
"peak_3146",154,70
"peak_3147",113,59
"peak_3148",788,234
"peak_3149",63,35
"peak_3150",186,78
"peak_3151",104,43
"peak_3152",138,65
"peak_3153",48,20
"peak_3154",76,45
"peak_3155",579,429
"peak_3156",754,549
"peak_3157",703,523
"peak_3158",4589,2312
"peak_3159",504,185
"peak_3160",2399,1069
"peak_3161",85,61
"peak_3162",84,54
"peak_3163",302,141
"peak_3164",171,83
"peak_3165",276,122
"peak_3166",1463,682
"peak_3167",1881,485
"peak_3168",199,89
"peak_3169",384,106
"peak_3170",152,73
"peak_3171",77,34
"peak_3172",313,227
"peak_3173",349,234
"peak_3174",293,192
"peak_3175",142,106
"peak_3176",131,69
"peak_3177",73,40
"peak_3178",83,47
"peak_3179",96,29
"peak_3180",91,15
"peak_3181",18607,7720
"peak_3182",222,154
"peak_3183",1204,633
"peak_3184",64,24
"peak_3185",106,42
"peak_3186",111,53
"peak_3187",75,27
"peak_3188",296,122
"peak_3189",533,254
"peak_3190",130,90
"peak_3191",66,43
"peak_3192",663,152
"peak_3193",528,250
"peak_3194",132,45
"peak_3195",792,512
"peak_3196",56,19
"peak_3197",46,10
"peak_3198",179,120
"peak_3199",3182,1167
"peak_3200",656,391
"peak_3201",460,312
"peak_3202",640,307
"peak_3203",202,146
"peak_3204",260,198
"peak_3205",1691,610
"peak_3206",99,72
"peak_3207",214,157
"peak_3208",340,252
"peak_3209",182,137
"peak_3210",125,94
"peak_3211",3327,1614
"peak_3212",138,92
"peak_3213",903,516
"peak_3214",109,72
"peak_3215",303,195
"peak_3216",462,204
"peak_3217",248,119
"peak_3218",1641,1078
"peak_3219",75,46
"peak_3220",90,53
"peak_3221",294,200
"peak_3222",117,71
"peak_3223",55,32
"peak_3224",197,66
"peak_3225",67,26
"peak_3226",59,24
"peak_3227",34,11
"peak_3228",152,50
"peak_3229",107,82
"peak_3230",114,69
"peak_3231",202,49
"peak_3232",50,11
"peak_3233",12130,8818
"peak_3234",317,180
"peak_3235",49,24
"peak_3236",85,38
"peak_3237",212,82
"peak_3238",941,428
"peak_3239",475,337
"peak_3240",2518,949
"peak_3241",719,311
"peak_3242",902,451
"peak_3243",160,121
"peak_3244",89,50
"peak_3245",970,682
"peak_3246",471,185
"peak_3247",269,104
"peak_3248",246,94
"peak_3249",214,59
"peak_3250",175,73
"peak_3251",318,228
"peak_3252",283,208
"peak_3253",729,334
"peak_3254",57,21
"peak_3255",620,312
"peak_3256",46,17
"peak_3257",195,133
"peak_3258",981,607
"peak_3259",77,45
"peak_3260",89,63
"peak_3261",98,72
"peak_3262",124,83
"peak_3263",843,493
"peak_3264",513,350
"peak_3265",443,330
"peak_3266",44,6
"peak_3267",336,186
"peak_3268",482,354
"peak_3269",1519,710
"peak_3270",281,100
"peak_3271",813,395
"peak_3272",705,332
"peak_3273",1620,1084
"peak_3274",4922,1676
"peak_3275",1128,833
"peak_3276",537,384
"peak_3277",86054,54598
"peak_3278",28256,21359
"peak_3279",1033,351
"peak_3280",6198,4478
"peak_3281",1147,799
"peak_3282",87,29
"peak_3283",515,365
"peak_3284",96,60
"peak_3285",2108,833
"peak_3286",197,135
"peak_3287",131,98
"peak_3288",426,292
"peak_3289",106,63
"peak_3290",372,254
"peak_3291",438,190
"peak_3292",315,180
"peak_3293",42,9
"peak_3294",558,277
"peak_3295",71,43
"peak_3296",262,153
"peak_3297",79,47
"peak_3298",34,8
"peak_3299",159,119
"peak_3300",60,36
"peak_3301",82,58
"peak_3302",1225,469
"peak_3303",111,33
"peak_3304",510,326
"peak_3305",483,263
"peak_3306",1239,621
"peak_3307",223,153
"peak_3308",385,201
"peak_3309",164,123
"peak_3310",1638,651
"peak_3311",343,149
"peak_3312",3455,1402
"peak_3313",69,43
"peak_3314",166,123
"peak_3315",165,134
"peak_3316",246,177
"peak_3317",234,164
"peak_3318",339,237
"peak_3319",388,269
"peak_3320",294,157
"peak_3321",461,269
"peak_3322",195,131
"peak_3323",262,135
"peak_3324",213,111
"peak_3325",403,170
"peak_3326",153,107
"peak_3327",150,45
"peak_3328",180,117
"peak_3329",268,65
"peak_3330",827,288
"peak_3331",281,88
"peak_3332",138,96
"peak_3333",1040,313
"peak_3334",130,86
"peak_3335",62,13
"peak_3336",576,404
"peak_3337",818,362
"peak_3338",213,104
"peak_3339",150,108
"peak_3340",99,74
"peak_3341",209,158
"peak_3342",158,76
"peak_3343",127,71
"peak_3344",650,440
"peak_3345",2039,1350
"peak_3346",557,337
"peak_3347",614,251
"peak_3348",650,335
"peak_3349",650,335
"peak_3350",38,16
"peak_3351",249,43
"peak_3352",142,28
"peak_3353",571,345
"peak_3354",533,387
"peak_3355",4295,1303
"peak_3356",852,359
"peak_3357",94,58
"peak_3358",54,27
"peak_3359",91,56
"peak_3360",95,54
"peak_3361",79,46
"peak_3362",81,52
"peak_3363",154,78
"peak_3364",56,30
"peak_3365",47,19
"peak_3366",90,61
"peak_3367",211,87
"peak_3368",72,31
"peak_3369",610,326
"peak_3370",52,12
"peak_3371",81,54
"peak_3372",147,102
"peak_3373",253,140
"peak_3374",137,92
"peak_3375",819,482
"peak_3376",300,217
"peak_3377",85,52
"peak_3378",392,238
"peak_3379",146,101
"peak_3380",1298,405
"peak_3381",91,48
"peak_3382",83,25
"peak_3383",133,55
"peak_3384",111,63
"peak_3385",638,393
"peak_3386",284,210
"peak_3387",63,34
"peak_3388",59,13
"peak_3389",586,246
"peak_3390",305,208
"peak_3391",7923,3508
"peak_3392",584,197
"peak_3393",70,36
"peak_3394",346,189
"peak_3395",296,121
"peak_3396",101,26
"peak_3397",195,64
"peak_3398",149,36
"peak_3399",192,105
"peak_3400",1024,640
"peak_3401",5366,3306
"peak_3402",4460,3181
"peak_3403",91,62
"peak_3404",425,318
"peak_3405",103,77
"peak_3406",113,80
"peak_3407",246,115
"peak_3408",540,380
"peak_3409",209,126
"peak_3410",680,264
"peak_3411",466,116
"peak_3412",179,99
"peak_3413",119,86
"peak_3414",2168,794
"peak_3415",3249,1281
"peak_3416",272,189
"peak_3417",1914,786
"peak_3418",1647,969
"peak_3419",86,63
"peak_3420",227,106
"peak_3421",828,606
"peak_3422",90,28
"peak_3423",42,16
"peak_3424",79,31
"peak_3425",69,39
"peak_3426",38,14
"peak_3427",73,42
"peak_3428",280,69
"peak_3429",55,29
"peak_3430",204,128
"peak_3431",243,174
"peak_3432",128,97
"peak_3433",552,248
"peak_3434",107,52
"peak_3435",154,72
"peak_3436",227,127
"peak_3437",113,86
"peak_3438",163,99
"peak_3439",312,168
"peak_3440",249,114
"peak_3441",560,238
"peak_3442",581,221
"peak_3443",151,71
"peak_3444",390,239
"peak_3445",221,160
"peak_3446",82,49
"peak_3447",340,148
"peak_3448",225,125
"peak_3449",65,38
"peak_3450",1008,371
"peak_3451",377,192
"peak_3452",329,84
"peak_3453",690,464
"peak_3454",304,185
"peak_3455",130,96
"peak_3456",260,186
"peak_3457",175,124
"peak_3458",431,289
"peak_3459",190,127
"peak_3460",135,52
"peak_3461",44,14
"peak_3462",194,140
"peak_3463",4872,1611
"peak_3464",100,77
"peak_3465",93,67
"peak_3466",104,67
"peak_3467",68,39
"peak_3468",499,183
"peak_3469",160,67
"peak_3470",62,23
"peak_3471",318,117
"peak_3472",190,52
"peak_3473",45,13
"peak_3474",515,258
"peak_3475",671,494
"peak_3476",2348,1059
"peak_3477",156,70
"peak_3478",64,29
"peak_3479",1618,751
"peak_3480",862,471
"peak_3481",803,293
"peak_3482",263,141
"peak_3483",869,555
"peak_3484",76,47
"peak_3485",1277,506
"peak_3486",1183,667
"peak_3487",75,47
"peak_3488",119,63
"peak_3489",1868,1027
"peak_3490",89,54
"peak_3491",1004,643
"peak_3492",3484,2266
"peak_3493",5822,2933
"peak_3494",4272,1734
"peak_3495",2892,1646
"peak_3496",986,580
"peak_3497",2666,1366
"peak_3498",215,145
"peak_3499",1109,389
"peak_3500",114,80
"peak_3501",52,27
"peak_3502",128,89
"peak_3503",509,287
"peak_3504",5179,2077
"peak_3505",138,94
"peak_3506",78,55
"peak_3507",1484,1017
"peak_3508",42,18
"peak_3509",609,273
"peak_3510",66,18
"peak_3511",473,153
"peak_3512",148,83
"peak_3513",679,222
"peak_3514",185,68
"peak_3515",153,113
"peak_3516",263,191
"peak_3517",422,170
"peak_3518",1882,858
"peak_3519",143,93
"peak_3520",156,114
"peak_3521",410,261
"peak_3522",128,84
"peak_3523",262,145
"peak_3524",1888,700
"peak_3525",296,195
"peak_3526",71,43
"peak_3527",152,80
"peak_3528",79,38
"peak_3529",97,34
"peak_3530",366,221
"peak_3531",137,100
"peak_3532",100,72
"peak_3533",375,267
"peak_3534",426,311
"peak_3535",350,246
"peak_3536",457,301
"peak_3537",831,448
"peak_3538",131,72
"peak_3539",99,48
"peak_3540",88,39
"peak_3541",44,8
"peak_3542",264,178
"peak_3543",1131,265
"peak_3544",3529,1659
"peak_3545",2464,1705
"peak_3546",51,13
"peak_3547",76,37
"peak_3548",136,80
"peak_3549",167,92
"peak_3550",46,10
"peak_3551",50,17
"peak_3552",2445,978
"peak_3553",689,481
"peak_3554",1161,823
"peak_3555",440,280
"peak_3556",132,23
"peak_3557",658,311
"peak_3558",96,23
"peak_3559",97,62
"peak_3560",385,182
"peak_3561",3050,1160
"peak_3562",3528,1377
"peak_3563",1306,664
"peak_3564",881,524
"peak_3565",2956,911
"peak_3566",95,57
"peak_3567",113,52
"peak_3568",70,33
"peak_3569",58,34
"peak_3570",262,119
"peak_3571",375,87
"peak_3572",53,9
"peak_3573",48,21
"peak_3574",42,12
"peak_3575",60,8
"peak_3576",88,44
"peak_3577",679,451
"peak_3578",556,312
"peak_3579",278,76
"peak_3580",85,30
"peak_3581",110,77
"peak_3582",114,83
"peak_3583",1725,685
"peak_3584",1019,310
"peak_3585",323,129
"peak_3586",130,61
"peak_3587",269,203
"peak_3588",3708,1365
"peak_3589",404,137
"peak_3590",124,82
"peak_3591",257,131
"peak_3592",68,38
"peak_3593",135,69
"peak_3594",249,132
"peak_3595",170,108
"peak_3596",142,76
"peak_3597",166,120
"peak_3598",1443,800
"peak_3599",546,429
"peak_3600",810,600
"peak_3601",1279,486
"peak_3602",82,32
"peak_3603",158,67
"peak_3604",43,12
"peak_3605",234,116
"peak_3606",323,210
"peak_3607",180,105
"peak_3608",81,50
"peak_3609",61,30
"peak_3610",44,12
"peak_3611",385,201
"peak_3612",139,87
"peak_3613",80,19
"peak_3614",209,100
"peak_3615",197,78
"peak_3616",113,33
"peak_3617",376,259
"peak_3618",421,206
"peak_3619",47,15
"peak_3620",166,47
"peak_3621",86,24
"peak_3622",89,51
"peak_3623",411,257
"peak_3624",103,75
"peak_3625",258,117
"peak_3626",223,124
"peak_3627",67,41
"peak_3628",124,55
"peak_3629",96,64
"peak_3630",57,23
"peak_3631",84,25
"peak_3632",70,38
"peak_3633",128,68
"peak_3634",232,87
"peak_3635",326,108
"peak_3636",144,67
"peak_3637",117,51
"peak_3638",75,40
"peak_3639",162,63
"peak_3640",181,42
"peak_3641",190,42
"peak_3642",138,90
"peak_3643",696,225
"peak_3644",111,53
"peak_3645",289,108
"peak_3646",66,8
"peak_3647",191,70
"peak_3648",398,292
"peak_3649",187,128
"peak_3650",298,161
"peak_3651",170,90
"peak_3652",108,76
"peak_3653",948,341
"peak_3654",89,60
"peak_3655",61,17
"peak_3656",81,25
"peak_3657",70,26
"peak_3658",142,99
"peak_3659",261,189
"peak_3660",120,79
"peak_3661",401,300
"peak_3662",1228,716
"peak_3663",58,24
"peak_3664",71,40
"peak_3665",57,23
"peak_3666",194,107
"peak_3667",110,79
"peak_3668",85,45
"peak_3669",3379,1790
"peak_3670",118,65
"peak_3671",123,92
"peak_3672",3746,1509
"peak_3673",625,259
"peak_3674",105,78
"peak_3675",121,32
"peak_3676",254,167
"peak_3677",364,122
"peak_3678",844,326
"peak_3679",284,199
"peak_3680",1056,576
"peak_3681",87,61
"peak_3682",820,305
"peak_3683",37,15
"peak_3684",36,7
"peak_3685",268,207
"peak_3686",280,191
"peak_3687",69,38
"peak_3688",66,38
"peak_3689",687,186
"peak_3690",113,45
"peak_3691",654,327
"peak_3692",90,48
"peak_3693",49,25
"peak_3694",187,56
"peak_3695",269,137
"peak_3696",826,393
"peak_3697",183,106
"peak_3698",208,133
"peak_3699",384,190
"peak_3700",619,284
"peak_3701",465,297
"peak_3702",671,530
"peak_3703",1875,1148
"peak_3704",431,152
"peak_3705",279,134
"peak_3706",117,71
"peak_3707",399,269
"peak_3708",739,255
"peak_3709",129,71
"peak_3710",149,107
"peak_3711",162,54
"peak_3712",5412,2759
"peak_3713",3836,1736
"peak_3714",586,412
"peak_3715",1033,776
"peak_3716",257,151
"peak_3717",99,64
"peak_3718",320,179
"peak_3719",449,183
"peak_3720",307,97
"peak_3721",79,46
"peak_3722",349,257
"peak_3723",680,237
"peak_3724",221,149
"peak_3725",118,76
"peak_3726",157,100
"peak_3727",91,51
"peak_3728",269,189
"peak_3729",159,108
"peak_3730",93,68
"peak_3731",177,114
"peak_3732",169,41
"peak_3733",35,15
"peak_3734",954,451
"peak_3735",197,153
"peak_3736",80,26
"peak_3737",88,58
"peak_3738",892,448
"peak_3739",829,397
"peak_3740",122,85
"peak_3741",803,506
"peak_3742",525,323
"peak_3743",69,43
"peak_3744",102,64
"peak_3745",36,9
"peak_3746",127,81
"peak_3747",1254,418
"peak_3748",729,241
"peak_3749",31,7
"peak_3750",87,18
"peak_3751",2237,1250
"peak_3752",2486,1098
"peak_3753",442,241
"peak_3754",191,107
"peak_3755",772,476
"peak_3756",198,81
"peak_3757",583,388
"peak_3758",89,56
"peak_3759",121,76
"peak_3760",339,122
"peak_3761",56,32
"peak_3762",109,74
"peak_3763",926,374
"peak_3764",613,460
"peak_3765",8892,4172
"peak_3766",1078,573
"peak_3767",118,58
"peak_3768",4679,2552
"peak_3769",17886,6150
"peak_3770",162,129
"peak_3771",114,39
"peak_3772",8567,4411
"peak_3773",1361,931
"peak_3774",1878,1417
"peak_3775",115,61
"peak_3776",117,71
"peak_3777",166,115
"peak_3778",131,56
"peak_3779",109,53
"peak_3780",67,21
"peak_3781",47,21
"peak_3782",79,47
"peak_3783",169,106
"peak_3784",210,150
"peak_3785",1894,1166
"peak_3786",4572,1883
"peak_3787",98,62
"peak_3788",60,25
"peak_3789",30,6
"peak_3790",293,84
"peak_3791",149,38
"peak_3792",1369,859
"peak_3793",2625,1104
"peak_3794",357,257
"peak_3795",10967,5728
"peak_3796",240,121
"peak_3797",135,53
"peak_3798",103,68
"peak_3799",3122,2036
"peak_3800",153,108
"peak_3801",215,123
"peak_3802",298,125
"peak_3803",198,143
"peak_3804",4946,3301
"peak_3805",339,228
"peak_3806",1943,1562
"peak_3807",54,7
"peak_3808",4180,2238
"peak_3809",126,60
"peak_3810",2171,785
"peak_3811",146,79
"peak_3812",139,38
"peak_3813",118,60
"peak_3814",120,52
"peak_3815",451,172
"peak_3816",85,53
"peak_3817",221,161
"peak_3818",410,263
"peak_3819",1890,990
"peak_3820",937,654
"peak_3821",2840,1594
"peak_3822",1815,781
"peak_3823",135,79
"peak_3824",78,23
"peak_3825",267,104
"peak_3826",223,76
"peak_3827",64,21
"peak_3828",445,245
"peak_3829",395,251
"peak_3830",68,16
"peak_3831",145,67
"peak_3832",373,204
"peak_3833",418,273
"peak_3834",131,76
"peak_3835",5424,1849
"peak_3836",1286,699
"peak_3837",906,585
"peak_3838",38,8
"peak_3839",46,15
"peak_3840",311,130
"peak_3841",7333,3326
"peak_3842",8312,2880
"peak_3843",120,70
"peak_3844",86,60
"peak_3845",518,159
"peak_3846",111,56
"peak_3847",211,96
"peak_3848",56,19
"peak_3849",217,106
"peak_3850",1584,468
"peak_3851",75,13
"peak_3852",95,61
"peak_3853",1069,789
"peak_3854",10686,5566
"peak_3855",9181,4898
"peak_3856",8032,4974
"peak_3857",135,86
"peak_3858",492,214
"peak_3859",50,28
"peak_3860",313,157
"peak_3861",1222,537
"peak_3862",842,249
"peak_3863",59,31
"peak_3864",267,80
"peak_3865",454,189
"peak_3866",73,43
"peak_3867",265,187
"peak_3868",154,40
"peak_3869",240,177
"peak_3870",4544,2210
"peak_3871",1385,784
"peak_3872",194,140
"peak_3873",474,295
"peak_3874",242,179
"peak_3875",156,125
"peak_3876",445,300
"peak_3877",625,381
"peak_3878",758,488
"peak_3879",590,313
"peak_3880",51,16
"peak_3881",167,80
"peak_3882",244,144
"peak_3883",69,29
"peak_3884",1473,984
"peak_3885",1320,779
"peak_3886",191,124
"peak_3887",190,132
"peak_3888",643,441
"peak_3889",4955,3581
"peak_3890",17639,12765
"peak_3891",112,73
"peak_3892",93,67
"peak_3893",412,280
"peak_3894",82,44
"peak_3895",480,270
"peak_3896",660,367
"peak_3897",302,208
"peak_3898",111,69
"peak_3899",140,65
"peak_3900",156,75
"peak_3901",161,98
"peak_3902",2619,989
"peak_3903",57,25
"peak_3904",411,252
"peak_3905",1404,897
"peak_3906",85,59
"peak_3907",7993,4653
"peak_3908",27508,9460
"peak_3909",235,92
"peak_3910",508,212
"peak_3911",75,50
"peak_3912",178,125
"peak_3913",237,127
"peak_3914",106,58
"peak_3915",234,105
"peak_3916",90,60
"peak_3917",155,113
"peak_3918",852,336
"peak_3919",74,37
"peak_3920",152,77
"peak_3921",626,211
"peak_3922",37,11
"peak_3923",62,22
"peak_3924",639,468
"peak_3925",140,99
"peak_3926",117,63
"peak_3927",485,265
"peak_3928",701,297
"peak_3929",157,64
"peak_3930",51,15
"peak_3931",1147,580
"peak_3932",348,246
"peak_3933",460,315
"peak_3934",80,49
"peak_3935",134,90
"peak_3936",273,184
"peak_3937",73,49
"peak_3938",70,40
"peak_3939",311,225
"peak_3940",306,168
"peak_3941",427,328
"peak_3942",100,50
"peak_3943",1250,520
"peak_3944",263,159
"peak_3945",104,27
"peak_3946",99,72
"peak_3947",115,76
"peak_3948",30,7
"peak_3949",93,51
"peak_3950",56,28
"peak_3951",120,85
"peak_3952",812,506
"peak_3953",190,70
"peak_3954",291,110
"peak_3955",64,21
"peak_3956",71,15
"peak_3957",256,191
"peak_3958",890,426
"peak_3959",119,80
"peak_3960",118,83
"peak_3961",1323,778
"peak_3962",3027,1281
"peak_3963",1788,988
"peak_3964",1076,652
"peak_3965",1987,801
"peak_3966",49,19
"peak_3967",539,154
"peak_3968",108,82
"peak_3969",77,42
"peak_3970",387,244
"peak_3971",3725,1115
"peak_3972",46,21
"peak_3973",201,79
"peak_3974",195,89
"peak_3975",78,20
"peak_3976",85,41
"peak_3977",891,344
"peak_3978",72,25
"peak_3979",106,74
"peak_3980",515,191
"peak_3981",324,221
"peak_3982",533,309
"peak_3983",95,54
"peak_3984",517,170
"peak_3985",193,140
"peak_3986",1105,559
"peak_3987",586,355
"peak_3988",624,224
"peak_3989",653,166
"peak_3990",181,48
"peak_3991",88,61
"peak_3992",186,107
"peak_3993",114,75
"peak_3994",57,19
"peak_3995",45,11
"peak_3996",92,57
"peak_3997",84,56
"peak_3998",321,125
"peak_3999",68,23
"peak_4000",113,36
"peak_4001",81,21
"peak_4002",78,35
"peak_4003",51,23
"peak_4004",160,61
"peak_4005",61,24
"peak_4006",40,10
"peak_4007",46,17
"peak_4008",156,92
"peak_4009",349,165
"peak_4010",667,375
"peak_4011",278,169
"peak_4012",8974,3290
"peak_4013",2418,1611
"peak_4014",71,20
"peak_4015",48,15
"peak_4016",83,42
"peak_4017",193,93
"peak_4018",79,50
"peak_4019",66,31
"peak_4020",350,109
"peak_4021",59,35
"peak_4022",50,19
"peak_4023",152,94
"peak_4024",231,131
"peak_4025",537,197
"peak_4026",253,181
"peak_4027",3331,1011
"peak_4028",975,520
"peak_4029",651,237
"peak_4030",12014,5993
"peak_4031",1578,1197
"peak_4032",79,40
"peak_4033",576,288
"peak_4034",690,255
"peak_4035",420,165
"peak_4036",563,238
"peak_4037",155,106
"peak_4038",6559,2519
"peak_4039",369,258
"peak_4040",275,155
"peak_4041",139,41
"peak_4042",241,189
"peak_4043",75,52
"peak_4044",897,490
"peak_4045",155,50
"peak_4046",311,92
"peak_4047",58,23
"peak_4048",67,28
"peak_4049",167,38
"peak_4050",96,47
"peak_4051",297,109
"peak_4052",206,131
"peak_4053",2118,1477
"peak_4054",33,8
"peak_4055",59,27
"peak_4056",154,68
"peak_4057",81,38
"peak_4058",69,39
"peak_4059",51,15
"peak_4060",2212,1246
"peak_4061",189,132
"peak_4062",143,109
"peak_4063",58,26
"peak_4064",218,144
"peak_4065",107,77
"peak_4066",1133,662
"peak_4067",423,275
"peak_4068",443,300
"peak_4069",806,405
"peak_4070",175,98
"peak_4071",154,111
"peak_4072",118,71
"peak_4073",1853,918
"peak_4074",903,343
"peak_4075",264,184
"peak_4076",212,143
"peak_4077",151,95
"peak_4078",83,25
"peak_4079",141,45
"peak_4080",44,17
"peak_4081",158,107
"peak_4082",71,27
"peak_4083",50,19
"peak_4084",197,74
"peak_4085",583,188
"peak_4086",143,97
"peak_4087",142,95
"peak_4088",127,49
"peak_4089",90,66
"peak_4090",188,128
"peak_4091",863,314
"peak_4092",499,368
"peak_4093",3743,2000
"peak_4094",4632,1890
"peak_4095",47,19
"peak_4096",614,318
"peak_4097",136,37
"peak_4098",944,457
"peak_4099",1103,771
"peak_4100",10791,5726
"peak_4101",779,416
"peak_4102",42,18
"peak_4103",119,51
"peak_4104",430,264
"peak_4105",120,46
"peak_4106",139,55
"peak_4107",164,32
"peak_4108",77,44
"peak_4109",76,47
"peak_4110",484,195
"peak_4111",63,37
"peak_4112",834,637
"peak_4113",64,20
"peak_4114",50,25
"peak_4115",56,15
"peak_4116",71,24
"peak_4117",53,26
"peak_4118",54,6
"peak_4119",49,9
"peak_4120",35,11
"peak_4121",62,26
"peak_4122",216,88
"peak_4123",246,87
"peak_4124",39,9
"peak_4125",210,52
"peak_4126",236,122
"peak_4127",70,40
"peak_4128",120,60
"peak_4129",113,34
"peak_4130",748,441
"peak_4131",139,70
"peak_4132",1220,506
"peak_4133",60,30
"peak_4134",93,50
"peak_4135",129,95
"peak_4136",100,68
"peak_4137",858,465
"peak_4138",367,184
"peak_4139",58,16
"peak_4140",33,8
"peak_4141",217,77
"peak_4142",354,263
"peak_4143",304,218
"peak_4144",4848,2420
"peak_4145",1323,961
"peak_4146",2654,1563
"peak_4147",225,125
"peak_4148",506,398
"peak_4149",1628,844
"peak_4150",1676,1021
"peak_4151",2133,1085
"peak_4152",137,92
"peak_4153",444,256
"peak_4154",396,184
"peak_4155",231,165
"peak_4156",46,22
"peak_4157",2519,1036
"peak_4158",637,377
"peak_4159",1669,599
"peak_4160",109,81
"peak_4161",155,116
"peak_4162",972,467
"peak_4163",243,144
"peak_4164",897,592
"peak_4165",472,198
"peak_4166",388,191
"peak_4167",121,28
"peak_4168",149,68
"peak_4169",291,106
"peak_4170",65,17
"peak_4171",75,47
"peak_4172",89,65
"peak_4173",339,217
"peak_4174",151,99
"peak_4175",101,54
"peak_4176",51,28
"peak_4177",426,317
"peak_4178",706,499
"peak_4179",70,39
"peak_4180",120,63
"peak_4181",260,82
"peak_4182",62,19
"peak_4183",508,211
"peak_4184",84,38
"peak_4185",1769,838
"peak_4186",979,604
"peak_4187",3309,1127
"peak_4188",109,43
"peak_4189",96,39
"peak_4190",135,61
"peak_4191",415,210
"peak_4192",226,136
"peak_4193",343,197
"peak_4194",626,230
"peak_4195",870,341
"peak_4196",248,121
"peak_4197",345,90
"peak_4198",124,83
"peak_4199",1543,752
"peak_4200",2485,650
"peak_4201",919,559
"peak_4202",1724,1189
"peak_4203",339,173
"peak_4204",3021,1065
"peak_4205",74,38
"peak_4206",436,327
"peak_4207",451,332
"peak_4208",64,31
"peak_4209",73,28
"peak_4210",63,31
"peak_4211",155,62
"peak_4212",88,61
"peak_4213",180,92
"peak_4214",347,177
"peak_4215",42,14
"peak_4216",336,156
"peak_4217",235,123
"peak_4218",181,113
"peak_4219",85,28
"peak_4220",354,162
"peak_4221",52,18
"peak_4222",144,102
"peak_4223",175,87
"peak_4224",92,22
"peak_4225",547,179
"peak_4226",97,70
"peak_4227",97,35
"peak_4228",180,96
"peak_4229",1320,470
"peak_4230",494,201
"peak_4231",194,128
"peak_4232",332,104
"peak_4233",52,22
"peak_4234",39,13
"peak_4235",77,16
"peak_4236",141,43
"peak_4237",35,12
"peak_4238",36,9
"peak_4239",1246,315
"peak_4240",70,38
"peak_4241",479,276
"peak_4242",167,121
"peak_4243",140,83
"peak_4244",147,49
"peak_4245",106,31
"peak_4246",64,30
"peak_4247",267,79
"peak_4248",172,51
"peak_4249",444,326
"peak_4250",820,247
"peak_4251",4672,2422
"peak_4252",521,276
"peak_4253",184,58
"peak_4254",208,119
"peak_4255",430,132
"peak_4256",133,43
"peak_4257",262,99
"peak_4258",467,304
"peak_4259",253,63
"peak_4260",145,49
"peak_4261",33,9
"peak_4262",179,57
"peak_4263",31,6
"peak_4264",1077,570
"peak_4265",446,323
"peak_4266",620,308
"peak_4267",132,87
"peak_4268",80,51
"peak_4269",237,171
"peak_4270",305,211
"peak_4271",74,49
"peak_4272",133,78
"peak_4273",57,22
"peak_4274",104,45
"peak_4275",75,19
"peak_4276",113,23
"peak_4277",146,90
"peak_4278",312,155
"peak_4279",265,195
"peak_4280",248,129
"peak_4281",214,126
"peak_4282",119,58
"peak_4283",91,26
"peak_4284",119,88
"peak_4285",202,129
"peak_4286",483,323
"peak_4287",1432,758
"peak_4288",132,86
"peak_4289",199,78
"peak_4290",64,21
"peak_4291",96,44
"peak_4292",225,117
"peak_4293",221,70
"peak_4294",730,416
"peak_4295",262,119
"peak_4296",671,384
"peak_4297",121,72
"peak_4298",127,35
"peak_4299",46,20
"peak_4300",35,8
"peak_4301",40,6
"peak_4302",52,20
"peak_4303",64,18
"peak_4304",146,111
"peak_4305",88,60
"peak_4306",329,245
"peak_4307",648,436
"peak_4308",110,78
"peak_4309",816,552
"peak_4310",110,80
"peak_4311",353,242
"peak_4312",302,150
"peak_4313",61,21
"peak_4314",99,61
"peak_4315",909,456
"peak_4316",4042,2195
"peak_4317",10122,6411
"peak_4318",211,156
"peak_4319",580,293
"peak_4320",322,138
"peak_4321",135,57
"peak_4322",623,212
"peak_4323",927,277
"peak_4324",308,216
"peak_4325",234,174
"peak_4326",145,68
"peak_4327",102,70
"peak_4328",377,225
"peak_4329",47,20
"peak_4330",178,52
"peak_4331",123,59
"peak_4332",94,41
"peak_4333",39,17
"peak_4334",180,118
"peak_4335",1229,657
"peak_4336",366,256
"peak_4337",684,280
"peak_4338",127,56
"peak_4339",419,287
"peak_4340",230,163
"peak_4341",99,41
"peak_4342",644,364
"peak_4343",400,268
"peak_4344",198,139
"peak_4345",364,229
"peak_4346",235,122
"peak_4347",234,168
"peak_4348",133,83
"peak_4349",2218,795
"peak_4350",158,100
"peak_4351",158,61
"peak_4352",74,35
"peak_4353",73,45
"peak_4354",282,111
"peak_4355",582,287
"peak_4356",651,171
"peak_4357",64,32
"peak_4358",895,506
"peak_4359",5019,2058
"peak_4360",345,190
"peak_4361",81,56
"peak_4362",2975,1646
"peak_4363",8759,3158
"peak_4364",172,72
"peak_4365",122,41
"peak_4366",39,12
"peak_4367",490,296
"peak_4368",150,103
"peak_4369",3043,1229
