"","SRR7992452Aligned.sortedByCoord.out_sorted.bam","SRR7992457Aligned.sortedByCoord.out_sorted.bam"
"peak_164",80,19
"peak_165",66,13
"peak_166",447,163
"peak_167",1870,687
"peak_168",2743,899
"peak_169",6750,1850
"peak_170",322,88
"peak_171",179,65
"peak_172",124,42
"peak_173",175,60
"peak_174",177,67
"peak_175",1230,256
"peak_176",492,136
"peak_177",292,100
"peak_178",204,50
"peak_179",5672,839
"peak_180",3558,520
"peak_181",1219,418
"peak_182",143,21
"peak_183",116,38
"peak_184",610,160
"peak_185",165,42
"peak_186",356,70
"peak_187",397,61
"peak_188",6476,663
"peak_189",142,52
"peak_190",137,42
"peak_191",144,44
"peak_192",605,173
"peak_193",128,32
"peak_194",499,128
"peak_195",144,44
"peak_196",1057,299
"peak_197",160,55
"peak_198",361,131
"peak_199",561,186
"peak_200",313,116
"peak_201",1034,234
"peak_202",3057,583
"peak_203",114,29
"peak_204",245,49
"peak_205",400,116
"peak_206",626,214
"peak_207",558,201
"peak_208",1192,261
"peak_209",688,170
"peak_210",177,45
"peak_211",234,71
"peak_212",109,34
"peak_213",103,30
"peak_214",201,42
"peak_215",851,191
"peak_216",469,130
"peak_217",600,203
"peak_218",81,10
"peak_219",877,240
"peak_220",846,250
"peak_221",319,65
"peak_222",312,105
"peak_223",356,73
"peak_224",1400,160
"peak_225",1448,380
"peak_226",478,116
"peak_227",211,63
"peak_228",281,92
"peak_229",2931,986
"peak_230",3683,1244
"peak_231",200,73
"peak_232",1634,373
"peak_233",292,73
"peak_234",231,19
"peak_235",384,91
"peak_236",200,73
"peak_237",111,36
"peak_238",1063,316
"peak_239",606,98
"peak_240",654,199
"peak_241",81,19
"peak_242",818,318
"peak_243",496,147
"peak_244",113,28
"peak_245",1087,304
"peak_246",612,155
"peak_247",1381,172
"peak_248",158,49
"peak_249",723,252
"peak_250",2938,952
"peak_251",158,52
"peak_252",224,73
"peak_253",660,242
"peak_254",599,166
"peak_255",1005,371
"peak_256",108,17
"peak_257",207,67
"peak_258",201,22
"peak_259",141,44
"peak_260",556,138
"peak_261",161,53
"peak_262",139,49
"peak_263",4284,793
"peak_264",203,73
"peak_265",85,10
"peak_266",600,147
"peak_267",347,97
"peak_268",224,86
"peak_269",2021,257
"peak_270",1008,203
"peak_271",317,117
"peak_272",592,207
"peak_273",242,60
"peak_274",321,113
"peak_275",96,24
"peak_276",2682,910
"peak_277",1157,430
"peak_278",996,272
"peak_279",77,10
"peak_280",2472,683
"peak_281",321,114
"peak_282",644,162
"peak_283",436,132
"peak_284",182,55
"peak_285",336,115
"peak_286",60,7
"peak_287",2272,471
"peak_288",657,192
"peak_289",2006,452
"peak_290",359,100
"peak_291",519,146
"peak_292",227,80
"peak_293",528,203
"peak_294",2347,867
"peak_295",1285,439
"peak_296",373,122
"peak_297",225,49
"peak_298",314,120
"peak_299",522,185
"peak_300",200,65
"peak_301",964,336
"peak_302",1609,293
"peak_303",381,124
"peak_304",211,79
"peak_305",1638,285
"peak_306",154,45
"peak_307",450,103
"peak_308",212,62
"peak_309",131,24
"peak_310",489,89
"peak_311",287,102
"peak_312",1213,319
"peak_313",71,15
"peak_314",137,36
"peak_315",200,55
"peak_316",157,44
"peak_317",194,70
"peak_318",627,173
"peak_319",2131,645
"peak_320",5008,1114
"peak_321",1754,574
"peak_322",868,250
"peak_323",897,334
"peak_324",1849,613
"peak_325",1071,337
"peak_326",202,41
"peak_327",117,40
"peak_328",149,35
"peak_329",448,73
"peak_330",258,64
"peak_331",821,212
"peak_332",237,87
"peak_333",1781,505
"peak_334",52173,10622
"peak_335",4633,1695
"peak_336",159,32
"peak_337",1128,186
"peak_338",283,34
"peak_339",1894,438
"peak_340",2156,398
"peak_341",528,174
"peak_342",959,232
"peak_343",138,22
"peak_344",229,67
"peak_345",304,113
"peak_346",194,68
"peak_347",246,92
"peak_348",90,12
"peak_349",311,106
"peak_350",300,108
"peak_351",100,31
"peak_352",312,103
"peak_353",148,26
"peak_354",1170,357
"peak_355",8687,1157
"peak_356",218,78
"peak_357",175,54
"peak_358",2842,822
"peak_359",35160,7676
"peak_360",4484,1718
"peak_361",342,25
"peak_362",117,35
"peak_363",82,17
"peak_364",7218,1572
"peak_365",587,201
"peak_366",605,191
"peak_367",11975,3125
"peak_368",146,44
"peak_369",308,73
"peak_370",192,72
"peak_371",166,53
"peak_372",1698,368
"peak_373",397,147
"peak_374",485,148
"peak_375",84,18
"peak_376",115,32
"peak_377",699,134
"peak_378",111,31
"peak_379",113,31
"peak_380",92,23
"peak_381",230,68
"peak_382",302,89
"peak_383",303,108
"peak_384",6706,2028
"peak_385",6048,2113
"peak_386",183,65
"peak_387",979,314
"peak_388",326,109
"peak_389",2191,363
"peak_390",61,10
"peak_391",1149,189
"peak_392",281,87
"peak_393",199,68
"peak_394",108,22
"peak_395",121,36
"peak_396",1100,216
"peak_397",98,25
"peak_398",283,57
"peak_399",869,134
"peak_400",298,47
"peak_401",931,251
"peak_402",934,200
"peak_403",777,191
"peak_404",250,82
"peak_405",150,56
"peak_406",332,90
"peak_407",309,103
"peak_408",92,15
"peak_409",198,46
"peak_410",136,28
"peak_411",270,54
"peak_412",528,136
"peak_413",465,116
"peak_414",105,18
"peak_415",139,41
"peak_416",168,42
"peak_417",84,21
"peak_418",126,42
"peak_419",144,46
"peak_420",295,100
"peak_421",173,62
"peak_422",838,245
"peak_423",957,201
"peak_424",99,15
"peak_425",2263,633
"peak_426",1330,307
"peak_427",150,45
"peak_428",370,128
"peak_429",226,58
"peak_430",227,83
"peak_431",320,69
"peak_432",158,33
"peak_433",277,54
"peak_434",731,258
"peak_435",109,22
"peak_436",3565,741
"peak_437",1852,578
"peak_438",3245,747
"peak_439",1529,456
"peak_440",250,84
"peak_441",89,26
"peak_442",227,58
"peak_443",96,25
"peak_444",201,50
"peak_445",528,78
"peak_446",137,42
"peak_447",116,32
"peak_448",130,30
"peak_449",252,68
"peak_450",389,81
"peak_451",1806,316
"peak_452",342,84
"peak_453",2407,797
"peak_454",264,59
"peak_455",222,63
"peak_456",163,51
"peak_457",1058,378
"peak_458",1367,478
"peak_459",1117,400
"peak_460",371,77
"peak_461",135,38
"peak_462",12294,3545
"peak_463",7973,2873
"peak_464",606,170
"peak_465",173,41
"peak_466",427,101
"peak_467",1222,418
"peak_468",1817,441
"peak_469",219,47
"peak_470",437,72
"peak_471",261,41
"peak_472",113,25
"peak_473",230,82
"peak_474",1003,268
"peak_475",375,122
"peak_476",1230,438
"peak_477",463,76
"peak_478",132,36
"peak_479",72,15
"peak_480",169,29
"peak_481",98,24
"peak_482",285,68
"peak_483",435,147
"peak_484",72,13
"peak_485",158,53
"peak_486",165,62
"peak_487",1432,394
"peak_488",905,190
"peak_489",3460,661
"peak_490",175,64
"peak_491",306,80
"peak_492",231,72
"peak_493",109,29
"peak_494",277,101
"peak_495",221,66
"peak_496",469,148
"peak_497",191,44
"peak_498",493,74
"peak_499",252,71
"peak_500",897,130
"peak_501",196,44
"peak_502",152,45
"peak_503",1323,478
"peak_504",435,113
"peak_505",1965,619
"peak_506",213,82
"peak_507",362,97
"peak_508",834,144
"peak_509",226,76
"peak_510",66,7
"peak_511",625,224
"peak_512",96,19
"peak_513",156,20
"peak_514",189,41
"peak_515",303,120
"peak_516",1583,326
"peak_517",166,59
"peak_518",589,219
"peak_519",1011,224
"peak_520",62,6
"peak_521",99,13
"peak_522",453,142
"peak_523",98,26
"peak_524",3155,636
"peak_525",630,180
"peak_526",143,42
"peak_527",586,128
"peak_528",656,178
"peak_529",450,135
"peak_530",162539,17797
"peak_531",12924,4678
"peak_532",750,166
"peak_533",801,283
"peak_534",205,70
"peak_535",538,145
"peak_536",582,96
"peak_537",282,43
"peak_538",1612,358
"peak_539",1102,248
"peak_540",124,43
"peak_541",200,58
"peak_542",747,185
"peak_543",115,33
"peak_544",714,178
"peak_545",1221,358
"peak_546",403,130
"peak_547",8556,1294
"peak_548",883,226
"peak_549",361,72
"peak_550",102,27
"peak_551",3533,1106
"peak_552",129,19
"peak_553",611,220
"peak_554",86,15
"peak_555",61,10
"peak_556",273,40
"peak_557",387,66
"peak_558",898,199
"peak_559",502,77
"peak_560",5128,1667
"peak_561",57,5
"peak_562",6846,1814
"peak_563",96,21
"peak_564",182,67
"peak_565",1318,315
"peak_566",142,47
"peak_567",639,202
"peak_568",82,19
"peak_569",295,82
"peak_570",55,7
"peak_571",80,19
"peak_572",286,47
"peak_573",183,43
"peak_574",1188,161
"peak_575",368,91
"peak_576",94,24
"peak_577",659,107
"peak_578",241,92
"peak_579",66,8
"peak_580",947,220
"peak_581",215,79
"peak_582",1182,326
"peak_583",1643,367
"peak_584",997,145
"peak_585",631,157
"peak_586",630,117
"peak_587",657,192
"peak_588",105,23
"peak_589",851,301
"peak_590",2423,772
"peak_591",1446,415
"peak_592",264,85
"peak_593",201,45
"peak_594",102,29
"peak_595",103,29
"peak_596",165,43
"peak_597",439,122
"peak_598",300,108
"peak_599",692,228
"peak_600",3218,583
"peak_601",813,250
"peak_602",233,86
"peak_603",750,243
"peak_604",72,6
"peak_605",67,7
"peak_606",434,156
"peak_607",174,46
"peak_608",4479,1660
"peak_609",2222,602
"peak_610",58,6
"peak_611",68,10
"peak_612",9279,2702
"peak_613",1045,343
"peak_614",174,42
"peak_615",458,156
"peak_616",289,103
"peak_617",22593,5495
"peak_618",6671,2096
"peak_619",642,70
"peak_620",803,243
"peak_621",1260,329
"peak_622",2059,763
"peak_623",665,218
"peak_624",391,140
"peak_625",607,225
"peak_626",1467,433
"peak_627",383,105
"peak_628",272,70
"peak_629",886,152
"peak_630",140,29
"peak_631",433,104
"peak_632",552,111
"peak_633",576,134
"peak_634",568,121
"peak_635",1166,242
"peak_636",223,63
"peak_637",111,34
"peak_638",1166,250
"peak_639",125,39
"peak_640",940,155
"peak_641",802,180
"peak_642",242,87
"peak_643",550,160
"peak_644",1838,413
"peak_645",121,36
"peak_646",75,10
"peak_647",85,15
"peak_648",75,13
"peak_649",184,42
"peak_650",369,110
"peak_651",364,73
"peak_652",151,36
"peak_653",196,47
"peak_654",270,81
"peak_655",319,77
"peak_656",146,49
"peak_657",249,59
"peak_658",196,61
"peak_659",685,166
"peak_660",625,152
"peak_661",183,54
"peak_662",268,61
"peak_663",592,66
"peak_664",204,36
"peak_665",767,185
"peak_666",4184,1226
"peak_667",278,82
"peak_668",972,189
"peak_669",932,279
"peak_670",432,93
"peak_671",617,190
"peak_672",190,71
"peak_673",814,212
"peak_674",537,189
"peak_675",308,104
"peak_676",1971,468
"peak_677",399,118
"peak_678",167,61
"peak_679",526,191
"peak_680",210,14
"peak_681",571,202
"peak_682",2385,570
"peak_683",797,178
"peak_684",326,97
"peak_685",213,71
"peak_686",233,74
"peak_687",887,268
"peak_688",698,136
"peak_689",125,41
"peak_690",231,59
"peak_691",257,77
"peak_692",237,84
"peak_693",327,82
"peak_694",312,110
"peak_695",312,110
"peak_696",2041,722
"peak_697",9197,2251
"peak_698",275,60
"peak_699",238,75
"peak_700",1432,247
"peak_701",471,72
"peak_702",4395,712
"peak_703",1319,384
"peak_704",160,47
"peak_705",186,49
"peak_706",173,46
"peak_707",961,301
"peak_708",774,223
"peak_709",535,186
"peak_710",290,93
"peak_711",342,130
"peak_712",93,14
"peak_713",144,30
"peak_714",142,33
"peak_715",464,176
"peak_716",164,42
"peak_717",1369,367
"peak_718",74,9
"peak_719",3078,490
"peak_720",180,60
"peak_721",656,185
"peak_722",1946,336
"peak_723",9899,3104
"peak_724",671,214
"peak_725",2244,545
"peak_726",749,246
"peak_727",842,235
"peak_728",218,74
"peak_729",207,70
"peak_730",6749,1170
"peak_731",49083,7409
"peak_732",138,19
"peak_733",197,58
"peak_734",125,20
"peak_735",96,19
"peak_736",94,23
"peak_737",3024,806
"peak_738",1301,449
"peak_739",650,106
"peak_740",1759,535
"peak_741",1181,302
"peak_742",781,300
"peak_743",1769,271
"peak_744",179,43
"peak_745",138,40
"peak_746",78,14
"peak_747",124,28
"peak_748",11509,2671
"peak_749",320,94
"peak_750",607,203
"peak_751",685,233
"peak_752",165,63
"peak_753",398,77
"peak_754",202,54
"peak_755",332,124
"peak_756",313,62
"peak_757",352,103
"peak_758",192,62
"peak_759",1789,335
"peak_760",179,63
"peak_761",365,84
"peak_762",113,23
"peak_763",386,126
"peak_764",225,63
"peak_765",1170,351
"peak_766",3558,718
"peak_767",5248,1913
"peak_768",805,229
"peak_769",2092,343
"peak_770",574,140
"peak_771",134,41
"peak_772",296,82
"peak_773",244,86
"peak_774",535,104
"peak_775",393,86
"peak_776",231,51
"peak_777",324,58
"peak_778",16827,3956
"peak_779",11383,4059
"peak_780",1378,299
"peak_781",406,104
"peak_782",740,235
"peak_783",337,85
"peak_784",334,64
"peak_785",105,25
"peak_786",273,61
"peak_787",88,15
"peak_788",202,67
"peak_789",62,8
"peak_790",232,63
"peak_791",225,71
"peak_792",67,9
"peak_793",154,29
"peak_794",2269,421
"peak_795",2779,970
"peak_796",624,206
"peak_797",172,61
"peak_798",72,8
"peak_799",143,53
"peak_800",154,28
"peak_801",93,15
"peak_802",80,14
"peak_803",95,25
"peak_804",197,69
"peak_805",77,10
"peak_806",421,94
"peak_807",1170,363
"peak_808",1903,706
"peak_809",302,108
"peak_810",885,271
"peak_811",164,47
"peak_812",682,254
"peak_813",16268,3724
"peak_814",92,27
"peak_815",102,20
"peak_816",164,37
"peak_817",291,70
"peak_818",689,136
"peak_819",335,69
"peak_820",186,57
"peak_821",886,310
"peak_822",478,124
"peak_823",87,13
"peak_824",168,63
"peak_825",1110,373
"peak_826",1851,394
"peak_827",498,129
"peak_828",145,40
"peak_829",162,46
"peak_830",260,80
"peak_831",1123,184
"peak_832",128,42
"peak_833",105,30
"peak_834",259,60
"peak_835",138,28
"peak_836",280,58
"peak_837",98,21
"peak_838",151,22
"peak_839",188,42
"peak_840",119,37
"peak_841",257,93
"peak_842",922,325
"peak_843",424,94
"peak_844",251,94
"peak_845",2746,727
"peak_846",7172,1565
"peak_847",3753,1144
"peak_848",772,263
"peak_849",105,8
"peak_850",227,82
"peak_851",531,177
"peak_852",963,316
"peak_853",122,29
"peak_854",161,38
"peak_855",450,70
"peak_856",425,80
"peak_857",413,136
"peak_858",443,106
"peak_859",346,125
"peak_860",1383,322
"peak_861",507,160
"peak_862",295,84
"peak_863",1294,265
"peak_864",181,62
"peak_865",253,55
"peak_866",494,134
"peak_867",580,65
"peak_868",105,22
"peak_869",123,14
"peak_870",202,50
"peak_871",219,59
"peak_872",25012,4871
"peak_873",1559,223
"peak_874",3629,385
"peak_875",146,41
"peak_876",137,44
"peak_877",71,17
"peak_878",300,106
"peak_879",693,160
"peak_880",251,35
"peak_881",370,111
"peak_882",331,77
"peak_883",56,8
"peak_884",473,108
"peak_885",147,54
"peak_886",301,104
"peak_887",2649,881
"peak_888",132,27
"peak_889",113,37
"peak_890",106,14
"peak_891",311,87
"peak_892",349,113
"peak_893",148,22
"peak_894",712,228
"peak_895",2018,643
"peak_896",1404,281
"peak_897",62,4
"peak_898",67,10
"peak_899",124,18
"peak_900",274,47
"peak_901",102,17
"peak_902",122,22
"peak_903",113,15
"peak_904",119,38
"peak_905",232,80
"peak_906",853,216
"peak_907",85,16
"peak_908",936,289
"peak_909",6203,1350
"peak_910",337,98
"peak_911",516,189
"peak_912",224,43
"peak_913",1743,612
"peak_914",254,95
"peak_915",9451,2338
"peak_916",1157,357
"peak_917",427,79
"peak_918",951,271
"peak_919",214,78
"peak_920",118,28
"peak_921",187,65
"peak_922",254,92
"peak_923",195,58
"peak_924",318,35
"peak_925",148,51
"peak_926",734,119
"peak_927",1079,180
"peak_928",75,16
"peak_929",611,136
"peak_930",205,69
"peak_931",976,209
"peak_932",164,33
"peak_933",621,191
"peak_934",515,186
"peak_935",318,113
"peak_936",171,50
"peak_937",106,25
"peak_938",1760,333
"peak_939",458,93
"peak_940",108,22
"peak_941",235,70
"peak_942",6667,2091
"peak_943",625,139
"peak_944",278,63
"peak_945",415,109
"peak_946",924,202
"peak_947",974,352
"peak_948",168,61
"peak_949",245,91
"peak_950",139,44
"peak_951",2194,644
"peak_952",135,42
"peak_953",349,63
"peak_954",125,34
"peak_955",201,72
"peak_956",120,22
"peak_957",433,77
"peak_958",894,240
"peak_959",1056,196
"peak_960",119,35
"peak_961",1059,383
"peak_962",344,125
"peak_963",356,123
"peak_964",286,99
"peak_965",108,35
"peak_966",231,36
"peak_967",287,104
"peak_968",272,74
"peak_969",106,21
"peak_970",510,80
"peak_971",112,26
"peak_972",199,46
"peak_973",266,98
"peak_974",272,81
"peak_975",134,43
"peak_976",431,145
"peak_977",1617,514
"peak_978",3189,579
"peak_979",294,81
"peak_980",194,72
"peak_981",227,82
"peak_982",506,164
"peak_983",1953,406
"peak_984",1388,234
"peak_985",398,130
"peak_986",360,123
"peak_987",88,20
"peak_988",200,67
"peak_989",983,293
"peak_990",299,60
"peak_991",192,66
"peak_992",304,107
"peak_993",543,193
"peak_994",2054,456
"peak_995",2643,612
"peak_996",770,262
"peak_997",1212,398
"peak_998",547,187
"peak_999",278,107
"peak_1000",171,52
"peak_1001",343,122
"peak_1002",116,33
"peak_1003",180,59
"peak_1004",567,165
"peak_1005",447,116
"peak_1006",291,102
"peak_1007",137,18
"peak_1008",156,48
"peak_1009",1192,278
"peak_1010",799,284
"peak_1011",2422,503
"peak_1012",2837,574
"peak_1013",188,66
"peak_1014",544,178
"peak_1015",609,177
"peak_1016",160,33
"peak_1017",832,199
"peak_1018",733,102
"peak_1019",188,68
"peak_1020",318,116
"peak_1021",245,89
"peak_1022",699,140
"peak_1023",553,160
"peak_1024",351,139
"peak_1025",2910,474
"peak_1026",8992,1403
"peak_1027",1930,420
"peak_1028",1405,472
"peak_1029",111,37
"peak_1030",3174,668
"peak_1031",293,61
"peak_1032",107,22
"peak_1033",204,73
"peak_1034",990,322
"peak_1035",204,67
"peak_1036",217,52
"peak_1037",723,132
"peak_1038",1634,509
"peak_1039",751,187
"peak_1040",29018,7059
"peak_1041",1777,582
"peak_1042",458,170
"peak_1043",406,106
"peak_1044",119,25
"peak_1045",243,86
"peak_1046",1515,540
"peak_1047",266,87
"peak_1048",395,109
"peak_1049",485,93
"peak_1050",1084,135
"peak_1051",100,28
"peak_1052",971,265
"peak_1053",808,278
"peak_1054",354,107
"peak_1055",189,64
"peak_1056",309,89
"peak_1057",653,110
"peak_1058",17633,3854
"peak_1059",3912,1075
"peak_1060",131,14
"peak_1061",6624,1831
"peak_1062",263,96
"peak_1063",704,243
"peak_1064",398,118
"peak_1065",417,148
"peak_1066",363,100
"peak_1067",176,28
"peak_1068",14037,4102
"peak_1069",7290,2642
"peak_1070",156,49
"peak_1071",545,141
"peak_1072",1020,297
"peak_1073",843,230
"peak_1074",732,145
"peak_1075",234,65
"peak_1076",273,75
"peak_1077",488,158
"peak_1078",337,106
"peak_1079",1096,143
"peak_1080",224,48
"peak_1081",61,7
"peak_1082",518,103
"peak_1083",94,25
"peak_1084",280,95
"peak_1085",1675,331
"peak_1086",2064,614
"peak_1087",410,125
"peak_1088",351,122
"peak_1089",140,29
"peak_1090",1248,386
"peak_1091",241,20
"peak_1092",421,136
"peak_1093",252,64
"peak_1094",1049,280
"peak_1095",458,159
"peak_1096",449,159
"peak_1097",194,71
"peak_1098",927,187
"peak_1099",901,190
"peak_1100",197,38
"peak_1101",853,206
"peak_1102",107,21
"peak_1103",1652,327
"peak_1104",288,93
"peak_1105",2637,426
"peak_1106",823,307
"peak_1107",1032,353
"peak_1108",470,167
"peak_1109",1176,369
"peak_1110",798,227
"peak_1111",325,86
"peak_1112",994,163
"peak_1113",144,53
"peak_1114",489,171
"peak_1115",802,257
"peak_1116",917,325
"peak_1117",732,165
"peak_1118",2032,278
"peak_1119",493,75
"peak_1120",836,136
"peak_1121",358,46
"peak_1122",2020,452
"peak_1123",405,145
"peak_1124",3597,738
"peak_1125",109,16
"peak_1126",370,46
"peak_1127",386,140
"peak_1128",646,186
"peak_1129",132,31
"peak_1130",143,27
"peak_1131",297,115
"peak_1132",75,19
"peak_1133",229,49
"peak_1134",210,69
"peak_1135",206,76
"peak_1136",147,54
"peak_1137",2559,798
"peak_1138",446,114
"peak_1139",230,37
"peak_1140",70,15
"peak_1141",1568,406
"peak_1142",325,114
"peak_1143",1819,615
"peak_1144",187,49
"peak_1145",2309,544
"peak_1146",90,16
"peak_1147",161,33
"peak_1148",73,15
"peak_1149",213,46
"peak_1150",234,80
"peak_1151",2221,662
"peak_1152",166,54
"peak_1153",364,98
"peak_1154",181,53
"peak_1155",363,121
"peak_1156",494,107
"peak_1157",172,59
"peak_1158",150,42
"peak_1159",265,81
"peak_1160",321,34
"peak_1161",1159,273
"peak_1162",79,12
"peak_1163",363,92
"peak_1164",707,143
"peak_1165",109,15
"peak_1166",73,13
"peak_1167",99,10
"peak_1168",87,20
"peak_1169",178,20
"peak_1170",489,140
"peak_1171",169,56
"peak_1172",441,72
"peak_1173",85,16
"peak_1174",236,53
"peak_1175",164,28
"peak_1176",129,37
"peak_1177",818,229
"peak_1178",121,36
"peak_1179",8117,2368
"peak_1180",4831,1295
"peak_1181",882,326
"peak_1182",327,50
"peak_1183",334,65
"peak_1184",400,123
"peak_1185",698,130
"peak_1186",409,130
"peak_1187",550,150
"peak_1188",173,51
"peak_1189",1298,195
"peak_1190",394,113
"peak_1191",927,179
"peak_1192",107,18
"peak_1193",106,24
"peak_1194",551,138
"peak_1195",261,64
"peak_1196",310,94
"peak_1197",533,146
"peak_1198",105,17
"peak_1199",301,101
"peak_1200",196,72
"peak_1201",707,206
"peak_1202",489,163
"peak_1203",424,100
"peak_1204",285,70
"peak_1205",494,186
"peak_1206",3799,604
"peak_1207",172,22
"peak_1208",1406,413
"peak_1209",32270,5886
"peak_1210",28803,8814
"peak_1211",24944,9243
"peak_1212",204,61
"peak_1213",269,68
"peak_1214",403,108
"peak_1215",131,21
"peak_1216",2962,1007
"peak_1217",223,48
"peak_1218",150,21
"peak_1219",480,177
"peak_1220",817,204
"peak_1221",513,185
"peak_1222",804,188
"peak_1223",292,107
"peak_1224",6770,1280
"peak_1225",208,49
"peak_1226",393,71
"peak_1227",1848,606
"peak_1228",1846,599
"peak_1229",122,34
"peak_1230",770,254
"peak_1231",186,67
"peak_1232",1530,452
"peak_1233",146,29
"peak_1234",932,163
"peak_1235",683,116
"peak_1236",641,126
"peak_1237",523,123
"peak_1238",298,44
"peak_1239",128,23
"peak_1240",191,63
"peak_1241",616,158
"peak_1242",254,37
"peak_1243",461,68
"peak_1244",97,28
"peak_1245",762,210
"peak_1246",256,69
"peak_1247",204,64
"peak_1248",282,89
"peak_1249",993,293
"peak_1250",508,172
"peak_1251",2803,761
"peak_1252",169,62
"peak_1253",553,174
"peak_1254",233,72
"peak_1255",358,55
"peak_1256",2544,572
"peak_1257",1042,232
"peak_1258",2099,386
"peak_1259",989,303
"peak_1260",170,61
"peak_1261",140,43
"peak_1262",1117,360
"peak_1263",1015,365
"peak_1264",444,123
"peak_1265",223,53
"peak_1266",122,13
"peak_1267",1331,388
"peak_1268",346,40
"peak_1269",512,112
"peak_1270",986,325
"peak_1271",300,90
"peak_1272",4226,1356
"peak_1273",13118,4604
"peak_1274",162,53
"peak_1275",270,86
"peak_1276",3240,782
"peak_1277",277,60
"peak_1278",74,5
"peak_1279",722,143
"peak_1280",168,62
"peak_1281",497,187
"peak_1282",2004,324
"peak_1283",161,43
"peak_1284",5762,1784
"peak_1285",101,21
"peak_1286",3174,688
"peak_1287",135,39
"peak_1288",57,6
"peak_1289",94,11
"peak_1290",271,53
"peak_1291",199,31
"peak_1292",116,25
"peak_1293",126,26
"peak_1294",129,18
"peak_1295",160,33
"peak_1296",1705,634
"peak_1297",2027,632
"peak_1298",785,282
"peak_1299",261,76
"peak_1300",771,97
"peak_1301",355,91
"peak_1302",142,38
"peak_1303",379,50
"peak_1304",451,156
"peak_1305",461,186
"peak_1306",753,189
"peak_1307",2793,635
"peak_1308",2531,721
"peak_1309",855,334
"peak_1310",3938,691
"peak_1311",1094,319
"peak_1312",3213,676
"peak_1313",314,106
"peak_1314",3812,1047
"peak_1315",106,8
"peak_1316",181,56
"peak_1317",2083,591
"peak_1318",1619,411
"peak_1319",2614,521
"peak_1320",192,53
"peak_1321",3399,838
