"","SRR7992452Aligned.sortedByCoord.out_sorted.bam","SRR7992457Aligned.sortedByCoord.out_sorted.bam"
"peak_3475",279,66
"peak_3476",1215,370
"peak_3477",735,246
"peak_3478",1689,429
"peak_3479",266,88
"peak_3480",549,173
"peak_3481",275,58
"peak_3482",141,22
"peak_3483",78,11
"peak_3484",1486,242
"peak_3485",248,61
"peak_3486",557,172
"peak_3487",5234,1300
"peak_3488",3037,870
"peak_3489",1061,258
"peak_3490",219,73
"peak_3491",167,42
"peak_3492",93,27
"peak_3493",576,191
"peak_3494",487,175
"peak_3495",545,204
"peak_3496",484,182
"peak_3497",1163,284
"peak_3498",176,53
"peak_3499",81,6
"peak_3500",489,176
"peak_3501",273,95
"peak_3502",184,68
"peak_3503",698,238
"peak_3504",600,214
"peak_3505",662,246
"peak_3506",1382,352
"peak_3507",76,17
"peak_3508",300,105
"peak_3509",198,55
"peak_3510",177,45
"peak_3511",92,25
"peak_3512",7947,1786
"peak_3513",243,75
"peak_3514",248,93
"peak_3515",252,94
"peak_3516",131,39
"peak_3517",2815,603
"peak_3518",4259,862
"peak_3519",321,94
"peak_3520",311,106
"peak_3521",145,21
"peak_3522",198,61
"peak_3523",1038,172
"peak_3524",259,85
"peak_3525",2160,399
"peak_3526",562,206
"peak_3527",1279,444
"peak_3528",1161,349
"peak_3529",8796,1736
"peak_3530",429,129
"peak_3531",160,58
"peak_3532",374,138
"peak_3533",414,131
"peak_3534",224,73
"peak_3535",2488,452
"peak_3536",260,92
"peak_3537",212,67
"peak_3538",293,53
"peak_3539",341,96
"peak_3540",1128,347
"peak_3541",109,20
"peak_3542",684,189
"peak_3543",1440,290
"peak_3544",260,90
"peak_3545",2172,728
"peak_3546",550,111
"peak_3547",259,66
"peak_3548",627,117
"peak_3549",211,51
"peak_3550",223,78
"peak_3551",78,16
"peak_3552",102,24
"peak_3553",107,22
"peak_3554",8585,2213
"peak_3555",6933,866
"peak_3556",14471,4970
"peak_3557",724,279
"peak_3558",890,314
"peak_3559",2002,725
"peak_3560",307,116
"peak_3561",160,54
"peak_3562",127,40
"peak_3563",86,18
"peak_3564",329,122
"peak_3565",112,27
"peak_3566",305,98
"peak_3567",351,63
"peak_3568",164,37
"peak_3569",316,112
"peak_3570",809,122
"peak_3571",555,146
"peak_3572",157,44
"peak_3573",320,116
"peak_3574",227,84
"peak_3575",1108,273
"peak_3576",71,14
"peak_3577",67,15
"peak_3578",231,63
"peak_3579",93,26
"peak_3580",478,135
"peak_3581",227,41
"peak_3582",139,52
"peak_3583",2192,569
"peak_3584",2329,631
"peak_3585",163,55
"peak_3586",320,94
"peak_3587",2043,462
"peak_3588",2045,538
"peak_3589",336,115
"peak_3590",918,188
"peak_3591",859,192
"peak_3592",2286,383
"peak_3593",77,13
"peak_3594",168,25
"peak_3595",2550,824
"peak_3596",2881,814
"peak_3597",548,162
"peak_3598",1541,377
"peak_3599",275,78
"peak_3600",71,11
"peak_3601",1369,235
"peak_3602",358,114
"peak_3603",306,104
"peak_3604",201,53
"peak_3605",635,201
"peak_3606",156,56
"peak_3607",107,16
"peak_3608",2097,356
"peak_3609",2617,836
"peak_3610",3854,1439
"peak_3611",15097,3330
"peak_3612",749,242
"peak_3613",1996,530
"peak_3614",122,22
"peak_3615",7204,1931
"peak_3616",28425,4835
"peak_3617",338,121
"peak_3618",262,41
"peak_3619",292,93
"peak_3620",11075,2800
"peak_3621",1525,530
"peak_3622",3547,1225
"peak_3623",151,31
"peak_3624",112,26
"peak_3625",79,17
"peak_3626",246,31
"peak_3627",199,51
"peak_3628",606,217
"peak_3629",3786,1169
"peak_3630",6626,1575
"peak_3631",835,291
"peak_3632",91,18
"peak_3633",201,72
"peak_3634",87,13
"peak_3635",156,21
"peak_3636",144,19
"peak_3637",274,100
"peak_3638",399,130
"peak_3639",207,76
"peak_3640",1260,271
"peak_3641",431,161
"peak_3642",9742,2285
"peak_3643",493,94
"peak_3644",279,68
"peak_3645",386,71
"peak_3646",179,66
"peak_3647",3464,1127
"peak_3648",183,37
"peak_3649",259,64
"peak_3650",409,98
"peak_3651",148,40
"peak_3652",8579,2324
"peak_3653",1643,455
"peak_3654",483,129
"peak_3655",189,64
"peak_3656",7813,2302
"peak_3657",234,54
"peak_3658",4170,974
"peak_3659",270,78
"peak_3660",278,64
"peak_3661",342,99
"peak_3662",309,58
"peak_3663",92,26
"peak_3664",329,123
"peak_3665",586,153
"peak_3666",2568,581
"peak_3667",4682,1029
"peak_3668",2678,567
"peak_3669",372,99
"peak_3670",113,16
"peak_3671",427,65
"peak_3672",186,32
"peak_3673",159,41
"peak_3674",900,181
"peak_3675",493,180
"peak_3676",311,70
"peak_3677",156,47
"peak_3678",774,197
"peak_3679",503,153
"peak_3680",136,44
"peak_3681",161,52
"peak_3682",8468,1190
"peak_3683",2009,542
"peak_3684",1697,438
"peak_3685",72,15
"peak_3686",205,72
"peak_3687",9660,2109
"peak_3688",5639,2036
"peak_3689",12928,1886
"peak_3690",87,21
"peak_3691",185,50
"peak_3692",90,10
"peak_3693",120,16
"peak_3694",473,74
"peak_3695",152,35
"peak_3696",250,62
"peak_3697",249,53
"peak_3698",1973,273
"peak_3699",119,16
"peak_3700",318,96
"peak_3701",1638,557
"peak_3702",25135,6944
"peak_3703",11038,2862
"peak_3704",195,62
"peak_3705",570,130
"peak_3706",272,92
"peak_3707",2015,445
"peak_3708",1733,262
"peak_3709",223,37
"peak_3710",141,45
"peak_3711",479,105
"peak_3712",134,25
"peak_3713",217,76
"peak_3714",207,67
"peak_3715",829,290
"peak_3716",274,49
"peak_3717",5651,1375
"peak_3718",1675,556
"peak_3719",895,248
"peak_3720",6269,1833
"peak_3721",93,24
"peak_3722",735,228
"peak_3723",368,71
"peak_3724",967,251
"peak_3725",867,264
"peak_3726",1221,392
"peak_3727",830,221
"peak_3728",241,62
"peak_3729",427,114
"peak_3730",1998,695
"peak_3731",2026,602
"peak_3732",80,19
"peak_3733",434,122
"peak_3734",1684,563
"peak_3735",7341,2571
"peak_3736",40382,13855
"peak_3737",553,168
"peak_3738",153,54
"peak_3739",597,146
"peak_3740",269,91
"peak_3741",672,238
"peak_3742",646,224
"peak_3743",1826,646
"peak_3744",567,156
"peak_3745",5102,1214
"peak_3746",856,240
"peak_3747",138,31
"peak_3748",178,61
"peak_3749",1858,305
"peak_3750",643,215
"peak_3751",1498,377
"peak_3752",133,35
"peak_3753",134,31
"peak_3754",8602,2839
"peak_3755",32478,5591
"peak_3756",181,38
"peak_3757",288,79
"peak_3758",237,62
"peak_3759",379,116
"peak_3760",166,49
"peak_3761",110,33
"peak_3762",214,79
"peak_3763",1354,279
"peak_3764",149,25
"peak_3765",105,19
"peak_3766",91,11
"peak_3767",81,12
"peak_3768",63,7
"peak_3769",86,13
"peak_3770",132,19
"peak_3771",244,84
"peak_3772",119,27
"peak_3773",336,81
"peak_3774",178,47
"peak_3775",778,144
"peak_3776",178,34
"peak_3777",2310,728
"peak_3778",1253,295
"peak_3779",351,103
"peak_3780",605,231
"peak_3781",354,109
"peak_3782",1125,395
"peak_3783",128,20
"peak_3784",349,118
"peak_3785",2005,324
"peak_3786",373,77
"peak_3787",375,126
"peak_3788",89,13
"peak_3789",70,16
"peak_3790",139,39
"peak_3791",319,110
"peak_3792",188,48
"peak_3793",157,32
"peak_3794",223,58
"peak_3795",554,181
"peak_3796",119,40
"peak_3797",226,56
"peak_3798",1976,458
"peak_3799",144,53
"peak_3800",273,82
"peak_3801",119,41
"peak_3802",1450,297
"peak_3803",2475,475
"peak_3804",1518,333
"peak_3805",947,255
"peak_3806",1391,290
"peak_3807",59,5
"peak_3808",626,87
"peak_3809",167,58
"peak_3810",348,118
"peak_3811",109,21
"peak_3812",1322,389
"peak_3813",12461,2405
"peak_3814",99,27
"peak_3815",226,46
"peak_3816",599,135
"peak_3817",112,38
"peak_3818",160,31
"peak_3819",456,109
"peak_3820",479,166
"peak_3821",776,243
"peak_3822",211,76
"peak_3823",614,154
"peak_3824",498,101
"peak_3825",276,101
"peak_3826",488,177
"peak_3827",190,56
"peak_3828",277,55
"peak_3829",313,66
"peak_3830",282,61
"peak_3831",261,75
"peak_3832",284,83
"peak_3833",173,55
"peak_3834",433,91
"peak_3835",146,36
"peak_3836",241,53
"peak_3837",229,64
"peak_3838",121,37
"peak_3839",180,64
"peak_3840",202,33
"peak_3841",100,22
"peak_3842",96,14
"peak_3843",99,29
"peak_3844",132,23
"peak_3845",162,26
"peak_3846",1015,361
"peak_3847",2243,680
"peak_3848",11475,2428
"peak_3849",1624,563
"peak_3850",3356,1179
"peak_3851",2581,918
"peak_3852",84,16
"peak_3853",1405,484
"peak_3854",618,98
"peak_3855",1063,200
"peak_3856",110,32
"peak_3857",266,81
"peak_3858",616,124
"peak_3859",1018,356
"peak_3860",377,125
"peak_3861",3329,527
"peak_3862",890,248
"peak_3863",775,164
"peak_3864",22690,5167
"peak_3865",182,64
"peak_3866",155,31
"peak_3867",426,92
"peak_3868",599,107
"peak_3869",378,72
"peak_3870",470,124
"peak_3871",211,78
"peak_3872",10910,2109
"peak_3873",128,39
"peak_3874",113,18
"peak_3875",298,87
"peak_3876",159,55
"peak_3877",1245,284
"peak_3878",109,21
"peak_3879",1984,339
"peak_3880",411,134
"peak_3881",1577,562
"peak_3882",68,9
"peak_3883",75,14
"peak_3884",215,46
"peak_3885",100,31
"peak_3886",112,31
"peak_3887",113,13
"peak_3888",88,25
"peak_3889",3014,896
"peak_3890",268,92
"peak_3891",128,40
"peak_3892",249,71
"peak_3893",574,180
"peak_3894",700,257
"peak_3895",2968,864
"peak_3896",970,350
"peak_3897",418,134
"peak_3898",1161,300
"peak_3899",305,108
"peak_3900",455,164
"peak_3901",443,155
"peak_3902",416,139
"peak_3903",391,145
"peak_3904",339,120
"peak_3905",142,48
"peak_3906",158,55
"peak_3907",177,66
"peak_3908",4482,753
"peak_3909",1139,326
"peak_3910",800,201
"peak_3911",403,136
"peak_3912",158,59
"peak_3913",139,22
"peak_3914",80,20
"peak_3915",112,29
"peak_3916",785,175
"peak_3917",150,49
"peak_3918",615,179
"peak_3919",1215,443
"peak_3920",6719,1778
"peak_3921",187,68
"peak_3922",15687,2772
"peak_3923",121,34
"peak_3924",1203,328
"peak_3925",245,73
"peak_3926",84,16
"peak_3927",3482,926
"peak_3928",1738,570
"peak_3929",3709,1237
"peak_3930",19779,4230
"peak_3931",1245,276
"peak_3932",65,9
"peak_3933",17749,3728
"peak_3934",258,93
"peak_3935",245,49
"peak_3936",113,30
"peak_3937",267,64
"peak_3938",298,39
"peak_3939",1252,306
"peak_3940",1094,414
"peak_3941",689,265
"peak_3942",102,30
"peak_3943",191,57
"peak_3944",65,7
"peak_3945",58,7
"peak_3946",92,11
"peak_3947",163,53
"peak_3948",626,141
"peak_3949",677,151
"peak_3950",98,12
"peak_3951",161,28
"peak_3952",276,73
"peak_3953",294,87
"peak_3954",153,48
"peak_3955",163,37
"peak_3956",588,211
"peak_3957",1623,301
"peak_3958",305,111
"peak_3959",1574,382
"peak_3960",282,101
"peak_3961",1895,451
"peak_3962",595,150
"peak_3963",242,83
"peak_3964",510,76
"peak_3965",1289,401
"peak_3966",1576,508
"peak_3967",12795,3251
"peak_3968",3359,1197
"peak_3969",7458,2175
"peak_3970",145,46
"peak_3971",142,47
"peak_3972",1269,468
"peak_3973",398,152
"peak_3974",851,293
"peak_3975",1058,392
"peak_3976",2730,615
"peak_3977",3536,784
"peak_3978",2874,860
"peak_3979",468,156
"peak_3980",520,133
"peak_3981",471,93
"peak_3982",85,21
"peak_3983",153,55
"peak_3984",3166,726
"peak_3985",239,78
"peak_3986",696,217
"peak_3987",2630,664
"peak_3988",1533,446
"peak_3989",306,104
"peak_3990",1698,554
"peak_3991",833,246
"peak_3992",260,90
"peak_3993",205,77
"peak_3994",138,45
"peak_3995",123,39
"peak_3996",446,94
"peak_3997",201,56
"peak_3998",219,82
"peak_3999",574,214
"peak_4000",101,25
"peak_4001",90,12
"peak_4002",99,16
"peak_4003",591,79
"peak_4004",86,17
"peak_4005",299,68
"peak_4006",1399,308
"peak_4007",225,82
"peak_4008",1158,377
"peak_4009",1159,310
"peak_4010",2886,473
"peak_4011",100,27
"peak_4012",554,105
"peak_4013",1077,230
"peak_4014",142,37
"peak_4015",677,179
"peak_4016",736,133
"peak_4017",418,132
"peak_4018",553,135
"peak_4019",3403,564
"peak_4020",1792,516
"peak_4021",4216,1216
"peak_4022",1182,397
"peak_4023",567,115
"peak_4024",3927,676
"peak_4025",97,24
"peak_4026",126,25
"peak_4027",356,126
"peak_4028",192,32
"peak_4029",500,97
"peak_4030",183,56
"peak_4031",307,107
"peak_4032",264,82
"peak_4033",141,27
"peak_4034",601,143
"peak_4035",804,180
"peak_4036",348,117
"peak_4037",387,98
"peak_4038",1627,232
"peak_4039",118,40
"peak_4040",1265,193
"peak_4041",440,118
"peak_4042",988,155
"peak_4043",378,121
"peak_4044",459,61
"peak_4045",65,7
"peak_4046",365,67
"peak_4047",927,168
"peak_4048",262,87
"peak_4049",1310,342
"peak_4050",61,8
"peak_4051",213,48
"peak_4052",131,26
"peak_4053",104,18
"peak_4054",700,203
"peak_4055",995,378
"peak_4056",4079,780
"peak_4057",2660,414
"peak_4058",692,214
"peak_4059",134,45
"peak_4060",190,63
"peak_4061",335,96
"peak_4062",1494,278
"peak_4063",6077,2232
"peak_4064",3708,1104
"peak_4065",717,162
"peak_4066",222,40
"peak_4067",284,85
"peak_4068",96,12
"peak_4069",777,284
"peak_4070",245,85
"peak_4071",459,66
"peak_4072",717,229
"peak_4073",444,48
"peak_4074",143,48
"peak_4075",580,188
"peak_4076",295,42
"peak_4077",2071,415
"peak_4078",1202,421
"peak_4079",433,134
"peak_4080",1174,278
"peak_4081",273,81
"peak_4082",229,83
"peak_4083",229,85
"peak_4084",361,70
"peak_4085",126,20
"peak_4086",263,83
"peak_4087",196,74
"peak_4088",192,67
"peak_4089",209,58
"peak_4090",218,53
"peak_4091",138,26
"peak_4092",69,12
"peak_4093",71,14
"peak_4094",164,28
"peak_4095",488,158
"peak_4096",238,74
"peak_4097",1089,400
"peak_4098",1364,431
"peak_4099",135,32
"peak_4100",108,18
"peak_4101",70,13
"peak_4102",363,103
"peak_4103",875,224
"peak_4104",803,159
"peak_4105",107,34
"peak_4106",1279,312
"peak_4107",545,105
"peak_4108",177,61
"peak_4109",83,15
"peak_4110",59,7
"peak_4111",88,19
"peak_4112",2787,627
"peak_4113",213,69
"peak_4114",239,77
"peak_4115",268,90
"peak_4116",921,321
"peak_4117",578,203
"peak_4118",494,173
"peak_4119",500,127
"peak_4120",102,18
"peak_4121",384,109
"peak_4122",140,51
"peak_4123",605,152
"peak_4124",3902,1059
"peak_4125",141,43
"peak_4126",631,122
"peak_4127",243,46
"peak_4128",137,28
"peak_4129",673,141
"peak_4130",1370,241
"peak_4131",308,90
"peak_4132",588,148
"peak_4133",381,57
"peak_4134",238,84
"peak_4135",134,47
"peak_4136",624,193
"peak_4137",415,77
"peak_4138",143,27
"peak_4139",140,41
"peak_4140",331,109
"peak_4141",326,127
"peak_4142",3322,839
"peak_4143",687,260
"peak_4144",519,168
"peak_4145",1027,244
"peak_4146",58,5
"peak_4147",403,108
"peak_4148",673,202
"peak_4149",192,46
"peak_4150",87,13
"peak_4151",1487,403
"peak_4152",311,101
"peak_4153",246,69
"peak_4154",124,35
"peak_4155",2258,395
"peak_4156",95,20
"peak_4157",6244,1819
"peak_4158",8358,2113
"peak_4159",300,88
"peak_4160",139,27
"peak_4161",780,147
"peak_4162",715,85
"peak_4163",250,71
"peak_4164",1035,355
"peak_4165",4494,1155
"peak_4166",19807,4320
"peak_4167",986,239
"peak_4168",4228,1164
"peak_4169",8951,1943
"peak_4170",82,18
"peak_4171",208,54
"peak_4172",314,46
"peak_4173",97,14
"peak_4174",134,45
"peak_4175",4872,1222
"peak_4176",249,39
"peak_4177",107,10
"peak_4178",164,55
"peak_4179",90,14
"peak_4180",96,11
"peak_4181",240,62
"peak_4182",336,123
"peak_4183",260,68
"peak_4184",550,138
"peak_4185",276,40
"peak_4186",91,25
"peak_4187",166,42
"peak_4188",103,18
"peak_4189",1916,524
"peak_4190",633,238
"peak_4191",425,119
"peak_4192",63,9
"peak_4193",226,87
"peak_4194",205,65
"peak_4195",2912,555
"peak_4196",150,56
"peak_4197",1762,230
"peak_4198",125,32
"peak_4199",2993,936
"peak_4200",41637,13235
"peak_4201",38958,12455
"peak_4202",84895,24650
"peak_4203",12451,4618
"peak_4204",15035,5363
"peak_4205",52338,16805
"peak_4206",22617,7753
"peak_4207",77088,13968
"peak_4208",8795,3017
"peak_4209",430,101
"peak_4210",122,20
"peak_4211",136,24
"peak_4212",145,52
"peak_4213",121,30
"peak_4214",124,18
"peak_4215",71,15
"peak_4216",222,74
"peak_4217",3155,759
"peak_4218",282,60
"peak_4219",106,30
"peak_4220",289,81
"peak_4221",278,54
"peak_4222",341,68
"peak_4223",198,63
"peak_4224",1804,558
"peak_4225",1837,468
"peak_4226",88,15
"peak_4227",66,6
"peak_4228",161,45
"peak_4229",163,37
"peak_4230",1080,123
"peak_4231",899,229
"peak_4232",233,64
"peak_4233",505,132
"peak_4234",1362,177
"peak_4235",70,10
"peak_4236",147,39
"peak_4237",114,21
"peak_4238",588,142
"peak_4239",111,22
"peak_4240",176,56
"peak_4241",154,54
"peak_4242",313,116
"peak_4243",405,144
"peak_4244",836,258
"peak_4245",698,175
"peak_4246",1170,285
"peak_4247",934,260
"peak_4248",828,253
"peak_4249",169,41
"peak_4250",566,160
"peak_4251",165,48
"peak_4252",168,37
"peak_4253",151,32
"peak_4254",324,116
"peak_4255",259,98
"peak_4256",914,222
"peak_4257",1104,286
"peak_4258",1797,544
"peak_4259",1814,419
"peak_4260",606,206
"peak_4261",772,275
"peak_4262",1523,552
"peak_4263",944,183
"peak_4264",569,178
"peak_4265",379,103
"peak_4266",353,73
"peak_4267",846,243
"peak_4268",2228,288
"peak_4269",3063,410
"peak_4270",185,64
"peak_4271",651,158
"peak_4272",319,78
"peak_4273",15478,3605
"peak_4274",6394,1411
"peak_4275",482,176
"peak_4276",143,36
"peak_4277",194,61
"peak_4278",241,66
"peak_4279",210,45
"peak_4280",196,46
"peak_4281",71,9
"peak_4282",247,53
"peak_4283",107,35
"peak_4284",129,35
"peak_4285",138,27
"peak_4286",798,275
"peak_4287",360,133
"peak_4288",172,64
"peak_4289",218,83
"peak_4290",448,147
"peak_4291",2713,429
"peak_4292",79,9
"peak_4293",385,155
"peak_4294",3641,1375
"peak_4295",141,19
"peak_4296",568,205
"peak_4297",179,58
"peak_4298",422,94
"peak_4299",1588,227
"peak_4300",290,59
"peak_4301",3157,644
"peak_4302",64,9
"peak_4303",527,164
"peak_4304",264,90
"peak_4305",136,35
"peak_4306",682,147
"peak_4307",342,64
"peak_4308",4028,1225
"peak_4309",858,320
"peak_4310",1038,353
"peak_4311",164,60
"peak_4312",723,156
"peak_4313",131,41
"peak_4314",2701,410
"peak_4315",2732,518
"peak_4316",68,12
"peak_4317",79,19
"peak_4318",899,239
"peak_4319",370,61
"peak_4320",126,16
"peak_4321",208,56
"peak_4322",1051,179
"peak_4323",416,98
"peak_4324",70,12
"peak_4325",432,148
"peak_4326",207,74
"peak_4327",628,230
"peak_4328",1282,288
"peak_4329",242,89
"peak_4330",122,41
"peak_4331",744,132
"peak_4332",68,6
"peak_4333",143,49
"peak_4334",360,83
"peak_4335",448,164
"peak_4336",2034,404
"peak_4337",78,16
"peak_4338",435,139
"peak_4339",1221,399
"peak_4340",206,75
"peak_4341",363,65
"peak_4342",121,33
"peak_4343",447,84
"peak_4344",270,72
"peak_4345",349,92
"peak_4346",492,158
"peak_4347",198,38
"peak_4348",71,14
"peak_4349",416,147
"peak_4350",2807,709
"peak_4351",136,21
"peak_4352",117,15
"peak_4353",268,40
"peak_4354",230,69
"peak_4355",183,54
"peak_4356",568,153
"peak_4357",193,64
"peak_4358",84,8
"peak_4359",70,5
"peak_4360",76,12
"peak_4361",90,23
"peak_4362",275,91
"peak_4363",518,163
"peak_4364",184,69
"peak_4365",487,46
"peak_4366",937,266
"peak_4367",1322,397
"peak_4368",1155,364
"peak_4369",426,114
"peak_4370",1826,248
"peak_4371",125,39
"peak_4372",354,91
"peak_4373",94,22
"peak_4374",587,194
"peak_4375",487,179
"peak_4376",68,13
"peak_4377",1238,326
"peak_4378",518,102
"peak_4379",541,128
"peak_4380",1551,391
"peak_4381",1079,341
"peak_4382",2703,577
"peak_4383",83,11
"peak_4384",183,61
"peak_4385",2042,718
"peak_4386",370,99
"peak_4387",193,51
"peak_4388",618,234
"peak_4389",92,20
"peak_4390",566,124
"peak_4391",1184,432
"peak_4392",6444,2390
"peak_4393",8095,2929
"peak_4394",790,290
"peak_4395",664,105
"peak_4396",1570,434
"peak_4397",4599,870
"peak_4398",326,91
"peak_4399",387,67
"peak_4400",1253,379
"peak_4401",2160,666
"peak_4402",401,140
"peak_4403",993,269
"peak_4404",748,271
"peak_4405",3207,1218
"peak_4406",208,43
"peak_4407",88,21
"peak_4408",386,135
"peak_4409",1122,334
"peak_4410",2251,559
"peak_4411",655,218
"peak_4412",911,292
"peak_4413",5484,1179
"peak_4414",171,60
"peak_4415",660,198
"peak_4416",13627,3925
"peak_4417",17798,4492
"peak_4418",6243,1829
"peak_4419",686,192
"peak_4420",3413,721
"peak_4421",577,185
"peak_4422",228,82
"peak_4423",337,110
"peak_4424",1734,318
"peak_4425",231,74
"peak_4426",559,116
"peak_4427",196,47
"peak_4428",124,25
"peak_4429",252,40
"peak_4430",159,32
"peak_4431",229,36
"peak_4432",237,81
"peak_4433",675,251
"peak_4434",155,58
"peak_4435",802,189
"peak_4436",147,48
"peak_4437",133,41
"peak_4438",1901,623
"peak_4439",361,131
"peak_4440",1363,308
"peak_4441",1280,419
"peak_4442",2571,736
"peak_4443",1301,406
"peak_4444",1096,232
"peak_4445",1946,495
"peak_4446",375,127
"peak_4447",1283,363
"peak_4448",1089,340
"peak_4449",1693,399
"peak_4450",319,94
"peak_4451",138,37
"peak_4452",275,46
"peak_4453",221,45
"peak_4454",173,52
"peak_4455",546,162
"peak_4456",2495,880
"peak_4457",5988,1619
"peak_4458",236,80
"peak_4459",1002,347
"peak_4460",127,36
"peak_4461",1411,536
"peak_4462",208,31
"peak_4463",814,139
"peak_4464",2509,529
"peak_4465",865,146
"peak_4466",2882,953
"peak_4467",170,22
"peak_4468",539,79
"peak_4469",901,250
"peak_4470",269,96
"peak_4471",313,72
"peak_4472",385,90
"peak_4473",162,51
"peak_4474",1611,487
"peak_4475",255,90
"peak_4476",1125,381
"peak_4477",435,66
"peak_4478",434,154
"peak_4479",339,123
"peak_4480",1487,483
"peak_4481",185,25
"peak_4482",87,14
"peak_4483",2070,760
"peak_4484",1180,257
"peak_4485",57,6
"peak_4486",304,67
"peak_4487",200,65
"peak_4488",129,22
"peak_4489",244,79
"peak_4490",172,43
"peak_4491",2076,645
"peak_4492",356,108
"peak_4493",58,7
"peak_4494",435,101
"peak_4495",975,174
"peak_4496",2364,550
"peak_4497",5960,865
"peak_4498",131,30
"peak_4499",228,39
"peak_4500",91,20
"peak_4501",192,44
"peak_4502",1261,253
"peak_4503",247,84
"peak_4504",69,12
"peak_4505",1376,450
"peak_4506",202,61
"peak_4507",215,74
"peak_4508",5178,1567
"peak_4509",4749,1209
"peak_4510",10035,2885
"peak_4511",557,152
"peak_4512",356,114
"peak_4513",2975,767
"peak_4514",478,142
"peak_4515",2212,455
"peak_4516",271,51
"peak_4517",898,179
"peak_4518",353,96
"peak_4519",1581,372
"peak_4520",180,51
"peak_4521",232,85
"peak_4522",251,58
"peak_4523",105,29
"peak_4524",3212,654
"peak_4525",115,14
"peak_4526",129,17
"peak_4527",3606,931
"peak_4528",230,75
"peak_4529",315,113
"peak_4530",219,72
"peak_4531",731,208
"peak_4532",170,53
"peak_4533",1018,173
"peak_4534",299,69
"peak_4535",240,69
"peak_4536",1042,158
"peak_4537",489,136
"peak_4538",240,57
"peak_4539",289,120
"peak_4540",257,96
"peak_4541",8422,1837
"peak_4542",2894,696
"peak_4543",6598,2008
"peak_4544",4868,1460
"peak_4545",2072,775
"peak_4546",3681,1077
"peak_4547",3439,1137
"peak_4548",338,85
"peak_4549",608,185
"peak_4550",145,45
"peak_4551",266,52
"peak_4552",1533,403
"peak_4553",449,165
"peak_4554",5367,776
"peak_4555",165,27
"peak_4556",482,188
"peak_4557",166,36
"peak_4558",208,69
"peak_4559",104,23
"peak_4560",2548,542
"peak_4561",324,121
"peak_4562",65,12
"peak_4563",74,16
"peak_4564",105,21
"peak_4565",105,27
"peak_4566",1374,223
"peak_4567",1602,521
"peak_4568",232,82
"peak_4569",248,51
"peak_4570",2108,419
"peak_4571",101,21
"peak_4572",614,114
"peak_4573",55,6
"peak_4574",523,134
"peak_4575",700,160
"peak_4576",166,64
"peak_4577",163,32
"peak_4578",269,62
"peak_4579",245,56
"peak_4580",122,22
"peak_4581",110,20
"peak_4582",167,16
"peak_4583",1074,380
"peak_4584",1376,307
"peak_4585",64,5
"peak_4586",92,24
"peak_4587",878,346
"peak_4588",232,43
"peak_4589",288,41
"peak_4590",165,55
"peak_4591",649,153
"peak_4592",548,60
"peak_4593",436,62
"peak_4594",205,37
"peak_4595",342,108
"peak_4596",732,150
"peak_4597",248,72
"peak_4598",1793,339
"peak_4599",343,112
"peak_4600",1000,384
"peak_4601",282,49
"peak_4602",435,47
"peak_4603",264,91
"peak_4604",827,235
"peak_4605",879,242
"peak_4606",3590,662
"peak_4607",1054,284
"peak_4608",237,43
"peak_4609",126,41
"peak_4610",114,36
"peak_4611",458,50
"peak_4612",86,15
"peak_4613",233,77
"peak_4614",356,71
"peak_4615",5311,1509
"peak_4616",1466,427
"peak_4617",2870,875
"peak_4618",2035,571
"peak_4619",121,35
"peak_4620",4765,1013
"peak_4621",1282,336
"peak_4622",1236,412
"peak_4623",2585,855
"peak_4624",1969,740
"peak_4625",2954,985
"peak_4626",1556,546
"peak_4627",4466,1334
"peak_4628",1873,678
"peak_4629",3727,1341
"peak_4630",2142,758
"peak_4631",25913,5408
"peak_4632",5672,1596
"peak_4633",595,190
"peak_4634",38953,6461
"peak_4635",20784,5481
"peak_4636",94,20
"peak_4637",234,74
"peak_4638",289,101
"peak_4639",552,106
"peak_4640",251,31
"peak_4641",660,63
"peak_4642",1577,511
"peak_4643",292,76
"peak_4644",484,114
"peak_4645",508,132
"peak_4646",419,144
"peak_4647",339,125
"peak_4648",509,126
"peak_4649",1440,233
"peak_4650",177,32
"peak_4651",371,111
"peak_4652",132,18
"peak_4653",178,26
"peak_4654",261,71
"peak_4655",512,134
"peak_4656",435,81
"peak_4657",365,52
"peak_4658",253,51
"peak_4659",138,44
"peak_4660",61,8
"peak_4661",382,114
"peak_4662",234,47
"peak_4663",165,29
"peak_4664",401,97
"peak_4665",135,33
"peak_4666",147,41
"peak_4667",904,335
"peak_4668",1132,419
"peak_4669",1123,420
"peak_4670",1965,732
"peak_4671",2071,716
"peak_4672",7361,1636
"peak_4673",720,228
"peak_4674",859,130
"peak_4675",454,72
"peak_4676",114,24
"peak_4677",69,13
"peak_4678",201,32
"peak_4679",245,69
"peak_4680",691,227
"peak_4681",145,48
"peak_4682",12224,2919
"peak_4683",1668,612
"peak_4684",252,88
"peak_4685",183,38
"peak_4686",181,58
"peak_4687",114,35
"peak_4688",549,152
"peak_4689",645,133
"peak_4690",192,43
"peak_4691",141,49
"peak_4692",177,32
"peak_4693",547,80
"peak_4694",1077,188
"peak_4695",231,65
"peak_4696",1842,265
"peak_4697",2627,936
"peak_4698",1996,645
"peak_4699",367,111
"peak_4700",347,103
"peak_4701",207,77
"peak_4702",843,287
