Geneid,LT34,LT35,LT36,LT46,LT47,L48
ENSG00000257458.1,0,0,0,0,0,0
ENSG00000202324.1,0,0,0,0,0,0
ENSG00000258039.2,0,0,0,0,0,0
ENSG00000180219.1,0,0,0,0,0,1
ENSG00000277393.1,0,0,0,0,0,0
ENSG00000214203.4,0,0,0,0,0,0
ENSG00000279148.1,6,7,5,2,7,6
ENSG00000111647.12,485,545,375,335,234,387
ENSG00000280088.1,15,31,21,11,14,24
ENSG00000257696.1,2,0,3,1,1,1
ENSG00000238105.7,34,22,10,12,22,34
ENSG00000221770.1,0,0,0,0,0,0
ENSG00000266610.2,0,0,0,0,0,0
ENSG00000257489.6,0,6,2,5,2,5
ENSG00000075089.9,102,130,76,97,102,96
ENSG00000166153.16,7,5,10,5,2,5
ENSG00000206790.1,0,0,0,0,0,0
ENSG00000136021.17,503,717,516,386,392,583
ENSG00000179520.10,0,0,0,0,1,1
ENSG00000012504.13,0,0,0,0,0,0
ENSG00000271177.1,0,0,0,0,0,0
ENSG00000139354.10,187,186,192,109,112,158
ENSG00000257803.2,0,2,3,0,0,0
ENSG00000239036.1,0,0,0,0,0,0
ENSG00000151572.16,146,179,74,96,106,138
ENSG00000257325.1,0,1,0,0,0,0
ENSG00000258007.1,2,0,0,0,0,0
ENSG00000258033.1,0,0,0,0,0,0
ENSG00000256870.2,0,2,3,0,0,0
ENSG00000207414.1,0,0,0,0,0,0
ENSG00000241744.1,0,0,0,0,0,0
ENSG00000120800.4,841,992,1070,1140,914,1623
ENSG00000120805.13,492,673,406,437,419,549
ENSG00000257543.1,2,3,7,3,7,12
ENSG00000222890.1,0,0,0,0,1,0
ENSG00000239413.1,0,0,0,0,0,0
ENSG00000206929.1,0,0,0,0,0,0
ENSG00000202249.1,0,0,0,0,0,0
ENSG00000252366.1,0,0,0,0,0,0
ENSG00000166211.7,0,0,0,0,0,0
ENSG00000196091.12,0,0,0,0,1,1
ENSG00000257514.5,0,0,0,0,0,0
ENSG00000274560.1,0,0,0,0,0,0
ENSG00000111666.10,199,377,231,166,414,370
ENSG00000199933.1,0,0,0,0,0,0
ENSG00000139351.14,2,2,0,0,0,0
ENSG00000111670.14,363,502,342,290,286,372
ENSG00000222255.1,0,0,0,0,0,0
ENSG00000258230.2,0,0,0,0,0,0
ENSG00000201168.1,0,0,0,0,0,0
ENSG00000222932.1,0,0,0,0,0,0
ENSG00000223046.1,0,0,0,0,0,0
ENSG00000252863.1,0,0,0,0,0,0
ENSG00000258153.1,9,10,7,1,7,6
ENSG00000136048.13,383,944,575,217,729,488
ENSG00000257202.1,0,0,0,0,0,1
ENSG00000241917.1,0,0,0,0,0,0
ENSG00000258308.5,0,0,0,0,0,0
ENSG00000258288.1,0,0,0,0,0,0
ENSG00000120860.10,131,185,125,78,113,104
ENSG00000257222.1,0,0,0,0,0,1
ENSG00000075188.8,132,205,169,78,130,159
ENSG00000281370.1,0,0,0,0,0,0
ENSG00000185480.11,56,73,44,29,53,81
ENSG00000183395.4,0,0,0,0,0,0
ENSG00000281344.1,145,144,131,75,60,111
ENSG00000264554.2,0,0,0,0,0,0
ENSG00000258142.2,0,0,0,0,0,0
ENSG00000017427.15,1,1,2,0,0,0
ENSG00000257254.1,0,0,0,0,0,0
ENSG00000258169.1,1,0,3,0,1,1
ENSG00000171759.8,0,3,1,1,0,0
ENSG00000139352.3,0,1,0,1,0,0
ENSG00000257703.5,0,0,0,0,0,0
ENSG00000257860.5,0,0,0,0,0,0
ENSG00000179088.14,0,0,0,0,0,0
ENSG00000238909.1,0,0,0,0,0,0
ENSG00000257415.1,0,0,0,0,0,0
ENSG00000257994.1,0,0,0,0,0,0
ENSG00000257762.5,0,0,0,0,0,0
ENSG00000136011.14,5,0,1,0,1,1
ENSG00000212594.1,0,0,0,0,0,0
ENSG00000257737.1,0,0,0,0,0,0
ENSG00000257766.1,0,0,0,0,0,0
ENSG00000257681.1,7,3,7,1,6,5
ENSG00000111696.11,596,679,765,418,484,852
ENSG00000257754.1,0,0,0,0,0,0
ENSG00000257327.1,1,0,0,1,1,2
ENSG00000214198.7,4,7,9,2,4,7
ENSG00000166598.12,4443,5804,4937,5483,5575,6629
ENSG00000265072.1,0,0,0,0,0,0
ENSG00000204954.9,91,80,95,66,105,126
ENSG00000139372.14,229,341,341,319,346,445
ENSG00000215976.1,0,0,0,0,0,0
ENSG00000120820.12,86,165,116,37,84,54
ENSG00000216285.5,1,0,1,0,0,1
ENSG00000111727.11,236,259,191,180,164,263
ENSG00000120837.7,147,216,162,172,254,270
ENSG00000199415.1,0,0,0,0,0,0
ENSG00000280646.1,0,0,0,0,0,0
ENSG00000257193.1,0,0,0,0,0,0
ENSG00000198431.15,2932,3069,3067,2060,2764,3432
ENSG00000257732.1,18,9,14,2,11,3
ENSG00000213442.5,105,98,88,50,134,159
ENSG00000255150.1,6,23,16,7,21,17
ENSG00000171310.10,297,388,463,215,351,419
ENSG00000258111.1,0,0,0,0,0,0
ENSG00000279176.1,2,2,4,0,0,2
ENSG00000264295.1,0,0,0,0,0,0
ENSG00000136052.9,204,266,216,225,236,350
ENSG00000222579.1,0,0,0,0,0,0
ENSG00000265054.1,0,0,0,0,0,0
ENSG00000257758.1,0,0,0,0,0,0
ENSG00000151131.9,96,90,84,47,88,85
ENSG00000136010.13,994,421,666,335,166,387
ENSG00000257886.1,0,0,0,0,0,0
ENSG00000257999.1,5,6,8,3,2,0
ENSG00000136051.13,337,516,316,391,335,475
ENSG00000136044.11,531,544,454,234,296,405
ENSG00000235162.8,607,859,534,399,667,708
ENSG00000257642.1,5,0,2,0,3,1
ENSG00000264749.1,0,0,0,0,0,0
ENSG00000257859.1,1,0,0,0,0,0
ENSG00000257773.1,4,4,4,3,1,2
ENSG00000257890.1,0,0,0,0,0,0
ENSG00000074590.13,342,526,481,253,416,597
ENSG00000257438.1,0,0,0,0,0,0
ENSG00000257611.1,0,0,0,0,0,0
ENSG00000136026.13,954,3095,1823,1233,3369,3242
ENSG00000258355.1,0,1,0,0,0,0
ENSG00000277715.1,3,5,1,0,3,3
ENSG00000238609.1,0,0,0,0,0,0
ENSG00000166046.10,193,211,199,47,72,69
ENSG00000013503.9,250,292,251,152,143,258
ENSG00000257545.4,1,0,0,1,1,0
ENSG00000111783.12,0,0,0,0,0,1
ENSG00000257711.1,1,0,1,0,2,0
ENSG00000257918.1,1,1,0,2,0,1
ENSG00000111785.18,270,303,274,177,158,280
ENSG00000257119.1,0,0,0,0,0,0
ENSG00000240631.1,0,0,0,0,0,0
ENSG00000260329.1,25,20,30,22,30,38
ENSG00000151135.9,562,818,542,671,662,1095
ENSG00000120832.9,32,36,21,26,49,59
ENSG00000008405.11,664,624,668,558,617,981
ENSG00000257548.1,0,0,0,0,0,0
ENSG00000257444.1,0,0,0,0,0,0
ENSG00000151136.14,127,172,232,46,110,187
ENSG00000200897.1,0,0,0,0,0,0
ENSG00000222302.1,0,0,0,0,0,0
ENSG00000257579.1,0,0,1,0,0,0
ENSG00000222160.1,0,0,0,0,0,0
ENSG00000136045.11,413,697,599,385,677,787
ENSG00000240441.1,0,0,0,0,0,0
ENSG00000110851.11,881,1197,940,801,1171,1590
ENSG00000258136.1,1,1,2,0,2,2
ENSG00000187855.5,0,0,0,0,0,0
ENSG00000263632.1,0,0,0,0,0,0
ENSG00000257141.1,0,0,0,0,0,0
ENSG00000274395.1,0,0,0,0,0,0
ENSG00000257398.6,0,0,0,0,0,0
ENSG00000257951.1,11,28,17,8,15,15
ENSG00000257392.1,0,0,0,0,0,0
ENSG00000257426.1,0,0,0,0,0,0
ENSG00000258072.1,0,0,1,0,0,0
ENSG00000257129.1,1,0,0,0,0,0
ENSG00000075035.9,3,6,0,1,2,1
ENSG00000276750.1,0,0,0,0,0,0
ENSG00000257281.1,0,1,0,0,0,0
ENSG00000174600.13,5,26,12,1,7,14
ENSG00000280860.1,0,0,0,0,0,0
ENSG00000247213.6,0,0,0,0,0,0
ENSG00000198855.6,450,612,664,444,746,847
ENSG00000075856.11,962,1327,1285,837,1494,1838
ENSG00000136003.15,974,915,764,514,690,772
ENSG00000183160.8,238,1030,465,41,577,212
ENSG00000110876.9,42,55,58,22,33,42
ENSG00000257221.1,0,0,0,0,0,0
ENSG00000110880.10,2528,2843,2612,1139,1906,2272
ENSG00000238457.1,0,0,0,0,0,0
ENSG00000200060.1,0,0,0,0,0,0
ENSG00000273499.1,0,0,0,0,0,0
ENSG00000084112.14,955,1801,1136,487,1273,1211
ENSG00000280110.1,0,0,0,0,0,0
ENSG00000274598.1,0,0,0,0,2,0
ENSG00000207622.1,0,0,0,0,0,0
ENSG00000110887.7,0,0,0,0,0,0
ENSG00000166111.9,1,1,2,1,0,2
ENSG00000201324.1,0,0,0,0,0,0
ENSG00000238424.1,0,0,0,0,0,0
ENSG00000279630.1,0,0,0,0,0,0
ENSG00000135093.12,290,291,279,176,167,258
ENSG00000256262.1,6,26,11,0,21,6
ENSG00000212138.1,0,0,0,0,0,0
ENSG00000189046.10,88,138,132,103,242,230
ENSG00000076248.10,343,588,454,397,605,771
ENSG00000256139.2,1,2,3,1,4,1
ENSG00000076555.15,152,240,162,37,103,143
ENSG00000139445.17,3,1,1,0,0,3
ENSG00000174527.9,2,2,1,0,2,0
ENSG00000256560.1,0,0,1,0,0,0
ENSG00000255655.1,0,0,0,0,0,0
ENSG00000110906.12,962,1347,1248,526,974,1227
ENSG00000151148.13,676,810,893,246,585,625
ENSG00000139428.11,208,287,216,54,101,77
ENSG00000200274.1,0,0,0,0,0,0
ENSG00000110921.11,848,868,624,264,410,463
ENSG00000200794.1,0,0,0,0,0,0
ENSG00000139438.5,214,310,243,242,450,512
ENSG00000255650.5,1,1,0,0,1,1
ENSG00000111199.10,102,154,152,66,127,182
ENSG00000263510.1,0,1,1,0,1,0
ENSG00000139433.9,648,737,628,244,402,477
ENSG00000256351.1,0,0,0,0,0,0
ENSG00000241413.3,0,0,0,0,0,1
ENSG00000249094.2,0,0,0,0,1,0
ENSG00000139437.17,185,273,161,166,272,316
ENSG00000139436.20,294,415,363,189,318,472
ENSG00000277299.1,0,0,0,0,0,0
ENSG00000280426.1,8,5,3,1,1,2
ENSG00000076513.16,869,924,816,569,794,1170
ENSG00000174456.13,43,59,30,51,68,60
ENSG00000277595.1,0,2,0,0,1,0
ENSG00000279360.1,0,0,0,0,0,0
ENSG00000122970.15,65,101,49,40,49,50
ENSG00000174437.16,2778,4117,3885,1896,3937,4433
ENSG00000276956.1,0,0,0,0,0,0
ENSG00000281030.1,0,0,0,0,0,0
ENSG00000196510.12,471,623,521,312,508,588
ENSG00000258210.1,1,0,1,0,0,0
ENSG00000258011.2,1,6,2,0,0,0
ENSG00000111229.15,1247,1430,1325,804,1269,1334
ENSG00000111231.8,301,352,220,226,271,367
ENSG00000241680.1,0,1,0,0,0,0
ENSG00000204856.11,58,63,48,58,84,88
ENSG00000111237.18,487,574,428,347,393,368
ENSG00000202335.1,0,0,0,0,0,0
ENSG00000278993.1,13,17,12,3,7,14
ENSG00000151164.18,9,7,19,2,10,8
ENSG00000196850.5,368,542,456,280,418,539
ENSG00000204852.15,106,168,113,43,83,101
ENSG00000263537.2,0,0,0,0,0,0
ENSG00000122986.13,37,59,52,41,39,48
ENSG00000221246.1,0,0,0,0,0,0
ENSG00000186298.11,555,1226,708,503,831,994
ENSG00000279925.1,0,0,0,0,0,0
ENSG00000257268.1,0,0,0,0,2,0
ENSG00000241286.2,3,1,0,0,0,0
ENSG00000173093.12,0,0,1,0,0,0
ENSG00000111245.14,4,2,1,0,0,0
ENSG00000185847.7,0,0,1,0,0,0
ENSG00000258240.5,0,1,0,0,0,0
ENSG00000111249.13,5,0,1,3,0,6
ENSG00000221259.1,0,0,0,0,0,0
ENSG00000221386.1,0,0,0,0,0,0
ENSG00000273700.1,0,0,0,0,0,0
ENSG00000253080.1,0,0,0,0,0,0
ENSG00000198324.13,209,388,355,141,420,429
ENSG00000257595.2,1,1,1,0,0,0
ENSG00000257539.2,0,1,0,0,0,0
ENSG00000111252.10,2657,2803,2439,645,1219,1414
ENSG00000204842.14,1114,1341,1409,1130,1707,2095
ENSG00000266269.1,1,1,1,0,0,0
ENSG00000272215.1,1,0,0,0,0,0
ENSG00000238168.5,0,0,0,0,0,0
ENSG00000281280.1,0,0,0,0,0,0
ENSG00000258099.1,1,7,2,0,0,3
ENSG00000089234.15,385,557,457,399,638,759
ENSG00000273903.1,0,0,0,0,0,1
ENSG00000258359.1,3,1,0,1,2,2
ENSG00000111271.14,153,120,172,53,95,123
ENSG00000257767.2,0,0,0,0,0,0
ENSG00000111275.12,629,430,472,135,137,212
ENSG00000274697.1,0,0,0,0,0,0
ENSG00000234608.7,173,155,163,134,192,218
ENSG00000089022.13,509,594,502,258,430,529
ENSG00000244060.2,0,0,0,0,0,0
ENSG00000229186.4,0,0,0,0,0,0
ENSG00000226469.1,4,2,2,0,1,1
ENSG00000198270.12,101,117,81,60,81,111
ENSG00000258373.1,0,0,0,0,0,0
ENSG00000257624.1,0,0,0,1,0,0
ENSG00000089248.6,2181,2195,2632,1212,2692,2880
ENSG00000274227.1,3,0,0,1,0,0
ENSG00000111300.9,442,609,512,371,352,601
ENSG00000266370.1,0,0,0,0,0,0
ENSG00000258323.1,2,1,0,0,0,0
ENSG00000200688.1,0,1,1,0,0,0
ENSG00000135148.11,461,815,566,224,532,524
ENSG00000200135.1,0,0,0,0,0,0
ENSG00000173064.10,969,1322,1286,601,1017,1645
ENSG00000273826.1,0,0,0,0,0,0
ENSG00000257494.1,0,0,0,0,0,0
ENSG00000201428.1,4,1,2,3,4,4
ENSG00000213152.5,0,0,0,0,0,0
ENSG00000257658.1,0,0,0,0,0,0
ENSG00000089009.15,4352,4622,4395,2493,4108,5454
ENSG00000179295.15,914,1539,1103,441,1107,1148
ENSG00000089169.14,0,0,1,0,1,0
ENSG00000089127.12,329,1856,526,43,610,209
ENSG00000257452.1,0,0,1,0,1,0
ENSG00000111331.12,848,3833,1610,210,1790,1091
ENSG00000111335.12,283,1228,381,41,419,177
ENSG00000258159.1,0,0,0,0,0,0
ENSG00000242461.1,0,0,0,0,0,0
ENSG00000135144.7,20,46,28,30,80,57
ENSG00000111344.11,28,21,26,9,24,25
ENSG00000186710.11,3,1,1,1,0,0
ENSG00000199899.2,0,0,0,0,0,0
ENSG00000123064.12,942,1420,1275,663,1676,1674
ENSG00000276908.1,0,0,0,0,0,0
ENSG00000201208.1,0,0,0,0,0,0
ENSG00000139405.15,420,615,528,213,595,629
ENSG00000257286.1,0,0,0,0,0,0
ENSG00000166578.9,17,23,9,4,11,18
ENSG00000186815.12,408,629,644,142,475,412
ENSG00000277566.1,0,0,0,1,0,0
ENSG00000274822.1,0,0,0,0,0,0
ENSG00000089060.11,459,603,614,211,402,576
ENSG00000151176.7,2260,2734,2998,1197,2139,2162
ENSG00000135094.10,0,1,2,1,0,1
ENSG00000139410.14,16,38,16,2,49,21
ENSG00000089116.3,3,1,9,16,20,33
ENSG00000257935.2,0,0,0,0,0,1
ENSG00000249550.6,3,0,2,0,0,0
ENSG00000257231.1,0,0,0,0,0,0
ENSG00000122965.10,876,1181,1252,547,1180,1396
ENSG00000257359.1,0,1,0,0,0,0
ENSG00000257603.1,0,0,0,0,0,0
ENSG00000257997.5,0,0,0,0,0,0
ENSG00000257300.1,0,0,0,0,0,0
ENSG00000257915.1,0,0,0,0,0,0
ENSG00000257476.1,0,0,0,0,0,0
ENSG00000280861.1,0,0,0,0,0,0
ENSG00000089225.19,172,530,278,175,368,332
ENSG00000255399.3,160,337,192,106,284,256
ENSG00000222982.1,0,0,0,0,0,0
ENSG00000255830.2,0,0,0,0,0,0
ENSG00000265632.1,0,0,0,0,0,0
ENSG00000258244.1,0,0,0,0,0,0
ENSG00000258254.1,0,0,0,0,0,0
ENSG00000199220.1,0,0,0,0,0,0
ENSG00000135111.14,971,2429,1734,577,1649,1648
ENSG00000257817.1,2,3,0,1,2,0
ENSG00000252459.1,0,0,0,0,0,0
ENSG00000257517.1,0,0,1,0,0,0
ENSG00000274879.1,0,1,2,0,4,1
ENSG00000257958.1,0,0,0,0,0,0
ENSG00000257519.1,0,0,0,0,1,0
ENSG00000271579.1,1,4,2,1,1,2
ENSG00000276308.1,1,3,3,3,2,1
ENSG00000276972.1,0,0,0,0,0,0
ENSG00000257726.1,0,0,3,0,0,0
ENSG00000258108.1,0,1,0,0,0,0
ENSG00000258280.1,0,0,0,0,0,0
ENSG00000257407.1,0,0,1,0,3,0
ENSG00000241656.1,0,0,0,0,0,0
ENSG00000240205.3,0,0,0,0,0,0
ENSG00000257781.1,1,0,0,0,1,0
ENSG00000257683.1,0,0,0,0,1,0
ENSG00000200112.1,0,0,0,0,0,0
ENSG00000123066.7,1458,1964,1761,751,1171,1577
ENSG00000258034.1,0,0,0,0,0,0
ENSG00000200665.1,1,0,0,0,0,0
ENSG00000207967.1,0,0,0,0,0,0
ENSG00000257979.1,0,0,1,0,0,0
ENSG00000258337.1,0,0,0,0,0,0
ENSG00000263768.1,1,0,0,0,0,0
ENSG00000258346.1,0,1,0,0,0,0
ENSG00000264037.1,0,0,1,0,0,0
ENSG00000258018.1,0,0,0,1,0,0
ENSG00000196668.3,2,0,1,0,1,1
ENSG00000258102.3,48,34,46,7,31,49
ENSG00000275898.1,1,2,1,0,0,1
ENSG00000258249.1,0,0,3,0,0,0
ENSG00000257883.1,0,0,0,0,0,0
ENSG00000257654.1,0,0,0,0,0,0
ENSG00000111412.5,792,926,964,417,849,1058
ENSG00000135119.14,86,88,110,50,58,113
ENSG00000239374.1,0,0,0,0,0,0
ENSG00000201382.1,0,0,0,0,0,0
ENSG00000275467.1,0,0,0,0,0,1
ENSG00000135116.9,26,16,41,29,24,62
ENSG00000240100.1,0,0,0,0,0,0
ENSG00000174989.12,382,419,392,247,349,457
ENSG00000274554.1,0,1,0,2,0,0
ENSG00000257279.1,2,2,1,0,1,3
ENSG00000277840.1,0,0,1,0,0,0
ENSG00000088992.17,83,84,55,76,97,152
ENSG00000258285.1,0,0,0,0,0,0
ENSG00000135108.14,493,829,673,356,628,818
ENSG00000089250.18,5,2,2,3,1,5
ENSG00000257465.2,0,0,0,0,0,0
ENSG00000281291.1,0,0,0,0,0,0
ENSG00000255686.1,0,0,0,0,0,0
ENSG00000171435.13,9,10,9,6,1,8
ENSG00000281843.1,0,0,0,0,0,0
ENSG00000256071.1,0,0,0,0,0,0
ENSG00000111445.13,200,232,213,127,155,217
ENSG00000277873.1,1,1,1,0,0,0
ENSG00000176871.8,980,1412,1158,656,1168,1396
ENSG00000276292.1,0,0,0,0,0,0
ENSG00000176834.13,443,616,430,302,505,618
ENSG00000274859.1,0,0,0,0,0,0
ENSG00000089220.4,2093,2831,2409,827,1456,1839
ENSG00000135090.13,319,479,400,177,339,354
ENSG00000221280.2,0,0,0,0,0,0
ENSG00000240342.3,438,465,499,190,563,680
ENSG00000278227.1,0,0,0,0,0,0
ENSG00000270482.1,0,2,0,1,1,0
ENSG00000111707.11,390,605,524,310,571,586
ENSG00000275759.1,2,1,3,1,1,2
ENSG00000275409.1,0,1,1,2,0,0
ENSG00000255714.1,0,0,0,0,0,0
ENSG00000241590.1,0,0,0,0,0,0
ENSG00000256750.1,0,0,0,0,0,0
ENSG00000255618.1,0,0,0,0,0,0
ENSG00000255814.1,0,0,0,0,0,0
ENSG00000199809.1,0,0,0,0,0,0
ENSG00000256149.1,0,1,0,0,0,0
ENSG00000201042.1,0,0,0,0,0,0
ENSG00000139767.8,0,6,3,0,2,7
ENSG00000244112.3,0,0,0,0,0,0
ENSG00000256031.1,0,0,0,0,0,0
ENSG00000257095.1,0,0,0,0,0,0
ENSG00000256884.1,0,1,1,0,0,0
ENSG00000152137.6,1353,1136,971,517,628,829
ENSG00000256609.1,0,0,0,0,0,0
ENSG00000213144.2,8,5,3,1,0,1
ENSG00000256311.1,0,0,0,0,0,0
ENSG00000281196.1,0,0,0,0,0,0
ENSG00000183273.6,0,0,0,1,1,0
ENSG00000248636.6,1,1,2,0,0,1
ENSG00000222647.1,0,0,0,0,0,0
ENSG00000224982.3,1,1,4,0,1,0
ENSG00000252886.1,0,0,0,0,0,0
ENSG00000111725.10,563,697,624,477,785,938
ENSG00000122966.13,109,290,214,67,170,290
ENSG00000255692.1,0,0,0,0,0,0
ENSG00000221323.1,0,0,0,0,0,0
ENSG00000279777.1,4,4,3,0,1,3
ENSG00000226729.3,0,0,0,0,0,0
ENSG00000135127.11,183,140,144,127,120,173
ENSG00000278250.1,0,0,0,0,0,0
ENSG00000255575.1,0,0,0,0,0,0
ENSG00000111737.11,1336,1962,1750,901,2037,2319
ENSG00000277283.1,16,23,9,7,6,15
ENSG00000089154.10,2304,2978,3446,1327,2756,4357
ENSG00000266704.1,0,0,0,0,0,0
ENSG00000263913.1,0,1,0,0,0,0
ENSG00000089157.15,6800,6760,7297,3901,7720,9466
ENSG00000255857.5,15,8,42,12,17,10
ENSG00000089159.15,1828,2533,2055,996,2336,2505
ENSG00000275936.1,0,0,0,0,0,0
ENSG00000240925.1,0,1,0,0,0,0
ENSG00000123009.4,0,0,0,0,0,0
ENSG00000202538.1,5178,7669,7229,240,1747,4837
ENSG00000200795.1,2683,3781,4047,1900,5338,2267
ENSG00000089163.4,55,48,43,33,48,66
ENSG00000252659.1,0,0,0,0,0,0
ENSG00000170890.13,1,1,0,0,0,0
ENSG00000135097.6,167,189,173,257,335,613
ENSG00000239881.1,1,0,0,0,1,3
ENSG00000256695.1,0,0,0,0,0,0
ENSG00000111775.2,1267,1417,1492,777,1773,1868
ENSG00000111780.8,0,0,0,0,1,0
ENSG00000170855.3,213,289,187,180,231,271
ENSG00000257218.5,169,270,213,158,223,264
ENSG00000219355.2,0,0,0,0,0,0
ENSG00000111786.8,1013,1593,1235,799,1963,1711
ENSG00000088986.10,1403,2365,1512,1456,2804,2866
ENSG00000248008.2,48,99,72,55,131,132
ENSG00000278344.1,0,0,0,0,0,0
ENSG00000110871.14,103,200,91,109,184,188
ENSG00000222601.1,0,0,0,0,0,0
ENSG00000241030.1,0,1,0,0,0,0
ENSG00000022840.15,3541,3849,3370,1566,2322,3336
ENSG00000167272.10,153,202,205,86,186,202
ENSG00000242137.1,0,0,0,0,0,0
ENSG00000256008.2,1,0,1,0,1,3
ENSG00000157782.9,4,9,6,4,10,29
ENSG00000110917.7,3632,4758,4136,3583,4658,6335
ENSG00000256364.1,0,0,0,0,0,0
ENSG00000277423.1,1,0,0,6,4,2
ENSG00000276188.1,0,0,0,0,0,0
ENSG00000175970.8,516,585,488,341,465,626
ENSG00000256569.1,0,0,0,0,0,0
ENSG00000265455.1,0,0,0,0,0,0
ENSG00000122971.8,189,254,263,80,256,323
ENSG00000255946.1,0,0,1,0,0,0
ENSG00000157837.15,906,1172,1105,424,808,1047
ENSG00000213137.3,0,0,0,0,0,0
ENSG00000231313.2,0,0,0,0,0,0
ENSG00000244585.1,0,0,0,0,0,0
ENSG00000241388.4,2,0,1,1,0,1
ENSG00000135100.17,0,1,0,1,8,5
ENSG00000157895.11,334,550,440,254,492,592
ENSG00000135114.12,581,2044,715,47,588,233
ENSG00000256963.1,0,0,0,0,0,0
ENSG00000279001.1,0,0,0,0,0,0
ENSG00000201945.1,0,0,0,0,0,0
ENSG00000223538.2,0,0,0,0,0,0
ENSG00000089041.16,21,78,31,7,37,23
ENSG00000257053.1,0,0,0,0,0,0
ENSG00000274029.1,0,2,2,0,0,0
ENSG00000135124.14,281,388,347,133,328,376
ENSG00000110931.18,548,805,659,231,516,677
ENSG00000089053.12,788,1104,777,528,1013,1251
ENSG00000258435.1,0,1,0,0,0,0
ENSG00000170633.16,364,521,458,325,534,615
ENSG00000089094.16,569,808,777,441,868,1062
ENSG00000277819.1,0,0,0,0,0,0
ENSG00000256742.1,2,3,0,2,6,4
ENSG00000252393.1,0,0,0,0,0,0
ENSG00000276045.1,676,1055,970,400,1065,1068
ENSG00000139714.12,12,7,11,6,8,11
ENSG00000188735.12,377,385,328,182,250,406
ENSG00000139725.7,43,56,50,25,64,75
ENSG00000212694.8,19,14,21,9,20,21
ENSG00000272849.1,2,1,0,0,0,0
ENSG00000274292.1,0,1,2,2,3,1
ENSG00000139718.10,704,1310,1092,586,1549,1824
ENSG00000158104.11,3,1,3,1,8,4
ENSG00000256811.1,0,0,0,0,0,0
ENSG00000278084.1,0,0,0,0,0,0
ENSG00000110801.13,291,369,382,203,432,449
ENSG00000256950.2,0,0,0,0,0,0
ENSG00000239082.1,0,0,0,0,0,0
ENSG00000158023.9,27,17,27,15,18,26
ENSG00000255856.2,0,0,0,0,0,0
ENSG00000110987.8,246,381,330,170,383,536
ENSG00000256546.1,1,2,1,0,3,3
ENSG00000175727.13,1088,1744,1777,588,1691,2005
ENSG00000158113.12,11,28,14,7,21,33
ENSG00000204671.1,0,0,1,0,0,0
ENSG00000176383.8,9,12,13,12,13,30
ENSG00000184047.15,63,108,75,49,104,84
ENSG00000256861.1,0,0,0,1,0,0
ENSG00000139719.9,224,236,266,174,203,296
ENSG00000280389.1,0,1,0,0,0,0
ENSG00000130779.19,1140,1244,962,762,916,1113
ENSG00000256304.1,4,2,2,1,1,7
ENSG00000214760.2,0,0,1,0,0,0
ENSG00000257097.1,2,2,0,1,2,2
ENSG00000033030.13,242,349,306,208,276,503
ENSG00000252192.1,1,0,0,0,0,0
ENSG00000275265.1,1,0,1,0,0,0
ENSG00000111011.17,401,611,414,356,593,655
ENSG00000184445.11,225,235,211,151,140,195
ENSG00000255972.1,0,0,0,0,0,0
ENSG00000274191.1,0,1,0,0,0,0
ENSG00000256249.1,0,0,0,0,0,0
ENSG00000182782.7,1,1,0,0,0,1
ENSG00000255398.2,0,1,0,0,1,0
ENSG00000196917.5,1,1,3,3,2,5
ENSG00000256044.1,0,0,0,0,0,0
ENSG00000139726.10,839,834,661,690,721,905
ENSG00000206914.1,1,0,0,0,0,0
ENSG00000130783.13,26,15,11,11,18,16
ENSG00000130787.13,902,934,1258,394,665,1118
ENSG00000139722.6,383,667,646,277,692,729
ENSG00000256152.2,0,0,0,0,0,0
ENSG00000280138.1,18,26,17,10,15,16
ENSG00000150967.17,71,127,111,36,109,132
ENSG00000111325.16,42,28,21,26,47,43
ENSG00000256028.2,0,0,1,0,0,0
ENSG00000182196.13,1,5,1,1,2,2
ENSG00000090975.12,338,442,492,216,460,685
ENSG00000265526.1,0,0,0,0,0,0
ENSG00000251497.2,0,0,0,0,0,0
ENSG00000280381.1,0,0,0,0,0,0
ENSG00000051825.14,161,213,140,128,79,173
ENSG00000280120.1,4,5,0,5,7,7
ENSG00000130921.7,297,417,315,189,405,449
ENSG00000235423.8,25,56,46,27,59,80
ENSG00000111328.6,578,1142,817,487,916,1038
ENSG00000269980.1,0,0,0,0,0,0
ENSG00000199845.1,0,0,0,0,0,0
ENSG00000139697.11,1036,1287,1046,816,946,1394
ENSG00000207189.1,0,1,0,0,0,0
ENSG00000256092.2,16,18,15,4,11,20
ENSG00000277700.1,0,0,0,0,0,0
ENSG00000183955.12,882,946,867,546,772,888
ENSG00000150977.10,301,489,293,138,370,321
ENSG00000270445.1,0,0,0,0,0,0
ENSG00000184209.14,63,134,92,54,146,116
ENSG00000188026.11,185,229,201,139,350,338
ENSG00000280328.1,3,1,5,1,0,0
ENSG00000274427.1,0,1,0,2,0,1
ENSG00000278112.1,1,1,0,0,2,2
ENSG00000266655.1,0,0,0,0,0,0
ENSG00000247373.3,50,26,24,18,10,21
ENSG00000086598.10,1376,2181,1670,1753,2058,2643
ENSG00000111364.15,238,322,285,182,285,410
ENSG00000206897.1,0,0,0,0,0,0
ENSG00000111361.12,498,690,563,331,472,605
ENSG00000111358.13,162,242,191,121,164,221
