Geneid	LT34	LT35	LT36	LT46	LT47	LT48
ENSG00000139343.10	324	478	422	268	725	546
ENSG00000139344.7	5	6	12	13	13	18
ENSG00000139350.11	335	402	321	266	261	333
ENSG00000139351.14	1	1	2	0	0	1
ENSG00000139352.3	0	1	0	1	0	0
ENSG00000139354.10	184	184	193	108	113	157
ENSG00000139364.10	19	30	21	13	34	31
ENSG00000139370.10	225	348	357	164	342	410
ENSG00000139372.14	229	333	335	319	345	442
ENSG00000139405.15	433	640	547	220	616	652
ENSG00000139410.14	16	38	16	2	49	21
ENSG00000139428.11	225	309	231	57	112	88
ENSG00000139433.9	646	733	626	241	401	475
ENSG00000139436.20	449	673	578	275	467	721
ENSG00000139437.17	185	274	162	167	272	314
ENSG00000139438.5	214	309	243	242	449	511
ENSG00000139445.17	3	1	1	0	0	3
ENSG00000139496.15	818	1002	875	953	1029	1768
ENSG00000139505.11	326	503	291	372	400	553
ENSG00000139508.14	84	169	129	40	97	98
ENSG00000139514.12	3778	3446	4631	2136	2706	4383
ENSG00000139515.5	2	2	4	8	7	12
ENSG00000139517.7	175	227	221	184	222	289
ENSG00000139531.12	61	91	88	24	144	103
ENSG00000139537.10	0	1	0	0	0	0
ENSG00000139540.11	0	1	0	0	0	1
ENSG00000139546.10	250	398	328	223	521	623
ENSG00000139547.7	5	3	1	2	0	2
ENSG00000139549.2	0	2	1	1	5	4
ENSG00000139567.12	236	657	327	103	401	345
ENSG00000139572.3	4	12	4	0	2	1
ENSG00000139574.8	0	0	0	0	0	0
ENSG00000139579.12	680	747	787	441	685	807
ENSG00000139597.16	12	30	15	20	25	53
ENSG00000139610.1	0	0	0	0	0	0
ENSG00000139613.11	1006	1552	1172	718	1316	1641
ENSG00000139618.14	114	152	93	87	70	110
ENSG00000139620.12	403	521	459	197	358	514
ENSG00000139624.12	370	438	440	230	336	477
ENSG00000139625.12	96	291	131	89	373	291
ENSG00000139626.15	6	2	5	1	7	11
ENSG00000139629.15	231	358	340	137	259	349
ENSG00000139631.18	96	46	47	9	21	19
ENSG00000139636.15	739	848	962	455	931	1121
ENSG00000139637.13	299	430	459	170	479	474
ENSG00000139641.12	2347	2913	3133	1612	2546	3569
ENSG00000139644.12	7651	7626	6866	3651	4602	6674
ENSG00000139645.9	2691	4041	3676	1903	4053	5312
ENSG00000139648.6	0	0	0	0	0	0
ENSG00000139651.10	624	732	629	625	895	988
ENSG00000139656.6	0	0	0	0	0	0
ENSG00000139668.8	267	375	291	109	274	322
ENSG00000139675.11	20	26	9	21	29	21
ENSG00000139679.15	8	17	5	1	11	5
ENSG00000139684.13	382	541	355	251	332	414
ENSG00000139687.13	842	975	759	764	716	938
ENSG00000139697.11	1040	1284	1046	819	965	1413
ENSG00000139714.12	9	6	10	4	9	9
ENSG00000139718.10	704	1304	1090	583	1548	1822
ENSG00000139719.9	224	235	264	172	203	295
ENSG00000139722.6	453	784	767	302	784	850
ENSG00000139725.7	275	364	346	141	324	390
ENSG00000139726.10	817	821	648	689	721	904
ENSG00000139734.17	138	167	135	139	188	254
ENSG00000139737.21	45	49	62	61	54	83
ENSG00000139746.15	470	649	462	562	589	719
ENSG00000139767.8	0	6	3	0	2	7
ENSG00000139780.7	0	0	0	0	0	0
ENSG00000139793.18	502	484	415	304	321	466
ENSG00000139797.7	0	0	0	0	0	0
ENSG00000139800.8	11	8	8	37	19	63
ENSG00000139826.5	135	227	155	192	237	282
ENSG00000139832.4	53	87	58	32	112	89
ENSG00000139835.13	24	45	27	12	27	34
ENSG00000139842.14	1285	1397	1208	825	1178	1492
ENSG00000139865.16	1	4	1	1	2	7
ENSG00000139874.5	76	95	56	10	23	29
ENSG00000139880.19	56	114	59	33	86	82
ENSG00000139890.9	8	7	3	7	8	13
ENSG00000139899.10	37	72	37	5	61	24
ENSG00000139908.14	0	0	1	0	0	0
ENSG00000139910.19	121	163	160	62	90	113
ENSG00000139914.6	1	1	1	1	0	2
ENSG00000139915.18	1	1	2	2	3	10
ENSG00000139921.12	390	661	524	391	518	562
ENSG00000139926.15	353	551	439	213	346	366
ENSG00000139946.9	291	196	169	87	82	114
ENSG00000139970.16	11	12	10	2	7	9
ENSG00000139971.15	67	112	102	75	76	145
ENSG00000139973.15	26	13	12	12	13	15
ENSG00000139974.15	85	145	92	58	102	92
ENSG00000139977.13	610	811	542	760	804	910
ENSG00000139985.6	12	9	12	4	0	11
ENSG00000139988.9	0	0	1	0	0	0
ENSG00000139990.17	966	1315	1022	709	1064	1286
ENSG00000139998.14	363	464	374	184	457	552
ENSG00000140006.11	160	157	137	86	94	137
ENSG00000140009.18	7	4	6	4	6	7
ENSG00000140015.19	0	0	0	0	0	0
ENSG00000140022.9	160	122	204	82	121	135
ENSG00000140025.15	34	53	24	31	27	33
ENSG00000140030.5	0	0	0	0	1	0
ENSG00000140043.11	20	22	11	11	7	8
ENSG00000140044.12	412	379	504	276	527	541
ENSG00000140057.8	15	20	17	3	2	10
ENSG00000140067.6	0	0	0	0	0	0
ENSG00000140090.17	12	12	5	3	6	7
ENSG00000140092.14	441	556	454	223	357	409
ENSG00000140093.9	4	2	1	1	0	0
ENSG00000140104.13	81	79	48	51	115	103
ENSG00000140105.17	2221	4104	2887	908	1677	1829
ENSG00000140107.10	0	0	0	0	1	0
ENSG00000140153.17	333	392	406	222	436	529
ENSG00000140157.14	1794	1622	1536	1052	1257	1715
ENSG00000140199.11	187	255	283	130	149	242
ENSG00000140254.12	11	34	35	34	56	121
ENSG00000140259.6	442	665	471	483	740	753
ENSG00000140262.17	583	976	591	441	732	862
ENSG00000140263.13	141	162	166	49	100	175
ENSG00000140264.19	3751	5159	4285	1755	4845	3842
ENSG00000140265.12	402	491	422	303	423	581
ENSG00000140274.13	0	0	0	1	2	0
ENSG00000140279.12	6	4	3	8	4	13
ENSG00000140280.13	17	62	33	17	69	50
ENSG00000140284.10	43	20	27	11	10	21
ENSG00000140285.9	40	205	24	16	67	27
ENSG00000140287.10	0	0	0	0	0	0
ENSG00000140297.12	1	0	2	0	3	0
ENSG00000140299.11	507	791	618	420	595	732
ENSG00000140307.10	502	591	509	467	643	678
ENSG00000140319.10	1230	1868	1462	1194	2570	2181
ENSG00000140320.11	1042	1466	1467	775	1599	1979
ENSG00000140323.5	109	74	281	35	47	73
ENSG00000140326.12	261	389	370	143	267	388
ENSG00000140332.15	1210	1086	1227	646	1190	1293
ENSG00000140350.15	423	669	480	388	692	692
ENSG00000140365.15	707	932	994	314	933	894
ENSG00000140367.11	277	368	245	173	280	351
ENSG00000140368.12	1	3	0	0	1	2
ENSG00000140374.15	761	938	777	463	672	975
ENSG00000140379.7	1	0	1	1	4	2
ENSG00000140382.14	387	590	455	313	497	707
ENSG00000140386.12	161	198	128	98	101	151
ENSG00000140391.14	425	1028	676	236	821	627
ENSG00000140395.8	300	337	359	158	277	323
ENSG00000140396.12	629	1133	740	390	687	883
ENSG00000140398.13	26	39	18	8	18	18
ENSG00000140400.14	490	532	530	175	376	547
ENSG00000140403.12	371	428	567	230	380	524
ENSG00000140406.3	807	1177	1195	603	1684	1769
ENSG00000140416.19	651	855	742	476	740	789
ENSG00000140443.13	1073	1597	1578	1023	1749	2352
ENSG00000140450.8	386	452	408	359	387	515
ENSG00000140451.12	29	42	45	14	75	63
ENSG00000140455.16	383	513	479	279	353	478
ENSG00000140459.17	12	17	11	5	13	17
ENSG00000140463.13	178	230	168	65	105	158
ENSG00000140464.19	931	2697	1468	308	1797	1253
ENSG00000140465.13	64	48	76	46	37	55
ENSG00000140470.13	95	68	142	100	113	211
ENSG00000140471.16	103	135	107	71	74	145
ENSG00000140474.12	638	587	662	311	595	921
ENSG00000140478.14	1	0	0	0	0	0
ENSG00000140479.16	316	276	338	174	210	360
ENSG00000140481.13	0	0	0	0	1	0
ENSG00000140488.14	0	1	0	0	0	0
ENSG00000140497.16	1159	1621	1571	794	1739	2058
ENSG00000140505.6	1	1	0	0	0	0
ENSG00000140506.16	0	1	0	0	0	0
ENSG00000140511.11	99	287	173	27	84	90
ENSG00000140519.12	5	12	3	8	16	14
ENSG00000140521.11	464	816	846	520	1188	1575
ENSG00000140522.11	0	0	0	0	0	0
ENSG00000140525.17	435	555	469	304	340	492
ENSG00000140526.16	711	1195	1223	473	1189	1486
ENSG00000140527.14	0	0	0	0	0	0
ENSG00000140534.13	135	266	239	121	221	336
ENSG00000140538.16	4	11	5	6	3	2
ENSG00000140543.13	151	153	151	68	93	91
ENSG00000140545.14	4614	4287	5584	1948	3408	4154
ENSG00000140548.9	478	831	679	531	1244	1411
ENSG00000140553.16	1576	2122	2184	1000	2064	2647
ENSG00000140557.11	103	115	116	41	70	122
ENSG00000140563.14	84	124	84	77	104	110
ENSG00000140564.10	2438	4452	4077	1434	4407	4669
ENSG00000140575.12	1558	2072	2103	1112	1069	1837
ENSG00000140577.15	521	886	763	355	963	1029
ENSG00000140598.13	326	363	297	212	237	351
ENSG00000140600.16	53	25	21	32	20	21
ENSG00000140612.13	372	719	448	404	864	813
ENSG00000140623.13	1	0	0	0	1	0
ENSG00000140632.16	998	1253	1127	737	1120	1773
ENSG00000140650.11	409	513	497	353	528	618
ENSG00000140675.12	0	8	0	1	1	3
ENSG00000140678.16	2	3	0	1	0	2
ENSG00000140682.18	383	721	536	205	737	599
ENSG00000140688.16	1107	1386	1170	769	1458	1632
ENSG00000140691.16	305	409	540	135	482	553
ENSG00000140694.16	166	323	178	144	268	304
ENSG00000140718.18	893	1031	895	437	645	871
ENSG00000140740.10	856	1254	1006	589	944	1313
ENSG00000140743.7	669	831	773	620	940	1207
ENSG00000140749.8	1	0	0	0	0	1
ENSG00000140750.16	632	1027	878	452	861	1149
ENSG00000140795.12	3	2	4	4	0	4
ENSG00000140798.15	3	0	0	0	0	0
ENSG00000140807.5	31	42	46	40	54	96
ENSG00000140829.11	1382	1864	1848	726	1869	1794
ENSG00000140830.8	272	248	288	193	245	357
ENSG00000140832.9	17	26	31	17	36	87
ENSG00000140835.9	0	0	0	0	0	0
ENSG00000140836.14	2119	2187	2278	1078	1728	2239
ENSG00000140839.11	0	0	1	0	0	1
ENSG00000140848.16	610	767	666	364	744	907
ENSG00000140853.15	318	1054	652	97	580	455
ENSG00000140854.12	759	812	786	377	819	897
ENSG00000140859.15	873	1128	1233	526	1172	1199
ENSG00000140873.15	0	0	0	0	0	1
ENSG00000140876.11	27	17	28	6	17	15
ENSG00000140905.9	154	199	225	178	279	284
ENSG00000140931.19	404	466	307	204	399	381
ENSG00000140932.9	1	1	4	0	1	2
ENSG00000140937.13	237	739	532	235	593	578
ENSG00000140939.14	57	108	67	34	67	68
ENSG00000140941.12	1769	1623	1681	997	969	1416
ENSG00000140943.16	3341	3182	3468	1463	1869	2306
ENSG00000140945.15	82	201	200	38	136	133
ENSG00000140948.11	1756	1692	1664	881	1180	1652
ENSG00000140950.15	404	500	420	222	301	436
ENSG00000140955.10	0	0	2	0	1	1
ENSG00000140961.12	274	305	296	289	591	657
ENSG00000140968.10	9	17	19	11	14	35
ENSG00000140983.13	950	1196	1245	526	1155	1348
ENSG00000140986.7	2	2	0	1	1	1
ENSG00000140987.19	179	233	177	162	211	254
ENSG00000140988.15	7229	8599	8910	4527	12702	12061
ENSG00000140990.14	1033	1470	1166	884	2233	1748
ENSG00000140992.18	537	814	784	335	795	1010
ENSG00000140993.10	21	23	26	16	43	19
ENSG00000140995.16	682	970	757	486	1182	1308
ENSG00000141002.18	1159	1612	1690	499	1306	1447
ENSG00000141012.12	343	688	558	277	652	633
ENSG00000141013.14	130	207	148	116	251	276
ENSG00000141026.5	267	403	360	179	356	479
ENSG00000141027.20	1619	2113	1498	912	1364	1777
ENSG00000141028.6	0	0	0	0	0	0
ENSG00000141030.12	748	830	802	511	670	928
ENSG00000141034.9	392	459	398	290	533	594
ENSG00000141040.14	72	115	75	65	126	122
ENSG00000141052.17	61	15	32	8	4	11
ENSG00000141068.13	261	440	337	163	344	398
ENSG00000141076.17	711	828	830	531	911	1032
ENSG00000141084.10	592	828	780	315	664	936
ENSG00000141086.17	1	0	2	0	1	1
ENSG00000141096.4	0	1	1	0	0	2
ENSG00000141098.12	282	381	363	169	454	459
ENSG00000141101.12	619	859	915	404	858	1064
ENSG00000141127.14	281	350	331	222	286	383
ENSG00000141161.11	0	0	1	0	1	0
ENSG00000141179.13	309	323	321	138	206	321
ENSG00000141194.5	0	0	0	0	0	0
ENSG00000141198.13	303	365	285	157	151	276
ENSG00000141200.7	0	0	0	0	0	0
ENSG00000141219.15	334	345	230	255	278	409
ENSG00000141232.4	442	902	651	622	1109	1266
ENSG00000141252.19	1070	1375	1290	584	1156	1590
ENSG00000141255.12	1	2	1	2	1	2
ENSG00000141258.12	259	433	290	103	282	304
ENSG00000141279.15	662	1034	818	524	729	954
ENSG00000141293.15	0	1	0	0	3	1
ENSG00000141294.9	11	6	3	3	7	11
ENSG00000141295.13	260	361	249	82	198	203
ENSG00000141298.17	457	732	601	250	495	601
ENSG00000141314.12	69	77	53	67	101	151
ENSG00000141316.12	0	0	0	0	1	2
ENSG00000141337.12	47	92	56	16	74	33
ENSG00000141338.13	2	3	0	0	1	0
ENSG00000141349.8	698	1025	908	271	853	718
ENSG00000141367.11	5491	6252	5649	4133	3931	6563
ENSG00000141371.12	4	5	5	4	3	5
ENSG00000141376.20	455	357	411	154	203	281
ENSG00000141378.14	288	368	342	222	408	428
ENSG00000141380.13	770	973	826	538	724	913
ENSG00000141384.11	453	298	376	234	226	391
ENSG00000141385.9	660	772	783	450	862	1113
ENSG00000141391.13	115	141	114	78	117	147
ENSG00000141401.11	333	393	356	135	309	318
ENSG00000141404.15	167	179	119	176	160	311
ENSG00000141424.12	342	698	491	389	679	798
ENSG00000141425.17	942	892	728	454	448	707
ENSG00000141428.16	133	165	141	133	149	198
ENSG00000141429.13	547	682	502	412	355	511
ENSG00000141431.9	33	19	19	17	5	13
ENSG00000141433.12	3	4	4	2	4	0
ENSG00000141434.11	0	1	1	0	0	0
ENSG00000141437.8	0	0	1	0	0	1
ENSG00000141441.15	133	196	216	91	171	262
ENSG00000141446.10	265	277	176	211	156	252
ENSG00000141447.16	194	336	203	200	260	278
ENSG00000141448.8	142	150	118	75	126	132
ENSG00000141449.14	104	80	74	45	35	112
ENSG00000141452.9	615	789	785	562	710	1002
ENSG00000141456.14	969	1250	1416	603	1404	1709
ENSG00000141458.12	1757	2332	2903	978	1853	2579
ENSG00000141469.16	0	0	1	0	0	0
ENSG00000141480.17	615	573	765	367	611	748
ENSG00000141485.15	6	7	3	1	3	1
ENSG00000141497.13	15	9	8	2	6	7
ENSG00000141499.16	354	408	376	224	457	636
ENSG00000141503.15	1652	2272	2139	1087	2236	2681
ENSG00000141504.11	500	726	710	339	765	791
ENSG00000141505.11	5	2	8	3	4	3
ENSG00000141506.13	13	5	21	1	6	15
ENSG00000141510.15	1369	1776	1348	786	1454	1540
ENSG00000141519.14	29	55	39	15	52	47
ENSG00000141522.11	8875	10719	12504	3544	7669	8759
ENSG00000141524.15	428	295	329	226	398	532
ENSG00000141526.14	2350	3930	3238	928	3111	2640
ENSG00000141527.16	7	6	9	2	4	5
ENSG00000141540.10	22	38	38	22	35	57
ENSG00000141542.10	44	62	45	30	58	62
ENSG00000141543.9	1095	1759	1642	860	1511	1919
ENSG00000141551.14	2374	3004	3142	1316	2989	3177
ENSG00000141552.17	397	599	495	169	622	419
ENSG00000141556.20	907	1501	1295	501	1304	1432
ENSG00000141560.14	304	458	335	166	349	402
ENSG00000141562.17	568	628	646	347	638	782
ENSG00000141564.13	839	1391	1458	718	2102	2161
ENSG00000141568.19	1381	1930	1836	878	2033	2340
ENSG00000141569.10	94	281	212	63	286	305
ENSG00000141570.10	273	325	277	223	352	449
ENSG00000141574.7	300	1747	750	77	632	289
ENSG00000141576.14	1509	1378	1406	614	990	1261
ENSG00000141577.13	187	254	258	103	292	294
ENSG00000141579.6	0	0	0	0	0	0
ENSG00000141580.15	606	1021	814	454	989	1142
ENSG00000141582.14	980	1072	1081	1008	1861	2044
ENSG00000141622.13	8	7	19	12	4	26
ENSG00000141627.13	639	735	758	523	634	865
ENSG00000141639.11	13	6	8	22	17	20
ENSG00000141642.8	41	76	22	42	49	67
ENSG00000141644.17	1025	1160	1291	675	1508	1620
ENSG00000141646.13	561	734	683	511	744	981
ENSG00000141655.15	69	110	80	35	34	80
ENSG00000141664.9	455	760	638	338	618	651
ENSG00000141665.11	6	7	9	6	1	11
ENSG00000141668.9	2	1	6	2	0	2
ENSG00000141682.11	595	736	657	224	380	461
ENSG00000141696.12	256	638	424	296	750	886
ENSG00000141698.16	678	793	753	370	688	717
ENSG00000141699.10	1556	1821	1633	785	1203	1690
ENSG00000141736.13	273	741	497	265	730	865
ENSG00000141738.13	95	133	98	42	110	140
ENSG00000141741.11	710	798	746	303	551	605
ENSG00000141744.3	7	6	2	4	6	5
ENSG00000141748.12	1	1	0	0	0	0
ENSG00000141750.6	147	196	225	91	193	284
ENSG00000141753.6	2059	7537	3832	811	4334	2408
ENSG00000141756.18	1051	2132	1798	847	2105	2228
ENSG00000141759.14	611	846	737	389	794	792
ENSG00000141837.18	52	135	93	56	179	124
ENSG00000141854.7	46	58	24	44	73	106
ENSG00000141858.11	591	826	714	510	915	1144
ENSG00000141867.17	3947	4859	5167	3258	6841	6975
ENSG00000141873.10	531	699	686	297	608	683
ENSG00000141905.17	2919	4685	3778	1834	4881	4417
ENSG00000141933.9	222	349	263	118	356	281
ENSG00000141934.9	1038	1203	1559	561	1233	1457
ENSG00000141946.1	0	0	0	0	1	1
ENSG00000141956.13	278	330	422	89	224	289
ENSG00000141959.16	1496	2251	1943	510	1569	1503
ENSG00000141965.4	1857	2096	2146	1094	2193	2506
ENSG00000141968.7	0	1	1	2	0	2
ENSG00000141971.12	635	868	783	372	744	859
ENSG00000141977.9	0	0	0	0	0	0
ENSG00000141979.4	0	0	0	0	0	0
ENSG00000141985.9	1567	2418	2023	889	2254	2272
ENSG00000141994.15	458	647	864	352	840	995
ENSG00000142002.16	2009	2564	2520	1529	3011	3414
ENSG00000142025.15	0	0	0	0	0	0
ENSG00000142039.3	667	706	981	255	545	679
ENSG00000142046.14	29	41	34	9	32	33
ENSG00000142065.13	12	44	14	13	21	24
ENSG00000142082.14	131	180	145	45	170	121
ENSG00000142089.15	1319	6616	2429	258	4392	1239
ENSG00000142102.15	43	85	44	14	45	78
ENSG00000142149.8	177	261	232	140	223	328
ENSG00000142156.14	4403	9656	8568	2290	9697	6645
ENSG00000142163.7	0	0	0	0	0	0
ENSG00000142166.12	338	564	367	314	333	413
ENSG00000142168.14	2181	2377	2309	1122	2308	2202
ENSG00000142173.14	9187	15333	14167	6029	17078	13407
ENSG00000142178.7	10	25	18	9	26	40
ENSG00000142182.8	0	0	0	0	0	0
ENSG00000142185.16	1	4	1	2	6	10
ENSG00000142186.16	1336	1985	2040	643	1726	2002
ENSG00000142188.16	236	388	254	304	339	429
ENSG00000142192.20	2157	5735	5229	1904	5848	5335
ENSG00000142197.12	357	445	428	253	311	516
ENSG00000142207.6	620	935	1111	394	834	1243
ENSG00000142208.15	2269	3347	2835	1218	2647	3027
ENSG00000142224.15	1	2	0	0	0	2
ENSG00000142227.10	845	2382	1440	320	2492	1427
ENSG00000142230.11	1975	2627	2356	1310	2604	2948
ENSG00000142233.11	18	3	12	2	3	0
ENSG00000142235.8	40	108	53	28	91	98
ENSG00000142252.10	159	279	157	126	305	377
ENSG00000142273.10	0	0	0	0	2	2
ENSG00000142279.12	313	443	379	304	841	906
ENSG00000142303.13	39	61	50	17	68	56
ENSG00000142319.17	2	8	5	15	14	27
ENSG00000142327.11	1463	2021	1708	662	1612	1925
ENSG00000142330.19	327	463	489	209	468	526
ENSG00000142347.16	16	35	24	2	9	6
ENSG00000142396.10	80	64	55	47	103	116
ENSG00000142405.21	2	2	0	1	1	1
ENSG00000142408.2	12	13	18	1	13	10
ENSG00000142409.5	678	873	864	426	1445	1249
ENSG00000142444.6	161	292	283	188	393	414
ENSG00000142449.12	0	1	1	3	3	1
ENSG00000142453.11	880	1268	1135	649	1465	1559
ENSG00000142459.8	697	932	820	291	761	880
ENSG00000142484.6	0	0	0	0	0	0
ENSG00000142494.13	144	233	112	169	225	295
ENSG00000142507.9	1330	1710	1624	846	2017	1786
ENSG00000142511.4	0	0	0	0	0	0
ENSG00000142512.14	1	1	1	0	1	0
ENSG00000142513.5	0	0	0	0	0	0
ENSG00000142515.14	0	0	0	0	0	0
ENSG00000142528.15	239	316	272	215	258	424
ENSG00000142530.10	226	122	197	137	153	327
ENSG00000142534.6	7869	8161	8526	5876	12597	11924
ENSG00000142538.1	0	3	1	0	3	2
ENSG00000142539.9	0	0	0	0	0	0
ENSG00000142541.16	10669	11278	11899	7675	17573	18209
ENSG00000142544.6	186	262	312	126	406	406
ENSG00000142546.13	660	811	919	429	1279	1231
ENSG00000142549.9	10	29	37	10	21	23
ENSG00000142552.7	225	499	581	163	503	636
ENSG00000142556.18	96	156	104	77	114	147
ENSG00000142583.17	3	15	6	0	3	2
ENSG00000142599.17	1177	1779	1652	579	1781	1775
ENSG00000142606.15	8	11	9	4	11	21
ENSG00000142609.17	4	1	2	1	0	1
ENSG00000142611.16	21	24	13	13	21	55
ENSG00000142615.7	0	1	0	0	0	0
ENSG00000142619.4	0	0	0	0	0	0
ENSG00000142621.19	4	1	3	0	1	4
ENSG00000142623.9	3	3	3	1	0	1
ENSG00000142627.12	2083	2654	3004	2081	3437	4397
ENSG00000142632.16	130	193	168	80	317	306
ENSG00000142634.12	376	724	528	289	747	777
ENSG00000142655.12	432	716	569	406	1003	1055
ENSG00000142657.20	1789	2347	1817	885	1651	1797
ENSG00000142661.18	1	0	0	0	0	0
ENSG00000142669.13	1920	3379	2276	708	2527	1633
ENSG00000142675.17	2	4	3	3	12	20
ENSG00000142676.12	3057	4329	3420	2673	6394	5182
ENSG00000142677.3	2	16	10	3	9	7
ENSG00000142684.7	546	557	672	345	813	806
ENSG00000142686.7	400	599	430	210	423	480
ENSG00000142687.17	758	1032	944	399	655	775
ENSG00000142694.6	415	1070	699	246	1130	737
ENSG00000142698.14	1	0	3	1	7	1
ENSG00000142700.11	8	8	18	15	44	104
ENSG00000142731.10	89	141	76	62	98	145
ENSG00000142733.14	98	167	111	53	183	205
ENSG00000142748.12	0	0	0	0	0	0
ENSG00000142751.14	642	701	723	356	710	880
ENSG00000142765.17	13	4	3	9	38	35
ENSG00000142784.15	1542	1941	1827	761	1448	1865
ENSG00000142789.19	0	0	0	0	0	0
ENSG00000142794.18	261	325	357	109	178	233
ENSG00000142798.16	1252	1826	2391	751	1400	1955
ENSG00000142856.16	88	90	68	69	57	98
ENSG00000142864.14	1214	2088	1797	1183	2484	2563
ENSG00000142867.12	425	485	438	287	302	425
ENSG00000142871.15	899	1379	1856	726	1644	2061
ENSG00000142875.19	598	526	498	369	288	451
ENSG00000142892.14	277	353	276	216	214	324
ENSG00000142910.15	50	68	105	15	29	36
ENSG00000142920.16	82	100	82	31	62	109
ENSG00000142937.11	1947	3256	2566	1429	3462	3545
ENSG00000142945.12	35	86	56	14	41	52
ENSG00000142949.16	1418	1506	2150	671	1557	1828
ENSG00000142959.4	3	6	7	0	1	3
ENSG00000142961.14	178	314	238	129	253	252
ENSG00000142973.12	1	1	0	1	0	0
ENSG00000143001.4	5	5	4	2	5	10
ENSG00000143006.7	0	0	0	0	0	0
ENSG00000143013.12	2374	1807	1686	957	1064	1379
ENSG00000143028.8	512	602	396	334	520	651
ENSG00000143032.7	5	6	16	14	6	21
ENSG00000143033.17	168	320	180	178	279	354
ENSG00000143036.16	62	65	31	16	14	21
ENSG00000143061.17	158	256	287	94	134	270
ENSG00000143067.4	419	526	428	277	585	653
ENSG00000143079.14	553	791	578	320	504	573
ENSG00000143093.14	811	1153	1080	584	1020	1358
ENSG00000143105.6	0	0	0	0	0	0
ENSG00000143106.12	1124	1646	1411	822	1494	1567
ENSG00000143107.8	1	0	2	1	0	0
ENSG00000143110.11	4	4	6	2	2	3
ENSG00000143119.12	0	0	0	0	0	0
ENSG00000143125.5	0	0	0	0	1	0
ENSG00000143126.7	451	547	657	349	483	848
ENSG00000143127.12	18	39	26	7	18	19
ENSG00000143147.14	483	618	477	294	639	698
ENSG00000143149.12	719	719	586	381	504	569
ENSG00000143153.12	281	305	379	130	177	265
ENSG00000143155.12	412	470	403	340	452	441
ENSG00000143156.13	127	119	87	57	101	79
ENSG00000143157.11	888	1290	948	901	1322	1667
ENSG00000143158.10	607	799	590	514	938	960
ENSG00000143162.7	385	842	544	326	526	567
ENSG00000143164.15	559	940	581	380	787	774
ENSG00000143167.11	0	2	0	0	0	0
ENSG00000143171.12	0	1	0	0	0	0
ENSG00000143178.12	31	25	29	16	23	40
ENSG00000143179.12	565	873	754	350	1045	1111
ENSG00000143183.16	674	785	769	559	894	932
ENSG00000143184.4	0	0	0	0	0	0
ENSG00000143185.3	0	0	0	0	0	0
ENSG00000143190.21	500	612	498	265	327	480
ENSG00000143194.12	0	1	1	0	0	0
ENSG00000143195.12	157	113	130	143	88	257
ENSG00000143196.4	50	282	159	8	112	43
ENSG00000143198.12	1102	1250	1160	656	1175	1213
ENSG00000143199.17	5	1	1	1	1	3
ENSG00000143207.19	487	607	536	337	502	666
ENSG00000143217.8	5	4	7	2	2	1
ENSG00000143222.11	1228	933	1196	504	611	746
ENSG00000143224.17	130	203	180	83	167	185
ENSG00000143226.13	0	3	2	0	2	0
ENSG00000143228.12	21	30	39	16	21	37
ENSG00000143248.12	14	13	9	13	1	7
ENSG00000143252.14	1133	1348	1066	708	888	1080
ENSG00000143256.4	941	1017	896	619	1378	1199
ENSG00000143257.11	2	4	0	0	1	0
ENSG00000143258.15	194	311	214	116	240	244
ENSG00000143278.3	0	0	0	0	0	0
ENSG00000143294.14	919	1322	1102	805	1852	2034
ENSG00000143297.18	0	0	0	0	1	0
ENSG00000143303.11	260	346	326	119	257	400
ENSG00000143314.12	316	380	408	156	359	341
ENSG00000143315.6	126	276	183	107	230	232
ENSG00000143318.12	3	7	3	0	3	4
ENSG00000143319.16	576	799	832	456	825	1187
ENSG00000143320.8	342	1028	531	208	917	597
ENSG00000143321.18	2642	4758	3452	2106	6608	5948
ENSG00000143322.19	654	1318	1065	317	815	1020
ENSG00000143324.13	402	600	450	314	550	536
ENSG00000143333.6	91	147	140	24	75	47
ENSG00000143337.18	279	630	432	258	625	604
ENSG00000143340.6	4	5	12	14	9	31
ENSG00000143341.11	30	46	39	8	15	23
ENSG00000143344.15	380	615	384	151	304	309
ENSG00000143353.11	72	103	79	44	71	59
ENSG00000143355.15	1	0	0	1	1	4
ENSG00000143363.15	212	232	183	75	183	208
ENSG00000143365.16	0	1	0	0	2	0
ENSG00000143367.15	274	246	219	163	221	340
ENSG00000143368.9	1059	1556	1443	794	1983	2011
ENSG00000143369.14	1571	2180	2291	559	1743	1646
ENSG00000143373.17	477	894	1053	302	944	1030
ENSG00000143374.14	139	279	184	146	293	297
ENSG00000143375.14	163	121	121	138	204	297
ENSG00000143376.12	1157	1348	990	702	954	1092
ENSG00000143379.12	363	528	554	228	421	623
ENSG00000143382.13	182	400	275	100	259	310
ENSG00000143384.12	1016	2347	1515	889	2069	2297
ENSG00000143387.12	1591	5122	2065	724	2817	1503
ENSG00000143390.17	509	724	513	268	374	438
ENSG00000143393.16	1503	1995	1624	998	1911	2262
ENSG00000143398.19	1455	1990	1734	1726	2365	3601
ENSG00000143401.14	281	447	287	385	492	569
ENSG00000143409.15	92	166	149	38	126	138
ENSG00000143412.9	0	0	0	0	1	1
ENSG00000143416.20	49	160	69	5	44	30
ENSG00000143418.19	2999	3477	3057	2293	3495	4362
ENSG00000143420.17	913	1272	1012	546	1174	1166
